CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-6.607,52.12, None,2017-02-26 00:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,9
None,-6.389,52.13, None,2017-02-26 01:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,9
None,-6.211,45.49, None,2017-02-26 02:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,9
None,-6.092,41.56, None,2017-02-26 03:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,9
None,-6.379,45.77, None,2017-02-26 04:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,9
None,-6.488,36.94, None,2017-02-26 05:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None,9
None,-6.518,31.14, None,2017-02-26 06:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None,9
None,-6.906,30.3, None,2017-02-26 07:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None,9
None,-6.39,28.25, None,2017-02-26 08:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None,9
None,-6.083,29.12, None,2017-02-26 09:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None,9
None,-4.797,27.72, None,2017-02-26 10:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None,9
None,-3.93,27.3, None,2017-02-26 11:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None,9
None,-3.309,24.91, None,2017-02-26 12:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None,9
None,-4.308,24.63, None,2017-02-26 13:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None,9
None,-4.164,24.34, None,2017-02-26 14:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None,9
None,-4.232,24.72, None,2017-02-26 15:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None,9
None,-4.398,23.94, None,2017-02-26 16:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None,9
None,-5.022,24.0, None,2017-02-26 17:00:00, None, None, None, None, None, -21.0, None, None, None, None, None, None,9
None,-6.004,24.42, None,2017-02-26 18:00:00, None, None, None, None, None, -21.0, None, None, None, None, None, None,9
None,-6.508,24.81, None,2017-02-26 19:00:00, None, None, None, None, None, -22.0, None, None, None, None, None, None,9
None,-6.964,24.95, None,2017-02-26 20:00:00, None, None, None, None, None, -22.0, None, None, None, None, None, None,9
None,-6.975,24.22, None,2017-02-26 21:00:00, None, None, None, None, None, -22.0, None, None, None, None, None, None,9
None,-7.56,24.4, None,2017-02-26 22:00:00, None, None, None, None, None, -23.0, None, None, None, None, None, None,9
None,-8.51,28.51, None,2017-02-26 23:00:00, None, None, None, None, None, -22.0, None, None, None, None, None, None,9
None,-8.57,29.55, None,2017-02-27 00:00:00, None, None, None, None, None, -22.0, None, None, None, None, None, None,9
None,-8.63,30.92, None,2017-02-27 01:00:00, None, None, None, None, None, -21.0, None, None, None, None, None, None,9
None,-8.45,34.09, None,2017-02-27 02:00:00, None, None, None, None, None, -20.0, None, None, None, None, None, None,9
None,-8.53,37.43, None,2017-02-27 03:00:00, None, None, None, None, None, -19.0, None, None, None, None, None, None,9
