pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.0, -2.987, 82.7, -2.1, 83.0, -5.0, -3.0, -3.1, 1028.2, 0.0, -5.0, 892.0, 0.0,2021-11-12 00:00:00, None, 892.0,46
0.0, -2.829, 83.0, -2.1, 83.0, -5.0, -2.8, -3.2, 1026.8, 0.0, -5.0, 891.0, 0.0,2021-11-12 01:00:00, None, 891.0,46
0.0, -3.097, 90.2, -2.1, 90.0, -4.0, -3.1, -3.2, 1025.6, 0.1, -4.0, 890.0, 0.0,2021-11-12 02:00:00, None, 890.0,46
0.0, -3.017, 91.8, -2.1, 92.0, -4.0, -3.0, -3.2, 1025.9, 0.1, -4.0, 890.0, 0.0,2021-11-12 03:00:00, None, 890.0,46
0.2, -2.957, 93.4, -2.1, 93.0, -4.0, -3.0, -3.2, 1024.9, 0.2, -4.0, 889.0, 0.0,2021-11-12 04:00:00, None, 889.0,46
1.0, -2.891, 95.0, -2.1, 95.0, -3.0, -2.9, -3.2, 1025.0, 0.8, -3.0, 889.0, 1.0,2021-11-12 05:00:00, None, 889.0,46
1.8, -2.813, 95.6, -2.1, 96.0, -3.0, -2.8, -3.2, 1023.8, 0.8, -3.0, 888.0, 1.0,2021-11-12 06:00:00, None, 888.0,46
2.1, -2.564, 95.7, -2.5, 96.0, -3.0, -2.6, -2.9, 1022.7, 0.3, -3.0, 887.0, 0.0,2021-11-12 07:00:00, None, 887.0,46
2.3, -2.08, 95.8, -2.1, 96.0, -3.0, -2.1, -2.9, 1022.6, 0.2, -3.0, 887.0, 0.0,2021-11-12 08:00:00, None, 887.0,46
2.7, -1.542, 95.5, -1.5, 96.0, -2.0, -1.5, -2.9, 1022.6, 0.4, -2.0, 887.0, 0.0,2021-11-12 09:00:00, None, 887.0,46
3.2, -0.791, 95.2, -0.8, 95.0, -1.0, -0.8, -2.9, 1021.3, 0.5, -1.0, 886.0, 1.0,2021-11-12 10:00:00, None, 886.0,46
3.5, -0.163, 95.1, 0.0, 95.0, -1.0, -0.2, -2.9, 1020.1, 0.3, -1.0, 885.0, 0.0,2021-11-12 11:00:00, None, 885.0,46
3.5, 0.4, 95.3, 0.4, 95.0, 0.0, 0.4, -2.9, 1018.9, 0.1, 0.0, 884.0, 0.0,2021-11-12 12:00:00, None, 884.0,46
3.9, 0.362, 96.3, 0.4, 96.0, 0.0, 0.4, -2.9, 1018.8, 0.4, 0.0, 884.0, 0.0,2021-11-12 13:00:00, None, 884.0,46
