pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None, 3.496, 90.0, None, None, None, None, None, -1.0, None, None, 2.0, None, 3.5, 0.0, 0.8, 2.0, None, None, 3.5, 90.0, None,2021-11-12 00:00:00, 53.0, None, 52.92, 428.0,46
None, None, 3.487, 92.9, None, None, None, None, None, -1.0, None, None, 2.0, None, 3.5, 0.0, 1.8, 2.0, None, None, 3.6, 93.0, None,2021-11-12 01:00:00, 52.0, None, 51.94, 429.0,46
None, None, 3.326, 88.6, None, None, None, None, None, -1.0, None, None, 2.0, None, 3.3, 0.0, 1.8, 2.0, None, None, 3.6, 89.0, None,2021-11-12 02:00:00, 51.0, None, 51.24, 430.0,46
None, None, 3.25, 89.7, None, None, None, None, None, 0.0, None, None, 2.0, None, 3.3, 0.0, 1.2, 2.0, None, None, 3.6, 90.0, None,2021-11-12 03:00:00, 51.0, None, 51.31, 431.0,46
None, None, 2.112, 98.0, None, None, None, None, None, -1.0, None, None, 2.0, None, 2.1, 0.0, 3.1, 2.0, None, None, 3.6, 98.0, None,2021-11-12 04:00:00, 50.0, None, 49.92, 432.0,46
None, None, 1.468, 92.4, None, None, None, None, None, 0.0, None, None, 0.0, None, 1.5, 0.0, 0.9, 0.0, None, None, 3.6, 92.0, None,2021-11-12 05:00:00, 50.0, None, 49.53, 432.0,46
None, None, 1.913, 70.2, None, None, None, None, None, 0.0, None, None, -3.0, None, 1.9, 0.0, 0.0, -3.0, None, None, 3.6, 70.0, None,2021-11-12 06:00:00, 49.0, None, 49.2, 431.0,46
None, None, 1.014, 73.9, None, None, None, None, None, 0.0, None, None, -3.0, None, 1.0, 1.0, 0.6, -3.0, None, None, 1.9, 74.0, None,2021-11-12 07:00:00, 49.0, None, 49.37, 430.0,46
None, None, 0.73, 75.5, None, None, None, None, None, 0.0, None, None, -3.0, None, 0.7, 0.6, -0.2, -3.0, None, None, 1.9, 76.0, None,2021-11-12 08:00:00, 49.0, None, 49.19, 429.0,46
None, None, 1.136, 51.45, None, None, None, None, None, 0.0, None, None, -8.0, None, 1.1, 0.6, 0.5, -8.0, None, None, 1.9, 51.0, None,2021-11-12 09:00:00, 49.0, None, 49.1, 430.0,46
None, None, 1.08, 49.57, None, None, None, None, None, 0.0, None, None, -8.0, None, 1.1, 0.6, 0.0, -8.0, None, None, 1.9, 50.0, None,2021-11-12 10:00:00, 49.0, None, 48.89, 431.0,46
None, None, 0.976, 49.95, None, None, None, None, None, 0.0, None, None, -8.0, None, 1.0, 0.6, 0.1, -8.0, None, None, 1.9, 50.0, None,2021-11-12 11:00:00, 49.0, None, 48.75, 433.0,46
None, None, 0.938, 46.85, None, None, None, None, None, 0.0, None, None, -9.0, None, 0.9, 0.6, -0.5, -9.0, None, None, 1.9, 47.0, None,2021-11-12 12:00:00, 49.0, None, 48.52, 435.0,46
None, None, 0.646, 49.43, None, None, None, None, None, 0.0, None, None, -9.0, None, 0.6, 0.6, 0.0, -9.0, None, None, 1.9, 49.0, None,2021-11-12 13:00:00, 48.0, None, 48.49, 437.0,46
None, None, -0.167, 50.29, None, None, None, None, None, 0.0, None, None, -8.0, None, -0.2, -0.2, 0.5, -8.0, None, None, 1.9, 50.0, None,2021-11-12 14:00:00, 49.0, None, 48.65, 437.0,46
None, None, -0.3, 44.49, None, None, None, None, None, 0.0, None, None, -10.0, None, -0.3, -0.3, 0.0, -10.0, None, None, 1.9, 44.0, None,2021-11-12 15:00:00, 49.0, None, 48.81, 436.0,46
None, None, -0.821, 41.89, None, None, None, None, None, 0.0, None, None, -11.0, None, -0.8, -0.8, 0.0, -11.0, None, None, 1.9, 42.0, None,2021-11-12 16:00:00, 49.0, None, 48.78, 434.0,46
None, None, -1.228, 42.12, None, None, None, None, None, 0.0, None, None, -11.0, None, -1.2, -1.2, -0.2, -11.0, None, None, 1.9, 42.0, None,2021-11-12 17:00:00, 49.0, None, 48.76, 431.0,46
None, None, -1.637, 42.09, None, None, None, None, None, 0.0, None, None, -12.0, None, -1.6, -1.6, 0.0, -12.0, None, None, 1.9, 42.0, None,2021-11-12 18:00:00, 49.0, None, 48.76, 427.0,46
None, None, -2.036, 48.25, None, None, None, None, None, 0.0, None, None, -10.0, None, -2.0, -2.0, 0.0, -10.0, None, None, -1.6, 48.0, None,2021-11-12 19:00:00, 49.0, None, 48.57, 425.0,46
None, None, -3.129, 72.4, None, None, None, None, None, -1.0, None, None, -7.0, None, -3.1, -3.1, 0.6, -7.0, None, None, -1.6, 72.0, None,2021-11-12 20:00:00, 48.0, None, 47.85, 422.0,46
None, None, -3.11, 53.85, None, None, None, None, None, 0.0, None, None, -10.0, None, -3.1, -3.2, 0.0, -10.0, None, None, -1.6, 54.0, None,2021-11-12 21:00:00, 48.0, None, 48.31, 420.0,46
None, None, -2.873, 52.05, None, None, None, None, None, 0.0, None, None, -10.0, None, -2.9, -3.2, 0.0, -10.0, None, None, -1.6, 52.0, None,2021-11-12 22:00:00, 48.0, None, 48.24, 419.0,46
None, None, -3.3, 63.45, None, None, None, None, None, 0.0, None, None, -9.0, None, -3.3, -3.3, 0.0, -9.0, None, None, -1.6, 63.0, None,2021-11-12 23:00:00, 48.0, None, 48.21, 417.0,46
None, None, -3.759, 60.04, None, None, None, None, None, 0.0, None, None, -10.0, None, -3.8, -3.8, 0.0, -10.0, None, None, -1.6, 60.0, None,2021-11-13 00:00:00, 48.0, None, 48.21, 416.0,46
None, None, -4.142, 72.0, None, None, None, None, None, 0.0, None, None, -8.0, None, -4.1, -4.2, 0.0, -8.0, None, None, -1.6, 72.0, None,2021-11-13 01:00:00, 48.0, None, 48.25, 415.0,46
None, None, -3.999, 69.6, None, None, None, None, None, 0.0, None, None, -8.0, None, -4.0, -4.2, 0.0, -8.0, None, None, -1.6, 70.0, None,2021-11-13 02:00:00, 48.0, None, 48.06, 414.0,46
None, None, -4.265, 69.35, None, None, None, None, None, 0.0, None, None, -8.0, None, -4.3, -4.3, 0.1, -8.0, None, None, -1.6, 69.0, None,2021-11-13 03:00:00, 48.0, None, 48.1, 413.0,46
None, None, -4.542, 78.9, None, None, None, None, None, 0.0, None, None, -7.0, None, -4.5, -4.5, 0.1, -7.0, None, None, -1.6, 79.0, None,2021-11-13 04:00:00, 48.0, None, 47.77, 412.0,46
None, None, -4.658, 67.77, None, None, None, None, None, 0.0, None, None, -9.0, None, -4.7, -4.8, 0.0, -9.0, None, None, -1.6, 68.0, None,2021-11-13 05:00:00, 48.0, None, 47.96, 412.0,46
None, None, -4.408, 58.96, None, None, None, None, None, 0.0, None, None, -10.0, None, -4.4, -4.8, 0.0, -10.0, None, None, -1.6, 59.0, None,2021-11-13 06:00:00, 48.0, None, 47.7, 411.0,46
None, None, -4.533, 69.29, None, None, None, None, None, 0.0, None, None, -9.0, None, -4.5, -4.5, 0.0, -9.0, None, None, -4.4, 69.0, None,2021-11-13 07:00:00, 48.0, None, 47.61, 410.0,46
None, None, -4.725, 73.3, None, None, None, None, None, 0.0, None, None, -8.0, None, -4.7, -4.8, 0.0, -8.0, None, None, -4.4, 73.0, None,2021-11-13 08:00:00, 47.0, None, 47.43, 410.0,46
None, None, -4.226, 75.1, None, None, None, None, None, 0.0, None, None, -8.0, None, -4.2, -4.8, 0.0, -8.0, None, None, -4.2, 75.0, None,2021-11-13 09:00:00, 47.0, None, 47.07, 410.0,46
None, None, -3.299, 62.1, None, None, None, None, None, 0.0, None, None, -9.0, None, -3.3, -4.8, -0.2, -9.0, None, None, -3.3, 62.0, None,2021-11-13 10:00:00, 47.0, None, 46.65, 412.0,46
None, None, -3.033, 72.9, None, None, None, None, None, 0.0, None, None, -7.0, None, -3.0, -4.8, 0.2, -7.0, None, None, -3.0, 73.0, None,2021-11-13 11:00:00, 47.0, None, 46.94, 415.0,46
None, None, -2.959, 75.8, None, None, None, None, None, 0.0, None, None, -6.0, None, -3.0, -4.8, 0.2, -6.0, None, None, -3.0, 76.0, None,2021-11-13 12:00:00, 47.0, None, 47.19, 418.0,46
None, None, -2.977, 76.9, None, None, None, None, None, 1.0, None, None, -6.0, None, -3.0, -4.8, 0.1, -6.0, None, None, -2.8, 77.0, None,2021-11-13 13:00:00, 48.0, None, 47.84, 421.0,46
None, None, -4.218, 88.1, None, None, None, None, None, 2.0, None, None, -6.0, None, -4.2, -4.8, 0.7, -6.0, None, None, -2.8, 88.0, None,2021-11-13 16:00:00, 50.0, None, 50.32, 422.0,46
