pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 0.872, 92.3, None, None, None, None, 0.0, None, 0.0, 0.9, 0.4, 0.6, 0.0, None, 1.9, 92.0, None,2021-11-12 00:00:00, 12.0, None, 12.43,46
None, None, 0.702, 93.0, None, None, None, None, 0.0, None, 0.0, 0.7, 0.4, 0.5, 0.0, None, 1.9, 93.0, None,2021-11-12 01:00:00, 12.0, None, 12.26,46
None, None, 1.162, 92.9, None, None, None, None, 0.0, None, 0.0, 1.2, 0.4, 0.5, 0.0, None, 1.9, 93.0, None,2021-11-12 02:00:00, 12.0, None, 11.92,46
None, None, 0.669, 93.2, None, None, None, None, 0.0, None, 0.0, 0.7, 0.4, 0.1, 0.0, None, 1.9, 93.0, None,2021-11-12 03:00:00, 12.0, None, 11.88,46
None, None, 0.924, 93.4, None, None, None, None, 0.0, None, 0.0, 0.9, 0.4, 0.3, 0.0, None, 1.9, 93.0, None,2021-11-12 04:00:00, 12.0, None, 11.75,46
None, None, 0.829, 93.5, None, None, None, None, 0.0, None, 0.0, 0.8, 0.4, 0.0, 0.0, None, 1.9, 94.0, None,2021-11-12 05:00:00, 12.0, None, 11.63,46
None, None, 1.132, 93.5, None, None, None, None, 0.0, None, 0.0, 1.1, 0.4, 0.1, 0.0, None, 1.9, 94.0, None,2021-11-12 06:00:00, 11.0, None, 11.48,46
None, None, 0.823, 93.6, None, None, None, None, 0.0, None, 0.0, 0.8, 0.8, 0.8, 0.0, None, 1.2, 94.0, None,2021-11-12 07:00:00, 11.0, None, 11.37,46
5.8, None, 0.854, 93.6, None, None, None, None, -1.0, None, 0.0, 0.9, 0.8, 0.2, 0.0, None, 1.2, 94.0, None,2021-11-12 08:00:00, 11.0, None, 10.7,46
5.6, None, 1.192, 93.7, None, None, None, None, 0.0, None, 0.0, 1.2, 0.6, 0.0, 0.0, None, 1.2, 94.0, None,2021-11-12 09:00:00, 11.0, None, 10.56,46
5.6, None, 2.619, 93.2, None, None, None, None, 0.0, None, 2.0, 2.6, 0.6, 0.0, 2.0, None, 2.6, 93.0, None,2021-11-12 10:00:00, 10.0, None, 10.41,46
5.6, None, 2.938, 91.9, None, None, None, None, 0.0, None, 2.0, 2.9, 0.6, 0.0, 2.0, None, 3.1, 92.0, None,2021-11-12 11:00:00, 10.0, None, 10.27,46
5.6, None, 3.138, 91.1, None, None, None, None, -1.0, None, 2.0, 3.1, 0.6, 0.1, 2.0, None, 3.2, 91.0, None,2021-11-12 12:00:00, 10.0, None, 9.67,46
5.6, None, 2.227, 92.1, None, None, None, None, 1.0, None, 1.0, 2.2, 0.6, 0.0, 1.0, None, 3.2, 92.0, None,2021-11-12 13:00:00, 10.0, None, 9.98,46
5.8, None, 1.642, 92.6, None, None, None, None, 0.0, None, 1.0, 1.6, 0.6, 0.2, 1.0, None, 3.2, 93.0, None,2021-11-12 14:00:00, 10.0, None, 10.07,46
7.1, None, 0.828, 92.9, None, None, None, None, 0.0, None, 0.0, 0.8, 0.6, 1.5, 0.0, None, 3.2, 93.0, None,2021-11-12 15:00:00, 10.0, None, 9.9,46
7.3, None, 0.625, 93.4, None, None, None, None, 0.0, None, 0.0, 0.6, 0.6, 0.2, 0.0, None, 3.2, 93.0, None,2021-11-12 16:00:00, 10.0, None, 9.89,46
7.3, None, 0.563, 93.6, None, None, None, None, 0.0, None, 0.0, 0.6, 0.6, 0.2, 0.0, None, 3.2, 94.0, None,2021-11-12 17:00:00, 9.0, None, 9.47,46
10.3, None, 0.144, 93.7, None, None, None, None, 1.0, None, -1.0, 0.1, 0.1, 3.5, -1.0, None, 3.2, 94.0, None,2021-11-12 18:00:00, 10.0, None, 9.83,46
11.4, None, None, None, None, None, None, None, 2.0, None, -1.0, 0.2, -0.1, 1.5, None, None, 0.3, 94.0, None,2021-11-12 19:00:00, 11.0, None, None,46
11.4, None, -0.236, 93.9, None, None, None, None, 1.0, None, -1.0, -0.2, -0.4, 0.4, -1.0, None, 0.3, 94.0, None,2021-11-12 20:00:00, 12.0, None, 11.91,46
10.9, None, -0.089, 93.9, None, None, None, None, 0.0, None, -1.0, -0.1, -0.4, 0.2, -1.0, None, 0.3, 94.0, None,2021-11-12 21:00:00, 12.0, None, 11.79,46
10.6, None, 0.049, 94.0, None, None, None, None, 2.0, None, -1.0, 0.0, -0.4, 0.1, -1.0, None, 0.3, 94.0, None,2021-11-12 22:00:00, 13.0, None, 13.25,46
10.6, None, -0.435, 93.8, None, None, None, None, -3.0, None, -1.0, -0.4, -0.5, 0.0, -1.0, None, 0.3, 94.0, None,2021-11-12 23:00:00, 11.0, None, 10.72,46
10.0, None, None, None, None, None, None, None, 1.0, None, -1.0, 0.0, -0.5, 0.1, None, None, 0.3, 94.0, None,2021-11-13 00:00:00, 11.0, None, None,46
9.7, None, -0.191, 93.8, None, None, None, None, 1.0, None, -1.0, -0.2, -0.5, 0.2, -1.0, None, 0.3, 94.0, None,2021-11-13 01:00:00, 12.0, None, 12.0,46
9.2, None, -0.143, 93.9, None, None, None, None, -4.0, None, -1.0, -0.1, -0.5, 0.1, -1.0, None, 0.3, 94.0, None,2021-11-13 02:00:00, 8.0, None, 8.0,46
9.4, None, -0.143, 93.9, None, None, None, None, 6.0, None, -1.0, -0.1, -0.5, 0.2, -1.0, None, 0.3, 94.0, None,2021-11-13 03:00:00, 14.0, None, 13.89,46
9.3, None, -0.099, 93.8, None, None, None, None, -4.0, None, -1.0, -0.1, -0.5, 0.2, -1.0, None, 0.3, 94.0, None,2021-11-13 04:00:00, 14.0, None, None,46
9.3, None, -0.498, 93.9, None, None, None, None, 2.0, None, -1.0, -0.5, -0.5, 0.1, -1.0, None, 0.3, 94.0, None,2021-11-13 05:00:00, 15.0, None, 15.07,46
9.3, None, -0.336, 93.9, None, None, None, None, -2.0, None, -1.0, -0.3, -0.5, 0.0, -1.0, None, 0.3, 94.0, None,2021-11-13 06:00:00, 13.0, None, 12.88,46
8.5, None, -0.678, 94.0, None, None, None, None, -1.0, None, -1.0, -0.7, -0.7, 0.0, -1.0, None, -0.3, 94.0, None,2021-11-13 07:00:00, 12.0, None, 12.13,46
8.3, None, -0.727, 93.9, None, None, None, None, 0.0, None, -1.0, -0.7, -0.7, 0.0, -1.0, None, -0.3, 94.0, None,2021-11-13 08:00:00, 12.0, None, 11.94,46
