time,tasmin,tasmax,pcp,week_of_year
2019-05-07,3.0,15.0, 0.0,19
2019-05-08,3.7,19.3, 0.0,19
2019-05-09,3.5,24.4, 0.0,19
2019-05-10,4.0,24.5, 0.0,19
2019-05-11,4.5,20.7, 0.0,19
2019-05-12,1.9,16.6, 0.0,19
2019-05-13,1.3,17.5, 0.0,19
