ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, 870.0, 687.0, None, None,2017-03-12 00:00:00, -17.8, None, 227.0, None,11
None, 870.0, 687.0, None, None,2017-03-12 01:00:00, -18.3, None, 227.0, None,11
None, 868.0, 687.0, None, None,2017-03-12 02:00:00, -18.6, None, 227.0, None,11
None, 868.0, 687.0, None, None,2017-03-12 04:00:00, -18.7, None, 227.0, None,11
None, 868.0, 687.0, None, None,2017-03-12 05:00:00, -18.8, None, 227.0, None,11
None, 868.0, 687.0, None, None,2017-03-12 06:00:00, -18.6, None, 227.0, None,11
None, 868.0, 687.0, None, None,2017-03-12 08:00:00, -18.7, None, 227.0, None,11
None, 870.0, 687.0, None, None,2017-03-12 09:00:00, -18.5, None, 227.0, None,11
None, 870.0, 687.0, None, None,2017-03-12 10:00:00, -18.6, None, 227.0, None,11
None, 871.0, 688.0, None, None,2017-03-12 11:00:00, -18.7, None, 227.0, None,11
None, 871.0, 688.0, None, None,2017-03-12 12:00:00, -18.4, None, 227.0, None,11
None, 871.0, 688.0, None, None,2017-03-12 13:00:00, -17.7, None, 227.0, None,11
None, 871.0, 688.0, None, None,2017-03-12 14:00:00, -17.3, None, 227.0, None,11
None, 872.0, 688.0, None, None,2017-03-12 15:00:00, -16.8, None, 227.0, None,11
None, 871.0, 688.0, 1353.0, None,2017-03-12 16:00:00, -14.9, None, 227.0, None,11
None, 871.0, 688.0, None, None,2017-03-12 17:00:00, -11.7, None, 227.0, None,11
None, 870.0, 688.0, None, None,2017-03-12 18:00:00, -10.0, None, 228.0, None,11
None, 869.0, 688.0, None, None,2017-03-12 19:00:00, -7.7, None, 228.0, None,11
None, 868.0, 688.0, None, None,2017-03-12 20:00:00, -6.1, None, 228.0, None,11
None, 869.0, 689.0, None, None,2017-03-12 21:00:00, -4.8, None, 228.0, None,11
None, 866.0, 689.0, None, None,2017-03-12 22:00:00, -4.6, None, 228.0, None,11
None, 868.0, 690.0, None, None,2017-03-12 23:00:00, -4.3, None, 229.0, None,11
None, 868.0, 691.0, None, None,2017-03-13 00:00:00, -4.0, None, 229.0, None,11
None, 866.0, 693.0, None, None,2017-03-13 01:00:00, -3.4, None, 229.0, None,11
