time,TEMP_MEAN,HUMIDITY,week_of_year
2021-02-05 00:00:00, None,84.5,6
2021-02-05 01:00:00, None,93.9,6
2021-02-05 02:00:00, None,100.0,6
2021-02-05 03:00:00, None,100.0,6
2021-02-05 04:00:00, None,100.0,6
2021-02-05 05:00:00, None,100.0,6
2021-02-05 06:00:00, None,100.0,6
2021-02-05 07:00:00, None,100.0,6
2021-02-05 14:00:00, None,54.5,6
2021-02-05 15:00:00, None,60.5,6
2021-02-05 16:00:00, None,67.8,6
2021-02-05 17:00:00, None,84.2,6
2021-02-05 18:00:00, None,88.4,6
2021-02-05 19:00:00, None,92.8,6
2021-02-05 20:00:00, None,93.7,6
2021-02-05 21:00:00, None,93.9,6
2021-02-05 22:00:00, None,94.7,6
2021-02-05 23:00:00, None,94.2,6
2021-02-06 00:00:00, None,93.3,6
2021-02-06 01:00:00, None,92.0,6
2021-02-06 02:00:00, None,92.4,6
2021-02-06 03:00:00, None,91.2,6
2021-02-06 04:00:00, None,91.3,6
2021-02-06 05:00:00, None,90.9,6
2021-02-06 06:00:00, None,91.1,6
2021-02-06 07:00:00, None,90.8,6
2021-02-06 08:00:00, None,91.1,6
2021-02-06 09:00:00, None,91.7,6
2021-02-06 10:00:00, None,90.5,6
2021-02-06 11:00:00, None,76.6,6
2021-02-06 12:00:00, None,66.9,6
2021-02-06 13:00:00, None,68.6,6
2021-02-06 14:00:00, None,69.7,6
2021-02-06 15:00:00, None,75.9,6
2021-02-06 16:00:00, None,83.4,6
2021-02-06 17:00:00, None,82.1,6
2021-02-06 18:00:00, None,80.4,6
2021-02-06 19:00:00, None,81.8,6
2021-02-06 20:00:00, None,83.8,6
2021-02-06 21:00:00, None,87.5,6
2021-02-06 22:00:00, None,83.1,6
2021-02-06 23:00:00, None,87.0,6
2021-02-07 00:00:00, None,88.0,6
2021-02-07 01:00:00, None,85.6,6
2021-02-07 02:00:00, None,84.9,6
2021-02-07 03:00:00, None,77.6,6
2021-02-07 04:00:00, None,77.9,6
2021-02-07 05:00:00, None,73.0,6
2021-02-07 06:00:00, None,69.2,6
2021-02-07 07:00:00, None,72.4,6
2021-02-07 08:00:00, None,85.4,6
2021-02-07 09:00:00, None,66.3,6
2021-02-07 10:00:00, None,51.3,6
2021-02-07 11:00:00, None,48.6,6
2021-02-07 12:00:00, None,46.2,6
2021-02-07 13:00:00, None,42.9,6
2021-02-07 14:00:00, None,45.8,6
2021-02-07 15:00:00, None,42.6,6
2021-02-07 16:00:00, None,47.5,6
2021-02-07 17:00:00, None,63.3,6
2021-02-07 18:00:00, None,71.2,6
2021-02-07 19:00:00, None,86.3,6
2021-02-07 20:00:00, None,87.6,6
2021-02-07 21:00:00, None,85.8,6
2021-02-07 22:00:00, None,82.9,6
2021-02-07 23:00:00, None,83.6,6
2021-02-08 00:00:00, None,80.9,6
2021-02-08 01:00:00, None,83.8,6
2021-02-08 02:00:00, None,80.3,6
2021-02-08 03:00:00, None,79.9,6
2021-02-08 04:00:00, None,80.8,6
2021-02-08 05:00:00, None,82.5,6
2021-02-08 06:00:00, None,83.3,6
2021-02-08 07:00:00, None,84.1,6
2021-02-08 08:00:00, None,83.7,6
2021-02-08 09:00:00, None,83.2,6
2021-02-08 10:00:00, None,83.8,6
2021-02-08 11:00:00, None,75.6,6
2021-02-08 12:00:00, None,66.3,6
2021-02-08 13:00:00, None,60.7,6
2021-02-08 14:00:00, None,60.0,6
2021-02-08 15:00:00, None,60.8,6
2021-02-08 16:00:00, None,74.0,6
2021-02-08 17:00:00, None,68.1,6
2021-02-08 18:00:00, None,71.7,6
2021-02-08 19:00:00, None,70.2,6
2021-02-08 20:00:00, None,66.9,6
2021-02-08 21:00:00, None,68.9,6
2021-02-08 22:00:00, None,71.1,6
2021-02-08 23:00:00, None,68.4,6
2021-02-09 00:00:00, None,61.9,6
2021-02-09 01:00:00, None,62.3,6
2021-02-09 02:00:00, None,72.3,6
2021-02-09 03:00:00, None,75.2,6
2021-02-09 04:00:00, None,72.6,6
2021-02-09 05:00:00, None,73.3,6
2021-02-09 06:00:00, None,72.9,6
2021-02-09 07:00:00, None,74.6,6
2021-02-09 08:00:00, None,70.7,6
2021-02-09 09:00:00, None,64.7,6
2021-02-09 10:00:00, None,56.0,6
2021-02-09 11:00:00, None,50.6,6
2021-02-09 12:00:00, None,46.1,6
2021-02-09 13:00:00, None,42.0,6
2021-02-09 14:00:00, None,39.4,6
2021-02-09 15:00:00, None,36.4,6
2021-02-09 16:00:00, None,43.2,6
2021-02-09 17:00:00, None,51.0,6
2021-02-09 18:00:00, None,62.0,6
2021-02-09 19:00:00, None,65.9,6
2021-02-09 20:00:00, None,74.4,6
2021-02-09 21:00:00, None,83.5,6
2021-02-09 22:00:00, None,79.4,6
2021-02-09 23:00:00, None,80.1,6
2021-02-10 00:00:00, None,77.9,6
2021-02-10 01:00:00, None,77.9,6
2021-02-10 02:00:00, None,76.7,6
2021-02-10 03:00:00, None,76.8,6
2021-02-10 04:00:00, None,76.8,6
2021-02-10 05:00:00, None,76.8,6
2021-02-10 06:00:00, None,78.1,6
2021-02-10 07:00:00, None,75.4,6
2021-02-10 08:00:00, None,76.9,6
2021-02-10 09:00:00, None,77.3,6
2021-02-10 10:00:00, None,75.0,6
2021-02-10 11:00:00, None,58.0,6
2021-02-10 12:00:00, None,48.7,6
2021-02-10 13:00:00, None,44.3,6
2021-02-10 14:00:00, None,42.8,6
2021-02-10 15:00:00, None,43.3,6
2021-02-11 08:00:00, None,67.9,6
2021-02-11 09:00:00, None,56.1,6
2021-02-11 10:00:00, None,43.3,6
2021-02-11 11:00:00, None,42.8,6
2021-02-11 12:00:00, None,36.3,6
