station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
0.0, 0.0, 0.0, 2012-02-01 00:00:00, None
0.0, 0.0, 0.0, 2012-02-02 00:00:00, None
0.0, 0.0, 0.0, 2012-02-03 00:00:00, None
0.0, 0.0, 0.0, 2012-02-04 00:00:00, None
0.0, 0.0, 0.0, 2012-02-05 00:00:00, None
0.0, 0.0, 0.0, 2012-02-06 00:00:00, None
4.2, 4.2, 0.0, 2012-02-07 00:00:00, None
5.6, 5.6, 0.0, 2012-02-08 00:00:00, None
22.0, 22.0, 0.0, 2012-02-09 00:00:00, None
4.0, 4.0, 0.0, 2012-02-10 00:00:00, None
2.6, 2.6, 0.0, 2012-02-11 00:00:00, None
5.0, 5.0, 0.0, 2012-02-12 00:00:00, None
6.0, 6.0, 0.0, 2012-02-13 00:00:00, None
0.0, 0.0, 0.0, 2012-02-14 00:00:00, None
6.2, 6.2, 0.0, 2012-02-15 00:00:00, None
8.6, 8.6, 0.0, 2012-02-16 00:00:00, None
17.4, 17.4, 0.0, 2012-02-17 00:00:00, None
18.4, 18.4, 0.0, 2012-02-18 00:00:00, None
1.6, 1.6, 0.0, 2012-02-19 00:00:00, None
14.4, 14.4, 0.0, 2012-02-20 00:00:00, None
10.8, 10.8, 0.0, 2012-02-21 00:00:00, None
0.0, 0.0, 0.0, 2012-02-22 00:00:00, None
18.0, 18.0, 0.0, 2012-02-23 00:00:00, None
27.8, 27.8, 0.0, 2012-02-24 00:00:00, None
0.0, 0.0, 0.0, 2012-02-25 00:00:00, None
0.0, 0.0, 0.0, 2012-02-26 00:00:00, None
0.0, 0.0, 0.0, 2012-02-27 00:00:00, None
10.8, 9.8, 1.0, 2012-02-28 00:00:00, None
2.0, 2.0, 0.0, 2012-02-29 00:00:00, None
0.0, 0.0, 0.0, 2012-03-01 00:00:00, None
13.6, 13.6, 0.0, 2012-03-02 00:00:00, None
2.0, 2.0, 0.0, 2012-03-03 00:00:00, None
17.6, 17.6, 0.0, 2012-03-04 00:00:00, None
0.0, 0.0, 0.0, 2012-03-05 00:00:00, None
0.0, 0.0, 0.0, 2012-03-06 00:00:00, None
0.0, 0.0, 0.0, 2012-03-07 00:00:00, None
11.8, 11.8, 0.0, 2012-03-08 00:00:00, None
30.6, 30.6, 0.0, 2012-03-09 00:00:00, None
4.4, 4.4, 0.0, 2012-03-10 00:00:00, None
1.6, 1.6, 0.0, 2012-03-11 00:00:00, None
2.0, 2.0, 0.0, 2012-03-12 00:00:00, None
0.4, 0.4, 0.0, 2012-03-13 00:00:00, None
21.2, 21.2, 0.0, 2012-03-14 00:00:00, None
11.4, 11.4, 0.0, 2012-03-15 00:00:00, None
0.0, 0.0, 0.0, 2012-03-16 00:00:00, None
1.6, 1.6, 0.0, 2012-03-17 00:00:00, None
0.0, 0.0, 0.0, 2012-03-18 00:00:00, None
10.2, 10.2, 0.0, 2012-03-19 00:00:00, None
0.6, 0.6, 0.0, 2012-03-20 00:00:00, None
0.0, 0.0, 0.0, 2012-03-21 00:00:00, None
2.6, 2.6, 0.0, 2012-03-22 00:00:00, None
0.0, 0.0, 0.0, 2012-03-23 00:00:00, None
0.0, 0.0, 0.0, 2012-03-24 00:00:00, None
0.0, 0.0, 0.0, 2012-03-25 00:00:00, None
5.8, 5.8, 0.0, 2012-03-26 00:00:00, None
15.0, 15.0, 0.0, 2012-03-27 00:00:00, None
8.2, 8.2, 0.0, 2012-03-28 00:00:00, None
9.2, 9.2, 0.0, 2012-03-29 00:00:00, None
1.0, 1.0, 0.0, 2012-03-30 00:00:00, None
17.6, 15.6, 2.0, 2012-03-31 00:00:00, None
0.4, 0.4, 0.0, 2012-04-01 00:00:00, None
8.6, 8.6, 0.0, 2012-04-02 00:00:00, None
4.0, 4.0, 0.0, 2012-04-03 00:00:00, None
0.0, 0.0, 0.0, 2012-04-04 00:00:00, None
0.0, 0.0, 0.0, 2012-04-05 00:00:00, None
0.0, 0.0, 0.0, 2012-04-06 00:00:00, None
0.0, 0.0, 0.0, 2012-04-07 00:00:00, None
0.0, 0.0, 0.0, 2012-04-08 00:00:00, None
0.0, 0.0, 0.0, 2012-04-09 00:00:00, None
0.0, 0.0, 0.0, 2012-04-10 00:00:00, None
8.8, 8.8, 0.0, 2012-04-11 00:00:00, None
0.0, 0.0, 0.0, 2012-04-12 00:00:00, None
0.0, 0.0, 0.0, 2012-04-13 00:00:00, None
0.0, 0.0, 0.0, 2012-04-14 00:00:00, None
9.2, 9.2, 0.0, 2012-04-15 00:00:00, None
0.0, 0.0, 0.0, 2012-04-16 00:00:00, None
8.0, 8.0, 0.0, 2012-04-17 00:00:00, None
1.2, 1.2, 0.0, 2012-04-18 00:00:00, None
11.0, 11.0, 0.0, 2012-04-19 00:00:00, None
0.0, 0.0, 0.0, 2012-04-20 00:00:00, None
0.0, 0.0, 0.0, 2012-04-21 00:00:00, None
0.8, 0.8, 0.0, 2012-04-22 00:00:00, None
0.6, 0.6, 0.0, 2012-04-23 00:00:00, None
17.6, 17.6, 0.0, 2012-04-24 00:00:00, None
38.0, 38.0, 0.0, 2012-04-25 00:00:00, None
0.4, 0.4, 0.0, 2012-04-26 00:00:00, None
0.6, 0.6, 0.0, 2012-04-27 00:00:00, None
1.4, 1.4, 0.0, 2012-04-28 00:00:00, None
16.0, 16.0, 0.0, 2012-04-29 00:00:00, None
6.6, 6.6, 0.0, 2012-04-30 00:00:00, None
