station_observations
TempC, SolarRadiationWm, RH, WindSpeedms, Pressurembar, Rainmm, GustSpeedms, time, WindDirection, DewPtC
-6.231, 0.6, 98.1, 4.09, 815.45, None, 6.24, 2021-01-01 00:00:00, 112.3, -6.5
-6.073, 0.6, 98.1, 3.7, 814.65, None, 6.04, 2021-01-01 01:00:00, 127.8, -6.3
-6.231, 0.6, 98.2, 2.92, 813.85, None, 4.68, 2021-01-01 02:00:00, 120.7, -6.5
-6.199, 0.6, 98.1, 3.51, 812.45, None, 5.46, 2021-01-01 03:00:00, 124.9, -6.5
-6.294, 0.6, 98.1, 2.92, 811.35, None, 4.68, 2021-01-01 04:00:00, 124.9, -6.6
-6.168, 0.6, 98.1, 2.53, 810.15, None, 3.9, 2021-01-01 05:00:00, 117.9, -6.4
-6.199, 0.6, 98.1, 2.53, 809.45, None, 3.7, 2021-01-01 06:00:00, 119.3, -6.5
-6.515, 0.6, 98.1, 2.14, 808.65, None, 3.31, 2021-01-01 07:00:00, 119.3, -6.8
-6.898, 0.6, 97.9, 1.75, 807.75, None, 2.73, 2021-01-01 08:00:00, 115.1, -7.2
-7.673, 1.9, 97.5, 1.95, 807.05, None, 2.73, 2021-01-01 09:00:00, 115.1, -8.0
-7.251, 23.1, 97.5, 1.75, 806.75, None, 2.34, 2021-01-01 10:00:00, 120.7, -7.6
-7.122, 45.6, 97.6, 1.75, 806.05, None, 2.34, 2021-01-01 11:00:00, 122.1, -7.5
-6.834, 89.4, 97.8, 1.36, 805.15, None, 2.14, 2021-01-01 12:00:00, 112.3, -7.1
-6.231, 36.9, 98.2, 1.17, 804.05, None, 1.56, 2021-01-01 13:00:00, 119.3, -6.5
-6.168, 29.4, 98.2, 0.78, 803.25, None, 1.56, 2021-01-01 14:00:00, 130.6, -6.4
-5.979, 15.6, 98.2, 1.17, 802.95, None, 1.95, 2021-01-01 15:00:00, 137.6, -6.2
-4.651, 1.9, 98.8, 0.78, 802.45, None, 1.36, 2021-01-01 16:00:00, 171.3, -4.8
-4.895, 0.6, 99.1, 1.56, 802.15, None, 2.53, 2021-01-01 17:00:00, 198.0, -5.0
-5.449, 0.6, 98.8, 1.36, 802.25, None, 2.34, 2021-01-01 18:00:00, 203.6, -5.6
-5.295, 0.6, 98.8, 0.97, 802.15, None, 1.36, 2021-01-01 19:00:00, 212.0, -5.5
-5.233, 0.6, 98.9, 0.78, 801.65, None, 1.56, 2021-01-01 20:00:00, 196.5, -5.4
-5.049, 0.6, 98.9, 0.78, 800.95, None, 1.56, 2021-01-01 21:00:00, 176.9, -5.2
-4.773, 0.6, 99.1, 1.17, 800.45, None, 1.95, 2021-01-01 22:00:00, 164.3, -4.9
-4.712, 0.6, 99.1, 1.17, 800.25, None, 2.34, 2021-01-01 23:00:00, 193.7, -4.8
-4.987, 0.6, 99.1, 1.95, 799.85, None, 2.53, 2021-01-02 00:00:00, 193.7, -5.1
-4.773, 0.6, 99.1, 5.07, 799.55, None, 10.72, 2021-01-02 01:00:00, 192.3, -4.9
-4.895, 0.6, 99.1, 6.24, 799.65, None, 8.97, 2021-01-02 02:00:00, 189.5, -5.0
-4.865, 0.6, 99.0, 5.07, 799.85, None, 6.82, 2021-01-02 03:00:00, 192.3, -5.0
-4.773, 0.6, 99.2, 3.9, 799.45, None, 5.85, 2021-01-02 04:00:00, 190.9, -4.9
-4.743, 0.6, 99.3, 3.31, 798.75, None, 4.68, 2021-01-02 05:00:00, 169.9, -4.8
-4.987, 0.6, 99.2, 3.31, 797.85, None, 4.68, 2021-01-02 06:00:00, 148.8, -5.1
-5.11, 0.6, 99.1, 3.12, 796.95, None, 5.07, 2021-01-02 07:00:00, 146.0, -5.2
-5.172, 0.6, 99.0, 3.12, 796.25, None, 5.07, 2021-01-02 08:00:00, 140.4, -5.3
-4.773, 6.9, 99.1, 2.34, 795.85, None, 3.31, 2021-01-02 09:00:00, 176.9, -4.9
-4.257, 25.6, 99.5, 2.73, 795.35, None, 4.48, 2021-01-02 10:00:00, 188.1, -4.3
-3.39, 129.4, 99.8, 3.12, 794.95, None, 4.29, 2021-01-02 11:00:00, 188.1, -3.4
-3.986, 214.4, 100.0, 2.53, 794.75, None, 4.29, 2021-01-02 12:00:00, 195.1, -4.0
-4.106, 40.6, 99.9, 1.75, 795.15, None, 2.92, 2021-01-02 13:00:00, 189.5, -4.1
-4.59, 28.1, 99.7, 1.95, 794.95, None, 2.92, 2021-01-02 14:00:00, 195.1, -4.6
-4.926, 21.9, 99.4, 1.56, 795.45, None, 2.34, 2021-01-02 15:00:00, 195.1, -5.0
-5.357, 0.6, 99.2, 8.97, 795.35, None, 14.03, 2021-01-02 16:00:00, 189.5, -5.5
-5.511, 0.6, 99.0, 9.16, 795.75, None, 13.84, 2021-01-02 17:00:00, 189.5, -5.7
-5.574, 0.6, 98.9, 8.38, 795.95, None, 12.28, 2021-01-02 18:00:00, 188.1, -5.7
-5.667, 0.6, 98.9, 8.19, 795.85, None, 14.42, 2021-01-02 19:00:00, 185.3, -5.8
-5.729, 0.6, 98.9, 8.58, 795.85, None, 12.86, 2021-01-02 20:00:00, 182.5, -5.9
-5.823, 0.6, 98.8, 7.99, 796.05, None, 12.67, 2021-01-02 21:00:00, 182.5, -6.0
-5.854, 0.6, 98.8, 6.04, 796.55, None, 8.97, 2021-01-02 22:00:00, 182.5, -6.0
-5.854, 0.6, 98.7, 5.65, 796.95, None, 6.82, 2021-01-02 23:00:00, 185.3, -6.0
-5.885, 0.6, 98.7, 3.31, 797.45, None, 6.04, 2021-01-03 00:00:00, 183.9, -6.1
-5.885, 0.6, 98.7, 3.12, 797.95, None, 4.48, 2021-01-03 01:00:00, 186.7, -6.1
-5.916, 0.6, 98.6, 3.12, 798.65, None, 3.9, 2021-01-03 02:00:00, 181.1, -6.1
-5.791, 0.6, 98.7, 2.73, 799.45, None, 3.31, 2021-01-03 03:00:00, 193.7, -6.0
-5.854, 0.6, 98.7, 2.73, 800.15, None, 3.12, 2021-01-03 04:00:00, 207.8, -6.0
-5.854, 0.6, 98.8, 2.92, 800.45, None, 3.51, 2021-01-03 05:00:00, 213.4, -6.0
-6.231, 0.6, 98.7, 2.92, 801.35, None, 3.31, 2021-01-03 06:00:00, 217.6, -6.4
-6.483, 0.6, 98.5, 7.21, 801.45, None, 22.22, 2021-01-03 07:00:00, 224.6, -6.7
-6.579, 0.6, 97.2, 15.01, 802.05, None, 23.97, 2021-01-03 08:00:00, 226.0, -7.0
-6.579, 9.4, 94.2, 15.59, 803.15, None, 23.0, 2021-01-03 09:00:00, 219.0, -7.4
-6.61, 15.6, 91.7, 13.84, 804.45, None, 22.22, 2021-01-03 10:00:00, 221.8, -7.7
-6.073, 56.9, 92.6, 12.47, 805.65, None, 18.32, 2021-01-03 11:00:00, 230.2, -7.1
-5.636, 138.1, 95.4, 15.2, 805.85, None, 20.27, 2021-01-03 12:00:00, 237.3, -6.3
-5.542, 58.1, 95.0, 17.15, 806.05, None, 22.02, 2021-01-03 13:00:00, 235.9, -6.2
-5.511, 110.6, 94.5, 14.42, 808.25, None, 21.63, 2021-01-03 14:00:00, 235.9, -6.3
-5.449, 58.1, 92.6, 11.69, 810.05, None, 17.35, 2021-01-03 15:00:00, 238.7, -6.5
-6.042, 4.4, 96.0, 10.13, 811.55, None, 15.59, 2021-01-03 16:00:00, 234.5, -6.6
-6.357, 0.6, 96.5, 9.74, 812.25, None, 14.62, 2021-01-03 17:00:00, 230.2, -6.8
-6.834, 0.6, 95.5, 8.77, 812.85, None, 13.64, 2021-01-03 18:00:00, 233.1, -7.4
-7.251, 0.6, 91.1, 8.77, 812.85, None, 11.11, 2021-01-03 19:00:00, 238.7, -8.5
-7.219, 0.6, 77.2, 6.43, 813.55, None, 10.33, 2021-01-03 20:00:00, 244.3, -10.5
-8.165, 0.6, 75.6, 3.7, 813.95, None, 6.04, 2021-01-03 21:00:00, 238.7, -11.7
-8.231, 0.6, 85.3, 3.31, 813.65, None, 5.85, 2021-01-03 22:00:00, 210.6, -10.3
-8.764, 0.6, 87.4, 3.9, 813.75, None, 7.99, 2021-01-03 23:00:00, 193.7, -10.5
-8.43, 0.6, 88.2, 2.92, 813.45, None, 7.02, 2021-01-04 00:00:00, 217.6, -10.0
-8.364, 0.6, 83.9, 4.29, 812.75, None, 7.6, 2021-01-04 01:00:00, 16.8, -10.6
-8.697, 0.6, 95.2, 3.9, 812.35, None, 7.6, 2021-01-04 02:00:00, 59.0, -9.3
-9.202, 0.6, 96.6, 4.87, 811.25, None, 7.6, 2021-01-04 03:00:00, 61.8, -9.7
-8.397, 0.6, 92.5, 5.07, 810.25, None, 9.16, 2021-01-04 04:00:00, 49.1, -9.4
-8.831, 0.6, 85.9, 6.63, 808.65, None, 9.16, 2021-01-04 05:00:00, 43.5, -10.8
-9.851, 0.6, 89.7, 8.19, 807.75, None, 11.11, 2021-01-04 06:00:00, 61.8, -11.2
-9.989, 0.6, 94.4, 6.63, 806.95, None, 10.52, 2021-01-04 07:00:00, 64.6, -10.7
-10.092, 0.6, 94.4, 5.85, 806.15, None, 10.72, 2021-01-04 08:00:00, 91.3, -10.8
-10.231, 3.1, 95.2, 5.26, 805.55, None, 8.19, 2021-01-04 09:00:00, 105.3, -10.9
-9.954, 18.1, 95.3, 4.29, 805.95, None, 6.24, 2021-01-04 10:00:00, 122.1, -10.6
-8.397, 171.9, 95.8, 3.12, 805.95, None, 5.85, 2021-01-04 11:00:00, 176.9, -9.0
-8.066, 214.4, 96.4, 3.7, 805.85, None, 6.63, 2021-01-04 12:00:00, 207.8, -8.6
-8.697, 138.1, 96.4, 4.09, 805.85, None, 7.21, 2021-01-04 13:00:00, 188.1, -9.2
-8.264, 133.1, 96.5, 4.68, 806.15, None, 10.13, 2021-01-04 14:00:00, 190.9, -8.7
-8.397, 46.9, 96.5, 5.26, 806.55, None, 10.91, 2021-01-04 15:00:00, 206.4, -8.9
-9.134, 4.4, 96.3, 6.43, 806.85, None, 10.33, 2021-01-04 16:00:00, 199.4, -9.6
-8.999, 0.6, 96.2, 6.63, 807.45, None, 10.72, 2021-01-04 17:00:00, 200.8, -9.5
-8.932, 0.6, 96.3, 7.8, 807.65, None, 11.69, 2021-01-04 18:00:00, 202.2, -9.4
-8.364, 0.6, 96.6, 7.8, 808.25, None, 11.5, 2021-01-04 19:00:00, 200.8, -8.8
-8.198, 0.6, 96.7, 6.82, 808.75, None, 9.55, 2021-01-04 20:00:00, 202.2, -8.6
-8.066, 0.6, 96.9, 6.82, 809.15, None, 11.5, 2021-01-04 21:00:00, 205.0, -8.5
-8.43, 0.6, 96.8, 6.43, 809.65, None, 8.58, 2021-01-04 22:00:00, 203.6, -8.9
-8.697, 0.6, 96.6, 5.65, 810.35, None, 7.41, 2021-01-04 23:00:00, 190.9, -9.2
-8.198, 0.6, 96.7, 5.26, 811.05, None, 8.38, 2021-01-05 00:00:00, 195.1, -8.6
-8.297, 0.6, 96.8, 6.82, 811.15, None, 9.74, 2021-01-05 01:00:00, 206.4, -8.7
-8.397, 0.6, 96.6, 6.63, 811.45, None, 9.16, 2021-01-05 02:00:00, 207.8, -8.9
-8.331, 0.6, 96.8, 4.29, 812.15, None, 6.43, 2021-01-05 03:00:00, 185.3, -8.8
-8.231, 0.6, 96.8, 3.12, 812.15, None, 5.46, 2021-01-05 04:00:00, 182.5, -8.7
