ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity
8.6,0.0,-2.0,8.6,2016-12-23,17.0,0.0,52,,,,,,,,,,,,
0.0,0.0,-1.5,0.0,2016-12-24,19.0,0.5,52,,,,,,,,,,,,
0.0,0.0,-3.5,0.0,2016-12-25,15.0,-1.5,52,,,,,,,,,,,,
4.0,0.0,-5.0,4.0,2016-12-26,10.0,0.5,52,,,,,,,,,,,,
0.0,0.0,-3.0,0.0,2016-12-27,11.0,3.0,52,,,,,,,,,,,,
0.6,0.0,-0.5,0.6,2016-12-28,12.0,4.0,52,,,,,,,,,,,,
1.0,0.0,-1.0,1.0,2016-12-29,11.0,3.0,52,,,,,,,,,,,,
,,,,2016-12-23 00:00:00,,,52,4.0, None, None,0.0, None,6.3, None,-2.9, None, None, None,79.0
,,,,2016-12-23 01:00:00,,,52,4.0, None, None,0.0, None,5.7, None,-2.8, None, None, None,79.0
,,,,2016-12-23 02:00:00,,,52,4.0, None, None,0.0, None,5.3, None,-2.8, None, None, None,76.0
,,,,2016-12-23 03:00:00,,,52,4.0, None, None,0.0, None,4.3, None,-2.5, None, None, None,75.0
,,,,2016-12-23 04:00:00,,,52,4.0, None, None,0.0, None,1.6, None,-2.6, None, None, None,83.0
,,,,2016-12-23 05:00:00,,,52,4.0, None, None,0.0, None,4.7, None,-2.9, None, None, None,89.0
,,,,2016-12-23 06:00:00,,,52,3.0, None, None,0.0, None,4.9, None,-2.9, None, None, None,92.0
,,,,2016-12-23 07:00:00,,,52,2.0, None, None,0.0, None,5.0, None,-2.9, None, None, None,94.0
,,,,2016-12-23 08:00:00,,,52,2.0, None, None,0.0, None,4.3, None,-2.9, None, None, None,95.0
,,,,2016-12-23 09:00:00,,,52,1.0, None, None,0.0, None,3.9, None,-2.8, None, None, None,96.0
,,,,2016-12-23 10:00:00,,,52,0.0, None, None,0.0, None,4.1, None,-2.5, None, None, None,96.0
,,,,2016-12-23 11:00:00,,,52,1.0, None, None,0.0, None,2.7, None,-2.3, None, None, None,95.0
,,,,2016-12-23 12:00:00,,,52,0.0, None, None,0.0, None,2.2, None,-1.1, None, None, None,93.0
,,,,2016-12-23 13:00:00,,,52,3.0, None, None,0.0, None,2.7, None,-0.8, None, None, None,89.0
,,,,2016-12-23 14:00:00,,,52,3.0, None, None,0.0, None,1.8, None,-1.4, None, None, None,94.0
,,,,2016-12-23 15:00:00,,,52,2.0, None, None,0.0, None,2.2, None,-1.4, None, None, None,95.0
,,,,2016-12-23 16:00:00,,,52,1.0, None, None,0.0, None,2.6, None,-1.9, None, None, None,97.0
,,,,2016-12-23 17:00:00,,,52,0.0, None, None,0.0, None,1.8, None,-2.1, None, None, None,97.0
,,,,2016-12-23 18:00:00,,,52,0.0, None, None,0.0, None,1.9, None,-2.1, None, None, None,97.0
,,,,2016-12-23 19:00:00,,,52,0.0, None, None,0.0, None,1.6, None,-2.0, None, None, None,97.0
,,,,2016-12-23 20:00:00,,,52,, None, None,0.0, None,2.1, None,-2.0, None, None, None,97.0
,,,,2016-12-23 21:00:00,,,52,0.0, None, None,0.0, None,0.0, None,-2.0, None, None, None,97.0
,,,,2016-12-23 22:00:00,,,52,, None, None,0.0, None,2.4, None,-2.1, None, None, None,97.0
,,,,2016-12-23 23:00:00,,,52,0.0, None, None,0.0, None,3.6, None,-2.1, None, None, None,97.0
,,,,2016-12-24 00:00:00,,,52,0.0, None, None,0.0, None,3.2, None,-2.0, None, None, None,97.0
,,,,2016-12-24 01:00:00,,,52,0.0, None, None,0.0, None,3.1, None,-1.9, None, None, None,97.0
,,,,2016-12-24 02:00:00,,,52,, None, None,0.0, None,2.6, None,-2.1, None, None, None,97.0
,,,,2016-12-24 03:00:00,,,52,, None, None,0.0, None,2.7, None,-2.4, None, None, None,97.0
,,,,2016-12-24 04:00:00,,,52,, None, None,0.0, None,3.1, None,-2.4, None, None, None,97.0
,,,,2016-12-24 05:00:00,,,52,4.0, None, None,0.0, None,4.1, None,-1.8, None, None, None,83.0
,,,,2016-12-24 06:00:00,,,52,4.0, None, None,0.0, None,3.7, None,-2.7, None, None, None,88.0
,,,,2016-12-24 07:00:00,,,52,4.0, None, None,0.0, None,3.9, None,-2.5, None, None, None,86.0
,,,,2016-12-24 08:00:00,,,52,4.0, None, None,0.0, None,6.8, None,-2.6, None, None, None,83.0
,,,,2016-12-24 09:00:00,,,52,4.0, None, None,0.0, None,6.5, None,-2.1, None, None, None,78.0
,,,,2016-12-24 10:00:00,,,52,4.0, None, None,0.0, None,7.4, None,-2.4, None, None, None,85.0
,,,,2016-12-24 11:00:00,,,52,4.0, None, None,0.0, None,7.4, None,-1.9, None, None, None,81.0
,,,,2016-12-24 12:00:00,,,52,4.0, None, None,0.0, None,4.0, None,-1.0, None, None, None,72.0
,,,,2016-12-24 13:00:00,,,52,4.0, None, None,0.0, None,4.8, None,-0.9, None, None, None,70.0
,,,,2016-12-24 14:00:00,,,52,4.0, None, None,0.0, None,3.3, None,-0.7, None, None, None,77.0
,,,,2016-12-24 15:00:00,,,52,4.0, None, None,0.0, None,5.2, None,-1.6, None, None, None,78.0
,,,,2016-12-24 16:00:00,,,52,4.0, None, None,0.0, None,4.5, None,-2.4, None, None, None,72.0
,,,,2016-12-24 17:00:00,,,52,4.0, None, None,0.0, None,10.1, None,-3.2, None, None, None,74.0
,,,,2016-12-24 18:00:00,,,52,4.0, None, None,0.0, None,10.1, None,-3.2, None, None, None,70.0
,,,,2016-12-24 19:00:00,,,52,4.0, None, None,0.0, None,5.4, None,-3.2, None, None, None,71.0
,,,,2016-12-24 20:00:00,,,52,4.0, None, None,0.0, None,4.3, None,-3.3, None, None, None,65.0
,,,,2016-12-24 21:00:00,,,52,4.0, None, None,0.0, None,6.2, None,-3.4, None, None, None,66.0
,,,,2016-12-24 22:00:00,,,52,0.0, None, None,0.0, None,12.4, None,-3.7, None, None, None,69.0
,,,,2016-12-24 23:00:00,,,52,3.0, None, None,0.0, None,9.6, None,-4.0, None, None, None,71.0
,,,,2016-12-25 00:00:00,,,52,4.0, None, None,0.0, None,8.6, None,-3.8, None, None, None,66.0
,,,,2016-12-25 01:00:00,,,52,4.0, None, None,0.0, None,7.9, None,-4.7, None, None, None,70.0
,,,,2016-12-25 02:00:00,,,52,4.0, None, None,0.0, None,3.4, None,-4.6, None, None, None,64.0
,,,,2016-12-25 03:00:00,,,52,4.0, None, None,0.0, None,2.9, None,-4.6, None, None, None,60.0
,,,,2016-12-25 04:00:00,,,52,4.0, None, None,0.0, None,10.1, None,-4.9, None, None, None,57.0
,,,,2016-12-25 05:00:00,,,52,4.0, None, None,0.0, None,11.3, None,-4.6, None, None, None,59.0
,,,,2016-12-25 06:00:00,,,52,4.0, None, None,0.0, None,7.1, None,-4.5, None, None, None,58.0
,,,,2016-12-25 07:00:00,,,52,4.0, None, None,0.0, None,10.1, None,-4.6, None, None, None,56.0
,,,,2016-12-25 08:00:00,,,52,4.0, None, None,0.0, None,9.0, None,-4.7, None, None, None,56.0
,,,,2016-12-25 09:00:00,,,52,3.0, None, None,0.0, None,10.0, None,-4.2, None, None, None,53.0
,,,,2016-12-25 10:00:00,,,52,4.0, None, None,0.0, None,10.0, None,-4.3, None, None, None,65.0
,,,,2016-12-25 11:00:00,,,52,4.0, None, None,0.0, None,7.0, None,-3.6, None, None, None,58.0
,,,,2016-12-25 12:00:00,,,52,4.0, None, None,0.0, None,6.7, None,-3.3, None, None, None,62.0
,,,,2016-12-25 13:00:00,,,52,4.0, None, None,0.0, None,5.2, None,-2.9, None, None, None,62.0
,,,,2016-12-25 14:00:00,,,52,4.0, None, None,0.0, None,6.6, None,-3.5, None, None, None,61.0
,,,,2016-12-25 15:00:00,,,52,4.0, None, None,0.0, None,7.0, None,-4.0, None, None, None,68.0
,,,,2016-12-25 16:00:00,,,52,4.0, None, None,0.0, None,7.1, None,-4.7, None, None, None,69.0
,,,,2016-12-25 17:00:00,,,52,4.0, None, None,0.0, None,6.1, None,-5.3, None, None, None,69.0
,,,,2016-12-25 18:00:00,,,52,4.0, None, None,0.0, None,6.8, None,-5.8, None, None, None,73.0
,,,,2016-12-25 19:00:00,,,52,4.0, None, None,0.0, None,7.0, None,-5.7, None, None, None,74.0
,,,,2016-12-25 20:00:00,,,52,4.0, None, None,0.0, None,5.1, None,-5.8, None, None, None,73.0
,,,,2016-12-25 21:00:00,,,52,4.0, None, None,0.0, None,3.6, None,-5.9, None, None, None,76.0
,,,,2016-12-25 22:00:00,,,52,4.0, None, None,0.0, None,5.3, None,-6.3, None, None, None,76.0
,,,,2016-12-25 23:00:00,,,52,4.0, None, None,0.0, None,4.5, None,-6.4, None, None, None,76.0
,,,,2016-12-26 00:00:00,,,52,4.0, None, None,0.0, None,3.9, None,-5.9, None, None, None,71.0
,,,,2016-12-26 01:00:00,,,52,4.0, None, None,0.0, None,4.4, None,-6.0, None, None, None,73.0
,,,,2016-12-26 02:00:00,,,52,4.0, None, None,0.0, None,2.3, None,-6.1, None, None, None,73.0
,,,,2016-12-26 03:00:00,,,52,4.0, None, None,0.0, None,3.1, None,-6.0, None, None, None,75.0
,,,,2016-12-26 04:00:00,,,52,4.0, None, None,0.0, None,1.9, None,-5.9, None, None, None,77.0
,,,,2016-12-26 05:00:00,,,52,4.0, None, None,0.0, None,2.6, None,-6.0, None, None, None,79.0
,,,,2016-12-26 06:00:00,,,52,4.0, None, None,0.0, None,4.0, None,-5.7, None, None, None,81.0
,,,,2016-12-26 07:00:00,,,52,4.0, None, None,0.0, None,5.9, None,-5.5, None, None, None,80.0
,,,,2016-12-26 08:00:00,,,52,4.0, None, None,0.0, None,4.0, None,-6.4, None, None, None,83.0
,,,,2016-12-26 09:00:00,,,52,4.0, None, None,0.0, None,6.5, None,-5.0, None, None, None,75.0
,,,,2016-12-26 10:00:00,,,52,4.0, None, None,0.0, None,7.9, None,-4.1, None, None, None,73.0
,,,,2016-12-26 11:00:00,,,52,4.0, None, None,0.0, None,10.1, None,-3.3, None, None, None,73.0
,,,,2016-12-26 12:00:00,,,52,6.0, None, None,0.0, None,11.7, None,-3.2, None, None, None,74.0
,,,,2016-12-26 13:00:00,,,52,4.0, None, None,0.0, None,9.3, None,-4.4, None, None, None,86.0
,,,,2016-12-26 14:00:00,,,52,3.0, None, None,0.0, None,11.8, None,-4.4, None, None, None,95.0
,,,,2016-12-26 15:00:00,,,52,0.0, None, None,0.0, None,11.1, None,-4.1, None, None, None,95.0
,,,,2016-12-26 16:00:00,,,52,0.0, None, None,0.0, None,6.3, None,-4.2, None, None, None,95.0
,,,,2016-12-26 17:00:00,,,52,0.0, None, None,0.0, None,8.3, None,-3.9, None, None, None,95.0
,,,,2016-12-26 18:00:00,,,52,0.0, None, None,0.0, None,2.5, None,-3.9, None, None, None,95.0
,,,,2016-12-26 19:00:00,,,52,0.0, None, None,0.0, None,4.4, None,-4.0, None, None, None,95.0
,,,,2016-12-26 20:00:00,,,52,0.0, None, None,0.0, None,4.0, None,-4.0, None, None, None,95.0
,,,,2016-12-26 21:00:00,,,52,0.0, None, None,0.0, None,4.1, None,-4.0, None, None, None,95.0
,,,,2016-12-26 22:00:00,,,52,0.0, None, None,0.0, None,6.7, None,-4.0, None, None, None,95.0
,,,,2016-12-26 23:00:00,,,52,0.0, None, None,0.0, None,6.0, None,-3.9, None, None, None,95.0
,,,,2016-12-27 00:00:00,,,52,0.0, None, None,0.0, None,4.9, None,-3.9, None, None, None,95.0
,,,,2016-12-27 01:00:00,,,52,0.0, None, None,0.0, None,3.3, None,-3.7, None, None, None,95.0
,,,,2016-12-27 02:00:00,,,52,2.0, None, None,0.0, None,8.5, None,-3.3, None, None, None,91.0
,,,,2016-12-27 03:00:00,,,52,3.0, None, None,0.0, None,6.3, None,-3.3, None, None, None,93.0
,,,,2016-12-27 04:00:00,,,52,3.0, None, None,0.0, None,1.8, None,-3.2, None, None, None,95.0
,,,,2016-12-27 05:00:00,,,52,3.0, None, None,0.0, None,5.6, None,-3.2, None, None, None,94.0
,,,,2016-12-27 06:00:00,,,52,3.0, None, None,0.0, None,3.4, None,-3.0, None, None, None,95.0
,,,,2016-12-27 07:00:00,,,52,4.0, None, None,0.0, None,12.1, None,-1.9, None, None, None,93.0
,,,,2016-12-27 08:00:00,,,52,5.0, None, None,0.0, None,13.3, None,-1.4, None, None, None,85.0
,,,,2016-12-27 09:00:00,,,52,4.0, None, None,0.0, None,10.6, None,-0.8, None, None, None,78.0
,,,,2016-12-27 10:00:00,,,52,64.0, None, None,0.0, None,20.0, None,0.1, None, None, None,78.0
,,,,2016-12-27 11:00:00,,,52,11.0, None, None,0.0, None,13.6, None,0.6, None, None, None,76.0
,,,,2016-12-27 12:00:00,,,52,14.0, None, None,0.0, None,16.2, None,2.6, None, None, None,67.0
,,,,2016-12-27 13:00:00,,,52,7.0, None, None,2.0, None,15.8, None,1.4, None, None, None,70.0
,,,,2016-12-27 14:00:00,,,52,6.0, None, None,0.6, None,14.1, None,0.4, None, None, None,74.0
,,,,2016-12-27 15:00:00,,,52,6.0, None, None,0.0, None,13.4, None,0.5, None, None, None,73.0
,,,,2016-12-27 16:00:00,,,52,4.0, None, None,0.0, None,10.0, None,0.2, None, None, None,74.0
,,,,2016-12-27 17:00:00,,,52,5.0, None, None,0.0, None,11.4, None,0.0, None, None, None,74.0
,,,,2016-12-27 18:00:00,,,52,5.0, None, None,0.0, None,13.3, None,0.0, None, None, None,75.0
,,,,2016-12-27 19:00:00,,,52,12.0, None, None,0.0, None,18.1, None,0.3, None, None, None,71.0
,,,,2016-12-27 20:00:00,,,52,7.0, None, None,0.0, None,13.6, None,-0.6, None, None, None,78.0
,,,,2016-12-27 21:00:00,,,52,8.0, None, None,0.0, None,15.0, None,-0.6, None, None, None,77.0
,,,,2016-12-27 22:00:00,,,52,6.0, None, None,0.0, None,14.5, None,-0.9, None, None, None,79.0
,,,,2016-12-27 23:00:00,,,52,5.0, None, None,0.0, None,14.5, None,-1.2, None, None, None,80.0
,,,,2016-12-28 00:00:00,,,52,6.0, None, None,0.0, None,13.4, None,-1.4, None, None, None,80.0
,,,,2016-12-28 01:00:00,,,52,6.0, None, None,0.0, None,11.4, None,-1.2, None, None, None,83.0
,,,,2016-12-28 02:00:00,,,52,4.0, None, None,0.0, None,12.5, None,-1.2, None, None, None,81.0
,,,,2016-12-28 03:00:00,,,52,4.0, None, None,0.0, None,9.4, None,-1.4, None, None, None,84.0
,,,,2016-12-28 04:00:00,,,52,5.0, None, None,0.0, None,12.5, None,-0.9, None, None, None,82.0
,,,,2016-12-28 05:00:00,,,52,4.0, None, None,0.0, None,11.2, None,-1.7, None, None, None,84.0
,,,,2016-12-28 06:00:00,,,52,6.0, None, None,0.0, None,11.7, None,-0.8, None, None, None,79.0
,,,,2016-12-28 07:00:00,,,52,4.0, None, None,0.0, None,7.1, None,-1.5, None, None, None,81.0
,,,,2016-12-28 08:00:00,,,52,4.0, None, None,0.0, None,8.8, None,-0.9, None, None, None,78.0
,,,,2016-12-28 09:00:00,,,52,4.0, None, None,0.0, None,8.9, None,-1.0, None, None, None,75.0
,,,,2016-12-28 10:00:00,,,52,5.0, None, None,0.0, None,11.4, None,0.1, None, None, None,74.0
