ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity
,,,,2016-12-28 11:00:00,,,52,4.0, None, None,0.0, None,8.9, None,0.6, None, None, None,74.0
,,,,2016-12-28 12:00:00,,,52,4.0, None, None,0.0, None,7.9, None,1.3, None, None, None,66.0
,,,,2016-12-28 13:00:00,,,52,4.0, None, None,0.0, None,9.6, None,1.7, None, None, None,69.0
,,,,2016-12-28 14:00:00,,,52,5.0, None, None,0.2, None,8.9, None,1.2, None, None, None,69.0
,,,,2016-12-28 15:00:00,,,52,4.0, None, None,0.0, None,7.8, None,1.0, None, None, None,77.0
,,,,2016-12-28 16:00:00,,,52,5.0, None, None,0.2, None,9.3, None,0.3, None, None, None,79.0
,,,,2016-12-28 17:00:00,,,52,5.0, None, None,0.0, None,10.8, None,1.1, None, None, None,73.0
,,,,2016-12-28 18:00:00,,,52,4.0, None, None,0.0, None,12.4, None,0.3, None, None, None,77.0
,,,,2016-12-28 19:00:00,,,52,4.0, None, None,0.0, None,3.8, None,-1.8, None, None, None,86.0
,,,,2016-12-28 20:00:00,,,52,4.0, None, None,0.0, None,2.6, None,-1.9, None, None, None,85.0
,,,,2016-12-28 21:00:00,,,52,4.0, None, None,0.0, None,4.6, None,-2.0, None, None, None,85.0
,,,,2016-12-28 22:00:00,,,52,4.0, None, None,0.0, None,2.2, None,-2.4, None, None, None,88.0
,,,,2016-12-28 23:00:00,,,52,4.0, None, None,0.0, None,2.4, None,-1.8, None, None, None,85.0
,,,,2016-12-29 00:00:00,,,52,4.0, None, None,0.0, None,2.8, None,-1.8, None, None, None,85.0
,,,,2016-12-29 01:00:00,,,52,4.0, None, None,0.0, None,2.3, None,-1.5, None, None, None,84.0
,,,,2016-12-29 02:00:00,,,52,4.0, None, None,0.0, None,3.2, None,-1.6, None, None, None,90.0
,,,,2016-12-29 03:00:00,,,52,3.0, None, None,0.0, None,1.6, None,-1.7, None, None, None,94.0
,,,,2016-12-29 04:00:00,,,52,2.0, None, None,0.0, None,4.1, None,-1.9, None, None, None,95.0
,,,,2016-12-29 05:00:00,,,52,2.0, None, None,0.0, None,2.4, None,-2.1, None, None, None,97.0
,,,,2016-12-29 06:00:00,,,52,0.0, None, None,0.0, None,3.4, None,-2.0, None, None, None,97.0
,,,,2016-12-29 07:00:00,,,52,0.0, None, None,0.0, None,1.9, None,-2.0, None, None, None,97.0
,,,,2016-12-29 08:00:00,,,52,0.0, None, None,0.0, None,4.5, None,-2.0, None, None, None,97.0
,,,,2016-12-29 09:00:00,,,52,0.0, None, None,0.0, None,4.4, None,-1.7, None, None, None,95.0
,,,,2016-12-29 10:00:00,,,52,3.0, None, None,0.0, None,4.9, None,-1.5, None, None, None,94.0
,,,,2016-12-29 11:00:00,,,52,3.0, None, None,0.0, None,4.0, None,-1.2, None, None, None,90.0
,,,,2016-12-29 12:00:00,,,52,2.0, None, None,0.0, None,3.9, None,-1.2, None, None, None,95.0
,,,,2016-12-29 13:00:00,,,52,4.0, None, None,0.0, None,3.1, None,-0.5, None, None, None,93.0
,,,,2016-12-29 14:00:00,,,52,4.0, None, None,0.0, None,5.1, None,-0.2, None, None, None,86.0
,,,,2016-12-29 15:00:00,,,52,4.0, None, None,0.0, None,5.8, None,0.0, None, None, None,89.0
,,,,2016-12-29 16:00:00,,,52,4.0, None, None,0.0, None,5.2, None,0.2, None, None, None,90.0
,,,,2016-12-29 17:00:00,,,52,4.0, None, None,0.0, None,9.0, None,0.7, None, None, None,88.0
,,,,2016-12-29 18:00:00,,,52,4.0, None, None,0.0, None,10.8, None,0.8, None, None, None,86.0
,,,,2016-12-29 19:00:00,,,52,3.0, None, None,0.0, None,8.2, None,0.7, None, None, None,84.0
,,,,2016-12-29 20:00:00,,,52,4.0, None, None,0.0, None,11.0, None,0.2, None, None, None,85.0
,,,,2016-12-29 21:00:00,,,52,7.0, None, None,0.0, None,16.2, None,0.4, None, None, None,83.0
,,,,2016-12-29 22:00:00,,,52,7.0, None, None,0.0, None,13.6, None,0.1, None, None, None,85.0
,,,,2016-12-29 23:00:00,,,52,4.0, None, None,0.0, None,9.4, None,-0.5, None, None, None,87.0
