ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
4.6, None,-3.0, 9.0,2016-12-23,13.0,-1.0,52,,,,,,,,,,,,,,,,,,
, None,-2.5, None,2016-12-24,22.0,-0.5,52,,,,,,,,,,,,,,,,,,
, None,-6.0, None,2016-12-25,20.0,-2.0,52,,,,,,,,,,,,,,,,,,
3.4, None,-9.5, 4.0,2016-12-26,18.0,-2.0,52,,,,,,,,,,,,,,,,,,
, None,-4.0, None,2016-12-28,18.0,0.5,52,,,,,,,,,,,,,,,,,,
0.8, None,-3.0, 1.2,2016-12-29,18.0,2.0,52,,,,,,,,,,,,,,,,,,
,,,,2016-12-23 00:00:00,,,52,225.0, None, None,0.0, None,2.5, None,-3.3, None, None, None,80.0,,,,,,
,,,,2016-12-23 01:00:00,,,52,243.0, None, None,0.0, None,1.3, None,-2.9, None, None, None,75.0,,,,,,
,,,,2016-12-23 02:00:00,,,52,270.0, None, None,0.0, None,2.4, None,-2.6, None, None, None,73.0,,,,,,
,,,,2016-12-23 03:00:00,,,52,22.0, None, None,0.0, None,2.6, None,-2.7, None, None, None,74.0,,,,,,
,,,,2016-12-23 04:00:00,,,52,67.0, None, None,0.0, None,6.1, None,-3.1, None, None, None,87.0,,,,,,
,,,,2016-12-23 05:00:00,,,52,303.0, None, None,0.0, None,0.0, None,-3.6, None, None, None,94.0,,,,,,
,,,,2016-12-23 06:00:00,,,52,71.0, None, None,0.0, None,3.5, None,-3.6, None, None, None,96.0,,,,,,
,,,,2016-12-23 07:00:00,,,52,102.0, None, None,0.0, None,0.1, None,-3.5, None, None, None,96.0,,,,,,
,,,,2016-12-23 08:00:00,,,52,235.0, None, None,0.0, None,0.6, None,-3.7, None, None, None,97.0,,,,,,
,,,,2016-12-23 09:00:00,,,52,280.0, None, None,0.0, None,1.7, None,-3.5, None, None, None,96.0,,,,,,
,,,,2016-12-23 10:00:00,,,52,207.0, None, None,0.0, None,0.3, None,-3.1, None, None, None,95.0,,,,,,
,,,,2016-12-23 11:00:00,,,52,220.0, None, None,0.0, None,0.3, None,-2.3, None, None, None,93.0,,,,,,
,,,,2016-12-23 12:00:00,,,52,80.0, None, None,0.0, None,5.4, None,-2.3, None, None, None,94.0,,,,,,
,,,,2016-12-23 13:00:00,,,52,153.0, None, None,0.0, None,2.4, None,-2.0, None, None, None,94.0,,,,,,
,,,,2016-12-23 14:00:00,,,52,103.0, None, None,0.0, None,1.9, None,-2.1, None, None, None,93.0,,,,,,
,,,,2016-12-23 15:00:00,,,52,136.0, None, None,0.0, None,0.1, None,-2.5, None, None, None,97.0,,,,,,
,,,,2016-12-23 16:00:00,,,52,303.0, None, None,0.0, None,1.3, None,-2.8, None, None, None,98.0,,,,,,
,,,,2016-12-23 17:00:00,,,52,10.0, None, None,0.0, None,2.4, None,-2.8, None, None, None,95.0,,,,,,
,,,,2016-12-23 18:00:00,,,52,55.0, None, None,0.0, None,0.2, None,-2.9, None, None, None,96.0,,,,,,
,,,,2016-12-23 19:00:00,,,52,292.0, None, None,0.0, None,0.5, None,-2.8, None, None, None,94.0,,,,,,
,,,,2016-12-23 20:00:00,,,52,24.0, None, None,0.0, None,0.0, None,-2.8, None, None, None,96.0,,,,,,
,,,,2016-12-23 21:00:00,,,52,299.0, None, None,0.0, None,3.1, None,-2.6, None, None, None,95.0,,,,,,
,,,,2016-12-23 22:00:00,,,52,42.0, None, None,0.0, None,0.5, None,-2.6, None, None, None,96.0,,,,,,
,,,,2016-12-23 23:00:00,,,52,243.0, None, None,0.0, None,0.0, None,-2.7, None, None, None,98.0,,,,,,
,,,,2016-12-24 00:00:00,,,52,314.0, None, None,0.0, None,0.2, None,-2.4, None, None, None,94.0,,,,,,
,,,,2016-12-24 01:00:00,,,52,36.0, None, None,0.0, None,2.5, None,-2.4, None, None, None,95.0,,,,,,
,,,,2016-12-24 02:00:00,,,52,352.0, None, None,0.0, None,0.0, None,-2.5, None, None, None,95.0,,,,,,
,,,,2016-12-24 03:00:00,,,52,5.0, None, None,0.0, None,0.0, None,-2.2, None, None, None,95.0,,,,,,
,,,,2016-12-24 04:00:00,,,52,353.0, None, None,0.0, None,0.2, None,-1.9, None, None, None,94.0,,,,,,
,,,,2016-12-24 05:00:00,,,52,347.0, None, None,0.0, None,0.0, None,-2.2, None, None, None,96.0,,,,,,
,,,,2016-12-24 06:00:00,,,52,231.0, None, None,0.0, None,0.2, None,-2.1, None, None, None,94.0,,,,,,
,,,,2016-12-24 07:00:00,,,52,53.0, None, None,0.0, None,2.8, None,-2.2, None, None, None,94.0,,,,,,
,,,,2016-12-24 08:00:00,,,52,1.0, None, None,0.0, None,1.6, None,-2.8, None, None, None,89.0,,,,,,
,,,,2016-12-24 09:00:00,,,52,308.0, None, None,0.0, None,3.5, None,-2.6, None, None, None,82.0,,,,,,
,,,,2016-12-24 10:00:00,,,52,259.0, None, None,0.0, None,0.3, None,-1.9, None, None, None,83.0,,,,,,
,,,,2016-12-24 11:00:00,,,52,179.0, None, None,0.0, None,0.4, None,-1.3, None, None, None,87.0,,,,,,
,,,,2016-12-24 12:00:00,,,52,193.0, None, None,0.0, None,2.3, None,-1.1, None, None, None,84.0,,,,,,
,,,,2016-12-24 13:00:00,,,52,224.0, None, None,0.0, None,3.2, None,-1.8, None, None, None,85.0,,,,,,
,,,,2016-12-24 14:00:00,,,52,242.0, None, None,0.0, None,0.9, None,-1.8, None, None, None,83.0,,,,,,
,,,,2016-12-24 15:00:00,,,52,245.0, None, None,0.0, None,1.8, None,-2.0, None, None, None,83.0,,,,,,
,,,,2016-12-24 16:00:00,,,52,307.0, None, None,0.0, None,0.8, None,-3.0, None, None, None,86.0,,,,,,
,,,,2016-12-24 17:00:00,,,52,22.0, None, None,0.0, None,0.2, None,-3.3, None, None, None,80.0,,,,,,
,,,,2016-12-24 18:00:00,,,52,15.0, None, None,0.0, None,0.8, None,-3.5, None, None, None,75.0,,,,,,
,,,,2016-12-24 19:00:00,,,52,22.0, None, None,0.0, None,5.6, None,-3.6, None, None, None,70.0,,,,,,
,,,,2016-12-24 20:00:00,,,52,9.0, None, None,0.0, None,4.0, None,-3.9, None, None, None,68.0,,,,,,
,,,,2016-12-24 21:00:00,,,52,31.0, None, None,0.0, None,6.7, None,-3.7, None, None, None,62.0,,,,,,
,,,,2016-12-24 22:00:00,,,52,25.0, None, None,0.0, None,4.4, None,-4.0, None, None, None,59.0,,,,,,
,,,,2016-12-24 23:00:00,,,52,129.0, None, None,0.0, None,2.4, None,-4.2, None, None, None,63.0,,,,,,
,,,,2016-12-25 00:00:00,,,52,137.0, None, None,0.0, None,2.4, None,-4.4, None, None, None,59.0,,,,,,
,,,,2016-12-25 01:00:00,,,52,169.0, None, None,0.0, None,3.5, None,-4.7, None, None, None,61.0,,,,,,
,,,,2016-12-25 02:00:00,,,52,127.0, None, None,0.0, None,1.7, None,-4.9, None, None, None,60.0,,,,,,
,,,,2016-12-25 03:00:00,,,52,176.0, None, None,0.0, None,3.9, None,-4.8, None, None, None,58.0,,,,,,
