wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
18.4,1.3,181.0,81.0,2017-11-26 00:00:00,0.0,48
13.5,1.4,176.0,84.0,2017-11-26 01:00:00,0.2,48
13.2,1.9,179.0,82.0,2017-11-26 02:00:00,0.6,48
13.9,2.5,187.0,81.0,2017-11-26 03:00:00,0.2,48
15.3,3.4,186.0,77.0,2017-11-26 04:00:00,0.0,48
15.5,3.5,175.0,78.0,2017-11-26 05:00:00,0.2,48
12.2,3.8,176.0,76.0,2017-11-26 06:00:00,0.0,48
13.4,4.8,198.0,74.0,2017-11-26 07:00:00,0.0,48
14.7,5.0,183.0,77.0,2017-11-26 08:00:00,0.0,48
12.9,5.8,176.0,71.0,2017-11-26 09:00:00,0.0,48
19.8,9.0,163.0,59.0,2017-11-26 10:00:00,0.0,48
14.0,8.1,195.0,62.0,2017-11-26 11:00:00,0.0,48
12.3,7.5,188.0,64.0,2017-11-26 12:00:00,0.0,48
9.3,9.3,196.0,61.0,2017-11-26 13:00:00,0.0,48
13.5,8.9,229.0,59.0,2017-11-26 14:00:00,0.0,48
15.2,6.5,168.0,69.0,2017-11-26 15:00:00,0.0,48
11.3,4.4,266.0,84.0,2017-11-26 16:00:00,0.0,48
4.8,2.8,145.0,80.0,2017-11-26 17:00:00,0.2,48
8.2,2.5,238.0,76.0,2017-11-26 18:00:00,0.0,48
8.0,2.1,264.0,71.0,2017-11-26 19:00:00,0.0,48
6.4,1.2,308.0,70.0,2017-11-26 20:00:00,0.0,48
8.7,0.7,271.0,69.0,2017-11-26 21:00:00,0.0,48
10.2,0.3,263.0,66.0,2017-11-26 22:00:00,0.0,48
6.3,-0.3,233.0,65.0,2017-11-26 23:00:00,0.0,48
9.4,-0.2,278.0,59.0,2017-11-27 00:00:00,0.0,48
9.2,-1.3,268.0,68.0,2017-11-27 01:00:00,0.0,48
9.6,-1.3,269.0,69.0,2017-11-27 02:00:00,0.0,48
10.7,-1.5,259.0,69.0,2017-11-27 03:00:00,0.0,48
11.5,-1.7,260.0,69.0,2017-11-27 04:00:00,0.0,48
12.0,-1.7,271.0,67.0,2017-11-27 05:00:00,0.0,48
9.6,-2.1,263.0,69.0,2017-11-27 06:00:00,0.0,48
9.0,-1.9,260.0,70.0,2017-11-27 07:00:00,0.0,48
7.1,-1.7,251.0,70.0,2017-11-27 08:00:00,0.0,48
6.0,-0.9,267.0,69.0,2017-11-27 09:00:00,0.0,48
9.0,1.7,253.0,61.0,2017-11-27 10:00:00,0.0,48
8.5,1.9,249.0,59.0,2017-11-27 11:00:00,0.0,48
12.4,4.1,270.0,47.0,2017-11-27 12:00:00,0.0,48
9.3,2.5,266.0,48.0,2017-11-27 13:00:00,0.0,48
9.8,3.7,276.0,42.0,2017-11-27 14:00:00,0.0,48
7.2,2.4,284.0,49.0,2017-11-27 15:00:00,0.0,48
6.2,-0.1,228.0,58.0,2017-11-27 16:00:00,0.0,48
6.9,-1.0,278.0,62.0,2017-11-27 17:00:00,0.0,48
4.4,-1.5,213.0,64.0,2017-11-27 18:00:00,0.0,48
9.4,-1.2,259.0,64.0,2017-11-27 19:00:00,0.0,48
3.1,-2.3,256.0,68.0,2017-11-27 20:00:00,0.0,48
4.3,-1.7,270.0,65.0,2017-11-27 21:00:00,0.0,48
2.6,-1.6,262.0,68.0,2017-11-27 22:00:00,0.0,48
7.5,-1.0,208.0,68.0,2017-11-27 23:00:00,0.0,48
5.0,-0.6,214.0,65.0,2017-11-28 00:00:00,0.0,48
7.1,-0.5,198.0,61.0,2017-11-28 01:00:00,0.0,48
8.7,-0.5,168.0,61.0,2017-11-28 02:00:00,0.0,48
11.3,0.2,173.0,54.0,2017-11-28 03:00:00,0.0,48
10.7,0.1,180.0,53.0,2017-11-28 04:00:00,0.0,48
11.9,0.1,189.0,53.0,2017-11-28 05:00:00,0.0,48
16.5,0.0,178.0,55.0,2017-11-28 06:00:00,0.0,48
11.2,0.1,173.0,58.0,2017-11-28 07:00:00,0.0,48
14.5,0.1,188.0,61.0,2017-11-28 08:00:00,0.0,48
12.7,0.6,182.0,62.0,2017-11-28 09:00:00,0.0,48
11.8,1.0,197.0,62.0,2017-11-28 10:00:00,0.0,48
12.3,0.9,176.0,66.0,2017-11-28 11:00:00,0.0,48
12.2,0.7,176.0,70.0,2017-11-28 12:00:00,0.0,48
9.4,0.3,174.0,74.0,2017-11-28 13:00:00,0.0,48
9.4,-0.1,163.0,81.0,2017-11-28 14:00:00,0.0,48
8.2,0.0,172.0,75.0,2017-11-28 15:00:00,0.0,48
5.2,-0.3,182.0,78.0,2017-11-28 16:00:00,0.0,48
7.9,-0.9,210.0,83.0,2017-11-28 17:00:00,0.0,48
4.1,-0.4,199.0,79.0,2017-11-28 18:00:00,0.0,48
5.1,-0.7,270.0,82.0,2017-11-28 19:00:00,0.0,48
4.3,-0.6,273.0,82.0,2017-11-28 20:00:00,0.0,48
5.6,-1.3,294.0,82.0,2017-11-28 21:00:00,0.0,48
7.4,-1.4,252.0,79.0,2017-11-28 22:00:00,0.0,48
7.7,-1.5,255.0,76.0,2017-11-28 23:00:00,0.0,48
2.3,-2.4,241.0,80.0,2017-11-29 00:00:00,0.0,48
6.0,-1.6,243.0,76.0,2017-11-29 01:00:00,0.0,48
7.0,-1.0,248.0,70.0,2017-11-29 02:00:00,0.0,48
6.1,-1.8,248.0,72.0,2017-11-29 03:00:00,0.0,48
6.3,-2.2,243.0,76.0,2017-11-29 04:00:00,0.0,48
7.0,-1.6,283.0,72.0,2017-11-29 05:00:00,0.0,48
5.7,-1.9,304.0,71.0,2017-11-29 06:00:00,0.0,48
4.2,-2.7,259.0,73.0,2017-11-29 07:00:00,0.0,48
5.4,-2.1,283.0,71.0,2017-11-29 08:00:00,0.0,48
6.9,-0.6,250.0,63.0,2017-11-29 09:00:00,0.0,48
9.5,2.3,247.0,53.0,2017-11-29 10:00:00,0.0,48
8.3,3.0,245.0,51.0,2017-11-29 11:00:00,0.0,48
5.7,1.9,255.0,55.0,2017-11-29 12:00:00,0.0,48
6.5,2.2,210.0,55.0,2017-11-29 13:00:00,0.0,48
7.1,1.7,215.0,59.0,2017-11-29 14:00:00,0.0,48
9.0,1.7,224.0,58.0,2017-11-29 15:00:00,0.0,48
6.0,1.7,188.0,59.0,2017-11-29 16:00:00,0.0,48
8.9,1.9,203.0,59.0,2017-11-29 17:00:00,0.0,48
10.2,1.9,198.0,59.0,2017-11-29 18:00:00,0.0,48
6.4,1.4,192.0,62.0,2017-11-29 19:00:00,0.0,48
