pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
0.4, -0.1, -0.105, 80.8, 0.0, 0.0, 0.0, 81.0, -6.0,2022-02-05 00:00:00, None, -3.0,6
0.4, -0.1, -0.093, 77.48, 0.0, 0.0, 0.1, 77.0, -6.0,2022-02-05 01:00:00, None, -3.0,6
0.4, 0.3, 0.28, 74.29, 0.0, 0.0, 0.4, 74.0, -6.0,2022-02-05 02:00:00, None, -4.0,6
0.4, 0.2, 0.194, 74.22, 0.0, 0.0, 0.4, 74.0, -6.0,2022-02-05 03:00:00, None, -4.0,6
0.4, 0.5, 0.45, 71.66, 0.0, 0.0, 0.6, 72.0, -6.0,2022-02-05 04:00:00, None, -4.0,6
0.4, 0.6, 0.609, 70.64, 0.0, 0.0, 0.9, 71.0, -6.0,2022-02-05 05:00:00, None, -4.0,6
0.4, 0.2, 0.238, 72.18, 0.0, 0.0, 0.9, 72.0, -6.0,2022-02-05 06:00:00, None, -4.0,6
0.4, 0.0, 0.006, 72.36, 0.0, 0.0, 0.3, 72.0, 0.0,2022-02-05 07:00:00, None, -4.0,6
0.4, 0.4, 0.419, 66.34, 0.0, 0.0, 0.5, 66.0, -0.1,2022-02-05 08:00:00, None, -5.0,6
0.4, 1.4, 1.387, 61.22, 0.0, 0.0, 1.4, 61.0, -0.1,2022-02-05 09:00:00, None, -5.0,6
0.4, 3.0, 2.978, 54.87, 0.0, 0.0, 3.3, 55.0, -0.1,2022-02-05 10:00:00, None, -5.0,6
0.4, 4.4, 4.352, 54.51, 0.0, 0.0, 5.6, 55.0, -0.1,2022-02-05 11:00:00, None, -4.0,6
0.4, 3.2, 3.201, 61.0, 0.0, 0.0, 5.6, 61.0, -0.1,2022-02-05 12:00:00, None, -3.0,6
0.4, 4.9, 4.877, 51.38, 0.0, 0.0, 5.6, 51.0, -0.1,2022-02-05 13:00:00, None, -4.0,6
0.4, 5.2, 5.203, 47.6, 0.0, 0.0, 5.9, 48.0, -0.1,2022-02-05 14:00:00, None, -5.0,6
0.4, 5.0, 4.996, 51.21, 0.0, 0.0, 5.9, 51.0, -0.1,2022-02-05 15:00:00, None, -4.0,6
0.4, 3.8, 3.781, 53.11, 0.0, 0.0, 5.9, 53.0, -0.1,2022-02-05 16:00:00, None, -5.0,6
0.4, 1.4, 1.403, 69.22, 0.0, 0.0, 5.9, 69.0, -0.1,2022-02-05 17:00:00, None, -4.0,6
0.4, 1.4, 1.424, 65.14, 0.0, 0.0, 5.9, 65.0, -0.1,2022-02-05 18:00:00, None, -4.0,6
0.2, -0.2, -0.193, 70.26, 0.0, 0.0, 1.5, 70.0, -0.5,2022-02-05 19:00:00, None, -5.0,6
0.0, -0.8, -0.777, 68.79, 0.0, 0.0, 1.5, 69.0, -1.0,2022-02-05 20:00:00, None, -5.0,6
0.0, -2.0, -1.974, 72.07, 0.0, 0.0, 1.5, 72.0, -2.0,2022-02-05 21:00:00, None, -6.0,6
0.0, 0.4, 0.408, 60.77, 0.0, 0.0, 1.5, 61.0, -2.6,2022-02-05 22:00:00, None, -6.0,6
0.0, 0.1, 0.11, 68.49, 0.0, 0.0, 1.5, 68.0, -2.6,2022-02-05 23:00:00, None, -5.0,6
0.0, 0.7, 0.742, 63.81, 0.0, 0.0, 1.5, 64.0, -2.6,2022-02-06 00:00:00, None, -5.0,6
0.0, 0.1, 0.122, 68.48, 0.0, 0.0, 1.5, 68.0, -2.6,2022-02-06 01:00:00, None, -5.0,6
0.0, 0.6, 0.577, 65.37, 0.0, 0.0, 1.5, 65.0, -2.6,2022-02-06 02:00:00, None, -5.0,6
0.0, -0.1, -0.108, 69.08, 0.0, 0.0, 1.5, 69.0, -2.6,2022-02-06 03:00:00, None, -5.0,6
0.0, -0.9, -0.874, 76.15, 0.0, 0.0, 1.5, 76.0, -2.6,2022-02-06 04:00:00, None, -4.0,6
