wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
294.0, 84.0, 13.9,0.0, -3.7,17.1, -1.3,-1.2, 290.0, 0.0, 0.4,80.0,2022-02-05 00:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327.0, 80.0, 17.1,0.0, -4.2,18.7, -1.2,-1.3, 294.0, 0.0, 0.4,79.0,2022-02-05 01:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0, 79.0, 18.7,0.0, -4.5,19.3, -1.3,-1.4, 327.0, 0.0, 0.4,78.0,2022-02-05 02:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.0, 78.0, 19.3,0.0, -4.7,17.5, -1.4,-1.4, 334.0, 0.0, 0.4,78.0,2022-02-05 03:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0, 78.0, 17.5,0.0, -4.7,16.1, -1.4,-0.9, 315.0, 0.0, 0.4,74.0,2022-02-05 04:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0, 74.0, 16.1,0.0, -4.9,17.6, -0.9,-1.4, 314.0, 0.0, 0.4,76.0,2022-02-05 05:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0, 76.0, 17.6,0.0, -5.1,20.2, -1.4,-1.4, 312.0, 0.0, 0.4,77.0,2022-02-05 06:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0, 77.0, 20.2,0.0, -4.9,14.0, -1.4,-1.3, 308.0, 0.0, 0.4,72.0,2022-02-05 07:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297.0, 72.0, 14.0,0.0, -5.7,16.7, -1.3,0.2, 290.0, 0.0, 0.4,61.0,2022-02-05 08:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0, 61.0, 16.7,0.2, -6.4,16.0, 0.2,1.8, 297.0, 0.0, 0.4,55.0,2022-02-05 09:00:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
