WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,91.7,2016-09-30 00:00:00,-0.795,40
None, None, None,91.9,2016-09-30 01:00:00,-1.479,40
None, None, None,93.2,2016-09-30 02:00:00,-2.335,40
None, None, None,93.0,2016-09-30 03:00:00,-2.506,40
None, None, None,94.1,2016-09-30 04:00:00,-2.684,40
None, None, None,95.3,2016-09-30 05:00:00,-2.553,40
None, None, None,95.5,2016-09-30 06:00:00,-2.686,40
None, None, None,95.5,2016-09-30 07:00:00,-2.415,40
None, None, None,95.5,2016-09-30 08:00:00,-2.418,40
None, None, None,95.9,2016-09-30 09:00:00,-1.309,40
None, None, None,96.7,2016-09-30 10:00:00,0.185,40
None, None, None,96.1,2016-09-30 11:00:00,3.104,40
None, None, None,63.43,2016-09-30 12:00:00,9.29,40
None, None, None,45.76,2016-09-30 13:00:00,11.32,40
None, None, None,44.77,2016-09-30 14:00:00,11.62,40
None, None, None,45.46,2016-09-30 15:00:00,11.67,40
None, None, None,45.33,2016-09-30 16:00:00,11.59,40
None, None, None,47.39,2016-09-30 17:00:00,10.79,40
None, None, None,52.16,2016-09-30 18:00:00,9.5,40
None, None, None,58.1,2016-09-30 19:00:00,7.723,40
None, None, None,65.09,2016-09-30 20:00:00,5.87,40
None, None, None,64.97,2016-09-30 21:00:00,5.382,40
None, None, None,71.26,2016-09-30 22:00:00,3.906,40
None, None, None,76.02,2016-09-30 23:00:00,3.423,40
None, None, None,72.31,2016-10-01 00:00:00,4.156,40
None, None, None,75.43,2016-10-01 01:00:00,3.87,40
None, None, None,67.59,2016-10-01 02:00:00,4.648,40
None, None, None,58.33,2016-10-01 03:00:00,5.477,40
None, None, None,59.26,2016-10-01 04:00:00,5.314,40
None, None, None,61.63,2016-10-01 05:00:00,4.99,40
None, None, None,65.51,2016-10-01 06:00:00,4.525,40
None, None, None,68.73,2016-10-01 07:00:00,4.155,40
None, None, None,69.28,2016-10-01 08:00:00,4.084,40
None, None, None,67.81,2016-10-01 09:00:00,4.436,40
None, None, None,66.25,2016-10-01 10:00:00,4.773,40
None, None, None,66.3,2016-10-01 11:00:00,5.011,40
None, None, None,64.32,2016-10-01 12:00:00,5.504,40
None, None, None,61.95,2016-10-01 13:00:00,5.941,40
None, None, None,63.53,2016-10-01 14:00:00,5.826,40
None, None, None,68.59,2016-10-01 15:00:00,5.337,40
None, None, None,70.55,2016-10-01 16:00:00,5.397,40
None, None, None,65.73,2016-10-01 17:00:00,5.971,40
None, None, None,65.66,2016-10-01 18:00:00,5.687,40
None, None, None,75.52,2016-10-01 19:00:00,4.824,40
None, None, None,81.5,2016-10-01 20:00:00,4.075,40
None, None, None,85.0,2016-10-01 21:00:00,3.415,40
None, None, None,88.5,2016-10-01 22:00:00,2.295,40
None, None, None,91.1,2016-10-01 23:00:00,1.734,40
None, None, None,89.6,2016-10-02 00:00:00,1.882,40
None, None, None,89.3,2016-10-02 01:00:00,2.041,40
None, None, None,91.4,2016-10-02 02:00:00,1.753,40
None, None, None,92.5,2016-10-02 03:00:00,1.213,40
None, None, None,94.0,2016-10-02 04:00:00,0.104,40
