WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
None, None, 2.709,2016-05-13 00:00:00,13.15,20
None, None, 3.28,2016-05-13 01:00:00,12.8,20
None, None, 3.442,2016-05-13 02:00:00,13.31,20
None, None, 3.568,2016-05-13 03:00:00,13.35,20
None, None, 3.518,2016-05-13 04:00:00,12.94,20
None, None, 3.947,2016-05-13 05:00:00,12.21,20
None, None, 3.725,2016-05-13 06:00:00,12.05,20
None, None, 2.792,2016-05-13 07:00:00,13.34,20
None, None, 4.777,2016-05-13 08:00:00,15.24,20
None, None, 4.815,2016-05-13 09:00:00,18.11,20
None, None, 5.683,2016-05-13 10:00:00,20.07,20
None, None, 6.001,2016-05-13 11:00:00,21.19,20
None, None, 5.295,2016-05-13 12:00:00,22.15,20
None, None, 5.166,2016-05-13 13:00:00,23.51,20
None, None, 5.248,2016-05-13 14:00:00,24.41,20
None, None, 4.791,2016-05-13 15:00:00,25.37,20
None, None, 3.307,2016-05-13 16:00:00,25.89,20
None, None, 2.517,2016-05-13 17:00:00,26.24,20
None, None, 2.489,2016-05-13 18:00:00,26.03,20
None, None, 2.793,2016-05-13 19:00:00,24.96,20
None, None, 2.668,2016-05-13 20:00:00,22.78,20
None, None, 3.038,2016-05-13 21:00:00,20.04,20
None, None, 2.374,2016-05-13 22:00:00,18.23,20
None, None, 2.548,2016-05-13 23:00:00,16.68,20
None, None, 2.589,2016-05-14 00:00:00,15.89,20
None, None, 2.773,2016-05-14 01:00:00,15.06,20
None, None, 3.106,2016-05-14 02:00:00,14.51,20
None, None, 3.737,2016-05-14 03:00:00,13.99,20
None, None, 4.196,2016-05-14 04:00:00,13.59,20
None, None, 4.084,2016-05-14 05:00:00,13.17,20
None, None, 3.843,2016-05-14 06:00:00,13.77,20
None, None, 4.102,2016-05-14 07:00:00,15.4,20
None, None, 3.658,2016-05-14 08:00:00,16.76,20
None, None, 2.485,2016-05-14 09:00:00,18.75,20
None, None, 1.448,2016-05-14 10:00:00,21.86,20
None, None, 4.334,2016-05-14 11:00:00,24.15,20
None, None, 3.768,2016-05-14 12:00:00,25.87,20
None, None, 2.344,2016-05-14 13:00:00,26.1,20
None, None, 2.319,2016-05-14 14:00:00,28.68,20
None, None, 1.863,2016-05-14 15:00:00,28.53,20
None, None, 2.207,2016-05-14 16:00:00,28.99,20
None, None, 2.024,2016-05-14 17:00:00,27.84,20
None, None, 2.436,2016-05-14 18:00:00,24.18,20
None, None, 1.527,2016-05-14 19:00:00,20.51,20
None, None, 0.893,2016-05-14 20:00:00,19.89,20
None, None, 1.968,2016-05-14 21:00:00,17.44,20
None, None, 0.838998,2016-05-14 22:00:00,16.58,20
None, None, 0.638,2016-05-14 23:00:00,14.34,20
