station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
None, -5.676, 91.4, None, None, None, None, None, None, None, -7.0, 887.0, None, 2019-11-21 16:00:00, None, None
None, -5.851, 90.1, None, None, None, None, None, None, None, -7.0, 888.0, None, 2019-11-21 17:00:00, None, None
None, -6.295, 85.7, None, None, None, None, None, None, None, -8.0, 888.0, None, 2019-11-21 18:00:00, None, None
None, -7.41, 91.0, None, None, None, None, None, None, None, -9.0, 888.0, None, 2019-11-21 19:00:00, None, None
None, -7.641, 90.7, None, None, None, None, None, None, None, -9.0, 888.0, None, 2019-11-21 20:00:00, None, None
None, -7.543, 91.1, None, None, None, None, None, None, None, -8.0, 888.0, None, 2019-11-21 21:00:00, None, None
None, -7.837, 91.7, None, None, None, None, None, None, None, -9.0, 888.0, None, 2019-11-21 22:00:00, None, None
None, -8.57, 89.5, None, None, None, None, None, None, None, -10.0, 888.0, None, 2019-11-21 23:00:00, None, None
None, -9.28, 89.2, None, None, None, None, None, None, None, -10.0, 888.0, None, 2019-11-22 00:00:00, None, None
None, -8.87, 90.9, None, None, None, None, None, None, None, -10.0, 888.0, None, 2019-11-22 01:00:00, None, None
None, -8.61, 90.3, None, None, None, None, None, None, None, -10.0, 888.0, None, 2019-11-22 02:00:00, None, None
None, -8.55, 89.7, None, None, None, None, None, None, None, -10.0, 888.0, None, 2019-11-22 03:00:00, None, None
None, -8.28, 89.5, None, None, None, None, None, None, None, -10.0, 888.0, None, 2019-11-22 04:00:00, None, None
None, -8.1, 88.8, None, None, None, None, None, None, None, -10.0, 888.0, None, 2019-11-22 05:00:00, None, None
None, -7.735, 88.6, None, None, None, None, None, None, None, -9.0, 888.0, None, 2019-11-22 06:00:00, None, None
None, -7.18, 89.8, None, None, None, None, None, None, None, -8.0, 889.0, None, 2019-11-22 07:00:00, None, None
None, -6.528, 91.2, None, None, None, None, None, None, None, -8.0, 890.0, None, 2019-11-22 08:00:00, None, None
None, -5.745, 91.8, None, None, None, None, None, None, None, -7.0, 891.0, None, 2019-11-22 09:00:00, None, None
None, -4.922, 83.5, None, None, None, None, None, None, None, -7.0, 891.0, None, 2019-11-22 10:00:00, None, None
None, -2.997, 75.38, None, None, None, None, None, None, None, -7.0, 891.0, None, 2019-11-22 11:00:00, None, None
None, -3.644, 80.7, None, None, None, None, None, None, None, -6.0, 891.0, None, 2019-11-22 12:00:00, None, None
None, -3.748, 83.0, None, None, None, None, None, None, None, -6.0, 890.0, None, 2019-11-22 13:00:00, None, None
None, -3.932, 84.6, None, None, None, None, None, None, None, -6.0, 891.0, None, 2019-11-22 14:00:00, None, None
None, -3.889, 84.7, None, None, None, None, None, None, None, -6.0, 891.0, None, 2019-11-22 15:00:00, None, None
None, -3.986, 84.2, None, None, None, None, None, None, None, -6.0, 892.0, None, 2019-11-22 16:00:00, None, None
None, -4.277, 87.9, None, None, None, None, None, None, None, -6.0, 892.0, None, 2019-11-22 17:00:00, None, None
None, -5.351, 89.5, None, None, None, None, None, None, None, -7.0, 892.0, None, 2019-11-22 18:00:00, None, None
None, -6.341, 90.6, None, None, None, None, None, None, None, -8.0, 892.0, None, 2019-11-22 19:00:00, None, None
None, -7.006, 92.3, None, None, None, None, None, None, None, -8.0, 892.0, None, 2019-11-22 20:00:00, None, None
None, -7.307, 91.1, None, None, None, None, None, None, None, -8.0, 891.0, None, 2019-11-22 21:00:00, None, None
None, -7.201, 91.8, None, None, None, None, None, None, None, -8.0, 891.0, None, 2019-11-22 22:00:00, None, None
None, -7.209, 92.1, None, None, None, None, None, None, None, -8.0, 890.0, None, 2019-11-22 23:00:00, None, None
None, -6.614, 91.2, None, None, None, None, None, None, None, -8.0, 890.0, None, 2019-11-23 00:00:00, None, None
None, -6.381, 90.5, None, None, None, None, None, None, None, -7.0, 889.0, None, 2019-11-23 01:00:00, None, None
None, -6.114, 89.5, None, None, None, None, None, None, None, -7.0, 890.0, None, 2019-11-23 02:00:00, None, None
None, -6.018, 91.6, None, None, None, None, None, None, None, -7.0, 889.0, None, 2019-11-23 03:00:00, None, None
None, -5.665, 91.7, None, None, None, None, None, None, None, -7.0, 889.0, None, 2019-11-23 04:00:00, None, None
None, -5.353, 92.8, None, None, None, None, None, None, None, -6.0, 888.0, None, 2019-11-23 05:00:00, None, None
None, -5.167, 93.0, None, None, None, None, None, None, None, -6.0, 889.0, None, 2019-11-23 06:00:00, None, None
None, -5.019, 93.6, None, None, None, None, None, None, None, -6.0, 888.0, None, 2019-11-23 07:00:00, None, None
None, -4.582, 93.8, None, None, None, None, None, None, None, -5.0, 889.0, None, 2019-11-23 08:00:00, None, None
None, -4.121, 92.8, None, None, None, None, None, None, None, -5.0, 889.0, None, 2019-11-23 09:00:00, None, None
None, -3.078, 87.5, None, None, None, None, None, None, None, -5.0, 888.0, None, 2019-11-23 10:00:00, None, None
None, -2.526, 88.0, None, None, None, None, None, None, None, -4.0, 888.0, None, 2019-11-23 11:00:00, None, None
None, -1.449, 83.1, None, None, None, None, None, None, None, -4.0, 887.0, None, 2019-11-23 12:00:00, None, None
None, -1.396, 84.9, None, None, None, None, None, None, None, -3.0, 886.0, None, 2019-11-23 13:00:00, None, None
None, -1.382, 86.1, None, None, None, None, None, None, None, -3.0, 885.0, None, 2019-11-23 14:00:00, None, None
None, -1.439, 90.1, None, None, None, None, None, None, None, -3.0, 884.0, None, 2019-11-23 15:00:00, None, None
None, -1.563, 93.4, None, None, None, None, None, None, None, -2.0, 884.0, None, 2019-11-23 16:00:00, None, None
None, -1.81, 95.2, None, None, None, None, None, None, None, -2.0, 884.0, None, 2019-11-23 17:00:00, None, None
None, -1.985, 95.8, None, None, None, None, None, None, None, -2.0, 883.0, None, 2019-11-23 18:00:00, None, None
None, -2.363, 96.1, None, None, None, None, None, None, None, -3.0, 883.0, None, 2019-11-23 19:00:00, None, None
None, -2.619, 96.3, None, None, None, None, None, None, None, -3.0, 881.0, None, 2019-11-23 20:00:00, None, None
None, -2.472, 95.6, None, None, None, None, None, None, None, -3.0, 880.0, None, 2019-11-23 21:00:00, None, None
None, -2.315, 96.5, None, None, None, None, None, None, None, -3.0, 879.0, None, 2019-11-23 22:00:00, None, None
None, -1.421, 97.3, None, None, None, None, None, None, None, -2.0, 878.0, None, 2019-11-23 23:00:00, None, None
None, -0.508, 97.1, None, None, None, None, None, None, None, -1.0, 877.0, None, 2019-11-24 00:00:00, None, None
None, -0.175, 96.8, None, None, None, None, None, None, None, -1.0, 875.0, None, 2019-11-24 01:00:00, None, None
None, -0.02, 96.9, None, None, None, None, None, None, None, -1.0, 874.0, None, 2019-11-24 02:00:00, None, None
None, 0.147, 97.2, None, None, None, None, None, None, None, 0.0, 873.0, None, 2019-11-24 03:00:00, None, None
None, 0.336, 97.2, None, None, None, None, None, None, None, 0.0, 873.0, None, 2019-11-24 04:00:00, None, None
None, 0.327, 97.6, None, None, None, None, None, None, None, 0.0, 874.0, None, 2019-11-24 05:00:00, None, None
None, 0.641, 94.9, None, None, None, None, None, None, None, 0.0, 876.0, None, 2019-11-24 06:00:00, None, None
None, 0.198, 97.4, None, None, None, None, None, None, None, 0.0, 877.0, None, 2019-11-24 07:00:00, None, None
None, 1.042, 69.44, None, None, None, None, None, None, None, -4.0, 879.0, None, 2019-11-24 10:00:00, None, None
None, 1.931, 61.35, None, None, None, None, None, None, None, -4.0, 879.0, None, 2019-11-24 11:00:00, None, None
None, 2.195, 56.53, None, None, None, None, None, None, None, -6.0, 879.0, None, 2019-11-24 12:00:00, None, None
None, 2.167, 54.23, None, None, None, None, None, None, None, -6.0, 879.0, None, 2019-11-24 13:00:00, None, None
None, 1.809, 56.12, None, None, None, None, None, None, None, -6.0, 880.0, None, 2019-11-24 14:00:00, None, None
None, 1.617, 55.08, None, None, None, None, None, None, None, -7.0, 881.0, None, 2019-11-24 15:00:00, None, None
None, 1.326, 56.04, None, None, None, None, None, None, None, -7.0, 881.0, None, 2019-11-24 16:00:00, None, None
None, -0.873, 69.85, None, None, None, None, None, None, None, -5.0, 881.0, None, 2019-11-24 17:00:00, None, None
None, -3.028, 83.3, None, None, None, None, None, None, None, -5.0, 882.0, None, 2019-11-24 18:00:00, None, None
None, -3.923, 84.3, None, None, None, None, None, None, None, -6.0, 882.0, None, 2019-11-24 19:00:00, None, None
None, -5.123, 86.7, None, None, None, None, None, None, None, -7.0, 882.0, None, 2019-11-24 20:00:00, None, None
None, -6.017, 90.9, None, None, None, None, None, None, None, -7.0, 882.0, None, 2019-11-24 21:00:00, None, None
None, -6.676, 91.8, None, None, None, None, None, None, None, -8.0, 882.0, None, 2019-11-24 22:00:00, None, None
None, -7.283, 93.2, None, None, None, None, None, None, None, -8.0, 882.0, None, 2019-11-24 23:00:00, None, None
None, -7.922, 92.8, None, None, None, None, None, None, None, -9.0, 882.0, None, 2019-11-25 00:00:00, None, None
None, -8.78, 92.7, None, None, None, None, None, None, None, -9.0, 882.0, None, 2019-11-25 01:00:00, None, None
None, -8.47, 93.1, None, None, None, None, None, None, None, -9.0, 882.0, None, 2019-11-25 02:00:00, None, None
None, -8.66, 92.3, None, None, None, None, None, None, None, -9.0, 882.0, None, 2019-11-25 03:00:00, None, None
None, -8.83, 92.1, None, None, None, None, None, None, None, -10.0, 881.0, None, 2019-11-25 04:00:00, None, None
None, -9.44, 90.9, None, None, None, None, None, None, None, -11.0, 881.0, None, 2019-11-25 05:00:00, None, None
None, -9.17, 92.3, None, None, None, None, None, None, None, -10.0, 881.0, None, 2019-11-25 06:00:00, None, None
None, -9.27, 91.2, None, None, None, None, None, None, None, -10.0, 881.0, None, 2019-11-25 07:00:00, None, None
None, -9.36, 91.1, None, None, None, None, None, None, None, -11.0, 882.0, None, 2019-11-25 08:00:00, None, None
None, -8.12, 91.7, None, None, None, None, None, None, None, -9.0, 882.0, None, 2019-11-25 09:00:00, None, None
None, -6.123, 90.8, None, None, None, None, None, None, None, -7.0, 882.0, None, 2019-11-25 10:00:00, None, None
None, -3.602, 79.9, None, None, None, None, None, None, None, -6.0, 881.0, None, 2019-11-25 11:00:00, None, None
None, -2.443, 80.9, None, None, None, None, None, None, None, -5.0, 881.0, None, 2019-11-25 12:00:00, None, None
None, -2.026, 79.2, None, None, None, None, None, None, None, -5.0, 881.0, None, 2019-11-25 13:00:00, None, None
None, -1.952, 80.3, None, None, None, None, None, None, None, -5.0, 880.0, None, 2019-11-25 14:00:00, None, None
None, -2.096, 79.91, None, None, None, None, None, None, None, -5.0, 881.0, None, 2019-11-25 15:00:00, None, None
None, -3.446, 88.1, None, None, None, None, None, None, None, -5.0, 881.0, None, 2019-11-25 16:00:00, None, None
None, -5.26, 83.7, None, None, None, None, None, None, None, -7.0, 881.0, None, 2019-11-25 17:00:00, None, None
None, -6.852, 87.6, None, None, None, None, None, None, None, -8.0, 881.0, None, 2019-11-25 18:00:00, None, None
None, -7.63, 92.5, None, None, None, None, None, None, None, -8.0, 882.0, None, 2019-11-25 19:00:00, None, None
None, -7.489, 91.3, None, None, None, None, None, None, None, -9.0, 882.0, None, 2019-11-25 20:00:00, None, None
None, -7.222, 90.9, None, None, None, None, None, None, None, -8.0, 882.0, None, 2019-11-25 21:00:00, None, None
None, -7.217, 90.8, None, None, None, None, None, None, None, -8.0, 882.0, None, 2019-11-25 22:00:00, None, None
None, -7.273, 89.8, None, None, None, None, None, None, None, -9.0, 881.0, None, 2019-11-25 23:00:00, None, None
None, -7.368, 91.0, None, None, None, None, None, None, None, -8.0, 881.0, None, 2019-11-26 00:00:00, None, None
None, -7.654, 91.1, None, None, None, None, None, None, None, -9.0, 881.0, None, 2019-11-26 01:00:00, None, None
None, -7.635, 91.1, None, None, None, None, None, None, None, -9.0, 881.0, None, 2019-11-26 02:00:00, None, None
None, -8.08, 92.0, None, None, None, None, None, None, None, -9.0, 881.0, None, 2019-11-26 03:00:00, None, None
None, -8.64, 91.6, None, None, None, None, None, None, None, -10.0, 881.0, None, 2019-11-26 04:00:00, None, None
None, -9.46, 91.3, None, None, None, None, None, None, None, -10.0, 881.0, None, 2019-11-26 05:00:00, None, None
None, -10.66, 90.4, None, None, None, None, None, None, None, -12.0, 881.0, None, 2019-11-26 06:00:00, None, None
None, -11.7, 90.4, None, None, None, None, None, None, None, -13.0, 881.0, None, 2019-11-26 07:00:00, None, None
None, -11.07, 89.7, None, None, None, None, None, None, None, -12.0, 881.0, None, 2019-11-26 08:00:00, None, None
None, -10.61, 89.7, None, None, None, None, None, None, None, -12.0, 881.0, None, 2019-11-26 09:00:00, None, None
None, -8.99, 76.9, None, None, None, None, None, None, None, -12.0, 881.0, None, 2019-11-26 10:00:00, None, None
None, -7.385, 70.13, None, None, None, None, None, None, None, -11.0, 881.0, None, 2019-11-26 11:00:00, None, None
None, -6.279, 78.97, None, None, None, None, None, None, None, -9.0, 880.0, None, 2019-11-26 12:00:00, None, None
None, -5.823, 78.49, None, None, None, None, None, None, None, -9.0, 880.0, None, 2019-11-26 13:00:00, None, None
None, -5.651, 75.62, None, None, None, None, None, None, None, -9.0, 880.0, None, 2019-11-26 14:00:00, None, None
None, -5.788, 75.9, None, None, None, None, None, None, None, -9.0, 880.0, None, 2019-11-26 15:00:00, None, None
None, -7.79, 83.9, None, None, None, None, None, None, None, -10.0, 880.0, None, 2019-11-26 16:00:00, None, None
None, -8.91, 87.9, None, None, None, None, None, None, None, -10.0, 881.0, None, 2019-11-26 17:00:00, None, None
None, -8.64, 88.5, None, None, None, None, None, None, None, -10.0, 881.0, None, 2019-11-26 18:00:00, None, None
None, -8.15, 88.4, None, None, None, None, None, None, None, -10.0, 881.0, None, 2019-11-26 19:00:00, None, None
None, -8.42, 90.5, None, None, None, None, None, None, None, -9.0, 881.0, None, 2019-11-26 20:00:00, None, None
None, -8.84, 91.4, None, None, None, None, None, None, None, -10.0, 881.0, None, 2019-11-26 21:00:00, None, None
None, -9.13, 91.6, None, None, None, None, None, None, None, -10.0, 882.0, None, 2019-11-26 22:00:00, None, None
None, -9.35, 91.4, None, None, None, None, None, None, None, -10.0, 882.0, None, 2019-11-26 23:00:00, None, None
None, -9.92, 90.7, None, None, None, None, None, None, None, -11.0, 882.0, None, 2019-11-27 00:00:00, None, None
None, -10.1, 90.7, None, None, None, None, None, None, None, -11.0, 882.0, None, 2019-11-27 01:00:00, None, None
None, -10.49, 89.1, None, None, None, None, None, None, None, -12.0, 882.0, None, 2019-11-27 02:00:00, None, None
None, -11.13, 88.7, None, None, None, None, None, None, None, -12.0, 883.0, None, 2019-11-27 03:00:00, None, None
None, -11.8, 89.6, None, None, None, None, None, None, None, -13.0, 883.0, None, 2019-11-27 04:00:00, None, None
None, -12.22, 85.0, None, None, None, None, None, None, None, -14.0, 883.0, None, 2019-11-27 05:00:00, None, None
None, -12.89, 85.0, None, None, None, None, None, None, None, -15.0, 884.0, None, 2019-11-27 06:00:00, None, None
None, -12.93, 84.5, None, None, None, None, None, None, None, -15.0, 885.0, None, 2019-11-27 07:00:00, None, None
None, -12.38, 86.7, None, None, None, None, None, None, None, -14.0, 885.0, None, 2019-11-27 08:00:00, None, None
None, -10.53, 85.5, None, None, None, None, None, None, None, -12.0, 885.0, None, 2019-11-27 09:00:00, None, None
None, -7.701, 53.38, None, None, None, None, None, None, None, -15.0, 885.0, None, 2019-11-27 10:00:00, None, None
None, -6.606, 39.88, None, None, None, None, None, None, None, -17.0, 885.0, None, 2019-11-27 11:00:00, None, None
None, -6.472, 37.77, None, None, None, None, None, None, None, -18.0, 885.0, None, 2019-11-27 12:00:00, None, None
None, -6.591, 39.18, None, None, None, None, None, None, None, -17.0, 884.0, None, 2019-11-27 13:00:00, None, None
None, -6.795, 42.28, None, None, None, None, None, None, None, -16.0, 885.0, None, 2019-11-27 14:00:00, None, None
