station_observations
CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-7.89, None, None, None, 13.2, 21.96, 187.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 00:00:00, None, None, None, None
-7.46, None, None, None, 17.58, 20.83, 193.0, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 01:00:00, None, None, None, None
-6.947, None, None, None, 14.9, 22.73, 191.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 02:00:00, None, None, None, None
-6.643, None, None, None, 13.13, 20.82, 190.1, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 03:00:00, None, None, None, None
-6.73, None, None, None, 8.7, 23.92, 184.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 04:00:00, None, None, None, None
-6.564, None, None, None, 11.08, 26.62, 184.3, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 05:00:00, None, None, None, None
-6.348, None, None, None, 14.73, 29.5, 177.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 06:00:00, None, None, None, None
-6.299, None, None, None, 15.62, 19.86, 187.1, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 07:00:00, None, None, None, None
-6.348, None, None, None, 19.93, 16.04, 191.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 08:00:00, None, None, None, None
-6.524, None, None, None, 9.86, 25.52, 182.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 09:00:00, None, None, None, None
-6.534, None, None, None, 22.44, 17.48, 193.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 10:00:00, None, None, None, None
-6.348, None, None, None, 22.79, 22.35, 186.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 11:00:00, None, None, None, None
-6.114, None, None, None, 26.37, 18.67, 191.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 12:00:00, None, None, None, None
-5.89, None, None, None, 30.74, 15.25, 197.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 13:00:00, None, None, None, None
-5.491, None, None, None, 30.35, 17.74, 184.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 14:00:00, None, None, None, None
-5.056, None, None, None, 30.46, 16.32, 186.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 15:00:00, None, None, None, None
-4.227, None, None, None, 37.58, 13.44, 194.0, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 16:00:00, None, None, None, None
-3.882, None, None, None, 36.46, 12.71, 190.1, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 17:00:00, None, None, None, None
-3.651, None, None, None, 38.01, 12.24, 196.0, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 18:00:00, None, None, None, None
-3.527, None, None, None, 44.6, 7.47, 192.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 19:00:00, None, None, None, None
-3.404, None, None, None, 55.17, 4.018, 199.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 20:00:00, None, None, None, None
-3.348, None, None, None, 36.97, 10.37, 192.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 21:00:00, None, None, None, None
-3.241, None, None, None, 43.11, 6.631, 202.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 22:00:00, None, None, None, None
-3.149, None, None, None, 21.96, 13.64, 181.1, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 23:00:00, None, None, None, None
-3.151, None, None, None, 12.8, 12.45, 183.5, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 00:00:00, None, None, None, None
-3.177, None, None, None, 15.26, 9.53, 192.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 01:00:00, None, None, None, None
-3.161, None, None, None, 16.31, 12.39, 220.3, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 02:00:00, None, None, None, None
-2.95, None, None, None, 11.44, 14.49, 244.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 03:00:00, None, None, None, None
-3.455, None, None, None, 13.73, 11.72, 254.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 04:00:00, None, None, None, None
-3.983, None, None, None, 11.19, 25.18, 241.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 05:00:00, None, None, None, None
-4.864, None, None, None, 11.76, 28.06, 240.3, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 06:00:00, None, None, None, None
-5.471, None, None, None, 10.45, 37.72, 237.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 07:00:00, None, None, None, None
-5.607, None, None, None, 13.47, 26.15, 230.0, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 08:00:00, None, None, None, None
-5.928, None, None, None, 11.33, 23.32, 225.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 09:00:00, None, None, None, None
-6.084, None, None, None, 22.84, 11.71, 221.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 10:00:00, None, None, None, None
-5.967, None, None, None, 18.33, 11.06, 222.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 11:00:00, None, None, None, None
-5.529, None, None, None, 34.46, 6.798, 198.3, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 12:00:00, None, None, None, None
-5.607, None, None, None, 16.68, 17.57, 221.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 13:00:00, None, None, None, None
-5.83, None, None, None, 15.92, 23.12, 232.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 14:00:00, None, None, None, None
-6.269, None, None, None, 12.39, 23.38, 233.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 15:00:00, None, None, None, None
-6.651, None, None, None, 19.7, 9.26, 254.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 16:00:00, None, None, None, None
-7.33, None, None, None, 27.29, 12.91, 265.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 17:00:00, None, None, None, None
-7.38, None, None, None, 10.45, 20.91, 241.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 18:00:00, None, None, None, None
-7.6, None, None, None, 11.63, 15.82, 229.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 19:00:00, None, None, None, None
-7.88, None, None, None, 15.45, 15.71, 232.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 20:00:00, None, None, None, None
-8.14, None, None, None, 17.11, 12.03, 225.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 21:00:00, None, None, None, None
