station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 3.326, 87.4, None, None, 66.01, 1.592, 12.37, None, None, None, None, None, None, 1.0, 1012.0, None, None, None, 2019-11-21 18:00:00, None, None, None
None, 1.518, 92.9, None, None, 41.24, 1.249, 50.41, None, None, None, None, None, None, 0.0, 1015.0, None, None, None, 2019-11-21 22:00:00, None, None, None
None, -0.617, 95.0, None, None, 15.64, 0.722, 149.5, None, None, None, None, None, None, -1.0, 1019.0, None, None, None, 2019-11-22 05:00:00, None, None, None
None, -0.291, 95.6, None, None, 40.73, 1.286, 78.0, None, None, None, None, None, None, -1.0, 1020.0, None, None, None, 2019-11-22 07:00:00, None, None, None
None, -0.427, 94.7, None, None, 40.98, 1.92, 83.4, None, None, None, None, None, None, -1.0, 1021.0, None, None, None, 2019-11-22 08:00:00, None, None, None
None, 0.87, 95.3, None, None, 9.68, 3.23, 72.27, None, None, None, None, None, None, 0.0, 1022.0, None, None, None, 2019-11-22 09:00:00, None, None, None
None, 3.146, 94.3, None, None, 11.72, 4.319, 109.4, None, None, None, None, None, None, 2.0, 1022.0, None, None, None, 2019-11-22 10:00:00, None, None, None
None, 5.294, 86.9, None, None, 14.68, 5.112, 138.3, None, None, None, None, None, None, 3.0, 1022.0, None, None, None, 2019-11-22 11:00:00, None, None, None
None, 7.131, 77.19, None, None, 19.65, 5.822, 155.6, None, None, None, None, None, None, 3.0, 1022.0, None, None, None, 2019-11-22 12:00:00, None, None, None
None, 6.869, 80.7, None, None, 14.54, 5.353, 147.3, None, None, None, None, None, None, 4.0, 1021.0, None, None, None, 2019-11-22 15:00:00, None, None, None
None, 3.953, 89.3, None, None, 39.76, 3.545, 83.2, None, None, None, None, None, None, 2.0, 1022.0, None, None, None, 2019-11-22 18:00:00, None, None, None
None, 3.729, 90.5, None, None, 18.66, 3.083, 114.5, None, None, None, None, None, None, 2.0, 1022.0, None, None, None, 2019-11-22 19:00:00, None, None, None
None, 3.907, 92.1, None, None, 18.71, 5.068, 92.3, None, None, None, None, None, None, 3.0, 1023.0, None, None, None, 2019-11-22 20:00:00, None, None, None
None, 5.31, 88.8, None, None, 20.46, 4.948, 81.4, None, None, None, None, None, None, 4.0, 1023.0, None, None, None, 2019-11-23 00:00:00, None, None, None
None, 5.533, 86.7, None, None, 22.6, 6.488, 102.3, None, None, None, None, None, None, 3.0, 1023.0, None, None, None, 2019-11-23 01:00:00, None, None, None
None, 5.736, 85.5, None, None, 8.79, 8.31, 94.9, None, None, None, None, None, None, 4.0, 1022.0, None, None, None, 2019-11-23 02:00:00, None, None, None
None, 5.863, 82.9, None, None, 14.1, 9.33, 115.7, None, None, None, None, None, None, 3.0, 1022.0, None, None, None, 2019-11-23 03:00:00, None, None, None
None, 6.659, 84.4, None, None, 10.6, 12.54, 106.2, None, None, None, None, None, None, 4.0, 1021.0, None, None, None, 2019-11-23 12:00:00, None, None, None
None, 7.185, 80.3, None, None, 13.96, 13.96, 108.3, None, None, None, None, None, None, 4.0, 1019.0, None, None, None, 2019-11-23 14:00:00, None, None, None
None, 8.93, 79.08, None, None, 17.48, 14.86, 162.3, None, None, None, None, None, None, 6.0, 1015.0, None, None, None, 2019-11-23 18:00:00, None, None, None
None, 8.89, 81.5, None, None, 15.85, 19.08, 176.7, None, None, None, None, None, None, 6.0, 1014.0, None, None, None, 2019-11-23 19:00:00, None, None, None
None, 9.27, 79.62, None, None, 17.24, 15.73, 166.0, None, None, None, None, None, None, 6.0, 1013.0, None, None, None, 2019-11-23 20:00:00, None, None, None
None, 9.66, 78.18, None, None, 17.24, 19.23, 172.7, None, None, None, None, None, None, 6.0, 1012.0, None, None, None, 2019-11-23 21:00:00, None, None, None
None, 10.15, 79.26, None, None, 16.17, 20.73, 188.3, None, None, None, None, None, None, 7.0, 1011.0, None, None, None, 2019-11-23 22:00:00, None, None, None
None, 10.27, 80.4, None, None, 15.98, 20.66, 198.4, None, None, None, None, None, None, 7.0, 1011.0, None, None, None, 2019-11-23 23:00:00, None, None, None
None, 10.67, 82.4, None, None, 23.11, 21.49, 227.3, None, None, None, None, None, None, 8.0, 1012.0, None, None, None, 2019-11-24 00:00:00, None, None, None
None, 9.83, 79.24, None, None, 23.81, 20.84, 296.5, None, None, None, None, None, None, 6.0, 1013.0, None, None, None, 2019-11-24 01:00:00, None, None, None
