station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -13.3, 89.3, None, None, None, None, 9.83, 4.348, 309.0, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 00:00:00, None, None
None, -13.1, 89.6, None, None, None, None, 8.79, 3.278, 289.4, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 01:00:00, None, None
None, -13.25, 89.4, None, None, None, None, 8.47, 2.326, 281.8, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 02:00:00, None, None
None, -13.05, 89.7, None, None, None, None, 8.03, 3.602, 281.1, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 03:00:00, None, None
None, -12.81, 89.8, None, None, None, None, 7.962, 4.756, 285.0, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 04:00:00, None, None
None, -12.86, 89.8, None, None, None, None, 6.98, 5.059, 280.1, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 05:00:00, None, None
None, -12.81, 89.7, None, None, None, None, 5.06, 4.935, 277.6, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 06:00:00, None, None
None, -12.78, 89.8, None, None, None, None, 4.704, 4.134, 279.4, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 07:00:00, None, None
None, -12.13, 90.6, None, None, None, None, 5.003, 3.726, 280.6, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 08:00:00, None, None
None, -11.94, 90.6, None, None, None, None, 5.439, 3.319, 285.7, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 09:00:00, None, None
None, -11.88, 90.2, None, None, None, None, 8.84, 2.134, 284.8, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 10:00:00, None, None
None, -10.33, 91.6, None, None, None, None, 7.429, 1.799, 293.3, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 11:00:00, None, None
None, -10.5, 91.4, None, None, None, None, 7.368, 1.135, 297.2, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 12:00:00, None, None
None, -9.88, 92.2, None, None, None, None, 6.9, 0.001, 292.9, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 13:00:00, None, None
None, -10.18, 91.5, None, None, None, None, 7.552, 0.001, 295.7, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 14:00:00, None, None
None, -9.1, 92.4, None, None, None, None, 9.06, 0.022, 297.4, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 15:00:00, None, None
None, -7.787, 93.4, None, None, None, None, 9.88, 0.001, 312.9, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 16:00:00, None, None
None, -6.838, 95.5, None, None, None, None, 16.54, 0.0, 304.1, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 17:00:00, None, None
None, -7.404, 93.5, None, None, None, None, 7.761, 10.77, 279.3, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 18:00:00, None, None
None, -7.497, 93.3, None, None, None, None, 3.78, 11.65, 268.0, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 19:00:00, None, None
None, -7.536, 95.7, None, None, None, None, 5.503, 12.15, 262.2, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 20:00:00, None, None
None, -6.1, 96.4, None, None, None, None, 4.634, 12.86, 272.0, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 21:00:00, None, None
None, -6.294, 96.0, None, None, None, None, 8.04, 12.87, 266.8, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 22:00:00, None, None
None, -6.538, 96.5, None, None, None, None, 6.146, 10.92, 278.2, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 23:00:00, None, None
None, -4.52, 97.1, None, None, None, None, 8.09, 16.48, 284.8, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 00:00:00, None, None
None, -4.474, 97.1, None, None, None, None, 6.761, 13.9, 281.9, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 01:00:00, None, None
None, -3.238, 98.3, None, None, None, None, 7.115, 18.92, 281.4, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 02:00:00, None, None
None, -4.2, 97.2, None, None, None, None, 7.01, 24.62, 271.9, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 03:00:00, None, None
None, -4.836, 97.3, None, None, None, None, 7.662, 18.75, 269.4, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 04:00:00, None, None
None, -7.511, 94.1, None, None, None, None, 12.54, 18.53, 248.1, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 05:00:00, None, None
