station_observations
CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-3.611, None, None, None, 22.81, 12.06, 128.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 00:00:00, None, None, None, None
-3.785, None, None, None, 19.45, 12.44, 135.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 01:00:00, None, None, None, None
-5.076, None, None, None, 10.59, 17.39, 133.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 02:00:00, None, None, None, None
-3.985, None, None, None, 9.25, 19.0, 135.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 03:00:00, None, None, None, None
-3.784, None, None, None, 10.46, 16.07, 148.5, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 04:00:00, None, None, None, None
-3.746, None, None, None, 13.72, 12.8, 144.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 05:00:00, None, None, None, None
-4.303, None, None, None, 11.72, 18.8, 143.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 06:00:00, None, None, None, None
-4.332, None, None, None, 10.35, 23.82, 145.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 07:00:00, None, None, None, None
-4.564, None, None, None, 8.81, 25.03, 143.0, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 08:00:00, None, None, None, None
-4.592, None, None, None, 8.27, 26.25, 146.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 09:00:00, None, None, None, None
-3.898, None, None, None, 7.65, 31.43, 146.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 10:00:00, None, None, None, None
-3.659, None, None, None, 10.04, 28.95, 143.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 11:00:00, None, None, None, None
-3.086, None, None, None, 14.72, 20.4, 134.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 12:00:00, None, None, None, None
-2.981, None, None, None, 13.29, 23.58, 141.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 13:00:00, None, None, None, None
-3.072, None, None, None, 14.62, 22.4, 141.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 14:00:00, None, None, None, None
-2.707, None, None, None, 14.33, 24.25, 130.3, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 15:00:00, None, None, None, None
-2.706, None, None, None, 12.78, 23.09, 134.1, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 16:00:00, None, None, None, None
-2.269, None, None, None, 11.84, 26.98, 140.3, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 17:00:00, None, None, None, None
-2.458, None, None, None, 10.59, 30.45, 140.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 18:00:00, None, None, None, None
-2.745, None, None, None, 12.1, 23.22, 150.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 19:00:00, None, None, None, None
-2.736, None, None, None, 10.98, 23.78, 148.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 20:00:00, None, None, None, None
-2.723, None, None, None, 12.53, 19.8, 159.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 21:00:00, None, None, None, None
-2.686, None, None, None, 10.89, 19.37, 151.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 22:00:00, None, None, None, None
-2.304, None, None, None, 13.77, 18.11, 152.5, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 23:00:00, None, None, None, None
-2.89, None, None, None, 16.91, 15.89, 159.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 00:00:00, None, None, None, None
-2.514, None, None, None, 60.96, 4.451, 236.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 01:00:00, None, None, None, None
-3.165, None, None, None, 28.39, 14.64, 269.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 02:00:00, None, None, None, None
-5.009, None, None, None, 15.02, 19.93, 252.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 03:00:00, None, None, None, None
-5.085, None, None, None, 15.76, 18.73, 260.3, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 04:00:00, None, None, None, None
-5.697, None, None, None, 10.01, 20.87, 267.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 05:00:00, None, None, None, None
-6.204, None, None, None, 12.68, 23.27, 268.3, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 06:00:00, None, None, None, None
-6.204, None, None, None, 12.88, 21.13, 256.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 07:00:00, None, None, None, None
-6.498, None, None, None, 10.5, 16.74, 255.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 08:00:00, None, None, None, None
-6.931, None, None, None, 31.61, 12.45, 183.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 09:00:00, None, None, None, None
-6.803, None, None, None, 22.51, 9.49, 176.5, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 10:00:00, None, None, None, None
-6.528, None, None, None, 37.41, 11.27, 215.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 11:00:00, None, None, None, None
-6.606, None, None, None, 14.5, 12.05, 290.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 12:00:00, None, None, None, None
-6.745, None, None, None, 15.35, 10.96, 290.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 13:00:00, None, None, None, None
-6.844, None, None, None, 21.86, 15.44, 233.5, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 14:00:00, None, None, None, None
-6.785, None, None, None, 14.91, 20.95, 265.1, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 15:00:00, None, None, None, None
-7.56, None, None, None, 10.9, 20.28, 265.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 16:00:00, None, None, None, None
-7.8, None, None, None, 11.32, 15.3, 263.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 17:00:00, None, None, None, None
-7.9, None, None, None, 12.59, 12.83, 267.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 18:00:00, None, None, None, None
-8.2, None, None, None, 12.88, 13.56, 270.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 19:00:00, None, None, None, None
-8.79, None, None, None, 10.72, 11.19, 276.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 20:00:00, None, None, None, None
-8.8, None, None, None, 25.48, 6.082, 273.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 21:00:00, None, None, None, None
-8.84, None, None, None, 56.12, 1.373, 308.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 22:00:00, None, None, None, None
-8.7, None, None, None, 59.45, 1.748, 264.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 23:00:00, None, None, None, None
-8.74, None, None, None, 37.18, 4.486, 290.0, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 00:00:00, None, None, None, None
-9.02, None, None, None, 22.11, 7.68, 299.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 01:00:00, None, None, None, None
