station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
75.17, None, None, None, 2.18, 325.0, None, None, -7.0, 958.0, None, None, None, None, None, 11.44, None, None, -3.566, None, None, None, None, 65.5, None, None, None, None, None, None, 2019-01-01 00:00:00, None
77.82, None, None, None, 2.916, 0.408, None, None, -7.0, 957.0, None, None, None, None, None, 11.39, None, None, -3.696, None, None, None, None, 25.25, None, None, None, None, None, None, 2019-01-01 01:00:00, None
76.06, None, None, None, 2.798, 3.281, None, None, -7.0, 957.0, None, None, None, None, None, 11.35, None, None, -3.428, None, None, None, None, 20.16, None, None, None, None, None, None, 2019-01-01 02:00:00, None
78.53, None, None, None, 0.629, 13.24, None, None, -6.0, 957.0, None, None, None, None, None, 11.34, None, None, -3.255, None, None, None, None, 54.78, None, None, None, None, None, None, 2019-01-01 03:00:00, None
89.0, None, None, None, 4.014, 7.032, None, None, -5.0, 957.0, None, None, None, None, None, 11.17, None, None, -3.959, None, None, None, None, 16.55, None, None, None, None, None, None, 2019-01-01 04:00:00, None
91.3, None, None, None, 3.811, 14.1, None, None, -5.0, 957.0, None, None, None, None, None, 11.23, None, None, -4.246, None, None, None, None, 8.01, None, None, None, None, None, None, 2019-01-01 05:00:00, None
92.1, None, None, None, 2.827, 14.32, None, None, -5.0, 957.0, None, None, None, None, None, 11.32, None, None, -4.168, None, None, None, None, 9.51, None, None, None, None, None, None, 2019-01-01 06:00:00, None
92.2, None, None, None, 3.607, 5.577, None, None, -5.0, 957.0, None, None, None, None, None, 11.33, None, None, -4.128, None, None, None, None, 7.455, None, None, None, None, None, None, 2019-01-01 07:00:00, None
91.2, None, None, None, 4.313, 9.85, None, None, -5.0, 957.0, None, None, None, None, None, 11.33, None, None, -3.94, None, None, None, None, 9.56, None, None, None, None, None, None, 2019-01-01 08:00:00, None
89.7, None, None, None, 4.527, 6.149, None, None, -5.0, 958.0, None, None, None, None, None, 11.31, None, None, -3.57, None, None, None, None, 8.88, None, None, None, None, None, None, 2019-01-01 09:00:00, None
88.2, None, None, None, 3.605, 7.378, None, None, -4.0, 958.0, None, None, None, None, None, 11.45, None, None, -3.215, None, None, None, None, 15.66, None, None, None, None, None, None, 2019-01-01 10:00:00, None
88.4, None, None, None, 4.733, 17.29, None, None, -4.0, 957.0, None, None, None, None, None, 11.43, None, None, -2.943, None, None, None, None, 15.07, None, None, None, None, None, None, 2019-01-01 11:00:00, None
82.7, None, None, None, 3.966, 181.2, None, None, -5.0, 956.0, None, None, None, None, None, 11.54, None, None, -2.09, None, None, None, None, 66.83, None, None, None, None, None, None, 2019-01-01 12:00:00, None
84.2, None, None, None, 4.129, 15.36, None, None, -4.0, 956.0, None, None, None, None, None, 11.39, None, None, -1.844, None, None, None, None, 65.58, None, None, None, None, None, None, 2019-01-01 13:00:00, None
82.4, None, None, None, 4.777, 25.43, None, None, -4.0, 956.0, None, None, None, None, None, 11.46, None, None, -2.032, None, None, None, None, 14.22, None, None, None, None, None, None, 2019-01-01 14:00:00, None
85.3, None, None, None, 5.779, 20.66, None, None, -4.0, 956.0, None, None, None, None, None, 11.43, None, None, -2.095, None, None, None, None, 13.72, None, None, None, None, None, None, 2019-01-01 15:00:00, None
87.8, None, None, None, 5.575, 18.05, None, None, -4.0, 955.0, None, None, None, None, None, 11.31, None, None, -2.22, None, None, None, None, 11.73, None, None, None, None, None, None, 2019-01-01 16:00:00, None
91.3, None, None, None, 5.731, 16.01, None, None, -4.0, 955.0, None, None, None, None, None, 11.29, None, None, -2.586, None, None, None, None, 12.59, None, None, None, None, None, None, 2019-01-01 17:00:00, None
85.3, None, None, None, 4.759, 358.7, None, None, -4.0, 955.0, None, None, None, None, None, 11.36, None, None, -2.206, None, None, None, None, 32.53, None, None, None, None, None, None, 2019-01-01 18:00:00, None
91.0, None, None, None, 5.888, 19.45, None, None, -4.0, 955.0, None, None, None, None, None, 11.19, None, None, -2.538, None, None, None, None, 30.71, None, None, None, None, None, None, 2019-01-01 19:00:00, None
87.7, None, None, None, 4.85, 12.17, None, None, -4.0, 955.0, None, None, None, None, None, 11.35, None, None, -2.366, None, None, None, None, 12.4, None, None, None, None, None, None, 2019-01-01 20:00:00, None
82.4, None, None, None, 1.589, 215.0, None, None, -4.0, 954.0, None, None, None, None, None, 11.14, None, None, -2.167, None, None, None, None, 70.47, None, None, None, None, None, None, 2019-01-01 21:00:00, None
82.2, None, None, None, 7.397, 184.2, None, None, -4.0, 953.0, None, None, None, None, None, 11.32, None, None, -1.634, None, None, None, None, 24.7, None, None, None, None, None, None, 2019-01-01 22:00:00, None
73.12, None, None, None, 16.21, 173.2, None, None, -5.0, 953.0, None, None, None, None, None, 11.15, None, None, -1.456, None, None, None, None, 18.96, None, None, None, None, None, None, 2019-01-01 23:00:00, None
75.09, None, None, None, 16.07, 184.3, None, None, -5.0, 953.0, None, None, None, None, None, 11.17, None, None, -1.623, None, None, None, None, 11.79, None, None, None, None, None, None, 2019-01-02 00:00:00, None
73.86, None, None, None, 13.34, 199.2, None, None, -5.0, 953.0, None, None, None, None, None, 11.19, None, None, -1.188, None, None, None, None, 13.31, None, None, None, None, None, None, 2019-01-02 01:00:00, None
76.32, None, None, None, 19.06, 191.0, None, None, -5.0, 953.0, None, None, None, None, None, 11.2, None, None, -1.51, None, None, None, None, 9.47, None, None, None, None, None, None, 2019-01-02 02:00:00, None
75.96, None, None, None, 18.78, 187.0, None, None, -5.0, 952.0, None, None, None, None, None, 11.15, None, None, -1.413, None, None, None, None, 9.07, None, None, None, None, None, None, 2019-01-02 03:00:00, None
74.65, None, None, None, 20.94, 181.9, None, None, -5.0, 952.0, None, None, None, None, None, 11.03, None, None, -1.288, None, None, None, None, 8.33, None, None, None, None, None, None, 2019-01-02 04:00:00, None
74.67, None, None, None, 23.84, 179.0, None, None, -5.0, 951.0, None, None, None, None, None, 10.86, None, None, -1.205, None, None, None, None, 10.35, None, None, None, None, None, None, 2019-01-02 05:00:00, None
74.34, None, None, None, 26.1, 181.0, None, None, -5.0, 950.0, None, None, None, None, None, 10.81, None, None, -1.241, None, None, None, None, 9.14, None, None, None, None, None, None, 2019-01-02 06:00:00, None
72.89, None, None, None, 26.31, 180.1, None, None, -5.0, 950.0, None, None, None, None, None, 10.64, None, None, -1.017, None, None, None, None, 9.74, None, None, None, None, None, None, 2019-01-02 07:00:00, None
73.43, None, None, None, 31.41, 181.0, None, None, -5.0, 950.0, None, None, None, None, None, 10.47, None, None, -1.119, None, None, None, None, 8.87, None, None, None, None, None, None, 2019-01-02 08:00:00, None
71.66, None, None, None, 28.63, 177.3, None, None, -5.0, 950.0, None, None, None, None, None, 10.47, None, None, -0.883, None, None, None, None, 9.35, None, None, None, None, None, None, 2019-01-02 09:00:00, None
69.27, None, None, None, 26.01, 175.3, None, None, -5.0, 949.0, None, None, None, None, None, 10.59, None, None, -0.616, None, None, None, None, 10.07, None, None, None, None, None, None, 2019-01-02 10:00:00, None
68.03, None, None, None, 28.46, 173.6, None, None, -5.0, 949.0, None, None, None, None, None, 10.64, None, None, -0.454, None, None, None, None, 9.08, None, None, None, None, None, None, 2019-01-02 11:00:00, None
