station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, snwfl_amt_pst1hr, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -10.33, 89.8, None, None, None, None, None, None, None, None, None, -12.0, 887.0, None, None, None, 2019-01-01 23:00:00, None, 56.32, None
None, -10.05, 90.1, None, None, None, None, None, None, None, None, None, -11.0, 887.0, None, None, None, 2019-01-02 00:00:00, None, 56.32, None
None, -9.86, 89.3, None, None, None, None, None, None, None, None, None, -11.0, 887.0, None, None, None, 2019-01-02 01:00:00, None, 56.27, None
None, -9.71, 89.4, None, None, None, None, None, None, None, None, None, -11.0, 887.0, None, None, None, 2019-01-02 02:00:00, None, 56.5, None
None, -9.52, 89.9, None, None, None, None, None, None, None, None, None, -11.0, 886.0, None, None, None, 2019-01-02 03:00:00, None, 56.85, None
None, -9.42, 89.7, None, None, None, None, None, None, None, None, None, -11.0, 885.0, None, None, None, 2019-01-02 04:00:00, None, 56.9, None
None, -9.37, 89.8, None, None, None, None, None, None, None, None, None, -11.0, 884.0, None, None, None, 2019-01-02 05:00:00, None, 56.89, None
None, -9.23, 89.8, None, None, None, None, None, None, None, None, None, -10.0, 884.0, None, None, None, 2019-01-02 06:00:00, None, 56.76, None
None, -9.37, 90.2, None, None, None, None, None, None, None, None, None, -11.0, 883.0, None, None, None, 2019-01-02 07:00:00, None, 56.97, None
None, -9.47, 90.4, None, None, None, None, None, None, None, None, None, -11.0, 883.0, None, None, None, 2019-01-02 08:00:00, None, 57.01, None
None, -8.84, 89.1, None, None, None, None, None, None, None, None, None, -10.0, 883.0, None, None, None, 2019-01-02 09:00:00, None, 56.82, None
None, -8.02, 86.2, None, None, None, None, None, None, None, None, None, -10.0, 882.0, None, None, None, 2019-01-02 10:00:00, None, 56.79, None
None, -6.45, 80.6, None, None, None, None, None, None, None, None, None, -9.0, 881.0, None, None, None, 2019-01-02 11:00:00, None, 56.5, None
None, -5.941, 84.7, None, None, None, None, None, None, None, None, None, -8.0, 881.0, None, None, None, 2019-01-02 12:00:00, None, 56.41, None
None, -5.302, 82.1, None, None, None, None, None, None, None, None, None, -8.0, 879.0, None, None, None, 2019-01-02 13:00:00, None, 56.67, None
None, -5.66, 86.7, None, None, None, None, None, None, None, None, None, -7.0, 880.0, None, None, None, 2019-01-02 14:00:00, None, 56.33, None
None, -5.574, 87.0, None, None, None, None, None, None, None, None, None, -7.0, 879.0, None, None, None, 2019-01-02 15:00:00, None, 56.61, None
None, -5.882, 90.5, None, None, None, None, None, None, None, None, None, -7.0, 879.0, None, None, None, 2019-01-02 16:00:00, None, 56.7, None
None, -6.123, 91.6, None, None, None, None, None, None, None, None, None, -7.0, 878.0, None, None, None, 2019-01-02 17:00:00, None, 56.95, None
None, -6.172, 92.0, None, None, None, None, None, None, None, None, None, -7.0, 878.0, None, None, None, 2019-01-02 18:00:00, None, 58.14, None
None, -6.218, 92.2, None, None, None, None, None, None, None, None, None, -7.0, 878.0, None, None, None, 2019-01-02 19:00:00, None, 59.35, None
None, -6.22, 92.4, None, None, None, None, None, None, None, None, None, -7.0, 877.0, None, None, None, 2019-01-02 20:00:00, None, 58.26, None
None, -6.206, 92.6, None, None, None, None, None, None, None, None, None, -7.0, 876.0, None, None, None, 2019-01-02 21:00:00, None, 61.39, None
None, -6.172, 92.5, None, None, None, None, None, None, None, None, None, -7.0, 876.0, None, None, None, 2019-01-02 22:00:00, None, 61.17, None
None, -6.037, 92.8, None, None, None, None, None, None, None, None, None, -7.0, 875.0, None, None, None, 2019-01-02 23:00:00, None, 62.34, None
None, -5.93, 92.8, None, None, None, None, None, None, None, None, None, -7.0, 875.0, None, None, None, 2019-01-03 00:00:00, None, 62.54, None
None, -5.833, 92.9, None, None, None, None, None, None, None, None, None, -7.0, 875.0, None, None, None, 2019-01-03 01:00:00, None, 64.32, None
None, -5.736, 93.1, None, None, None, None, None, None, None, None, None, -7.0, 874.0, None, None, None, 2019-01-03 02:00:00, None, 64.78, None
None, -5.595, 93.0, None, None, None, None, None, None, None, None, None, -6.0, 874.0, None, None, None, 2019-01-03 03:00:00, None, 65.76, None
None, -5.496, 93.2, None, None, None, None, None, None, None, None, None, -6.0, 873.0, None, None, None, 2019-01-03 04:00:00, None, 66.32, None
None, -5.349, 93.4, None, None, None, None, None, None, None, None, None, -6.0, 873.0, None, None, None, 2019-01-03 05:00:00, None, 67.38, None
None, -5.156, 93.4, None, None, None, None, None, None, None, None, None, -6.0, 873.0, None, None, None, 2019-01-03 06:00:00, None, 68.96, None
None, -4.962, 93.7, None, None, None, None, None, None, None, None, None, -6.0, 873.0, None, None, None, 2019-01-03 07:00:00, None, 69.41, None
None, -4.72, 93.7, None, None, None, None, None, None, None, None, None, -5.0, 873.0, None, None, None, 2019-01-03 08:00:00, None, 70.27, None
None, -4.091, 93.7, None, None, None, None, None, None, None, None, None, -5.0, 872.0, None, None, None, 2019-01-03 09:00:00, None, 70.58, None
None, -3.385, 93.8, None, None, None, None, None, None, None, None, None, -4.0, 872.0, None, None, None, 2019-01-03 10:00:00, None, 71.47, None
None, -2.905, 93.6, None, None, None, None, None, None, None, None, None, -4.0, 872.0, None, None, None, 2019-01-03 11:00:00, None, 71.68, None
None, -1.785, 94.4, None, None, None, None, None, None, None, None, None, -2.0, 871.0, None, None, None, 2019-01-03 12:00:00, None, 72.71, None
None, 0.079, 94.1, None, None, None, None, None, None, None, None, None, -1.0, 870.0, None, None, None, 2019-01-03 13:00:00, None, 72.91, None
None, 0.066, 93.9, None, None, None, None, None, None, None, None, None, -1.0, 870.0, None, None, None, 2019-01-03 14:00:00, None, 72.69, None
None, 0.967, 94.9, None, None, None, None, None, None, None, None, None, 0.0, 870.0, None, None, None, 2019-01-03 15:00:00, None, 72.51, None
None, 1.463, 94.3, None, None, None, None, None, None, None, None, None, 1.0, 870.0, None, None, None, 2019-01-03 16:00:00, None, 72.08, None
None, 0.387, 95.3, None, None, None, None, None, None, None, None, None, 0.0, 870.0, None, None, None, 2019-01-03 17:00:00, None, 71.48, None
None, 0.31, 95.6, None, None, None, None, None, None, None, None, None, 0.0, 871.0, None, None, None, 2019-01-03 18:00:00, None, 71.12, None
None, 0.309, 95.5, None, None, None, None, None, None, None, None, None, 0.0, 871.0, None, None, None, 2019-01-03 19:00:00, None, 70.88, None
None, 0.169, 95.7, None, None, None, None, None, None, None, None, None, 0.0, 871.0, None, None, None, 2019-01-03 20:00:00, None, 70.64, None
None, 0.095, 95.9, None, None, None, None, None, None, None, None, None, 0.0, 871.0, None, None, None, 2019-01-03 21:00:00, None, 70.19, None
None, 0.165, 96.1, None, None, None, None, None, None, None, None, None, 0.0, 870.0, None, None, None, 2019-01-03 22:00:00, None, 69.95, None
None, 0.165, 96.1, None, None, None, None, None, None, None, None, None, 0.0, 870.0, None, None, None, 2019-01-03 23:00:00, None, 70.19, None
None, 0.213, 96.2, None, None, None, None, None, None, None, None, None, 0.0, 870.0, None, None, None, 2019-01-04 00:00:00, None, 70.63, None
None, 0.151, 96.3, None, None, None, None, None, None, None, None, None, 0.0, 870.0, None, None, None, 2019-01-04 01:00:00, None, 70.45, None
None, 0.213, 96.4, None, None, None, None, None, None, None, None, None, 0.0, 870.0, None, None, None, 2019-01-04 02:00:00, None, 70.24, None
None, 0.118, 96.5, None, None, None, None, None, None, None, None, None, 0.0, 869.0, None, None, None, 2019-01-04 03:00:00, None, 69.96, None
None, 0.165, 96.4, None, None, None, None, None, None, None, None, None, 0.0, 868.0, None, None, None, 2019-01-04 04:00:00, None, 69.75, None
None, 0.158, 96.4, None, None, None, None, None, None, None, None, None, 0.0, 868.0, None, None, None, 2019-01-04 05:00:00, None, 69.55, None
None, 0.214, 96.5, None, None, None, None, None, None, None, None, None, 0.0, 867.0, None, None, None, 2019-01-04 06:00:00, None, 69.32, None
None, 0.455, 96.6, None, None, None, None, None, None, None, None, None, 0.0, 868.0, None, None, None, 2019-01-04 07:00:00, None, 69.19, None
None, 0.928, 95.0, None, None, None, None, None, None, None, None, None, 0.0, 869.0, None, None, None, 2019-01-04 08:00:00, None, 68.71, None
None, 0.599, 96.0, None, None, None, None, None, None, None, None, None, 0.0, 870.0, None, None, None, 2019-01-04 09:00:00, None, 68.63, None
None, 1.022, 96.1, None, None, None, None, None, None, None, None, None, 0.0, 871.0, None, None, None, 2019-01-04 10:00:00, None, 68.42, None
None, 1.196, 92.0, None, None, None, None, None, None, None, None, None, 0.0, 871.0, None, None, None, 2019-01-04 11:00:00, None, 68.17, None
None, 1.21, 92.8, None, None, None, None, None, None, None, None, None, 0.0, 871.0, None, None, None, 2019-01-04 12:00:00, None, 67.79, None
None, 1.379, 93.3, None, None, None, None, None, None, None, None, None, 0.0, 871.0, None, None, None, 2019-01-04 13:00:00, None, 67.71, None
None, 1.148, 92.3, None, None, None, None, None, None, None, None, None, 0.0, 872.0, None, None, None, 2019-01-04 14:00:00, None, 67.35, None
None, 0.624, 95.0, None, None, None, None, None, None, None, None, None, 0.0, 872.0, None, None, None, 2019-01-04 15:00:00, None, 67.28, None
None, 0.491, 95.5, None, None, None, None, None, None, None, None, None, 0.0, 873.0, None, None, None, 2019-01-04 16:00:00, None, 67.13, None
None, 0.541, 94.8, None, None, None, None, None, None, None, None, None, 0.0, 873.0, None, None, None, 2019-01-04 17:00:00, None, 67.0, None
None, 0.499, 94.3, None, None, None, None, None, None, None, None, None, 0.0, 873.0, None, None, None, 2019-01-04 18:00:00, None, 66.87, None
None, 0.709, 91.0, None, None, None, None, None, None, None, None, None, -1.0, 874.0, None, None, None, 2019-01-04 19:00:00, None, 66.66, None
None, 0.466, 92.6, None, None, None, None, None, None, None, None, None, -1.0, 874.0, None, None, None, 2019-01-04 20:00:00, None, 66.65, None
None, 0.647, 89.8, None, None, None, None, None, None, None, None, None, -1.0, 875.0, None, None, None, 2019-01-04 21:00:00, None, 66.51, None
None, 0.408, 89.6, None, None, None, None, None, None, None, None, None, -1.0, 875.0, None, None, None, 2019-01-04 22:00:00, None, 66.33, None
None, -0.27, 91.8, None, None, None, None, None, None, None, None, None, -1.0, 875.0, None, None, None, 2019-01-04 23:00:00, None, 65.86, None
None, -1.285, 93.2, None, None, None, None, None, None, None, None, None, -2.0, 875.0, None, None, None, 2019-01-05 00:00:00, None, 65.73, None
None, -1.846, 94.9, None, None, None, None, None, None, None, None, None, -2.0, 876.0, None, None, None, 2019-01-05 01:00:00, None, 65.6, None
None, -2.275, 95.5, None, None, None, None, None, None, None, None, None, -3.0, 876.0, None, None, None, 2019-01-05 02:00:00, None, 65.62, None
None, -2.953, 95.6, None, None, None, None, None, None, None, None, None, -3.0, 877.0, None, None, None, 2019-01-05 03:00:00, None, 65.56, None
None, -3.662, 95.5, None, None, None, None, None, None, None, None, None, -4.0, 876.0, None, None, None, 2019-01-05 04:00:00, None, 65.53, None
None, -4.478, 94.9, None, None, None, None, None, None, None, None, None, -5.0, 876.0, None, None, None, 2019-01-05 05:00:00, None, 65.45, None
None, -5.34, 94.2, None, None, None, None, None, None, None, None, None, -6.0, 876.0, None, None, None, 2019-01-05 06:00:00, None, 65.19, None
None, -6.21, 94.0, None, None, None, None, None, None, None, None, None, -7.0, 875.0, None, None, None, 2019-01-05 07:00:00, None, 65.17, None
None, -6.939, 93.2, None, None, None, None, None, None, None, None, None, -8.0, 876.0, None, None, None, 2019-01-05 08:00:00, None, 65.23, None
None, -6.585, 93.2, None, None, None, None, None, None, None, None, None, -7.0, 876.0, None, None, None, 2019-01-05 09:00:00, None, 65.15, None
None, -5.114, 93.5, None, None, None, None, None, None, None, None, None, -6.0, 875.0, None, None, None, 2019-01-05 10:00:00, None, 65.04, None
None, 0.414, 77.04, None, None, None, None, None, None, None, None, None, -3.0, 874.0, None, None, None, 2019-01-05 11:00:00, None, 64.37, None
None, 0.625, 70.86, None, None, None, None, None, None, None, None, None, -4.0, 873.0, None, None, None, 2019-01-05 12:00:00, None, 64.55, None
None, -1.495, 81.1, None, None, None, None, None, None, None, None, None, -4.0, 872.0, None, None, None, 2019-01-05 13:00:00, None, 64.9, None
None, 1.15, 65.34, None, None, None, None, None, None, None, None, None, -5.0, 871.0, None, None, None, 2019-01-05 14:00:00, None, 64.48, None
None, -2.058, 90.3, None, None, None, None, None, None, None, None, None, -3.0, 871.0, None, None, None, 2019-01-05 15:00:00, None, 64.85, None
None, -3.463, 92.0, None, None, None, None, None, None, None, None, None, -4.0, 870.0, None, None, None, 2019-01-05 16:00:00, None, 64.87, None
None, -4.544, 94.0, None, None, None, None, None, None, None, None, None, -5.0, 869.0, None, None, None, 2019-01-05 17:00:00, None, 64.86, None
None, -5.119, 94.3, None, None, None, None, None, None, None, None, None, -6.0, 868.0, None, None, None, 2019-01-05 18:00:00, None, 64.6, None
None, -6.123, 93.9, None, None, None, None, None, None, None, None, None, -7.0, 867.0, None, None, None, 2019-01-05 19:00:00, None, 64.6, None
None, -6.787, 93.3, None, None, None, None, None, None, None, None, None, -8.0, 867.0, None, None, None, 2019-01-05 20:00:00, None, 64.53, None
None, -7.563, 93.1, None, None, None, None, None, None, None, None, None, -8.0, 866.0, None, None, None, 2019-01-05 21:00:00, None, 64.51, None
None, -8.01, 93.4, None, None, None, None, None, None, None, None, None, -9.0, 865.0, None, None, None, 2019-01-05 22:00:00, None, 64.63, None
None, -7.262, 93.2, None, None, None, None, None, None, None, None, None, -8.0, 864.0, None, None, None, 2019-01-05 23:00:00, None, 64.46, None
None, -7.214, 92.6, None, None, None, None, None, None, None, None, None, -8.0, 863.0, None, None, None, 2019-01-06 00:00:00, None, 64.44, None
None, -7.214, 92.8, None, None, None, None, None, None, None, None, None, -8.0, 862.0, None, None, None, 2019-01-06 01:00:00, None, 64.51, None
None, -6.693, 92.8, None, None, None, None, None, None, None, None, None, -8.0, 862.0, None, None, None, 2019-01-06 02:00:00, None, 64.49, None
None, -6.402, 93.1, None, None, None, None, None, None, None, None, None, -7.0, 861.0, None, None, None, 2019-01-06 03:00:00, None, 64.5, None
None, -6.022, 93.2, None, None, None, None, None, None, None, None, None, -7.0, 861.0, None, None, None, 2019-01-06 04:00:00, None, 64.48, None
None, -5.784, 93.3, None, None, None, None, None, None, None, None, None, -7.0, 860.0, None, None, None, 2019-01-06 05:00:00, None, 64.39, None
None, -5.494, 93.6, None, None, None, None, None, None, None, None, None, -6.0, 860.0, None, None, None, 2019-01-06 06:00:00, None, 64.32, None
None, -5.446, 93.6, None, None, None, None, None, None, None, None, None, -6.0, 859.0, None, None, None, 2019-01-06 07:00:00, None, 64.3, None
None, -5.252, 93.5, None, None, None, None, None, None, None, None, None, -6.0, 859.0, None, None, None, 2019-01-06 08:00:00, None, 63.83, None
None, -4.24, 93.5, None, None, None, None, None, None, None, None, None, -5.0, 860.0, None, None, None, 2019-01-06 09:00:00, None, 63.82, None
None, -2.218, 92.8, None, None, None, None, None, None, None, None, None, -3.0, 860.0, None, None, None, 2019-01-06 10:00:00, None, 63.62, None
None, -0.789, 89.4, None, None, None, None, None, None, None, None, None, -2.0, 860.0, None, None, None, 2019-01-06 11:00:00, None, 63.69, None
None, 0.861, 82.8, None, None, None, None, None, None, None, None, None, -2.0, 859.0, None, None, None, 2019-01-06 12:00:00, None, 63.56, None
None, 1.171, 71.93, None, None, None, None, None, None, None, None, None, -3.0, 859.0, None, None, None, 2019-01-06 13:00:00, None, 63.84, None
None, -11.14, 89.4, None, None, None, None, None, None, None, None, None, -12.0, 892.0, None, None, None, 2019-03-14 10:00:00, None, 79.68, None
None, -7.339, 83.3, None, None, None, None, None, None, None, None, None, -9.0, 891.0, None, None, None, 2019-03-14 11:00:00, None, 79.53, None
None, -3.793, 66.85, None, None, None, None, None, None, None, None, None, -8.0, 891.0, None, None, None, 2019-03-14 12:00:00, None, 79.04, None
None, 1.134, 51.08, None, None, None, None, None, None, None, None, None, -8.0, 891.0, None, None, None, 2019-03-14 13:00:00, None, 78.22, None
None, 1.501, 47.8, None, None, None, None, None, None, None, None, None, -8.0, 890.0, None, None, None, 2019-03-14 14:00:00, None, 79.32, None
None, 2.05, 44.81, None, None, None, None, None, None, None, None, None, -9.0, 889.0, None, None, None, 2019-03-14 15:00:00, None, 79.19, None
None, 2.13, 43.81, None, None, None, None, None, None, None, None, None, -9.0, 888.0, None, None, None, 2019-03-14 17:00:00, None, 79.85, None
None, 1.388, 46.86, None, None, None, None, None, None, None, None, None, -9.0, 888.0, None, None, None, 2019-03-14 18:00:00, None, 79.9, None
None, 0.249, 57.29, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-14 19:00:00, None, 79.92, None
None, -1.843, 74.06, None, None, None, None, None, None, None, None, None, -5.0, 888.0, None, None, None, 2019-03-14 20:00:00, None, 79.92, None
None, -2.928, 79.77, None, None, None, None, None, None, None, None, None, -6.0, 888.0, None, None, None, 2019-03-14 21:00:00, None, 79.77, None
None, -3.436, 80.0, None, None, None, None, None, None, None, None, None, -6.0, 888.0, None, None, None, 2019-03-14 22:00:00, None, 79.66, None
None, -4.242, 81.8, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-14 23:00:00, None, 79.68, None
None, -4.673, 83.3, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-15 00:00:00, None, 79.74, None
None, -4.884, 82.9, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-15 01:00:00, None, 79.58, None
None, -4.723, 82.9, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-15 02:00:00, None, 79.64, None
None, -4.691, 84.5, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-15 03:00:00, None, 79.64, None
None, -4.672, 84.0, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-15 04:00:00, None, 79.71, None
None, -4.672, 84.3, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-15 05:00:00, None, 79.61, None
None, -4.674, 84.8, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-15 06:00:00, None, 79.62, None
None, -4.66, 85.8, None, None, None, None, None, None, None, None, None, -6.0, 888.0, None, None, None, 2019-03-15 07:00:00, None, 79.5, None
None, -5.059, 89.5, None, None, None, None, None, None, None, None, None, -6.0, 888.0, None, None, None, 2019-03-15 08:00:00, None, 79.67, None
None, -4.091, 86.7, None, None, None, None, None, None, None, None, None, -6.0, 889.0, None, None, None, 2019-03-15 09:00:00, None, 79.72, None
None, -1.807, 75.73, None, None, None, None, None, None, None, None, None, -5.0, 889.0, None, None, None, 2019-03-15 10:00:00, None, 79.73, None
None, 0.254, 66.48, None, None, None, None, None, None, None, None, None, -5.0, 889.0, None, None, None, 2019-03-15 11:00:00, None, 79.57, None
None, 1.769, 60.59, None, None, None, None, None, None, None, None, None, -5.0, 889.0, None, None, None, 2019-03-15 12:00:00, None, 79.82, None
None, 3.442, 52.95, None, None, None, None, None, None, None, None, None, -5.0, 889.0, None, None, None, 2019-03-15 13:00:00, None, 79.45, None
None, 4.596, 48.05, None, None, None, None, None, None, None, None, None, -5.0, 889.0, None, None, None, 2019-03-15 14:00:00, None, 78.96, None
None, 5.136, 45.51, None, None, None, None, None, None, None, None, None, -5.0, 888.0, None, None, None, 2019-03-15 15:00:00, None, 78.47, None
None, -2.909, 79.82, None, None, None, None, None, None, None, None, None, -6.0, 889.0, None, None, None, 2019-03-15 22:00:00, None, 77.08, None
None, -3.642, 81.0, None, None, None, None, None, None, None, None, None, -6.0, 890.0, None, None, None, 2019-03-15 23:00:00, None, 77.2, None
None, -4.429, 83.7, None, None, None, None, None, None, None, None, None, -7.0, 890.0, None, None, None, 2019-03-16 00:00:00, None, 77.33, None
None, -5.447, 86.3, None, None, None, None, None, None, None, None, None, -7.0, 890.0, None, None, None, 2019-03-16 01:00:00, None, 77.35, None
None, -6.146, 88.8, None, None, None, None, None, None, None, None, None, -8.0, 890.0, None, None, None, 2019-03-16 02:00:00, None, 77.23, None
None, -7.061, 90.4, None, None, None, None, None, None, None, None, None, -8.0, 890.0, None, None, None, 2019-03-16 03:00:00, None, 77.28, None
None, -7.746, 91.7, None, None, None, None, None, None, None, None, None, -9.0, 891.0, None, None, None, 2019-03-16 04:00:00, None, 77.44, None
None, -7.545, 92.7, None, None, None, None, None, None, None, None, None, -8.0, 891.0, None, None, None, 2019-03-16 05:00:00, None, 77.57, None
None, -7.675, 93.1, None, None, None, None, None, None, None, None, None, -9.0, 891.0, None, None, None, 2019-03-16 06:00:00, None, 77.65, None
None, -8.51, 93.4, None, None, None, None, None, None, None, None, None, -9.0, 891.0, None, None, None, 2019-03-16 07:00:00, None, 77.7, None
None, -8.76, 93.9, None, None, None, None, None, None, None, None, None, -9.0, 891.0, None, None, None, 2019-03-16 08:00:00, None, 77.64, None
None, -7.964, 91.6, None, None, None, None, None, None, None, None, None, -9.0, 892.0, None, None, None, 2019-03-16 09:00:00, None, 77.38, None
None, -4.709, 87.8, None, None, None, None, None, None, None, None, None, -6.0, 892.0, None, None, None, 2019-03-16 10:00:00, None, 77.53, None
None, -0.135, 64.34, None, None, None, None, None, None, None, None, None, -5.0, 892.0, None, None, None, 2019-03-16 11:00:00, None, 77.15, None
None, 2.833, 50.29, None, None, None, None, None, None, None, None, None, -6.0, 891.0, None, None, None, 2019-03-16 12:00:00, None, 76.87, None
None, 5.435, 41.6, None, None, None, None, None, None, None, None, None, -7.0, 890.0, None, None, None, 2019-03-16 13:00:00, None, 76.74, None
None, 5.157, 43.31, None, None, None, None, None, None, None, None, None, -7.0, 890.0, None, None, None, 2019-03-16 14:00:00, None, 77.02, None
None, 6.014, 40.65, None, None, None, None, None, None, None, None, None, -6.0, 889.0, None, None, None, 2019-03-16 15:00:00, None, 77.14, None
None, 6.972, 39.35, None, None, None, None, None, None, None, None, None, -6.0, 888.0, None, None, None, 2019-03-16 16:00:00, None, 76.98, None
None, 6.59, 38.5, None, None, None, None, None, None, None, None, None, -7.0, 888.0, None, None, None, 2019-03-16 17:00:00, None, 76.54, None
None, 5.329, 46.45, None, None, None, None, None, None, None, None, None, -6.0, 888.0, None, None, None, 2019-03-16 18:00:00, None, 76.54, None
None, 2.041, 72.23, None, None, None, None, None, None, None, None, None, -2.0, 889.0, None, None, None, 2019-03-16 19:00:00, None, 76.42, None
None, 0.242, 75.41, None, None, None, None, None, None, None, None, None, -4.0, 889.0, None, None, None, 2019-03-16 20:00:00, None, 76.27, None
None, -1.533, 80.9, None, None, None, None, None, None, None, None, None, -4.0, 889.0, None, None, None, 2019-03-16 21:00:00, None, 76.39, None
None, -2.772, 85.2, None, None, None, None, None, None, None, None, None, -5.0, 890.0, None, None, None, 2019-03-16 22:00:00, None, 76.37, None
None, -3.541, 87.0, None, None, None, None, None, None, None, None, None, -5.0, 890.0, None, None, None, 2019-03-16 23:00:00, None, 76.41, None
None, -4.189, 88.2, None, None, None, None, None, None, None, None, None, -6.0, 890.0, None, None, None, 2019-03-17 00:00:00, None, 76.34, None
None, -4.962, 91.1, None, None, None, None, None, None, None, None, None, -6.0, 890.0, None, None, None, 2019-03-17 01:00:00, None, 76.36, None
None, -5.639, 90.5, None, None, None, None, None, None, None, None, None, -7.0, 890.0, None, None, None, 2019-03-17 02:00:00, None, 76.22, None
None, -6.068, 92.7, None, None, None, None, None, None, None, None, None, -7.0, 891.0, None, None, None, 2019-03-17 03:00:00, None, 76.3, None
None, -6.593, 93.8, None, None, None, None, None, None, None, None, None, -7.0, 891.0, None, None, None, 2019-03-17 04:00:00, None, 76.48, None
None, -7.008, 94.2, None, None, None, None, None, None, None, None, None, -8.0, 891.0, None, None, None, 2019-03-17 05:00:00, None, 76.27, None
