station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, 6.187, 44.42, None, None, 13.16, 18.92, 217.4, None, None, None, None, None, None, -5.0, 919.0, None, None, None, 2019-11-21 16:00:00, None, None
None, 6.549, 44.13, None, None, 11.78, 21.13, 214.2, None, None, None, None, None, None, -5.0, 919.0, None, None, None, 2019-11-21 17:00:00, None, None
None, 6.322, 44.25, None, None, 11.56, 21.02, 219.6, None, None, None, None, None, None, -5.0, 919.0, None, None, None, 2019-11-21 18:00:00, None, None
None, 6.083, 46.05, None, None, 14.5, 18.82, 229.6, None, None, None, None, None, None, -4.0, 918.0, None, None, None, 2019-11-21 19:00:00, None, None
None, 5.469, 49.01, None, None, 12.95, 21.84, 225.3, None, None, None, None, None, None, -4.0, 917.0, None, None, None, 2019-11-21 20:00:00, None, None
None, 5.199, 48.4, None, None, 12.35, 20.26, 215.4, None, None, None, None, None, None, -5.0, 917.0, None, None, None, 2019-11-21 21:00:00, None, None
None, 5.42, 50.4, None, None, 10.83, 24.89, 214.3, None, None, None, None, None, None, -4.0, 917.0, None, None, None, 2019-11-21 22:00:00, None, None
None, 5.34, 50.25, None, None, 13.87, 25.51, 218.5, None, None, None, None, None, None, -4.0, 917.0, None, None, None, 2019-11-21 23:00:00, None, None
None, 5.049, 54.2, None, None, 13.57, 21.48, 209.1, None, None, None, None, None, None, -3.0, 917.0, None, None, None, 2019-11-22 00:00:00, None, None
None, 5.382, 49.68, None, None, 14.23, 24.33, 219.6, None, None, None, None, None, None, -4.0, 916.0, None, None, None, 2019-11-22 01:00:00, None, None
None, 5.358, 48.31, None, None, 16.21, 24.07, 237.1, None, None, None, None, None, None, -5.0, 917.0, None, None, None, 2019-11-22 02:00:00, None, None
None, 5.073, 49.95, None, None, 15.92, 21.38, 234.1, None, None, None, None, None, None, -5.0, 917.0, None, None, None, 2019-11-22 03:00:00, None, None
None, 4.379, 52.43, None, None, 16.59, 18.01, 234.5, None, None, None, None, None, None, -4.0, 918.0, None, None, None, 2019-11-22 04:00:00, None, None
None, 4.037, 54.51, None, None, 15.23, 20.63, 234.7, None, None, None, None, None, None, -4.0, 918.0, None, None, None, 2019-11-22 05:00:00, None, None
None, 4.274, 54.83, None, None, 16.87, 21.17, 236.4, None, None, None, None, None, None, -4.0, 918.0, None, None, None, 2019-11-22 06:00:00, None, None
None, 4.735, 54.81, None, None, 15.09, 23.94, 237.1, None, None, None, None, None, None, -4.0, 918.0, None, None, None, 2019-11-22 07:00:00, None, None
None, 5.704, 53.48, None, None, 13.54, 26.49, 239.0, None, None, None, None, None, None, -3.0, 918.0, None, None, None, 2019-11-22 08:00:00, None, None
None, 5.247, 58.18, None, None, 13.18, 26.75, 228.7, None, None, None, None, None, None, -2.0, 918.0, None, None, None, 2019-11-22 09:00:00, None, None
None, 5.122, 61.3, None, None, 12.69, 26.68, 225.5, None, None, None, None, None, None, -2.0, 918.0, None, None, None, 2019-11-22 10:00:00, None, None
None, 4.967, 61.25, None, None, 13.39, 24.06, 224.6, None, None, None, None, None, None, -2.0, 918.0, None, None, None, 2019-11-22 11:00:00, None, None
None, 5.57, 56.42, None, None, 13.49, 26.94, 224.3, None, None, None, None, None, None, -2.0, 917.0, None, None, None, 2019-11-22 12:00:00, None, None
None, 6.388, 54.77, None, None, 12.67, 23.0, 218.7, None, None, None, None, None, None, -2.0, 917.0, None, None, None, 2019-11-22 13:00:00, None, None
None, 6.395, 56.22, None, None, 12.93, 16.09, 211.6, None, None, None, None, None, None, -2.0, 916.0, None, None, None, 2019-11-22 14:00:00, None, None
None, 7.274, 54.39, None, None, 13.31, 17.6, 210.4, None, None, None, None, None, None, -1.0, 916.0, None, None, None, 2019-11-22 15:00:00, None, None
None, 6.597, 57.75, None, None, 12.17, 23.49, 216.8, None, None, None, None, None, None, -1.0, 915.0, None, None, None, 2019-11-22 16:00:00, None, None
None, 5.844, 63.54, None, None, 11.14, 20.92, 207.8, None, None, None, None, None, None, -1.0, 915.0, None, None, None, 2019-11-22 17:00:00, None, None
None, 6.682, 60.07, None, None, 16.84, 23.1, 216.3, None, None, None, None, None, None, -1.0, 914.0, None, None, None, 2019-11-22 18:00:00, None, None
