station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, MEASURED_WIND_DIRECTION1, MEASURED_WIND_SPEED1, air_temp, min_air_temp_snc_last_reset, DEW_POINT, avg_wnd_dir_10m_pst10mts, dwpt_temp, time
-14.13, 87.0, None, None, None, 9.22, None, 259.6, 0.0, None, None, None, None, None, 2019-01-01 00:00:00
-11.18, 89.3, None, None, None, 16.25, None, 256.9, 0.0, None, None, None, None, None, 2019-01-01 02:00:00
-10.34, 90.0, None, None, None, 17.96, None, 262.7, 0.0, None, None, None, None, None, 2019-01-01 04:00:00
-9.28, 91.0, None, None, None, 15.93, None, 260.3, 0.0, None, None, None, None, None, 2019-01-01 07:00:00
-9.14, 91.1, None, None, None, 13.81, None, 266.4, 0.0, None, None, None, None, None, 2019-01-01 08:00:00
-8.88, 91.3, None, None, None, 9.92, None, 269.1, 0.0, None, None, None, None, None, 2019-01-01 09:00:00
-7.883, 92.4, None, None, None, 17.28, None, 258.3, 0.0, None, None, None, None, None, 2019-01-01 12:00:00
-8.33, 91.9, None, None, None, 12.48, None, 260.7, 0.0, None, None, None, None, None, 2019-01-01 14:00:00
-8.25, 91.8, None, None, None, 12.34, None, 263.9, 0.0, None, None, None, None, None, 2019-01-01 17:00:00
-7.928, 92.3, None, None, None, 16.45, None, 247.0, 0.0, None, None, None, None, None, 2019-01-01 19:00:00
-8.31, 91.8, None, None, None, 9.64, None, 248.7, 0.0, None, None, None, None, None, 2019-01-02 00:00:00
-6.484, 93.2, None, None, None, 10.31, None, 250.8, 0.0, None, None, None, None, None, 2019-01-02 02:00:00
-5.66, 94.0, None, None, None, 11.4, None, 247.8, 3.073, None, None, None, None, None, 2019-01-02 03:00:00
-5.503, 94.4, None, None, None, 9.73, None, 250.0, 4.432, None, None, None, None, None, 2019-01-02 06:00:00
-5.242, 94.6, None, None, None, 10.39, None, 248.3, 4.185, None, None, None, None, None, 2019-01-02 08:00:00
-4.82, 94.8, None, None, None, 10.73, None, 248.1, 3.992, None, None, None, None, None, 2019-01-02 10:00:00
-5.592, 94.3, None, None, None, 18.23, None, 233.6, 2.69, None, None, None, None, None, 2019-01-02 17:00:00
-6.169, 93.8, None, None, None, 14.08, None, 241.7, 3.308, None, None, None, None, None, 2019-01-02 20:00:00
-6.476, 93.6, None, None, None, 11.91, None, 238.7, 2.958, None, None, None, None, None, 2019-01-02 23:00:00
-7.209, 92.9, None, None, None, 32.23, None, 227.1, 0.002, None, None, None, None, None, 2019-01-03 04:00:00
-7.27, 92.9, None, None, None, 14.63, None, 171.8, 0.002, None, None, None, None, None, 2019-01-03 05:00:00
-7.238, 92.9, None, None, None, 20.17, None, 183.1, 0.0, None, None, None, None, None, 2019-01-03 06:00:00
-7.483, 92.7, None, None, None, 8.49, None, 223.5, 0.0, None, None, None, None, None, 2019-01-03 07:00:00
-7.166, 92.9, None, None, None, 11.24, None, 236.1, 0.002, None, None, None, None, None, 2019-01-03 08:00:00
-6.684, 93.2, None, None, None, 8.71, None, 231.8, 0.0, None, None, None, None, None, 2019-01-03 10:00:00
-6.669, 93.3, None, None, None, 0.034, None, 228.7, 0.0, None, None, None, None, None, 2019-01-03 11:00:00
-6.619, 93.4, None, None, None, 19.17, None, 222.4, 0.002, None, None, None, None, None, 2019-01-03 12:00:00
-6.301, 93.7, None, None, None, 23.35, None, 211.7, 0.0, None, None, None, None, None, 2019-01-03 22:00:00
-6.289, 93.7, None, None, None, 19.56, None, 162.3, 0.0, None, None, None, None, None, 2019-01-03 23:00:00
-6.45, 93.5, None, None, None, 24.24, None, 182.7, 0.024, None, None, None, None, None, 2019-01-04 02:00:00
-6.609, 93.4, None, None, None, 24.02, None, 174.1, 0.037, None, None, None, None, None, 2019-01-04 03:00:00
-6.771, 93.3, None, None, None, 25.73, None, 173.9, 0.035, None, None, None, None, None, 2019-01-04 04:00:00
-7.065, 93.0, None, None, None, 24.16, None, 178.4, 0.035, None, None, None, None, None, 2019-01-04 05:00:00
-8.32, 92.0, None, None, None, 10.37, None, 250.9, 0.001, None, None, None, None, None, 2019-01-04 17:00:00
-8.38, 91.9, None, None, None, 11.84, None, 249.4, 0.0, None, None, None, None, None, 2019-01-04 19:00:00
-8.83, 91.5, None, None, None, 0.02, None, 247.4, 0.036, None, None, None, None, None, 2019-01-04 22:00:00
-9.05, 91.3, None, None, None, 0.02, None, 247.3, 0.0, None, None, None, None, None, 2019-01-05 02:00:00
-9.46, 91.0, None, None, None, 0.04, None, 247.3, 0.0, None, None, None, None, None, 2019-01-05 05:00:00
-9.58, 90.9, None, None, None, 0.034, None, 247.2, 0.0, None, None, None, None, None, 2019-01-05 06:00:00
-9.81, 90.5, None, None, None, 0.0, None, 247.1, 0.0, None, None, None, None, None, 2019-01-05 09:00:00
-8.1, 91.8, None, None, None, 0.079, None, 247.1, 0.0, None, None, None, None, None, 2019-01-05 11:00:00
-8.3, 91.7, None, None, None, 0.02, None, 246.9, 0.0, None, None, None, None, None, 2019-01-05 13:00:00
-7.956, 92.2, None, None, None, 22.02, None, 161.0, 0.007, None, None, None, None, None, 2019-01-05 18:00:00
-7.949, 92.3, None, None, None, 13.78, None, 161.2, 0.001, None, None, None, None, None, 2019-01-05 20:00:00
-8.02, 92.2, None, None, None, 6.437, None, 161.3, 0.001, None, None, None, None, None, 2019-01-05 21:00:00
-7.525, 92.6, None, None, None, 20.48, None, 147.7, 0.0, None, None, None, None, None, 2019-01-06 00:00:00
-7.669, 92.5, None, None, None, 24.38, None, 150.4, 0.0, None, None, None, None, None, 2019-01-06 01:00:00
-7.647, 92.5, None, None, None, 7.828, None, 168.9, 0.0, None, None, None, None, None, 2019-01-06 02:00:00
-7.774, 92.4, None, None, None, 6.914, None, 171.1, 0.0, None, None, None, None, None, 2019-01-06 03:00:00
-7.721, 92.5, None, None, None, 6.54, None, 174.5, 0.0, None, None, None, None, None, 2019-01-06 04:00:00
-7.664, 92.5, None, None, None, 10.12, None, 181.5, 0.0, None, None, None, None, None, 2019-01-06 05:00:00
-7.8, 92.4, None, None, None, 16.93, None, 179.9, 0.0, None, None, None, None, None, 2019-01-06 06:00:00
-7.84, 92.3, None, None, None, 38.48, None, 203.6, 0.0, None, None, None, None, None, 2019-01-06 09:00:00
-8.49, 91.9, None, None, None, 41.09, None, 241.6, 0.094, None, None, None, None, None, 2019-01-06 12:00:00
-12.04, 89.4, None, None, None, 23.55, None, 242.7, 0.303, None, None, None, None, None, 2019-01-06 13:00:00
-13.79, 81.5, None, None, None, 6.711, None, 237.3, 9.68, None, None, None, None, None, 2019-03-14 10:00:00
-12.98, 80.4, None, None, None, 8.71, None, 236.7, 13.55, None, None, None, None, None, 2019-03-14 11:00:00
-12.18, 74.23, None, None, None, 9.51, None, 239.9, 15.17, None, None, None, None, None, 2019-03-14 12:00:00
-11.79, 76.68, None, None, None, 15.35, None, 227.9, 12.89, None, None, None, None, None, 2019-03-14 13:00:00
-11.22, 76.2, None, None, None, 15.58, None, 238.4, 14.04, None, None, None, None, None, 2019-03-14 14:00:00
-10.71, 79.17, None, None, None, 18.6, None, 242.4, 12.89, None, None, None, None, None, 2019-03-14 15:00:00
