station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -0.853, 95.7, None, None, None, None, 19.48, None, 26.57, 244.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 11:00:00, None, None
None, -0.673, 95.7, None, None, None, None, 20.77, None, 28.35, 253.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 12:00:00, None, None
None, -0.581, 95.8, None, None, None, None, 21.2, None, 29.64, 262.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 13:00:00, None, None
None, -0.089, 95.9, None, None, None, None, 20.52, None, 31.15, 275.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 14:00:00, None, None
None, -0.238, 96.1, None, None, None, None, 20.12, None, 29.11, 290.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 15:00:00, None, None
None, -0.728, 96.1, None, None, None, None, 15.89, None, 28.87, 282.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 16:00:00, None, None
None, -0.925, 95.8, None, None, None, None, 15.88, None, 24.67, 280.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 17:00:00, None, None
None, -0.865, 95.6, None, None, None, None, 11.65, None, 21.49, 289.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 18:00:00, None, None
None, -0.772, 95.6, None, None, None, None, 17.65, None, 19.41, 296.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 19:00:00, None, None
None, -0.842, 95.6, None, None, None, None, 13.48, None, 21.93, 274.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 20:00:00, None, None
None, -0.963, 95.6, None, None, None, None, 13.65, None, 20.14, 270.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 21:00:00, None, None
None, -0.91, 95.4, None, None, None, None, 21.62, None, 20.05, 271.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 22:00:00, None, None
None, -0.98, 95.4, None, None, None, None, 17.19, None, 21.28, 270.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 23:00:00, None, None
None, -1.119, 95.3, None, None, None, None, 22.23, None, 17.98, 269.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 00:00:00, None, None
None, -1.127, 95.2, None, None, None, None, 23.32, None, 20.29, 273.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 01:00:00, None, None
None, -1.76, 95.1, None, None, None, None, 28.19, None, 22.74, 306.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 02:00:00, None, None
None, -2.516, 94.5, None, None, None, None, 26.53, None, 28.6, 327.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 03:00:00, None, None
None, -2.4, 94.2, None, None, None, None, 33.21, None, 13.01, 303.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 04:00:00, None, None
None, -2.542, 94.2, None, None, None, None, 19.33, None, 18.87, 289.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 05:00:00, None, None
None, -2.369, 94.3, None, None, None, None, 15.15, None, 13.73, 270.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 06:00:00, None, None
None, -2.251, 94.3, None, None, None, None, 21.72, None, 13.42, 271.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 07:00:00, None, None
None, -2.381, 94.3, None, None, None, None, 25.22, None, 14.22, 271.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 08:00:00, None, None
None, -2.177, 94.4, None, None, None, None, 25.04, None, 12.89, 268.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 09:00:00, None, None
None, -2.053, 94.5, None, None, None, None, 22.9, None, 13.2, 269.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 10:00:00, None, None
None, -2.132, 94.5, None, None, None, None, 21.06, None, 13.61, 267.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 11:00:00, None, None
None, -1.941, 94.6, None, None, None, None, 22.8, None, 14.26, 270.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 12:00:00, None, None
None, -2.025, 94.6, None, None, None, None, 21.16, None, 13.03, 273.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 13:00:00, None, None
None, -1.867, 94.6, None, None, None, None, 20.85, None, 11.71, 268.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 14:00:00, None, None
None, -2.203, 94.3, None, None, None, None, 18.99, None, 12.21, 270.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 15:00:00, None, None
None, -2.463, 94.0, None, None, None, None, 23.19, None, 10.59, 269.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 16:00:00, None, None
None, -2.869, 93.8, None, None, None, None, 24.09, None, 12.01, 269.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 17:00:00, None, None
None, -3.257, 93.6, None, None, None, None, 17.93, None, 13.56, 272.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 18:00:00, None, None
None, -3.832, 93.1, None, None, None, None, 15.12, None, 16.34, 271.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 19:00:00, None, None
None, -3.821, 93.1, None, None, None, None, 19.2, None, 15.86, 288.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 20:00:00, None, None
None, -4.024, 92.9, None, None, None, None, 20.41, None, 15.06, 330.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 21:00:00, None, None
None, -4.134, 92.5, None, None, None, None, 23.16, None, 9.11, 345.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 22:00:00, None, None
None, -4.295, 92.4, None, None, None, None, 24.21, None, 9.03, 331.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 23:00:00, None, None
None, -4.337, 92.4, None, None, None, None, 25.31, None, 9.02, 324.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 00:00:00, None, None
None, -4.397, 92.2, None, None, None, None, 20.14, None, 5.367, 270.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 01:00:00, None, None
None, -4.476, 92.5, None, None, None, None, 25.62, None, 8.42, 183.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 02:00:00, None, None
None, -4.481, 92.7, None, None, None, None, 9.26, None, 13.54, 172.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 03:00:00, None, None
None, -4.786, 92.4, None, None, None, None, 10.65, None, 13.79, 174.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 04:00:00, None, None
None, -4.894, 92.2, None, None, None, None, 10.26, None, 11.67, 170.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 05:00:00, None, None
None, -4.685, 92.5, None, None, None, None, 9.89, None, 11.49, 168.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 06:00:00, None, None
None, -4.199, 92.7, None, None, None, None, 10.68, None, 14.0, 171.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 07:00:00, None, None
None, -4.298, 91.5, None, None, None, None, 9.59, None, 17.61, 171.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 08:00:00, None, None
None, -4.007, 90.0, None, None, None, None, 11.24, None, 18.04, 172.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 09:00:00, None, None
None, -3.818, 90.9, None, None, None, None, 15.3, None, 19.08, 167.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 10:00:00, None, None
None, -3.143, 92.0, None, None, None, None, 28.02, None, 16.91, 212.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 11:00:00, None, None
None, -2.765, 91.3, None, None, None, None, 27.88, None, 16.67, 213.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 12:00:00, None, None
None, -2.72, 91.3, None, None, None, None, 24.55, None, 24.93, 206.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 13:00:00, None, None
None, -2.833, 91.8, None, None, None, None, 18.69, None, 28.25, 197.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 14:00:00, None, None
None, -2.677, 88.1, None, None, None, None, 22.43, None, 23.01, 201.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 15:00:00, None, None
None, -2.802, 85.0, None, None, None, None, 12.33, None, 27.4, 183.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 16:00:00, None, None
None, -3.341, 87.3, None, None, None, None, 12.33, None, 26.56, 184.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 17:00:00, None, None
None, -3.363, 86.1, None, None, None, None, 10.02, None, 26.13, 176.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 18:00:00, None, None
None, -3.759, 87.2, None, None, None, None, 13.25, None, 26.32, 182.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 19:00:00, None, None
None, -4.063, 88.5, None, None, None, None, 22.42, None, 21.68, 191.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 20:00:00, None, None
None, -4.066, 89.5, None, None, None, None, 31.55, None, 18.43, 225.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 21:00:00, None, None
None, -3.767, 87.2, None, None, None, None, 19.23, None, 22.65, 210.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 22:00:00, None, None
None, -3.106, 84.3, None, None, None, None, 12.91, None, 24.62, 196.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 23:00:00, None, None
None, -3.307, 84.1, None, None, None, None, 13.97, None, 25.54, 193.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 00:00:00, None, None
None, -3.578, 82.2, None, None, None, None, 17.33, None, 26.29, 198.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 01:00:00, None, None
None, -3.79, 88.6, None, None, None, None, 23.51, None, 25.59, 203.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 02:00:00, None, None
None, -3.62, 84.6, None, None, None, None, 22.79, None, 22.19, 213.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 03:00:00, None, None
None, -3.617, 89.3, None, None, None, None, 15.36, None, 19.91, 211.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 04:00:00, None, None
None, -3.552, 90.4, None, None, None, None, 17.27, None, 18.61, 218.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 05:00:00, None, None
None, -5.348, 92.2, None, None, None, None, 35.55, None, 20.52, 282.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 06:00:00, None, None
None, -6.514, 91.3, None, None, None, None, 27.36, None, 40.11, 291.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 07:00:00, None, None
None, -7.031, 90.8, None, None, None, None, 25.19, None, 39.59, 277.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 08:00:00, None, None
None, -6.967, 90.7, None, None, None, None, 22.28, None, 37.73, 271.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 09:00:00, None, None
None, -6.978, 90.8, None, None, None, None, 23.7, None, 35.57, 271.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 10:00:00, None, None
None, -7.465, 90.2, None, None, None, None, 21.87, None, 41.43, 281.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 11:00:00, None, None
None, -7.21, 90.7, None, None, None, None, 23.58, None, 34.35, 275.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 12:00:00, None, None
None, -7.325, 90.7, None, None, None, None, 25.83, None, 30.47, 271.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 13:00:00, None, None
None, -6.213, 91.0, None, None, None, None, 23.74, None, 12.94, 275.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 10:00:00, None, None
None, -6.06, 91.0, None, None, None, None, 20.84, None, 15.87, 294.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 11:00:00, None, None
None, -5.831, 90.9, None, None, None, None, 21.65, None, 17.03, 305.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 12:00:00, None, None
None, -5.119, 90.9, None, None, None, None, 24.86, None, 15.66, 317.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 13:00:00, None, None
None, -3.945, 90.9, None, None, None, None, 28.09, None, 12.82, 317.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 14:00:00, None, None
None, -4.14, 88.9, None, None, None, None, 28.36, None, 13.45, 305.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 15:00:00, None, None
None, -3.445, 84.1, None, None, None, None, 29.07, None, 14.29, 308.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 16:00:00, None, None
None, -3.495, 82.5, None, None, None, None, 28.36, None, 13.1, 309.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 17:00:00, None, None
None, -3.5, 78.86, None, None, None, None, 29.84, None, 13.8, 316.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 18:00:00, None, None
None, -3.67, 85.6, None, None, None, None, 23.13, None, 16.32, 310.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 19:00:00, None, None
None, -3.985, 86.3, None, None, None, None, 22.95, None, 16.17, 323.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 20:00:00, None, None
None, -4.231, 88.9, None, None, None, None, 20.89, None, 20.79, 331.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 21:00:00, None, None
None, -4.185, 92.5, None, None, None, None, 25.58, None, 21.94, 4.743, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 22:00:00, None, None
None, -4.298, 93.2, None, None, None, None, 22.93, None, 22.77, 356.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 23:00:00, None, None
None, -4.36, 92.7, None, None, None, None, 27.98, None, 12.86, 352.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 00:00:00, None, None
None, -4.188, 93.2, None, None, None, None, 26.66, None, 15.97, 346.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 01:00:00, None, None
None, -4.089, 93.5, None, None, None, None, 26.39, None, 16.52, 347.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 02:00:00, None, None
None, -4.103, 93.3, None, None, None, None, 25.77, None, 15.11, 338.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 03:00:00, None, None
None, -3.959, 93.2, None, None, None, None, 21.79, None, 14.87, 346.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 04:00:00, None, None
None, -3.945, 93.2, None, None, None, None, 18.43, None, 16.94, 359.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 05:00:00, None, None
None, -3.883, 93.3, None, None, None, None, 16.72, None, 13.82, 342.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 06:00:00, None, None
None, -3.866, 93.4, None, None, None, None, 16.38, None, 11.84, 325.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 07:00:00, None, None
None, -3.798, 93.4, None, None, None, None, 17.34, None, 10.75, 310.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 08:00:00, None, None
None, -3.787, 93.4, None, None, None, None, 21.51, None, 9.32, 311.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 09:00:00, None, None
None, -3.538, 93.5, None, None, None, None, 15.76, None, 9.9, 311.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 10:00:00, None, None
None, -3.036, 93.7, None, None, None, None, 31.32, None, 4.763, 306.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 11:00:00, None, None
None, -2.725, 93.9, None, None, None, None, 26.28, None, 4.607, 284.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 12:00:00, None, None
None, -2.813, 93.8, None, None, None, None, 28.74, None, 6.812, 286.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 13:00:00, None, None
