station_observations
pcpn_amt_pst24hrs, air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, snwfl_amt_pst1hr, max_air_temp_snc_last_reset, rel_hum, HEIGHT_OF_SNOW, time, snw_dpth, dwpt_temp
None, None, -3.495, None, None, None, None, None, None, 2019-11-29 13:00:00, None, None
None, None, -4.255, None, None, None, None, None, None, 2019-11-29 14:00:00, None, None
None, None, -4.569, None, None, None, None, None, None, 2019-11-29 15:00:00, None, None
None, None, -4.729, None, None, None, None, None, None, 2019-11-29 16:00:00, None, None
None, None, -4.822, None, None, None, None, None, None, 2019-11-29 17:00:00, None, None
None, None, -5.764, None, None, None, None, None, None, 2019-11-29 21:00:00, None, None
None, None, -6.364, None, None, None, None, None, None, 2019-11-29 22:00:00, None, None
None, None, -6.578, None, None, None, None, None, None, 2019-11-29 23:00:00, None, None
None, None, -6.835, None, None, None, None, None, None, 2019-11-30 00:00:00, None, None
None, None, -8.87, None, None, None, None, None, None, 2019-11-30 01:00:00, None, None
None, None, -8.3, None, None, None, None, None, None, 2019-11-30 02:00:00, None, None
None, None, -8.21, None, None, None, None, None, None, 2019-11-30 03:00:00, None, None
None, None, -8.82, None, None, None, None, None, None, 2019-11-30 04:00:00, None, None
None, None, -8.21, None, None, None, None, None, None, 2019-11-30 05:00:00, None, None
None, None, -9.5, None, None, None, None, None, None, 2019-11-30 06:00:00, None, None
None, None, -10.33, None, None, None, None, None, None, 2019-11-30 07:00:00, None, None
None, None, -9.37, None, None, None, None, None, None, 2019-11-30 08:00:00, None, None
None, None, -7.63, None, None, None, None, None, None, 2019-11-30 10:00:00, None, None
None, None, -5.157, None, None, None, None, None, None, 2019-11-30 11:00:00, None, None
None, None, -3.396, None, None, None, None, None, None, 2019-11-30 12:00:00, None, None
None, None, -3.176, None, None, None, None, None, None, 2019-11-30 13:00:00, None, None
None, None, -4.934, None, None, None, None, None, None, 2019-11-30 14:00:00, None, None
None, None, -6.308, None, None, None, None, None, None, 2019-11-30 15:00:00, None, None
None, None, -7.569, None, None, None, None, None, None, 2019-11-30 16:00:00, None, None
None, None, -8.74, None, None, None, None, None, None, 2019-11-30 17:00:00, None, None
None, None, -9.28, None, None, None, None, None, None, 2019-11-30 18:00:00, None, None
None, None, -9.51, None, None, None, None, None, None, 2019-11-30 19:00:00, None, None
None, None, -8.02, None, None, None, None, None, None, 2019-11-30 20:00:00, None, None
None, None, -7.237, None, None, None, None, None, None, 2019-11-30 21:00:00, None, None
None, None, -6.817, None, None, None, None, None, None, 2019-11-30 22:00:00, None, None
None, None, -6.61, None, None, None, None, None, None, 2019-11-30 23:00:00, None, None
None, None, -7.275, None, None, None, None, None, None, 2019-12-01 00:00:00, None, None
None, None, -8.79, None, None, None, None, None, None, 2019-12-01 01:00:00, None, None
None, None, -9.23, None, None, None, None, None, None, 2019-12-01 02:00:00, None, None
None, None, -8.56, None, None, None, None, None, None, 2019-12-01 03:00:00, None, None
None, None, -8.07, None, None, None, None, None, None, 2019-12-01 04:00:00, None, None
None, None, -7.966, None, None, None, None, None, None, 2019-12-01 05:00:00, None, None
None, None, -7.612, None, None, None, None, None, None, 2019-12-01 06:00:00, None, None
None, None, -7.392, None, None, None, None, None, None, 2019-12-01 07:00:00, None, None
None, None, -7.697, None, None, None, None, None, None, 2019-12-01 08:00:00, None, None
None, None, -7.518, None, None, None, None, None, None, 2019-12-01 09:00:00, None, None
None, None, -6.333, None, None, None, None, None, None, 2019-12-01 10:00:00, None, None
None, None, -5.964, None, None, None, None, None, None, 2019-12-01 11:00:00, None, None
None, None, -5.765, None, None, None, None, None, None, 2019-12-01 12:00:00, None, None
None, None, -5.033, None, None, None, None, None, None, 2019-12-01 13:00:00, None, None
None, None, -4.786, None, None, None, None, None, None, 2019-12-01 14:00:00, None, None
None, None, -4.73, None, None, None, None, None, None, 2019-12-01 15:00:00, None, None
None, None, -5.44, None, None, None, None, None, None, 2019-12-01 16:00:00, None, None
None, None, -5.451, None, None, None, None, None, None, 2019-12-01 17:00:00, None, None
None, None, -5.253, None, None, None, None, None, None, 2019-12-01 18:00:00, None, None
None, None, -5.018, None, None, None, None, None, None, 2019-12-01 19:00:00, None, None
None, None, -4.929, None, None, None, None, None, None, 2019-12-01 20:00:00, None, None
None, None, -5.061, None, None, None, None, None, None, 2019-12-01 21:00:00, None, None
None, None, -5.005, None, None, None, None, None, None, 2019-12-01 22:00:00, None, None
None, None, -4.93, None, None, None, None, None, None, 2019-12-01 23:00:00, None, None
None, None, -4.83, None, None, None, None, None, None, 2019-12-02 00:00:00, None, None
None, None, -4.781, None, None, None, None, None, None, 2019-12-02 01:00:00, None, None
None, None, -4.819, None, None, None, None, None, None, 2019-12-02 02:00:00, None, None
None, None, -4.741, None, None, None, None, None, None, 2019-12-02 03:00:00, None, None
None, None, -4.727, None, None, None, None, None, None, 2019-12-02 04:00:00, None, None
None, None, -4.72, None, None, None, None, None, None, 2019-12-02 05:00:00, None, None
None, None, -4.623, None, None, None, None, None, None, 2019-12-02 06:00:00, None, None
None, None, -4.56, None, None, None, None, None, None, 2019-12-02 07:00:00, None, None
None, None, -4.259, None, None, None, None, None, None, 2019-12-02 08:00:00, None, None
None, None, -3.671, None, None, None, None, None, None, 2019-12-02 09:00:00, None, None
None, None, -3.115, None, None, None, None, None, None, 2019-12-02 10:00:00, None, None
None, None, -2.604, None, None, None, None, None, None, 2019-12-02 11:00:00, None, None
None, None, -2.229, None, None, None, None, None, None, 2019-12-02 12:00:00, None, None
None, None, -2.163, None, None, None, None, None, None, 2019-12-02 13:00:00, None, None
None, None, -2.183, None, None, None, None, None, None, 2019-12-02 14:00:00, None, None
None, None, -2.31, None, None, None, None, None, None, 2019-12-02 15:00:00, None, None
None, None, -2.508, None, None, None, None, None, None, 2019-12-02 16:00:00, None, None
None, None, -2.6, None, None, None, None, None, None, 2019-12-02 17:00:00, None, None
None, None, -2.6, None, None, None, None, None, None, 2019-12-02 18:00:00, None, None
None, None, -2.58, None, None, None, None, None, None, 2019-12-02 19:00:00, None, None
None, None, -2.578, None, None, None, None, None, None, 2019-12-02 20:00:00, None, None
None, None, -2.53, None, None, None, None, None, None, 2019-12-02 21:00:00, None, None
None, None, -2.48, None, None, None, None, None, None, 2019-12-02 22:00:00, None, None
None, None, -2.37, None, None, None, None, None, None, 2019-12-02 23:00:00, None, None
None, None, -2.261, None, None, None, None, None, None, 2019-12-03 00:00:00, None, None
None, None, -2.31, None, None, None, None, None, None, 2019-12-03 01:00:00, None, None
None, None, -2.303, None, None, None, None, None, None, 2019-12-03 02:00:00, None, None
None, None, -2.203, None, None, None, None, None, None, 2019-12-03 03:00:00, None, None
None, None, -2.134, None, None, None, None, None, None, 2019-12-03 04:00:00, None, None
None, None, -2.091, None, None, None, None, None, None, 2019-12-03 05:00:00, None, None
None, None, -2.04, None, None, None, None, None, None, 2019-12-03 06:00:00, None, None
None, None, -1.96, None, None, None, None, None, None, 2019-12-03 07:00:00, None, None
None, None, -1.82, None, None, None, None, None, None, 2019-12-03 08:00:00, None, None
None, None, -1.447, None, None, None, None, None, None, 2019-12-03 09:00:00, None, None
None, None, -1.095, None, None, None, None, None, None, 2019-12-03 10:00:00, None, None
None, None, -0.502, None, None, None, None, None, None, 2019-12-03 11:00:00, None, None
None, None, -0.377, None, None, None, None, None, None, 2019-12-03 12:00:00, None, None
None, None, -0.107, None, None, None, None, None, None, 2019-12-03 13:00:00, None, None
None, None, -0.118, None, None, None, None, None, None, 2019-12-03 14:00:00, None, None
None, None, -0.107, None, None, None, None, None, None, 2019-12-03 15:00:00, None, None
None, None, -0.355, None, None, None, None, None, None, 2019-12-03 16:00:00, None, None
None, None, -0.313, None, None, None, None, None, None, 2019-12-03 17:00:00, None, None
None, None, -0.212, None, None, None, None, None, None, 2019-12-03 18:00:00, None, None
None, None, -0.065, None, None, None, None, None, None, 2019-12-03 19:00:00, None, None
None, None, 0.0, None, None, None, None, None, None, 2019-12-03 20:00:00, None, None
None, None, 0.17, None, None, None, None, None, None, 2019-12-03 21:00:00, None, None
None, None, 0.19, None, None, None, None, None, None, 2019-12-03 22:00:00, None, None
None, None, 0.26, None, None, None, None, None, None, 2019-12-03 23:00:00, None, None
None, None, 0.19, None, None, None, None, None, None, 2019-12-04 00:00:00, None, None
None, None, 0.354, None, None, None, None, None, None, 2019-12-04 01:00:00, None, None
None, None, 0.316, None, None, None, None, None, None, 2019-12-04 02:00:00, None, None
None, None, 0.467, None, None, None, None, None, None, 2019-12-04 03:00:00, None, None
None, None, 0.89, None, None, None, None, None, None, 2019-12-04 04:00:00, None, None
None, None, 1.09, None, None, None, None, None, None, 2019-12-04 05:00:00, None, None
None, None, 1.07, None, None, None, None, None, None, 2019-12-04 06:00:00, None, None
None, None, 1.194, None, None, None, None, None, None, 2019-12-04 07:00:00, None, None
None, None, 1.112, None, None, None, None, None, None, 2019-12-04 08:00:00, None, None
None, None, 1.199, None, None, None, None, None, None, 2019-12-04 09:00:00, None, None
None, None, 1.58, None, None, None, None, None, None, 2019-12-04 10:00:00, None, None
None, None, 2.093, None, None, None, None, None, None, 2019-12-04 11:00:00, None, None
None, None, 2.17, None, None, None, None, None, None, 2019-12-04 12:00:00, None, None
None, None, 2.708, None, None, None, None, None, None, 2019-12-04 13:00:00, None, None
None, None, 2.865, None, None, None, None, None, None, 2019-12-04 14:00:00, None, None
None, None, 2.302, None, None, None, None, None, None, 2019-12-04 15:00:00, None, None
None, None, 3.009, None, None, None, None, None, None, 2019-12-04 16:00:00, None, None
None, None, 2.61, None, None, None, None, None, None, 2019-12-04 17:00:00, None, None
None, None, 1.386, None, None, None, None, None, None, 2019-12-04 18:00:00, None, None
None, None, 1.147, None, None, None, None, None, None, 2019-12-04 19:00:00, None, None
None, None, 1.032, None, None, None, None, None, None, 2019-12-04 20:00:00, None, None
None, None, 0.529, None, None, None, None, None, None, 2019-12-04 21:00:00, None, None
None, None, -0.088, None, None, None, None, None, None, 2019-12-04 22:00:00, None, None
None, None, -0.621, None, None, None, None, None, None, 2019-12-04 23:00:00, None, None
None, None, -1.261, None, None, None, None, None, None, 2019-12-05 00:00:00, None, None
None, None, -1.424, None, None, None, None, None, None, 2019-12-05 01:00:00, None, None
None, None, -1.548, None, None, None, None, None, None, 2019-12-05 02:00:00, None, None
None, None, -1.397, None, None, None, None, None, None, 2019-12-05 03:00:00, None, None
None, None, -2.428, None, None, None, None, None, None, 2019-12-05 04:00:00, None, None
None, None, -3.171, None, None, None, None, None, None, 2019-12-05 05:00:00, None, None
None, None, -3.294, None, None, None, None, None, None, 2019-12-05 06:00:00, None, None
None, None, -3.515, None, None, None, None, None, None, 2019-12-05 07:00:00, None, None
None, None, -3.578, None, None, None, None, None, None, 2019-12-05 08:00:00, None, None
None, None, -2.815, None, None, None, None, None, None, 2019-12-05 09:00:00, None, None
None, None, -1.463, None, None, None, None, None, None, 2019-12-05 10:00:00, None, None
None, None, -0.628, None, None, None, None, None, None, 2019-12-05 11:00:00, None, None
None, None, -0.207, None, None, None, None, None, None, 2019-12-05 12:00:00, None, None
None, None, 0.351, None, None, None, None, None, None, 2019-12-05 13:00:00, None, None
None, None, 0.696, None, None, None, None, None, None, 2019-12-05 14:00:00, None, None
None, None, -0.408, None, None, None, None, None, None, 2019-12-05 15:00:00, None, None
None, None, -1.078, None, None, None, None, None, None, 2019-12-05 16:00:00, None, None
None, None, -1.439, None, None, None, None, None, None, 2019-12-05 17:00:00, None, None
None, None, -1.448, None, None, None, None, None, None, 2019-12-05 18:00:00, None, None
None, None, -1.666, None, None, None, None, None, None, 2019-12-05 19:00:00, None, None
None, None, -1.711, None, None, None, None, None, None, 2019-12-05 20:00:00, None, None
None, None, -1.677, None, None, None, None, None, None, 2019-12-05 21:00:00, None, None
None, None, -1.764, None, None, None, None, None, None, 2019-12-05 22:00:00, None, None
None, None, -1.762, None, None, None, None, None, None, 2019-12-05 23:00:00, None, None
None, None, -2.259, None, None, None, None, None, None, 2019-12-06 00:00:00, None, None
None, None, -2.123, None, None, None, None, None, None, 2019-12-06 01:00:00, None, None
None, None, -2.199, None, None, None, None, None, None, 2019-12-06 02:00:00, None, None
None, None, -2.21, None, None, None, None, None, None, 2019-12-06 03:00:00, None, None
None, None, -2.173, None, None, None, None, None, None, 2019-12-06 04:00:00, None, None
None, None, -2.153, None, None, None, None, None, None, 2019-12-06 05:00:00, None, None
None, None, -2.1, None, None, None, None, None, None, 2019-12-06 06:00:00, None, None
None, None, -2.044, None, None, None, None, None, None, 2019-12-06 07:00:00, None, None
None, None, -1.91, None, None, None, None, None, None, 2019-12-06 08:00:00, None, None
None, None, -1.68, None, None, None, None, None, None, 2019-12-06 09:00:00, None, None
None, None, -1.222, None, None, None, None, None, None, 2019-12-06 10:00:00, None, None
None, None, -1.071, None, None, None, None, None, None, 2019-12-06 11:00:00, None, None
None, None, -0.87, None, None, None, None, None, None, 2019-12-06 12:00:00, None, None
None, None, -0.906, None, None, None, None, None, None, 2019-12-06 13:00:00, None, None
None, None, -0.898, None, None, None, None, None, None, 2019-12-06 14:00:00, None, None
