station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, -0.342, 79.74, None, None, 33.34, 1.93, 321.5, None, None, None, None, None, None, -3.0, 918.0, None, None, None, 2019-11-21 17:00:00, None, None
None, 0.06, 76.54, None, None, 45.19, 1.684, 357.0, None, None, None, None, None, None, -3.0, 917.0, None, None, None, 2019-11-21 18:00:00, None, None
None, 0.134, 74.87, None, None, 62.77, 0.84, 221.4, None, None, None, None, None, None, -4.0, 918.0, None, None, None, 2019-11-21 19:00:00, None, None
None, -0.093, 76.38, None, None, 39.88, 2.063, 202.6, None, None, None, None, None, None, -3.0, 917.0, None, None, None, 2019-11-21 20:00:00, None, None
None, -0.513, 78.82, None, None, 38.23, 2.169, 199.5, None, None, None, None, None, None, -3.0, 918.0, None, None, None, 2019-11-21 21:00:00, None, None
None, -1.211, 84.9, None, None, 68.98, 2.208, 213.2, None, None, None, None, None, None, -3.0, 918.0, None, None, None, 2019-11-21 22:00:00, None, None
None, 1.337, 70.48, None, None, 49.5, 3.675, 176.8, None, None, None, None, None, None, -3.0, 918.0, None, None, None, 2019-11-21 23:00:00, None, None
None, 0.842, 80.5, None, None, 27.24, 3.296, 221.3, None, None, None, None, None, None, -2.0, 920.0, None, None, None, 2019-11-22 03:00:00, None, None
None, 1.591, 77.6, None, None, 35.98, 3.595, 208.2, None, None, None, None, None, None, -2.0, 921.0, None, None, None, 2019-11-22 04:00:00, None, None
None, 1.695, 76.8, None, None, 37.34, 3.66, 215.0, None, None, None, None, None, None, -2.0, 921.0, None, None, None, 2019-11-22 05:00:00, None, None
None, 2.173, 74.08, None, None, 45.64, 3.836, 189.1, None, None, None, None, None, None, -2.0, 921.0, None, None, None, 2019-11-22 06:00:00, None, None
None, 2.594, 70.07, None, None, 25.91, 9.64, 186.8, None, None, None, None, None, None, -2.0, 921.0, None, None, None, 2019-11-22 07:00:00, None, None
None, 2.922, 66.84, None, None, 40.6, 5.446, 182.2, None, None, None, None, None, None, -3.0, 921.0, None, None, None, 2019-11-22 08:00:00, None, None
None, 3.336, 64.47, None, None, 34.5, 5.766, 172.3, None, None, None, None, None, None, -3.0, 921.0, None, None, None, 2019-11-22 09:00:00, None, None
None, 4.047, 59.82, None, None, 35.01, 5.302, 157.4, None, None, None, None, None, None, -3.0, 920.0, None, None, None, 2019-11-22 10:00:00, None, None
None, 5.195, 56.76, None, None, 32.2, 5.798, 155.5, None, None, None, None, None, None, -3.0, 920.0, None, None, None, 2019-11-22 11:00:00, None, None
None, 6.306, 58.29, None, None, 30.29, 7.608, 169.8, None, None, None, None, None, None, -1.0, 919.0, None, None, None, 2019-11-22 12:00:00, None, None
None, 7.031, 60.65, None, None, 31.24, 10.24, 184.4, None, None, None, None, None, None, 0.0, 919.0, None, None, None, 2019-11-22 13:00:00, None, None
None, 7.449, 61.08, None, None, 29.97, 7.864, 191.5, None, None, None, None, None, None, 0.0, 918.0, None, None, None, 2019-11-22 14:00:00, None, None
None, 7.786, 64.95, None, None, 41.12, 4.876, 204.3, None, None, None, None, None, None, 2.0, 917.0, None, None, None, 2019-11-22 16:00:00, None, None
None, 7.467, 66.87, None, None, 40.47, 6.881, 207.2, None, None, None, None, None, None, 2.0, 917.0, None, None, None, 2019-11-22 17:00:00, None, None
None, 7.113, 69.42, None, None, 30.07, 8.21, 193.3, None, None, None, None, None, None, 2.0, 917.0, None, None, None, 2019-11-22 18:00:00, None, None
None, 6.354, 72.14, None, None, 19.36, 14.35, 186.5, None, None, None, None, None, None, 2.0, 917.0, None, None, None, 2019-11-22 19:00:00, None, None
None, 5.527, 75.09, None, None, 23.99, 9.82, 191.7, None, None, None, None, None, None, 1.0, 916.0, None, None, None, 2019-11-22 20:00:00, None, None
None, 5.849, 73.11, None, None, 29.16, 11.37, 197.4, None, None, None, None, None, None, 2.0, 916.0, None, None, None, 2019-11-22 21:00:00, None, None
None, 5.677, 76.0, None, None, 39.75, 9.02, 224.2, None, None, None, None, None, None, 2.0, 918.0, None, None, None, 2019-11-22 22:00:00, None, None
None, 4.098, 92.5, None, None, 42.81, 8.12, 238.7, None, None, None, None, None, None, 3.0, 918.0, None, None, None, 2019-11-22 23:00:00, None, None
None, 4.632, 87.2, None, None, 29.62, 10.26, 252.2, None, None, None, None, None, None, 3.0, 919.0, None, None, None, 2019-11-23 00:00:00, None, None
None, 4.272, 85.1, None, None, 39.82, 5.368, 223.5, None, None, None, None, None, None, 2.0, 919.0, None, None, None, 2019-11-23 01:00:00, None, None
None, 3.944, 83.4, None, None, 39.72, 4.813, 234.7, None, None, None, None, None, None, 1.0, 919.0, None, None, None, 2019-11-23 02:00:00, None, None
