station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, 1.479, 105.5, None, None, None, None, None, None, None, None, None, None, None, None, -8.28, None, None, None, None, 53.81, None, None, None, None, 2019-01-01 00:00:00, None
None, None, None, None, 0.938, 64.01, None, None, None, None, None, None, None, None, None, None, None, None, -8.28, None, None, None, None, 35.12, None, None, None, None, 2019-01-01 01:00:00, None
None, None, None, None, 1.486, 98.2, None, None, None, None, None, None, None, None, None, None, None, None, -8.3, None, None, None, None, 40.85, None, None, None, None, 2019-01-01 02:00:00, None
None, None, None, None, 2.468, 169.2, None, None, None, None, None, None, None, None, None, None, None, None, -8.26, None, None, None, None, 22.85, None, None, None, None, 2019-01-01 03:00:00, None
None, None, None, None, 2.414, 171.4, None, None, None, None, None, None, None, None, None, None, None, None, -8.19, None, None, None, None, 24.76, None, None, None, None, 2019-01-01 04:00:00, None
None, None, None, None, 4.365, 186.0, None, None, None, None, None, None, None, None, None, None, None, None, -8.09, None, None, None, None, 25.6, None, None, None, None, 2019-01-01 05:00:00, None
None, None, None, None, 2.476, 187.2, None, None, None, None, None, None, None, None, None, None, None, None, -8.04, None, None, None, None, 35.08, None, None, None, None, 2019-01-01 06:00:00, None
None, None, None, None, 3.607, 198.1, None, None, None, None, None, None, None, None, None, None, None, None, -7.91, None, None, None, None, 31.71, None, None, None, None, 2019-01-01 07:00:00, None
None, None, None, None, 0.901, 152.2, None, None, None, None, None, None, None, None, None, None, None, None, -7.83, None, None, None, None, 57.49, None, None, None, None, 2019-01-01 08:00:00, None
None, None, None, None, 1.715, 181.5, None, None, None, None, None, None, None, None, None, None, None, None, -7.61, None, None, None, None, 42.38, None, None, None, None, 2019-01-01 09:00:00, None
None, None, None, None, 1.46, 172.7, None, None, None, None, None, None, None, None, None, None, None, None, -7.12, None, None, None, None, 44.76, None, None, None, None, 2019-01-01 10:00:00, None
None, None, None, None, 1.508, 210.9, None, None, None, None, None, None, None, None, None, None, None, None, -6.465, None, None, None, None, 51.25, None, None, None, None, 2019-01-01 11:00:00, None
None, None, None, None, 0.356, 104.8, None, None, None, None, None, None, None, None, None, None, None, None, -5.961, None, None, None, None, 71.9, None, None, None, None, 2019-01-01 12:00:00, None
None, None, None, None, 1.372, 28.66, None, None, None, None, None, None, None, None, None, None, None, None, -5.616, None, None, None, None, 36.08, None, None, None, None, 2019-01-01 13:00:00, None
None, None, None, None, 1.181, 53.33, None, None, None, None, None, None, None, None, None, None, None, None, -5.44, None, None, None, None, 24.8, None, None, None, None, 2019-01-01 14:00:00, None
None, None, None, None, 0.0, 60.7, None, None, None, None, None, None, None, None, None, None, None, None, -5.645, None, None, None, None, 19.7, None, None, None, None, 2019-01-01 15:00:00, None
