BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
1020.0, -4.3, 0.14, 97.1, 97.1,2019-01-15 00:00:00, -4.324,3
1019.0, -3.7, 0.876, 98.0, 98.0,2019-01-15 01:00:00, -3.712,3
1019.0, -3.5, 2.07, 96.7, 96.7,2019-01-15 02:00:00, -3.534,3
1019.0, -3.6, 2.378, 96.0, 96.0,2019-01-15 03:00:00, -3.638,3
1019.0, -3.6, 2.54, 95.3, 95.3,2019-01-15 04:00:00, -3.599,3
1019.0, -3.5, 3.083, 93.9, 93.9,2019-01-15 05:00:00, -3.517,3
1018.0, -3.9, 3.579, 92.9, 92.9,2019-01-15 06:00:00, -3.93,3
1018.0, -4.8, 4.65, 91.7, 91.7,2019-01-15 07:00:00, -4.839,3
1018.0, -6.0, 4.682, 90.7, 90.7,2019-01-15 08:00:00, -5.995,3
1018.0, -6.8, 4.239, 90.6, 90.6,2019-01-15 09:00:00, -6.804,3
1018.0, -7.4, 4.017, 89.1, 89.1,2019-01-15 10:00:00, -7.363,3
1018.0, -7.7, 4.814, 88.5, 88.5,2019-01-15 11:00:00, -7.69,3
1018.0, -7.9, 5.285, 87.6, 87.6,2019-01-15 12:00:00, -7.865,3
1017.0, -8.0, 4.658, 86.8, 86.8,2019-01-15 13:00:00, -8.0,3
None, None, 4.966, None, None,2019-01-15 14:00:00, None,3
1017.0, -8.6, 4.742, 85.9, 85.9,2019-01-15 15:00:00, -8.55,3
1017.0, -8.6, 3.448, 86.1, 86.1,2019-01-15 16:00:00, -8.63,3
1017.0, -8.9, 2.958, 86.3, 86.3,2019-01-15 17:00:00, -8.88,3
1017.0, -9.0, 2.547, 86.7, 86.7,2019-01-15 18:00:00, -9.02,3
1016.0, -9.1, 2.117, 88.8, 88.8,2019-01-15 19:00:00, -9.1,3
1016.0, -9.2, 2.737, 92.9, 92.9,2019-01-15 20:00:00, -9.23,3
1017.0, -9.0, 1.608, 89.7, 89.7,2019-01-15 21:00:00, -9.04,3
1017.0, -8.8, 1.226, 84.1, 84.1,2019-01-15 22:00:00, -8.84,3
1017.0, -8.8, 1.229, 84.5, 84.5,2019-01-15 23:00:00, -8.82,3
1017.0, -8.9, 1.202, 87.9, 87.9,2019-01-16 00:00:00, -8.89,3
1018.0, -8.9, 0.664, 90.4, 90.4,2019-01-16 01:00:00, -8.93,3
1018.0, -8.9, 0.887, 93.3, 93.3,2019-01-16 02:00:00, -8.93,3
1018.0, -9.2, 3.033, 87.9, 87.9,2019-01-16 03:00:00, -9.19,3
1019.0, -11.5, 5.079, 82.4, 82.4,2019-01-16 04:00:00, -11.5,3
1020.0, -12.8, 2.884, 82.1, 82.1,2019-01-16 05:00:00, -12.75,3
1020.0, -13.4, 3.134, 80.8, 80.8,2019-01-16 06:00:00, -13.37,3
