wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
342.0, None, None,0.0, None,4.6, None,-0.2, None, None, None,57.0,2018-12-03 00:00:00,49,,,,,,
12.0, None, None,0.0, None,0.3, None,-0.4, None, None, None,64.0,2018-12-03 01:00:00,49,,,,,,
11.0, None, None,0.0, None,2.5, None,-0.5, None, None, None,57.0,2018-12-03 02:00:00,49,,,,,,
68.0, None, None,0.0, None,2.4, None,-0.6, None, None, None,56.0,2018-12-03 03:00:00,49,,,,,,
11.0, None, None,0.0, None,2.9, None,-0.9, None, None, None,57.0,2018-12-03 04:00:00,49,,,,,,
18.0, None, None,0.0, None,5.7, None,-1.2, None, None, None,57.0,2018-12-03 05:00:00,49,,,,,,
350.0, None, None,0.0, None,5.7, None,-1.3, None, None, None,56.0,2018-12-03 06:00:00,49,,,,,,
336.0, None, None,0.0, None,5.0, None,-1.6, None, None, None,58.0,2018-12-03 07:00:00,49,,,,,,
2.0, None, None,0.0, None,6.6, None,-1.0, None, None, None,54.0,2018-12-03 08:00:00,49,,,,,,
207.0, None, None,0.0, None,2.8, None,0.4, None, None, None,59.0,2018-12-03 09:00:00,49,,,,,,
221.0, None, None,0.0, None,3.2, None,1.8, None, None, None,51.0,2018-12-03 10:00:00,49,,,,,,
142.0, None, None,0.0, None,7.9, None,2.2, None, None, None,51.0,2018-12-03 11:00:00,49,,,,,,
81.0, None, None,0.0, None,7.2, None,0.8, None, None, None,54.0,2018-12-03 12:00:00,49,,,,,,
91.0, None, None,0.0, None,10.0, None,1.5, None, None, None,53.0,2018-12-03 13:00:00,49,,,,,,
52.0, None, None,0.0, None,7.2, None,0.9, None, None, None,55.0,2018-12-03 14:00:00,49,,,,,,
23.0, None, None,0.0, None,0.5, None,-0.1, None, None, None,60.0,2018-12-03 15:00:00,49,,,,,,
310.0, None, None,0.0, None,0.0, None,-0.3, None, None, None,59.0,2018-12-03 16:00:00,49,,,,,,
50.0, None, None,0.0, None,2.8, None,-0.3, None, None, None,59.0,2018-12-03 17:00:00,49,,,,,,
243.0, None, None,0.0, None,1.6, None,-0.5, None, None, None,63.0,2018-12-03 18:00:00,49,,,,,,
324.0, None, None,0.0, None,0.1, None,-0.7, None, None, None,63.0,2018-12-03 19:00:00,49,,,,,,
300.0, None, None,0.0, None,0.0, None,-0.7, None, None, None,66.0,2018-12-03 20:00:00,49,,,,,,
335.0, None, None,0.0, None,3.8, None,-0.7, None, None, None,60.0,2018-12-03 21:00:00,49,,,,,,
226.0, None, None,0.0, None,0.0, None,-0.9, None, None, None,67.0,2018-12-03 22:00:00,49,,,,,,
20.0, None, None,0.0, None,3.1, None,-1.1, None, None, None,68.0,2018-12-03 23:00:00,49,,,,,,
86.0, None, None,0.0, None,2.5, None,-1.2, None, None, None,70.0,2018-12-04 00:00:00,49,,,,,,
107.0, None, None,0.0, None,1.8, None,-1.3, None, None, None,67.0,2018-12-04 01:00:00,49,,,,,,
45.0, None, None,0.0, None,7.1, None,-1.6, None, None, None,63.0,2018-12-04 02:00:00,49,,,,,,
45.0, None, None,0.0, None,7.7, None,-1.8, None, None, None,64.0,2018-12-04 03:00:00,49,,,,,,
46.0, None, None,0.0, None,7.0, None,-2.2, None, None, None,62.0,2018-12-04 04:00:00,49,,,,,,
58.0, None, None,0.0, None,5.8, None,-2.2, None, None, None,66.0,2018-12-04 05:00:00,49,,,,,,
52.0, None, None,0.0, None,4.5, None,-3.0, None, None, None,71.0,2018-12-04 06:00:00,49,,,,,,
30.0, None, None,0.0, None,4.9, None,-3.2, None, None, None,72.0,2018-12-04 07:00:00,49,,,,,,
64.0, None, None,0.0, None,7.1, None,-2.7, None, None, None,62.0,2018-12-04 08:00:00,49,,,,,,
91.0, None, None,0.0, None,5.7, None,-1.6, None, None, None,60.0,2018-12-04 09:00:00,49,,,,,,
184.0, None, None,0.0, None,5.2, None,0.0, None, None, None,58.0,2018-12-04 10:00:00,49,,,,,,
184.0, None, None,0.0, None,4.9, None,0.3, None, None, None,55.0,2018-12-04 11:00:00,49,,,,,,
205.0, None, None,0.0, None,6.7, None,0.0, None, None, None,55.0,2018-12-04 12:00:00,49,,,,,,
201.0, None, None,0.0, None,4.3, None,0.6, None, None, None,55.0,2018-12-04 13:00:00,49,,,,,,
214.0, None, None,0.0, None,4.3, None,-1.3, None, None, None,56.0,2018-12-04 14:00:00,49,,,,,,
281.0, None, None,0.0, None,1.3, None,-3.4, None, None, None,65.0,2018-12-04 17:00:00,49,,,,,,
272.0, None, None,0.0, None,0.4, None,-3.2, None, None, None,63.0,2018-12-04 18:00:00,49,,,,,,
22.0, None, None,0.0, None,3.3, None,-3.8, None, None, None,70.0,2018-12-04 19:00:00,49,,,,,,
48.0, None, None,0.0, None,1.0, None,-4.0, None, None, None,71.0,2018-12-04 20:00:00,49,,,,,,
41.0, None, None,0.0, None,6.9, None,-4.4, None, None, None,71.0,2018-12-04 21:00:00,49,,,,,,
57.0, None, None,0.0, None,0.5, None,-4.8, None, None, None,77.0,2018-12-04 22:00:00,49,,,,,,
359.0, None, None,0.0, None,1.4, None,-4.7, None, None, None,74.0,2018-12-04 23:00:00,49,,,,,,
343.0, None, None,0.0, None,0.1, None,-4.1, None, None, None,71.0,2018-12-05 00:00:00,49,,,,,,
28.0, None, None,0.0, None,1.3, None,-4.4, None, None, None,74.0,2018-12-05 01:00:00,49,,,,,,
314.0, None, None,0.0, None,3.6, None,-4.2, None, None, None,73.0,2018-12-05 02:00:00,49,,,,,,
305.0, None, None,0.0, None,0.8, None,-3.9, None, None, None,74.0,2018-12-05 03:00:00,49,,,,,,
299.0, None, None,0.0, None,0.1, None,-3.9, None, None, None,74.0,2018-12-05 04:00:00,49,,,,,,
236.0, None, None,0.0, None,0.0, None,-3.9, None, None, None,81.0,2018-12-05 05:00:00,49,,,,,,
208.0, None, None,0.0, None,0.5, None,-3.7, None, None, None,80.0,2018-12-05 06:00:00,49,,,,,,
46.0, None, None,0.0, None,4.9, None,-3.5, None, None, None,68.0,2018-12-05 07:00:00,49,,,,,,
210.0, None, None,0.0, None,0.0, None,-3.4, None, None, None,74.0,2018-12-05 08:00:00,49,,,,,,
163.0, None, None,0.0, None,1.4, None,-3.3, None, None, None,79.0,2018-12-05 09:00:00,49,,,,,,
68.0, None, None,0.0, None,4.5, None,-2.8, None, None, None,73.0,2018-12-05 10:00:00,49,,,,,,
67.0, None, None,0.0, None,5.5, None,-2.3, None, None, None,55.0,2018-12-05 11:00:00,49,,,,,,
55.0, None, None,0.0, None,7.0, None,-2.2, None, None, None,56.0,2018-12-05 12:00:00,49,,,,,,
60.0, None, None,0.0, None,5.1, None,-2.3, None, None, None,55.0,2018-12-05 13:00:00,49,,,,,,
7.0, None, None,0.0, None,3.1, None,-2.6, None, None, None,57.0,2018-12-05 14:00:00,49,,,,,,
83.0, None, None,0.0, None,3.6, None,-2.9, None, None, None,56.0,2018-12-05 15:00:00,49,,,,,,
50.0, None, None,0.0, None,2.0, None,-3.0, None, None, None,57.0,2018-12-05 16:00:00,49,,,,,,
55.0, None, None,0.0, None,2.0, None,-3.1, None, None, None,57.0,2018-12-05 17:00:00,49,,,,,,
