ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity
0.0,0.0,-14.5,0.0,2020-12-23,120.0,-4.5,52,,,,,,,,,,,,
0.0,0.0,-8.5,0.0,2020-12-24,118.0,-3.0,52,,,,,,,,,,,,
4.0,0.0,-8.0,4.0,2020-12-25,116.0,-5.5,52,,,,,,,,,,,,
8.0,0.0,-7.5,8.0,2020-12-26,118.0,-5.0,52,,,,,,,,,,,,
4.0,0.0,-8.0,4.0,2020-12-27,124.0,-5.5,52,,,,,,,,,,,,
0.0,0.0,-8.0,0.0,2020-12-28,125.0,-8.0,52,,,,,,,,,,,,
7.0,0.0,-12.0,7.0,2020-12-29,123.0,-5.5,52,,,,,,,,,,,,
0.0,0.0,-14.5,0.0,2020-12-23,61.0,-6.0,52,,,,,,,,,,,,
0.0,0.0,-11.0,0.0,2020-12-24,61.0,-7.0,52,,,,,,,,,,,,
4.0,0.0,-9.0,4.0,2020-12-25,59.0,-3.0,52,,,,,,,,,,,,
5.0,0.0,-8.0,5.0,2020-12-26,62.0,-1.0,52,,,,,,,,,,,,
4.0,0.0,-7.0,4.0,2020-12-27,65.0,0.0,52,,,,,,,,,,,,
0.0,0.0,-7.0,0.0,2020-12-28,65.0,-2.0,52,,,,,,,,,,,,
7.0,0.0,-11.5,7.0,2020-12-29,65.0,-7.0,52,,,,,,,,,,,,
0.0,0.0,-15.0,0.0,2020-12-23,141.0,-6.0,52,,,,,,,,,,,,
0.0,0.0,-10.5,0.0,2020-12-24,139.0,-5.5,52,,,,,,,,,,,,
4.0,0.0,-8.5,4.0,2020-12-25,137.0,-5.5,52,,,,,,,,,,,,
8.0,0.0,-9.0,8.0,2020-12-26,138.0,-6.0,52,,,,,,,,,,,,
3.0,0.0,-9.5,3.0,2020-12-27,142.0,-7.0,52,,,,,,,,,,,,
0.0,0.0,-9.0,0.0,2020-12-28,144.0,-10.5,52,,,,,,,,,,,,
6.0,0.0,-12.5,6.0,2020-12-29,143.0,-7.5,52,,,,,,,,,,,,
,,,,2020-12-23 00:00:00,,,52,24.0, 89.0, 4.2, 0.0, -14.7, 3.4, -13.3, -14.0, 93.0, 0.0, 0.0, 86.0
,,,,2020-12-23 01:00:00,,,52,19.0, 86.0, 3.4, 0.0, -15.8, 3.2, -14.0, -14.2, 24.0, 0.0, 0.0, 86.0
,,,,2020-12-23 02:00:00,,,52,69.0, 86.0, 3.2, 0.0, -16.0, 1.0, -14.2, -14.3, 19.0, 0.0, 0.0, 86.0
,,,,2020-12-23 03:00:00,,,52,3.0, 86.0, 1.0, 0.0, -16.1, 1.9, -14.3, -14.1, 69.0, 0.0, 0.0, 87.0
