ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
2.6,2.6,0.0,2018-03-07, 0.0,10
21.0,21.0,0.0,2018-03-08, 0.0,10
