station_observations
wind_speed, temperature, wind_direction, relative_humidity, time, precipitation
4.5, -6.6, 72.0, 55.0, 2019-01-01 00:00:00, 0.0
0.1, -6.4, 89.0, 65.0, 2019-01-01 02:00:00, 0.0
1.7, -6.0, 147.0, 65.0, 2019-01-01 03:00:00, 0.0
0.2, -4.9, 70.0, 76.0, 2019-01-01 04:00:00, 0.0
2.5, -5.1, 48.0, 85.0, 2019-01-01 05:00:00, 0.0
2.7, -5.1, 177.0, 90.0, 2019-01-01 06:00:00, 0.0
1.8, -4.7, 201.0, 92.0, 2019-01-01 07:00:00, 0.0
0.7, -4.2, 31.0, 88.0, 2019-01-01 08:00:00, 0.0
2.4, -3.8, 170.0, 84.0, 2019-01-01 09:00:00, 0.0
3.3, -2.7, 203.0, 80.0, 2019-01-01 10:00:00, 0.0
0.8, -1.5, 196.0, 74.0, 2019-01-01 11:00:00, 1.1
2.6, -0.1, 228.0, 72.0, 2019-01-01 12:00:00, 2.8
3.5, -0.6, 212.0, 72.0, 2019-01-01 13:00:00, 1.7
0.0, -0.5, 37.0, 73.0, 2019-01-01 14:00:00, 0.9
2.6, -3.3, 35.0, 86.0, 2019-01-01 15:00:00, 1.1
0.4, -3.4, 47.0, 88.0, 2019-01-01 16:00:00, 0.0
0.0, -3.2, 225.0, 90.0, 2019-01-01 17:00:00, 0.0
0.5, -3.9, 39.0, 93.0, 2019-01-01 18:00:00, 0.0
1.0, -3.9, 28.0, 92.0, 2019-01-01 19:00:00, 0.0
0.3, -3.9, 27.0, 93.0, 2019-01-01 20:00:00, 0.0
0.2, -3.2, 68.0, 94.0, 2019-01-01 21:00:00, 0.0
0.1, -2.5, 46.0, 97.0, 2019-01-01 22:00:00, 0.0
0.3, -2.2, 59.0, 97.0, 2019-01-01 23:00:00, 0.0
1.7, -2.5, 212.0, 98.0, 2019-01-02 00:00:00, 0.0
1.2, -2.2, 205.0, 98.0, 2019-01-02 01:00:00, 0.0
3.7, -2.2, 221.0, 98.0, 2019-01-02 02:00:00, 0.0
4.3, -2.2, 184.0, 97.0, 2019-01-02 03:00:00, 0.0
4.0, -3.7, 177.0, 93.0, 2019-01-02 04:00:00, 0.0
6.8, -4.0, 180.0, 76.0, 2019-01-02 05:00:00, 0.0
3.8, -4.6, 207.0, 83.0, 2019-01-02 06:00:00, 0.0
2.9, -4.9, 166.0, 85.0, 2019-01-02 07:00:00, 0.0
3.2, -4.7, 162.0, 84.0, 2019-01-02 08:00:00, 0.0
4.8, -4.4, 157.0, 80.0, 2019-01-02 09:00:00, 0.0
1.4, -4.6, 19.0, 88.0, 2019-01-02 10:00:00, 0.0
1.1, -4.6, 19.0, 89.0, 2019-01-02 11:00:00, 0.0
3.7, -5.1, 83.0, 83.0, 2019-01-02 12:00:00, 0.0
1.0, -4.5, 346.0, 91.0, 2019-01-02 13:00:00, 0.0
1.9, -4.3, 56.0, 91.0, 2019-01-02 14:00:00, 0.0
2.7, -4.1, 47.0, 93.0, 2019-01-02 15:00:00, 0.0
0.0, -4.1, 18.0, 94.0, 2019-01-02 16:00:00, 0.0
0.0, -3.9, 18.0, 95.0, 2019-01-02 17:00:00, 0.0
0.0, -3.5, 331.0, 95.0, 2019-01-02 18:00:00, 0.0
0.0, -3.7, 342.0, 95.0, 2019-01-02 19:00:00, 0.0
0.0, -3.6, 33.0, 95.0, 2019-01-02 20:00:00, 0.0
0.0, -3.5, 305.0, 95.0, 2019-01-02 21:00:00, 0.0
0.0, -3.4, 306.0, 95.0, 2019-01-02 22:00:00, 0.0
0.0, -3.3, 49.0, 96.0, 2019-01-02 23:00:00, 0.0
0.0, -3.2, 12.0, 96.0, 2019-01-03 00:00:00, 0.0
0.0, -3.0, 17.0, 96.0, 2019-01-03 01:00:00, 0.0
0.0, -2.6, 129.0, 96.0, 2019-01-03 02:00:00, 0.0
0.0, -2.2, 165.0, 97.0, 2019-01-03 03:00:00, 0.0
0.0, -1.7, 209.0, 98.0, 2019-01-03 04:00:00, 0.0
0.0, -1.3, 200.0, 99.0, 2019-01-03 05:00:00, 0.0
4.3, -0.9, 185.0, 99.0, 2019-01-03 06:00:00, 0.0
2.9, -0.8, 165.0, 99.0, 2019-01-03 07:00:00, 0.0
4.5, -0.8, 169.0, 99.0, 2019-01-03 08:00:00, 0.0
7.3, -0.5, 145.0, 99.0, 2019-01-03 09:00:00, 0.0
5.7, -0.5, 177.0, 98.0, 2019-01-03 10:00:00, 0.0
8.2, -0.2, 190.0, 98.0, 2019-01-03 11:00:00, 0.0
8.3, -0.2, 197.0, 99.0, 2019-01-03 12:00:00, 0.0
5.9, -0.1, 183.0, 99.0, 2019-01-03 13:00:00, 0.0
8.0, 0.0, 180.0, 99.0, 2019-01-03 14:00:00, 0.0
8.5, 0.0, 182.0, 99.0, 2019-01-03 15:00:00, 0.0
1.4, -0.1, 215.0, 99.0, 2019-01-03 16:00:00, 0.0
4.1, -0.4, 177.0, 99.0, 2019-01-03 17:00:00, 0.0
1.5, -0.8, 186.0, 99.0, 2019-01-03 18:00:00, 0.0
0.0, -1.1, 158.0, 99.0, 2019-01-03 19:00:00, 0.0
0.0, -1.3, 76.0, 99.0, 2019-01-03 20:00:00, 0.0
0.0, -1.4, 106.0, 99.0, 2019-01-03 21:00:00, 0.0
0.0, -1.6, 159.0, 99.0, 2019-01-03 22:00:00, 0.0
0.0, -1.7, 76.0, 98.0, 2019-01-03 23:00:00, 0.0
12.0, -1.6, 184.0, 98.0, 2019-01-04 00:00:00, 0.0
13.6, -2.0, 178.0, 98.0, 2019-01-04 01:00:00, 0.0
9.5, -2.5, 150.0, 97.0, 2019-01-04 02:00:00, 0.0
7.5, -2.4, 158.0, 97.0, 2019-01-04 03:00:00, 0.0
9.1, -2.1, 160.0, 98.0, 2019-01-04 04:00:00, 0.0
10.4, -2.2, 153.0, 98.0, 2019-01-04 05:00:00, 0.0
6.4, -2.1, 190.0, 98.0, 2019-01-04 06:00:00, 0.0
2.6, -2.1, 211.0, 98.0, 2019-01-04 07:00:00, 0.0
7.9, -1.9, 165.0, 98.0, 2019-01-04 08:00:00, 0.0
9.3, -1.8, 168.0, 97.0, 2019-01-04 09:00:00, 0.0
9.8, -1.6, 173.0, 98.0, 2019-01-04 10:00:00, 0.0
1.3, -1.1, 228.0, 98.0, 2019-01-04 11:00:00, 0.0
8.0, -1.6, 180.0, 97.0, 2019-01-04 12:00:00, 0.0
5.1, -1.3, 191.0, 98.0, 2019-01-04 13:00:00, 0.0
8.3, -1.9, 184.0, 98.0, 2019-01-04 14:00:00, 0.0
10.3, -2.4, 180.0, 97.0, 2019-01-04 15:00:00, 0.0
10.5, -2.5, 181.0, 97.0, 2019-01-04 16:00:00, 0.0
6.4, -2.6, 161.0, 97.0, 2019-01-04 17:00:00, 0.0
5.5, -2.7, 162.0, 97.0, 2019-01-04 18:00:00, 0.0
2.1, -2.4, 155.0, 97.0, 2019-01-04 19:00:00, 0.0
6.3, -2.5, 172.0, 97.0, 2019-01-04 20:00:00, 0.0
1.1, -2.6, 147.0, 97.0, 2019-01-04 21:00:00, 0.0
1.9, -2.8, 166.0, 97.0, 2019-01-04 22:00:00, 0.0
1.5, -3.5, 88.0, 96.0, 2019-01-04 23:00:00, 0.0
0.1, -4.0, 123.0, 95.0, 2019-01-05 00:00:00, 0.0
0.4, -3.3, 89.0, 96.0, 2019-01-05 01:00:00, 0.0
4.7, -3.6, 100.0, 95.0, 2019-01-05 02:00:00, 0.0
4.6, -3.2, 77.0, 96.0, 2019-01-05 03:00:00, 0.0
1.6, -3.5, 50.0, 96.0, 2019-01-05 04:00:00, 0.0
2.3, -3.4, 30.0, 96.0, 2019-01-05 05:00:00, 0.0
4.5, -3.4, 54.0, 95.0, 2019-01-05 06:00:00, 0.0
5.8, -2.8, 137.0, 96.0, 2019-01-05 07:00:00, 0.0
0.2, -2.6, 144.0, 96.0, 2019-01-05 08:00:00, 0.0
3.7, -1.7, 103.0, 97.0, 2019-01-05 09:00:00, 0.0
1.9, -1.1, 154.0, 96.0, 2019-01-05 10:00:00, 0.0
2.2, -0.8, 79.0, 96.0, 2019-01-05 11:00:00, 0.0
3.5, -0.4, 60.0, 95.0, 2019-01-05 12:00:00, 0.0
3.9, -0.9, 124.0, 94.0, 2019-01-05 13:00:00, 0.0
5.3, -1.5, 120.0, 95.0, 2019-01-05 14:00:00, 0.0
4.3, -2.1, 105.0, 96.0, 2019-01-05 15:00:00, 0.0
3.4, -2.3, 69.0, 97.0, 2019-01-05 16:00:00, 0.0
3.6, -2.3, 88.0, 97.0, 2019-01-05 17:00:00, 0.0
3.9, -2.3, 69.0, 96.0, 2019-01-05 18:00:00, 0.0
2.2, -2.4, 128.0, 97.0, 2019-01-05 19:00:00, 0.0
1.9, -2.5, 15.0, 97.0, 2019-01-05 20:00:00, 0.0
3.5, -2.6, 343.0, 97.0, 2019-01-05 21:00:00, 0.0
2.3, -2.5, 308.0, 97.0, 2019-01-05 22:00:00, 0.0
2.7, -2.5, 31.0, 97.0, 2019-01-05 23:00:00, 0.0
3.1, -2.5, 324.0, 97.0, 2019-01-06 00:00:00, 0.0
4.8, -2.2, 200.0, 97.0, 2019-01-06 01:00:00, 0.0
0.8, -2.3, 341.0, 98.0, 2019-01-06 02:00:00, 0.0
1.5, -2.3, 302.0, 98.0, 2019-01-06 03:00:00, 0.0
11.2, -2.5, 167.0, 97.0, 2019-01-06 04:00:00, 0.0
7.9, -3.2, 171.0, 96.0, 2019-01-06 05:00:00, 0.0
10.5, -4.8, 188.0, 94.0, 2019-01-06 06:00:00, 0.0
13.4, -5.9, 181.0, 91.0, 2019-01-06 07:00:00, 0.0
6.6, -6.4, 183.0, 91.0, 2019-01-06 08:00:00, 0.0
10.8, -6.6, 177.0, 89.0, 2019-01-06 09:00:00, 0.0
9.3, -6.1, 183.0, 88.0, 2019-01-06 10:00:00, 0.0
10.4, -5.9, 180.0, 86.0, 2019-01-06 11:00:00, 0.0
8.3, -5.5, 195.0, 86.0, 2019-01-06 12:00:00, 0.0
5.8, -6.4, 193.0, 87.0, 2019-01-06 13:00:00, 0.0
3.6, -6.8, 190.0, 87.0, 2019-01-06 14:00:00, 0.0
