time,tasmin,tasmax,pcp,week_of_year
2019-04-23,-0.9,5.0,4.6,17
2019-04-24,-3.9,5.3,0.2,17
2019-04-25,-6.3,6.1,0.0,17
2019-04-26,-2.3,4.3,3.3,17
2019-04-27,-2.3,10.6,0.5,17
2019-04-28,-4.7,10.3,0.0,17
2019-04-29,-4.8,12.3,0.0,17
