CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 11.65, 84.1, None,2016-04-22 00:00:00, None, None,13.53, 12.24,165.9, None, None, None, None, None, None,17
None, 11.69, 80.3, None,2016-04-22 01:00:00, None, None,45.36, 10.88,168.9, None, None, None, None, None, None,17
None, 10.94, 76.94, None,2016-04-22 02:00:00, None, None,21.81, 10.59,23.32, None, None, None, None, None, None,17
None, 10.08, 80.8, None,2016-04-22 03:00:00, None, None,17.17, 9.66,32.35, None, None, None, None, None, None,17
None, 8.93, 84.5, None,2016-04-22 04:00:00, None, None,17.4, 12.26,25.55, None, None, None, None, None, None,17
None, 8.27, 90.6, None,2016-04-22 05:00:00, None, None,14.67, 13.86,24.29, None, None, None, None, None, None,17
None, 8.05, 92.4, None,2016-04-22 06:00:00, None, None,12.99, 12.32,24.89, None, None, None, None, None, None,17
None, 8.2, 92.9, None,2016-04-22 07:00:00, None, None,15.96, 10.08,15.59, None, None, None, None, None, None,17
None, 8.4, 91.4, None,2016-04-22 08:00:00, None, None,14.54, 13.23,16.02, None, None, None, None, None, None,17
None, 8.27, 94.6, None,2016-04-22 09:00:00, None, None,23.19, 12.59,19.77, None, None, None, None, None, None,17
None, 9.11, 91.2, None,2016-04-22 10:00:00, None, None,17.51, 14.11,29.4, None, None, None, None, None, None,17
None, 8.82, 92.9, None,2016-04-22 11:00:00, None, None,49.13, 12.94,44.09, None, None, None, None, None, None,17
None, 9.51, 90.3, None,2016-04-22 12:00:00, None, None,26.37, 13.75,20.49, None, None, None, None, None, None,17
None, 9.82, 91.3, None,2016-04-22 13:00:00, None, None,17.8, 13.79,36.12, None, None, None, None, None, None,17
None, 10.4, 90.0, None,2016-04-22 14:00:00, None, None,17.34, 12.24,27.9, None, None, None, None, None, None,17
None, 10.18, 89.7, None,2016-04-22 15:00:00, None, None,18.15, 12.18,35.83, None, None, None, None, None, None,17
None, 10.29, 89.2, None,2016-04-22 16:00:00, None, None,14.9, 12.89,40.84, None, None, None, None, None, None,17
None, 9.51, 94.1, None,2016-04-22 17:00:00, None, None,50.7, 9.16,59.71, None, None, None, None, None, None,17
None, 8.81, 96.8, None,2016-04-22 18:00:00, None, None,29.05, 12.44,161.5, None, None, None, None, None, None,17
None, 8.13, 97.1, None,2016-04-22 19:00:00, None, None,19.77, 19.24,162.3, None, None, None, None, None, None,17
None, 7.45, 97.1, None,2016-04-22 20:00:00, None, None,16.67, 18.18,158.4, None, None, None, None, None, None,17
None, 7.25, 97.3, None,2016-04-22 21:00:00, None, None,14.99, 19.18,158.1, None, None, None, None, None, None,17
None, 7.239, 97.3, None,2016-04-22 22:00:00, None, None,14.24, 16.51,168.3, None, None, None, None, None, None,17
None, 7.129, 97.3, None,2016-04-22 23:00:00, None, None,13.88, 16.18,162.2, None, None, None, None, None, None,17
None, 7.214, 97.4, None,2016-04-23 00:00:00, None, None,14.62, 15.64,161.8, None, None, None, None, None, None,17
None, 7.174, 97.4, None,2016-04-23 01:00:00, None, None,15.85, 13.64,166.5, None, None, None, None, None, None,17
None, 7.151, 97.4, None,2016-04-23 02:00:00, None, None,15.41, 13.53,163.2, None, None, None, None, None, None,17
None, 7.137, 97.4, None,2016-04-23 03:00:00, None, None,18.59, 11.73,165.8, None, None, None, None, None, None,17
None, 6.931, 97.4, None,2016-04-23 04:00:00, None, None,17.07, 14.2,168.7, None, None, None, None, None, None,17
None, 6.646, 97.4, None,2016-04-23 05:00:00, None, None,19.72, 12.19,155.6, None, None, None, None, None, None,17
None, 6.208, 97.4, None,2016-04-23 06:00:00, None, None,15.94, 14.18,168.7, None, None, None, None, None, None,17
None, 5.842, 97.4, None,2016-04-23 07:00:00, None, None,16.21, 16.13,161.3, None, None, None, None, None, None,17
None, 5.972, 97.4, None,2016-04-23 08:00:00, None, None,14.63, 15.89,159.4, None, None, None, None, None, None,17
None, 6.186, 97.4, None,2016-04-23 09:00:00, None, None,13.8, 14.57,157.1, None, None, None, None, None, None,17
None, 7.27, 97.2, None,2016-04-23 10:00:00, None, None,14.28, 15.05,154.5, None, None, None, None, None, None,17
None, 8.08, 95.5, None,2016-04-23 11:00:00, None, None,16.64, 14.04,164.6, None, None, None, None, None, None,17
None, 7.499, 91.7, None,2016-04-23 12:00:00, None, None,17.81, 14.35,168.3, None, None, None, None, None, None,17
None, 8.36, 86.1, None,2016-04-23 13:00:00, None, None,15.1, 17.03,162.7, None, None, None, None, None, None,17
None, 8.05, 87.0, None,2016-04-23 14:00:00, None, None,17.07, 17.27,165.2, None, None, None, None, None, None,17
None, 9.27, 82.5, None,2016-04-23 15:00:00, None, None,24.41, 13.78,168.5, None, None, None, None, None, None,17
