RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
None, None, None, None,13.57,59.43, None, None, None, None, None, None, None, None, None, None, None,8.69, None, None, None, None,15.48, None, None, None, None, None,2016-04-22 00:00:00, None,17
None, None, None, None,3.762,68.76, None, None, None, None, None, None, None, None, None, None, None,8.56, None, None, None, None,48.66, None, None, None, None, None,2016-04-22 01:00:00, None,17
None, None, None, None,10.51,53.2, None, None, None, None, None, None, None, None, None, None, None,8.57, None, None, None, None,15.02, None, None, None, None, None,2016-04-22 02:00:00, None,17
None, None, None, None,6.033,53.65, None, None, None, None, None, None, None, None, None, None, None,8.3, None, None, None, None,18.28, None, None, None, None, None,2016-04-22 03:00:00, None,17
None, None, None, None,9.49,66.9, None, None, None, None, None, None, None, None, None, None, None,8.36, None, None, None, None,22.31, None, None, None, None, None,2016-04-22 04:00:00, None,17
None, None, None, None,4.827,57.53, None, None, None, None, None, None, None, None, None, None, None,8.82, None, None, None, None,35.0, None, None, None, None, None,2016-04-22 05:00:00, None,17
None, None, None, None,10.6,62.06, None, None, None, None, None, None, None, None, None, None, None,8.62, None, None, None, None,22.41, None, None, None, None, None,2016-04-22 06:00:00, None,17
None, None, None, None,8.76,63.48, None, None, None, None, None, None, None, None, None, None, None,9.01, None, None, None, None,24.79, None, None, None, None, None,2016-04-22 07:00:00, None,17
None, None, None, None,10.22,73.9, None, None, None, None, None, None, None, None, None, None, None,8.8, None, None, None, None,26.98, None, None, None, None, None,2016-04-22 08:00:00, None,17
None, None, None, None,10.16,65.35, None, None, None, None, None, None, None, None, None, None, None,9.58, None, None, None, None,24.48, None, None, None, None, None,2016-04-22 09:00:00, None,17
None, None, None, None,5.882,62.28, None, None, None, None, None, None, None, None, None, None, None,10.73, None, None, None, None,35.61, None, None, None, None, None,2016-04-22 10:00:00, None,17
None, None, None, None,5.849,57.0, None, None, None, None, None, None, None, None, None, None, None,11.88, None, None, None, None,40.28, None, None, None, None, None,2016-04-22 11:00:00, None,17
None, None, None, None,0.445,91.1, None, None, None, None, None, None, None, None, None, None, None,12.12, None, None, None, None,74.6, None, None, None, None, None,2016-04-22 12:00:00, None,17
None, None, None, None,1.248,198.0, None, None, None, None, None, None, None, None, None, None, None,13.38, None, None, None, None,64.73, None, None, None, None, None,2016-04-22 13:00:00, None,17
None, None, None, None,4.946,201.7, None, None, None, None, None, None, None, None, None, None, None,15.0, None, None, None, None,33.71, None, None, None, None, None,2016-04-22 14:00:00, None,17
None, None, None, None,3.9,192.3, None, None, None, None, None, None, None, None, None, None, None,13.88, None, None, None, None,41.15, None, None, None, None, None,2016-04-22 15:00:00, None,17
None, None, None, None,3.248,188.4, None, None, None, None, None, None, None, None, None, None, None,13.47, None, None, None, None,40.23, None, None, None, None, None,2016-04-22 16:00:00, None,17
None, None, None, None,6.35,159.1, None, None, None, None, None, None, None, None, None, None, None,12.26, None, None, None, None,23.06, None, None, None, None, None,2016-04-22 17:00:00, None,17
None, None, None, None,8.93,128.3, None, None, None, None, None, None, None, None, None, None, None,11.48, None, None, None, None,26.57, None, None, None, None, None,2016-04-22 18:00:00, None,17
None, None, None, None,4.589,151.5, None, None, None, None, None, None, None, None, None, None, None,10.86, None, None, None, None,34.3, None, None, None, None, None,2016-04-22 19:00:00, None,17
None, None, None, None,7.41,150.6, None, None, None, None, None, None, None, None, None, None, None,9.96, None, None, None, None,31.36, None, None, None, None, None,2016-04-22 20:00:00, None,17
None, None, None, None,9.85,147.0, None, None, None, None, None, None, None, None, None, None, None,8.37, None, None, None, None,20.01, None, None, None, None, None,2016-04-22 21:00:00, None,17
None, None, None, None,10.28,133.6, None, None, None, None, None, None, None, None, None, None, None,8.17, None, None, None, None,20.93, None, None, None, None, None,2016-04-22 22:00:00, None,17
None, None, None, None,7.06,127.9, None, None, None, None, None, None, None, None, None, None, None,7.71, None, None, None, None,22.32, None, None, None, None, None,2016-04-22 23:00:00, None,17
None, None, None, None,7.37,69.52, None, None, None, None, None, None, None, None, None, None, None,7.28, None, None, None, None,16.49, None, None, None, None, None,2016-04-23 00:00:00, None,17
None, None, None, None,4.281,47.09, None, None, None, None, None, None, None, None, None, None, None,6.87, None, None, None, None,37.51, None, None, None, None, None,2016-04-23 01:00:00, None,17
None, None, None, None,1.627,122.9, None, None, None, None, None, None, None, None, None, None, None,6.761, None, None, None, None,48.32, None, None, None, None, None,2016-04-23 02:00:00, None,17
None, None, None, None,3.796,59.63, None, None, None, None, None, None, None, None, None, None, None,6.798, None, None, None, None,34.76, None, None, None, None, None,2016-04-23 03:00:00, None,17
None, None, None, None,3.241,91.2, None, None, None, None, None, None, None, None, None, None, None,6.885, None, None, None, None,42.86, None, None, None, None, None,2016-04-23 04:00:00, None,17
None, None, None, None,1.593,150.7, None, None, None, None, None, None, None, None, None, None, None,6.664, None, None, None, None,61.07, None, None, None, None, None,2016-04-23 05:00:00, None,17
None, None, None, None,2.47,45.98, None, None, None, None, None, None, None, None, None, None, None,6.339, None, None, None, None,56.91, None, None, None, None, None,2016-04-23 06:00:00, None,17
None, None, None, None,4.651,93.1, None, None, None, None, None, None, None, None, None, None, None,6.684, None, None, None, None,35.8, None, None, None, None, None,2016-04-23 07:00:00, None,17
None, None, None, None,3.022,115.0, None, None, None, None, None, None, None, None, None, None, None,7.23, None, None, None, None,37.61, None, None, None, None, None,2016-04-23 08:00:00, None,17
None, None, None, None,1.507,158.5, None, None, None, None, None, None, None, None, None, None, None,7.28, None, None, None, None,46.24, None, None, None, None, None,2016-04-23 09:00:00, None,17
None, None, None, None,1.125,181.3, None, None, None, None, None, None, None, None, None, None, None,8.18, None, None, None, None,37.64, None, None, None, None, None,2016-04-23 10:00:00, None,17
None, None, None, None,2.667,192.9, None, None, None, None, None, None, None, None, None, None, None,8.49, None, None, None, None,26.93, None, None, None, None, None,2016-04-23 11:00:00, None,17
None, None, None, None,4.879,247.0, None, None, None, None, None, None, None, None, None, None, None,5.939, None, None, None, None,37.16, None, None, None, None, None,2016-04-23 12:00:00, None,17
None, None, None, None,13.17,301.0, None, None, None, None, None, None, None, None, None, None, None,5.187, None, None, None, None,24.68, None, None, None, None, None,2016-04-23 13:00:00, None,17
None, None, None, None,10.93,323.6, None, None, None, None, None, None, None, None, None, None, None,6.761, None, None, None, None,15.55, None, None, None, None, None,2016-04-23 14:00:00, None,17
None, None, None, None,11.11,318.6, None, None, None, None, None, None, None, None, None, None, None,5.322, None, None, None, None,20.34, None, None, None, None, None,2016-04-23 15:00:00, None,17
None, None, None, None,11.91,307.9, None, None, None, None, None, None, None, None, None, None, None,4.475, None, None, None, None,23.52, None, None, None, None, None,2016-04-23 16:00:00, None,17
None, None, None, None,15.02,292.7, None, None, None, None, None, None, None, None, None, None, None,3.268, None, None, None, None,28.1, None, None, None, None, None,2016-04-23 17:00:00, None,17
None, None, None, None,13.73,314.6, None, None, None, None, None, None, None, None, None, None, None,3.05, None, None, None, None,23.51, None, None, None, None, None,2016-04-23 18:00:00, None,17
None, None, None, None,13.96,332.3, None, None, None, None, None, None, None, None, None, None, None,2.306, None, None, None, None,20.46, None, None, None, None, None,2016-04-23 19:00:00, None,17
None, None, None, None,15.34,330.3, None, None, None, None, None, None, None, None, None, None, None,1.492, None, None, None, None,20.13, None, None, None, None, None,2016-04-23 20:00:00, None,17
None, None, None, None,17.02,325.2, None, None, None, None, None, None, None, None, None, None, None,0.953, None, None, None, None,17.09, None, None, None, None, None,2016-04-23 21:00:00, None,17
None, None, None, None,17.05,321.6, None, None, None, None, None, None, None, None, None, None, None,0.79, None, None, None, None,15.34, None, None, None, None, None,2016-04-23 22:00:00, None,17
None, None, None, None,13.47,301.6, None, None, None, None, None, None, None, None, None, None, None,0.218, None, None, None, None,25.09, None, None, None, None, None,2016-04-23 23:00:00, None,17
None, None, None, None,9.97,294.7, None, None, None, None, None, None, None, None, None, None, None,0.508, None, None, None, None,23.69, None, None, None, None, None,2016-04-24 00:00:00, None,17
None, None, None, None,10.82,281.5, None, None, None, None, None, None, None, None, None, None, None,0.575, None, None, None, None,21.84, None, None, None, None, None,2016-04-24 01:00:00, None,17
None, None, None, None,11.86,272.9, None, None, None, None, None, None, None, None, None, None, None,0.677, None, None, None, None,22.9, None, None, None, None, None,2016-04-24 02:00:00, None,17
None, None, None, None,12.36,268.7, None, None, None, None, None, None, None, None, None, None, None,0.65, None, None, None, None,24.48, None, None, None, None, None,2016-04-24 03:00:00, None,17
None, None, None, None,12.16,258.1, None, None, None, None, None, None, None, None, None, None, None,0.65, None, None, None, None,27.08, None, None, None, None, None,2016-04-24 04:00:00, None,17
None, None, None, None,13.5,273.2, None, None, None, None, None, None, None, None, None, None, None,0.574, None, None, None, None,27.34, None, None, None, None, None,2016-04-24 05:00:00, None,17
None, None, None, None,11.36,282.1, None, None, None, None, None, None, None, None, None, None, None,0.424, None, None, None, None,26.22, None, None, None, None, None,2016-04-24 06:00:00, None,17
None, None, None, None,11.77,272.7, None, None, None, None, None, None, None, None, None, None, None,0.274, None, None, None, None,23.43, None, None, None, None, None,2016-04-24 07:00:00, None,17
None, None, None, None,10.47,247.9, None, None, None, None, None, None, None, None, None, None, None,-0.188, None, None, None, None,19.87, None, None, None, None, None,2016-04-24 08:00:00, None,17
None, None, None, None,8.46,256.1, None, None, None, None, None, None, None, None, None, None, None,-0.065, None, None, None, None,21.41, None, None, None, None, None,2016-04-24 09:00:00, None,17
None, None, None, None,7.09,262.1, None, None, None, None, None, None, None, None, None, None, None,0.412, None, None, None, None,24.92, None, None, None, None, None,2016-04-24 10:00:00, None,17
None, None, None, None,6.838,275.2, None, None, None, None, None, None, None, None, None, None, None,0.736, None, None, None, None,25.11, None, None, None, None, None,2016-04-24 11:00:00, None,17
None, None, None, None,7.82,278.3, None, None, None, None, None, None, None, None, None, None, None,1.925, None, None, None, None,27.08, None, None, None, None, None,2016-04-24 12:00:00, None,17
None, None, None, None,6.247,285.2, None, None, None, None, None, None, None, None, None, None, None,2.501, None, None, None, None,31.2, None, None, None, None, None,2016-04-24 13:00:00, None,17
None, None, None, None,6.472,306.5, None, None, None, None, None, None, None, None, None, None, None,1.859, None, None, None, None,30.43, None, None, None, None, None,2016-04-24 14:00:00, None,17
None, None, None, None,8.13,310.7, None, None, None, None, None, None, None, None, None, None, None,1.558, None, None, None, None,31.47, None, None, None, None, None,2016-04-24 15:00:00, None,17
None, None, None, None,9.02,298.8, None, None, None, None, None, None, None, None, None, None, None,0.935, None, None, None, None,33.95, None, None, None, None, None,2016-04-24 16:00:00, None,17
None, None, None, None,9.5,313.1, None, None, None, None, None, None, None, None, None, None, None,1.851, None, None, None, None,30.79, None, None, None, None, None,2016-04-24 17:00:00, None,17
None, None, None, None,7.78,318.3, None, None, None, None, None, None, None, None, None, None, None,3.997, None, None, None, None,29.76, None, None, None, None, None,2016-04-24 18:00:00, None,17
None, None, None, None,6.661,297.9, None, None, None, None, None, None, None, None, None, None, None,4.273, None, None, None, None,31.08, None, None, None, None, None,2016-04-24 19:00:00, None,17
None, None, None, None,6.763,312.4, None, None, None, None, None, None, None, None, None, None, None,1.437, None, None, None, None,23.78, None, None, None, None, None,2016-04-24 20:00:00, None,17
None, None, None, None,11.33,292.9, None, None, None, None, None, None, None, None, None, None, None,0.399, None, None, None, None,22.02, None, None, None, None, None,2016-04-24 21:00:00, None,17
None, None, None, None,12.85,311.9, None, None, None, None, None, None, None, None, None, None, None,0.501, None, None, None, None,13.6, None, None, None, None, None,2016-04-24 22:00:00, None,17
None, None, None, None,13.43,318.5, None, None, None, None, None, None, None, None, None, None, None,0.293, None, None, None, None,11.98, None, None, None, None, None,2016-04-24 23:00:00, None,17
None, None, None, None,12.85,331.7, None, None, None, None, None, None, None, None, None, None, None,0.235, None, None, None, None,10.19, None, None, None, None, None,2016-04-25 00:00:00, None,17
None, None, None, None,12.75,326.2, None, None, None, None, None, None, None, None, None, None, None,0.095, None, None, None, None,11.32, None, None, None, None, None,2016-04-25 01:00:00, None,17
None, None, None, None,12.74,324.6, None, None, None, None, None, None, None, None, None, None, None,0.019, None, None, None, None,12.24, None, None, None, None, None,2016-04-25 02:00:00, None,17
None, None, None, None,11.94,322.5, None, None, None, None, None, None, None, None, None, None, None,0.157, None, None, None, None,13.37, None, None, None, None, None,2016-04-25 03:00:00, None,17
None, None, None, None,10.99,319.3, None, None, None, None, None, None, None, None, None, None, None,0.207, None, None, None, None,11.68, None, None, None, None, None,2016-04-25 04:00:00, None,17
None, None, None, None,5.235,324.4, None, None, None, None, None, None, None, None, None, None, None,0.067, None, None, None, None,30.18, None, None, None, None, None,2016-04-25 05:00:00, None,17
None, None, None, None,1.958,214.3, None, None, None, None, None, None, None, None, None, None, None,-0.178, None, None, None, None,56.32, None, None, None, None, None,2016-04-25 06:00:00, None,17
None, None, None, None,5.242,90.6, None, None, None, None, None, None, None, None, None, None, None,0.302, None, None, None, None,36.5, None, None, None, None, None,2016-04-25 07:00:00, None,17
None, None, None, None,4.575,92.4, None, None, None, None, None, None, None, None, None, None, None,1.016, None, None, None, None,32.17, None, None, None, None, None,2016-04-25 08:00:00, None,17
None, None, None, None,7.86,141.7, None, None, None, None, None, None, None, None, None, None, None,1.829, None, None, None, None,23.7, None, None, None, None, None,2016-04-25 09:00:00, None,17
None, None, None, None,4.367,167.0, None, None, None, None, None, None, None, None, None, None, None,3.163, None, None, None, None,23.01, None, None, None, None, None,2016-04-25 10:00:00, None,17
None, None, None, None,5.805,180.6, None, None, None, None, None, None, None, None, None, None, None,5.777, None, None, None, None,26.41, None, None, None, None, None,2016-04-25 11:00:00, None,17
