wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
158.0, 96.0, 7.2, 1.4, 3.9, 3.2, 4.5, 3.9, 128.0, 1.8, 5.8, 96.0,2021-10-15 01:00:00,42
225.0, None, None, 0.0, None, 0.5, None, 3.6, None, None, None, 98.0,2021-10-15 02:00:00,42
155.0, 96.0, 3.2, 0.2, 3.3, 0.3, 3.9, 3.4, 158.0, 1.4, None, 98.0,2021-10-15 03:00:00,42
97.0, 98.0, 0.5, 0.2, 3.3, 0.1, 3.6, 3.5, 225.0, 0.0, None, 98.0,2021-10-15 04:00:00,42
256.0, 98.0, 0.3, 0.0, 3.1, 0.0, 3.4, 3.6, 155.0, 0.2, None, 99.0,2021-10-15 05:00:00,42
173.0, 98.0, 0.1, 0.4, 3.2, 0.0, 3.5, 3.6, 97.0, 0.2, None, 99.0,2021-10-15 06:00:00,42
179.0, 99.0, 0.0, 0.0, 3.5, 0.3, 3.6, 3.6, 256.0, 0.0, None, 99.0,2021-10-15 07:00:00,42
123.0, None, None, 0.0, None, 3.1, None, 4.1, None, None, None, 98.0,2021-10-15 08:00:00,42
285.0, 99.0, 0.3, 0.0, 3.5, 0.2, 3.6, 5.1, 179.0, 0.0, None, 94.0,2021-10-15 09:00:00,42
202.0, 98.0, 3.1, 0.2, 3.8, 2.0, 4.1, 5.9, 123.0, 0.0, None, 87.0,2021-10-15 10:00:00,42
227.0, None, None, 0.0, None, 4.1, None, 6.7, None, None, None, 86.0,2021-10-15 11:00:00,42
174.0, 87.0, 2.0, 0.0, 3.9, 2.7, 5.9, 7.2, 202.0, 0.2, None, 82.0,2021-10-15 12:00:00,42
123.0, None, None, 0.0, None, 0.6, None, 7.5, None, None, None, 78.0,2021-10-15 13:00:00,42
155.0, None, None, 0.0, None, 2.1, None, 7.6, None, None, None, 80.0,2021-10-15 14:00:00,42
182.0, None, None, 0.0, None, 0.0, None, 7.2, None, None, None, 90.0,2021-10-15 15:00:00,42
327.0, None, None, 0.0, None, 0.0, None, 5.9, None, None, None, 96.0,2021-10-15 16:00:00,42
105.0, None, None, 0.0, None, 0.0, None, 3.1, None, None, None, 97.0,2021-10-15 17:00:00,42
29.0, 96.0, 0.0, 0.0, 5.3, 0.0, 5.9, 1.6, 327.0, 0.0, None, 98.0,2021-10-15 18:00:00,42
12.0, 97.0, 0.0, 0.0, 2.7, 0.0, 3.1, 0.8, 105.0, 0.0, None, 98.0,2021-10-15 19:00:00,42
13.0, 98.0, 0.0, 0.0, 1.3, 0.0, 1.6, 0.3, 29.0, 0.0, None, 99.0,2021-10-15 20:00:00,42
123.0, 98.0, 0.0, 0.0, 0.5, 0.0, 0.8, 0.3, 12.0, 0.0, None, 99.0,2021-10-15 21:00:00,42
33.0, 99.0, 0.0, 0.0, 0.2, 0.0, 0.3, 0.4, 13.0, 0.0, None, 99.0,2021-10-15 22:00:00,42
68.0, 99.0, 0.0, 0.0, 0.2, 0.0, 0.3, 0.5, 123.0, 0.0, None, 99.0,2021-10-15 23:00:00,42
21.0, 99.0, 0.0, 0.0, 0.3, 0.0, 0.4, 0.4, 33.0, 0.0, None, 99.0,2021-10-16 00:00:00,42
162.0, 99.0, 0.0, 0.0, 0.4, 0.0, 0.5, 0.3, 68.0, 0.0, None, 99.0,2021-10-16 01:00:00,42
139.0, 99.0, 0.0, 0.0, 0.3, 0.0, 0.4, 0.3, 21.0, 0.0, 2.4, 99.0,2021-10-16 02:00:00,42
330.0, 99.0, 0.0, 0.0, 0.2, 0.0, 0.3, 0.5, 162.0, 0.0, 1.0, 99.0,2021-10-16 03:00:00,42
300.0, 99.0, 0.0, 0.0, 0.2, 0.0, 0.3, 0.5, 139.0, 0.0, 1.0, 99.0,2021-10-16 04:00:00,42
33.0, 99.0, 0.0, 0.0, 0.4, 0.2, 0.5, 1.3, 330.0, 0.0, 0.8, 99.0,2021-10-16 05:00:00,42
30.0, 99.0, 0.0, 0.0, 0.4, 0.5, 0.5, 1.6, 300.0, 0.0, 0.6, 100.0,2021-10-16 06:00:00,42
60.0, 99.0, 0.2, 0.0, 1.2, 0.0, 1.3, 1.7, 33.0, 0.0, 0.6, 100.0,2021-10-16 07:00:00,42
327.0, 100.0, 0.5, 0.0, 1.6, 0.1, 1.6, 2.2, 30.0, 0.0, 0.2, 100.0,2021-10-16 08:00:00,42
335.0, 100.0, 0.0, 0.0, 1.7, 1.7, 1.7, 3.3, 60.0, 0.0, 0.2, 100.0,2021-10-16 09:00:00,42
304.0, 100.0, 0.1, 0.0, 2.2, 5.2, 2.2, 5.0, 327.0, 0.0, 0.2, 85.0,2021-10-16 10:00:00,42
0.0, 100.0, 1.7, 0.0, 3.3, 4.7, 3.3, 6.1, 335.0, 0.0, 0.2, 77.0,2021-10-16 11:00:00,42
9.0, 85.0, 5.2, 0.0, 2.7, 4.3, 5.0, 7.1, 304.0, 0.0, 0.0, 71.0,2021-10-16 12:00:00,42
290.0, None, None, 0.0, None, 1.3, None, 8.0, None, None, None, 63.0,2021-10-16 13:00:00,42
318.0, 71.0, 4.3, 0.0, 2.2, 4.3, 7.1, 7.7, 9.0, 0.0, 0.0, 67.0,2021-10-16 14:00:00,42
349.0, 63.0, 1.3, 0.0, 1.4, 3.4, 8.0, 5.9, 290.0, 0.0, 0.0, 81.0,2021-10-16 15:00:00,42
2.0, 67.0, 4.3, 0.0, 2.0, 4.7, 7.7, 5.0, 318.0, 0.0, 0.0, 85.0,2021-10-16 16:00:00,42
350.0, None, None, 0.0, None, 3.7, None, 4.1, None, None, None, 91.0,2021-10-16 17:00:00,42
4.0, 85.0, 4.7, 0.4, 2.7, 4.0, 5.0, 3.5, 2.0, 0.0, None, 95.0,2021-10-16 18:00:00,42
355.0, None, None, 0.8, None, 3.3, None, 3.0, None, None, None, 97.0,2021-10-16 19:00:00,42
331.0, 95.0, 4.0, 0.6, 2.8, 1.0, 3.5, 2.7, 4.0, 0.4, 0.4, 97.0,2021-10-16 20:00:00,42
321.0, 97.0, 3.3, 0.0, 2.6, 0.0, 3.0, 1.9, 355.0, 0.8, 1.2, 98.0,2021-10-16 21:00:00,42
352.0, 97.0, 1.0, 0.0, 2.3, 0.0, 2.7, 2.1, 331.0, 0.6, 1.8, 99.0,2021-10-16 22:00:00,42
305.0, 98.0, 0.0, 0.0, 1.6, 0.1, 1.9, 1.8, 321.0, 0.0, 1.8, 99.0,2021-10-16 23:00:00,42
13.0, 99.0, 0.0, 0.0, 2.0, 0.0, 2.1, 1.4, 352.0, 0.0, 1.8, 99.0,2021-10-17 00:00:00,42
175.0, 99.0, 0.1, 0.0, 1.7, 0.0, 1.8, 1.6, 305.0, 0.0, 1.8, 99.0,2021-10-17 01:00:00,42
