wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
12.6,4.3, 167.0,61.0,2021-10-15 00:00:00,42
12.6,4.4, 181.0,64.0,2021-10-15 01:00:00,42
21.2,4.6, 173.0,65.0,2021-10-15 02:00:00,42
12.6,4.9, 161.0,64.0,2021-10-15 03:00:00,42
17.6,5.0, 149.0,66.0,2021-10-15 04:00:00,42
12.6,5.2, 160.0,66.0,2021-10-15 05:00:00,42
14.4,5.5, 180.0,67.0,2021-10-15 06:00:00,42
18.4,5.7, 167.0,67.0,2021-10-15 07:00:00,42
11.9,6.0, 175.0,68.0,2021-10-15 08:00:00,42
17.6,7.0, 178.0,62.0,2021-10-15 10:00:00,42
13.3,7.2, 178.0,62.0,2021-10-15 11:00:00,42
11.9,8.0, 183.0,58.0,2021-10-15 12:00:00,42
13.0,8.4, 156.0,57.0,2021-10-15 13:00:00,42
22.3,8.1, 171.0,59.0,2021-10-15 14:00:00,42
16.6,7.6, 180.0,63.0,2021-10-15 15:00:00,42
25.9,7.1, 155.0,64.0,2021-10-15 16:00:00,42
19.4,7.0, 163.0,64.0,2021-10-15 17:00:00,42
20.9,6.9, 156.0,64.0,2021-10-15 18:00:00,42
15.1,6.9, 171.0,63.0,2021-10-15 19:00:00,42
19.4,6.9, 163.0,63.0,2021-10-15 20:00:00,42
18.4,6.8, 177.0,66.0,2021-10-15 21:00:00,42
6.1,6.8, 182.0,65.0,2021-10-15 22:00:00,42
15.1,6.7, 167.0,67.0,2021-10-15 23:00:00,42
15.1,6.8, 158.0,66.0,2021-10-16 00:00:00,42
15.8,7.2, 148.0,63.0,2021-10-16 01:00:00,42
16.2,7.3, 169.0,62.0,2021-10-16 02:00:00,42
9.0,6.5, 172.0,71.0,2021-10-16 03:00:00,42
13.3,6.4, 141.0,71.0,2021-10-16 04:00:00,42
16.6,6.8, 141.0,69.0,2021-10-16 05:00:00,42
11.9,7.2, 164.0,66.0,2021-10-16 06:00:00,42
14.0,7.8, 166.0,62.0,2021-10-16 07:00:00,42
14.8,8.7, 174.0,57.0,2021-10-16 08:00:00,42
21.6,9.8, 164.0,52.0,2021-10-16 09:00:00,42
26.3,12.2, 155.0,43.0,2021-10-16 10:00:00,42
21.6,13.4, 161.0,39.0,2021-10-16 11:00:00,42
19.8,13.6, 166.0,39.0,2021-10-16 12:00:00,42
17.6,14.1, 158.0,38.0,2021-10-16 13:00:00,42
13.7,14.2, 173.0,37.0,2021-10-16 14:00:00,42
13.3,12.9, 153.0,40.0,2021-10-16 15:00:00,42
5.0,9.8, 161.0,49.0,2021-10-16 16:00:00,42
4.3,6.9, 294.0,59.0,2021-10-16 17:00:00,42
2.5,6.7, 287.0,58.0,2021-10-16 18:00:00,42
2.2,4.9, 252.0,64.0,2021-10-16 19:00:00,42
4.3,3.0, 177.0,74.0,2021-10-16 20:00:00,42
4.3,2.7, 147.0,73.0,2021-10-16 21:00:00,42
3.2,1.2, 249.0,79.0,2021-10-16 22:00:00,42
3.2,0.7, 192.0,85.0,2021-10-16 23:00:00,42
9.0,2.2, 132.0,73.0,2021-10-17 00:00:00,42
4.0,0.2, 133.0,86.0,2021-10-17 01:00:00,42
6.5,-1.2, 12.0,90.0,2021-10-17 02:00:00,42
9.7,-1.6, 13.0,88.0,2021-10-17 03:00:00,42
10.1,-2.3, 358.0,91.0,2021-10-17 04:00:00,42
9.0,-2.7, 356.0,94.0,2021-10-17 05:00:00,42
9.7,-2.1, 355.0,92.0,2021-10-17 06:00:00,42
10.4,0.3, 1.0,83.0,2021-10-17 07:00:00,42
0.7,4.9, 20.0,63.0,2021-10-17 08:00:00,42
4.0,9.2, 240.0,50.0,2021-10-17 09:00:00,42
4.0,13.4, 191.0,38.0,2021-10-17 10:00:00,42
17.6,16.1, 180.0,29.0,2021-10-17 11:00:00,42
20.5,17.7, 174.0,24.0,2021-10-17 12:00:00,42
20.2,17.8, 181.0,24.0,2021-10-17 13:00:00,42
18.4,17.7, 176.0,24.0,2021-10-17 14:00:00,42
5.0,15.3, 187.0,29.0,2021-10-17 15:00:00,42
3.2,11.2, 235.0,41.0,2021-10-17 16:00:00,42
8.3,7.3, 358.0,55.0,2021-10-17 17:00:00,42
1.1,5.7, 289.0,59.0,2021-10-17 18:00:00,42
4.7,3.4, 254.0,70.0,2021-10-17 19:00:00,42
4.3,3.5, 345.0,66.0,2021-10-17 20:00:00,42
3.6,2.5, 65.0,70.0,2021-10-17 21:00:00,42
1.8,2.9, 58.0,68.0,2021-10-17 22:00:00,42
14.0,0.3, 13.0,76.0,2021-10-17 23:00:00,42
13.3,-0.6, 348.0,79.0,2021-10-18 00:00:00,42
11.9,-1.3, 7.0,82.0,2021-10-18 01:00:00,42
10.1,-1.8, 2.0,83.0,2021-10-18 02:00:00,42
10.8,-2.2, 10.0,84.0,2021-10-18 03:00:00,42
10.4,-2.5, 3.0,85.0,2021-10-18 04:00:00,42
7.6,-3.0, 359.0,87.0,2021-10-18 05:00:00,42
5.0,-2.9, 28.0,90.0,2021-10-18 06:00:00,42
8.3,-0.4, 14.0,79.0,2021-10-18 07:00:00,42
10.4,4.1, 7.0,64.0,2021-10-18 08:00:00,42
13.0,8.6, 5.0,48.0,2021-10-18 09:00:00,42
14.4,13.1, 112.0,38.0,2021-10-18 10:00:00,42
11.9,14.3, 132.0,35.0,2021-10-18 11:00:00,42
25.6,13.8, 122.0,37.0,2021-10-18 12:00:00,42
29.9,13.0, 118.0,41.0,2021-10-18 13:00:00,42
29.9,12.1, 124.0,43.0,2021-10-18 14:00:00,42
32.0,10.0, 125.0,49.0,2021-10-18 15:00:00,42
25.2,8.3, 111.0,55.0,2021-10-18 16:00:00,42
22.7,7.2, 100.0,59.0,2021-10-18 17:00:00,42
22.0,6.9, 110.0,59.0,2021-10-18 18:00:00,42
17.6,6.5, 133.0,60.0,2021-10-18 19:00:00,42
17.6,6.1, 133.0,62.0,2021-10-18 20:00:00,42
7.6,5.4, 110.0,64.0,2021-10-18 21:00:00,42
6.5,3.4, 352.0,71.0,2021-10-18 22:00:00,42
12.6,3.4, 20.0,71.0,2021-10-18 23:00:00,42
16.2,1.5, 5.0,76.0,2021-10-19 00:00:00,42
14.4,1.3, 10.0,76.0,2021-10-19 01:00:00,42
11.5,1.4, 9.0,75.0,2021-10-19 02:00:00,42
3.2,1.2, 16.0,77.0,2021-10-19 03:00:00,42
6.5,0.7, 2.0,80.0,2021-10-19 04:00:00,42
13.0,1.1, 9.0,78.0,2021-10-19 05:00:00,42
10.4,1.5, 7.0,77.0,2021-10-19 06:00:00,42
10.1,2.7, 4.0,73.0,2021-10-19 07:00:00,42
7.2,5.0, 2.0,66.0,2021-10-19 08:00:00,42
7.9,7.1, 329.0,57.0,2021-10-19 09:00:00,42
4.0,8.9, 339.0,52.0,2021-10-19 10:00:00,42
6.5,10.7, 354.0,46.0,2021-10-19 11:00:00,42
3.6,12.0, 359.0,42.0,2021-10-19 12:00:00,42
2.9,13.4, 308.0,39.0,2021-10-19 13:00:00,42
8.3,13.5, 134.0,38.0,2021-10-19 14:00:00,42
13.7,10.4, 39.0,49.0,2021-10-19 15:00:00,42
10.1,7.2, 352.0,61.0,2021-10-19 16:00:00,42
14.8,6.6, 5.0,62.0,2021-10-19 17:00:00,42
9.4,4.4, 46.0,70.0,2021-10-19 18:00:00,42
11.9,2.1, 0.0,78.0,2021-10-19 19:00:00,42
11.9,0.8, 0.0,82.0,2021-10-19 20:00:00,42
13.7,-0.4, 3.0,86.0,2021-10-19 21:00:00,42
13.7,-1.1, 359.0,90.0,2021-10-19 22:00:00,42
