TempC,SolarRadiationWm,RH,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-7.673,0.6,77.2,1.56,848.65, 0.0,4.68,2022-03-05 00:00:00,153.0,-10.978,10
-7.706,0.6,77.0,1.95,848.75, 0.0,6.04,2022-03-05 01:00:00,127.8,-11.042,10
-8.066,0.6,76.5,2.53,848.65, 0.0,7.41,2022-03-05 02:00:00,133.4,-11.474,10
-7.836,0.6,76.4,3.12,848.65, 0.0,8.38,2022-03-05 03:00:00,110.9,-11.266,10
-7.804,0.6,74.7,3.51,848.55, 0.0,8.97,2022-03-05 04:00:00,119.3,-11.516,10
-7.804,0.6,74.8,3.12,848.85, 0.0,8.19,2022-03-05 05:00:00,119.3,-11.499,10
-7.543,9.4,73.2,2.73,848.85, 0.0,7.02,2022-03-05 06:00:00,112.3,-11.516,10
-6.802,100.6,71.2,2.73,849.25, 0.0,7.21,2022-03-05 07:00:00,122.1,-11.146,10
-5.979,223.1,68.8,2.92,849.45, 0.0,7.02,2022-03-05 08:00:00,129.2,-10.783,10
-5.388,326.9,66.0,2.73,849.95, 0.0,7.21,2022-03-05 09:00:00,141.8,-10.738,10
-4.348,405.6,62.6,2.34,850.35, 0.0,6.63,2022-03-05 10:00:00,101.1,-10.411,10
-2.918,444.4,59.5,1.56,850.85, 0.0,7.21,2022-03-05 11:00:00,108.1,-9.698,10
-2.363,440.6,56.7,1.75,851.15, 0.0,5.26,2022-03-05 12:00:00,151.6,-9.785,10
-2.537,396.9,53.8,2.14,851.35, 0.0,6.43,2022-03-05 13:00:00,235.9,-10.61,10
-2.918,315.6,53.5,1.95,851.45, 0.0,5.46,2022-03-05 14:00:00,275.2,-11.036,10
-2.537,206.9,51.8,1.75,851.45, 0.0,5.46,2022-03-05 15:00:00,268.1,-11.085,10
-2.683,18.1,52.7,1.75,851.65, 0.0,4.68,2022-03-05 16:00:00,262.5,-11.005,10
-3.777,0.6,55.0,2.34,851.65, 0.0,5.26,2022-03-05 17:00:00,268.1,-11.494,10
-3.39,0.6,56.8,2.73,851.75, 0.0,5.26,2022-03-05 18:00:00,280.8,-10.728,10
-3.301,0.6,55.2,1.75,851.65, 0.0,3.9,2022-03-05 19:00:00,216.2,-11.003,10
-2.859,0.6,56.4,3.51,851.55, 0.0,6.24,2022-03-05 20:00:00,189.5,-10.318,10
-2.625,0.6,60.3,2.53,851.35, 0.0,5.26,2022-03-05 21:00:00,176.9,-9.251,10
-2.596,0.6,63.5,2.73,851.05, 0.0,5.65,2022-03-05 22:00:00,172.7,-8.564,10
