CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 10.33, 49.31, None,2016-05-13 00:00:00, None, None,16.6, 10.9,48.08, None, None, None, None, None, None,20
None, 9.81, 53.69, None,2016-05-13 01:00:00, None, None,17.32, 10.82,46.58, None, None, None, None, None, None,20
None, 9.46, 55.37, None,2016-05-13 02:00:00, None, None,16.3, 12.02,43.1, None, None, None, None, None, None,20
None, 8.78, 59.29, None,2016-05-13 03:00:00, None, None,16.25, 11.7,37.47, None, None, None, None, None, None,20
None, 8.3, 62.5, None,2016-05-13 04:00:00, None, None,16.63, 12.46,37.95, None, None, None, None, None, None,20
None, 7.559, 65.98, None,2016-05-13 05:00:00, None, None,15.92, 13.71,31.82, None, None, None, None, None, None,20
None, 7.013, 68.77, None,2016-05-13 06:00:00, None, None,16.14, 14.75,31.01, None, None, None, None, None, None,20
None, 7.013, 69.82, None,2016-05-13 07:00:00, None, None,17.75, 14.01,30.86, None, None, None, None, None, None,20
None, 8.88, 63.15, None,2016-05-13 08:00:00, None, None,16.62, 15.75,29.48, None, None, None, None, None, None,20
None, 9.5, 63.34, None,2016-05-13 09:00:00, None, None,16.51, 15.58,32.0, None, None, None, None, None, None,20
None, 11.18, 55.52, None,2016-05-13 10:00:00, None, None,17.46, 16.04,35.88, None, None, None, None, None, None,20
None, 13.11, 50.11, None,2016-05-13 11:00:00, None, None,18.42, 14.17,34.72, None, None, None, None, None, None,20
None, 16.69, 41.1, None,2016-05-13 12:00:00, None, None,19.03, 10.15,22.45, None, None, None, None, None, None,20
