pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 5.554,74.7, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-13 00:00:00, None, None, None,20
None, None, 5.076,74.8, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-13 01:00:00, None, None, None,20
None, None, 4.55,75.0, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-13 02:00:00, None, None, None,20
None, None, 4.365,75.8, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-13 03:00:00, None, None, None,20
None, None, 4.657,78.2, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-13 04:00:00, None, None, None,20
None, None, 4.611,78.8, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-13 05:00:00, None, None, None,20
None, None, 5.281,81.8, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-13 06:00:00, None, None, None,20
None, None, 6.513,72.4, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-13 07:00:00, None, None, None,20
None, None, 6.99,76.8, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None,2016-05-13 08:00:00, None, None, None,20
None, None, 7.74,69.32, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-13 09:00:00, None, None, None,20
None, None, 9.93,61.09, None, None, None, None, None, None, None, None, None, None, 3.0, None, None, None, None,2016-05-13 10:00:00, None, None, None,20
None, None, 10.95,52.78, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-13 11:00:00, None, None, None,20
None, None, 12.22,48.83, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-13 12:00:00, None, None, None,20
None, None, 12.47,46.74, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-13 13:00:00, None, None, None,20
None, None, 15.51,37.65, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-13 14:00:00, None, None, None,20
None, None, 15.12,32.29, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-13 15:00:00, None, None, None,20
None, None, 15.83,30.55, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-13 16:00:00, None, None, None,20
None, None, 16.42,27.82, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-13 17:00:00, None, None, None,20
None, None, 16.15,32.23, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-13 18:00:00, None, None, None,20
None, None, 15.78,28.1, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None,2016-05-13 19:00:00, None, None, None,20
None, None, 15.31,29.63, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-13 20:00:00, None, None, None,20
None, None, 14.75,31.58, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-13 21:00:00, None, None, None,20
None, None, 14.09,33.32, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-13 22:00:00, None, None, None,20
None, None, 12.81,39.19, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-13 23:00:00, None, None, None,20
None, None, 10.24,47.95, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 00:00:00, None, None, None,20
None, None, 9.98,50.03, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 01:00:00, None, None, None,20
None, None, 8.85,52.11, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 02:00:00, None, None, None,20
None, None, 9.37,52.11, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 03:00:00, None, None, None,20
None, None, 9.39,47.91, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-14 04:00:00, None, None, None,20
None, None, 8.43,50.18, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-14 05:00:00, None, None, None,20
None, None, 8.35,50.26, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-14 06:00:00, None, None, None,20
None, None, 9.5,48.92, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-14 07:00:00, None, None, None,20
None, None, 13.39,40.02, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 08:00:00, None, None, None,20
None, None, 15.08,34.53, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 09:00:00, None, None, None,20
None, None, 16.39,33.78, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 10:00:00, None, None, None,20
None, None, 19.46,29.9, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,2016-05-14 11:00:00, None, None, None,20
None, None, 21.04,27.35, None, None, None, None, None, None, None, None, None, None, 2.0, None, None, None, None,2016-05-14 12:00:00, None, None, None,20
None, None, 22.69,22.8, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 13:00:00, None, None, None,20
None, None, 22.57,21.78, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 14:00:00, None, None, None,20
None, None, 22.87,22.24, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 15:00:00, None, None, None,20
None, None, 20.37,24.71, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 16:00:00, None, None, None,20
None, None, 20.67,23.19, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-14 17:00:00, None, None, None,20
None, None, 20.83,22.27, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-14 18:00:00, None, None, None,20
None, None, 20.61,24.94, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 19:00:00, None, None, None,20
None, None, 18.66,27.74, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 20:00:00, None, None, None,20
None, None, 17.11,30.61, None, None, None, None, None, None, None, None, None, None, 0.0, None, None, None, None,2016-05-14 21:00:00, None, None, None,20
None, None, 16.8,30.29, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-14 22:00:00, None, None, None,20
None, None, 15.57,31.83, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-14 23:00:00, None, None, None,20
None, None, 14.16,35.64, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-15 00:00:00, None, None, None,20
None, None, 12.08,39.79, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-15 01:00:00, None, None, None,20
None, None, 11.9,37.12, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-15 02:00:00, None, None, None,20
None, None, 10.83,37.53, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None,2016-05-15 03:00:00, None, None, None,20
None, None, 9.82,39.67, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None,2016-05-15 04:00:00, None, None, None,20
None, None, 9.03,42.28, None, None, None, None, None, None, None, None, None, None, -3.0, None, None, None, None,2016-05-15 05:00:00, None, None, None,20
None, None, 8.13,47.37, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-15 06:00:00, None, None, None,20
None, None, 9.28,44.1, None, None, None, None, None, None, None, None, None, None, -2.0, None, None, None, None,2016-05-15 07:00:00, None, None, None,20
None, None, 11.52,40.49, None, None, None, None, None, None, None, None, None, None, -1.0, None, None, None, None,2016-05-15 08:00:00, None, None, None,20
None, None, 12.88,55.77, None, None, None, None, None, None, None, None, None, None, 4.0, None, None, None, None,2016-05-15 09:00:00, None, None, None,20
None, None, 13.86,59.76, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None,2016-05-15 10:00:00, None, None, None,20
None, None, 15.0,58.62, None, None, None, None, None, None, None, None, None, None, 7.0, None, None, None, None,2016-05-15 11:00:00, None, None, None,20
None, None, 17.2,46.85, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None,2016-05-15 12:00:00, None, None, None,20
None, None, 18.86,42.82, None, None, None, None, None, None, None, None, None, None, 6.0, None, None, None, None,2016-05-15 13:00:00, None, None, None,20
None, None, 19.25,37.99, None, None, None, None, None, None, None, None, None, None, 5.0, None, None, None, None,2016-05-15 14:00:00, None, None, None,20
None, None, 18.54,39.98, None, None, None, None, None, None, None, None, None, None, 5.0, None, None, None, None,2016-05-15 15:00:00, None, None, None,20
