pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None,9.9, 47.85, None, None, None, None,44.31, None,1.631,194.0, None, None, None, None, None, -1.0, None, None, None, None, None, None,2016-09-16 00:00:00, None, None, None,38
None, None,10.16, 46.99, None, None, None, None,33.74, None,3.798,129.3, None, None, None, None, None, -1.0, None, None, None, None, None, None,2016-09-16 01:00:00, None, None, None,38
None, None,9.75, 48.36, None, None, None, None,33.13, None,5.147,141.8, None, None, None, None, None, -1.0, None, None, None, None, None, None,2016-09-16 02:00:00, None, None, None,38
None, None,9.86, 51.49, None, None, None, None,35.46, None,4.293,154.9, None, None, None, None, None, 0.0, None, None, None, None, None, None,2016-09-16 03:00:00, None, None, None,38
None, None,8.39, 72.1, None, None, None, None,28.21, None,5.594,121.6, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-09-16 04:00:00, None, None, None,38
None, None,9.04, 68.19, None, None, None, None,34.43, None,4.891,131.9, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-09-16 05:00:00, None, None, None,38
None, None,8.97, 69.3, None, None, None, None,38.03, None,5.65,109.2, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-09-16 06:00:00, None, None, None,38
None, None,8.76, 69.05, None, None, None, None,31.86, None,5.126,120.3, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-09-16 07:00:00, None, None, None,38
None, None,9.11, 62.3, None, None, None, None,29.83, None,6.146,135.2, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-09-16 08:00:00, None, None, None,38
None, None,11.63, 56.86, None, None, None, None,30.06, None,7.64,114.5, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-09-16 09:00:00, None, None, None,38
