RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 5.461, 325.9, None, None, None, None, None, None, None, None, 105.7, None, None,0.471, None, None, None, 39.23, None, None, None, None, None,2019-05-21 01:00:00, None,21
None, None, None, None, 4.932, 320.3, None, None, None, None, None, None, None, None, 106.0, None, None,0.427, None, None, None, 41.91, None, None, None, None, None,2019-05-21 02:00:00, None,21
None, None, None, None, 3.837, 346.3, None, None, None, None, None, None, None, None, 105.9, None, None,0.318, None, None, None, 45.81, None, None, None, None, None,2019-05-21 03:00:00, None,21
None, None, None, None, 3.785, 327.8, None, None, None, None, None, None, None, None, 105.9, None, None,0.362, None, None, None, 42.73, None, None, None, None, None,2019-05-21 04:00:00, None,21
None, None, None, None, 4.859, 327.1, None, None, None, None, None, None, None, None, 105.9, None, None,0.492, None, None, None, 38.02, None, None, None, None, None,2019-05-21 05:00:00, None,21
None, None, None, None, 4.202, 333.4, None, None, None, None, None, None, None, None, 106.1, None, None,0.628, None, None, None, 44.89, None, None, None, None, None,2019-05-21 06:00:00, None,21
None, None, None, None, 4.985, 329.2, None, None, None, None, None, None, None, None, 106.1, None, None,0.89, None, None, None, 37.91, None, None, None, None, None,2019-05-21 07:00:00, None,21
None, None, None, None, 5.675, 326.8, None, None, None, None, None, None, None, None, 106.1, None, None,1.537, None, None, None, 46.92, None, None, None, None, None,2019-05-21 09:00:00, None,21
None, None, None, None, 5.126, 328.9, None, None, None, None, None, None, None, None, 105.6, None, None,2.596, None, None, None, 46.4, None, None, None, None, None,2019-05-21 11:00:00, None,21
None, None, None, None, 5.075, 327.1, None, None, None, None, None, None, None, None, 104.7, None, None,3.667, None, None, None, 52.08, None, None, None, None, None,2019-05-21 12:00:00, None,21
None, None, None, None, 4.901, 333.1, None, None, None, None, None, None, None, None, 104.9, None, None,4.256, None, None, None, 48.62, None, None, None, None, None,2019-05-21 13:00:00, None,21
None, None, None, None, 5.717, 325.1, None, None, None, None, None, None, None, None, 104.7, None, None,5.0, None, None, None, 42.02, None, None, None, None, None,2019-05-21 14:00:00, None,21
None, None, None, None, 6.126, 324.5, None, None, None, None, None, None, None, None, 103.8, None, None,5.268, None, None, None, 47.38, None, None, None, None, None,2019-05-21 15:00:00, None,21
None, None, None, None, 4.001, 335.4, None, None, None, None, None, None, None, None, 104.5, None, None,6.566, None, None, None, 42.53, None, None, None, None, None,2019-05-21 16:00:00, None,21
None, None, None, None, 5.058, 335.8, None, None, None, None, None, None, None, None, 105.2, None, None,6.592, None, None, None, 54.31, None, None, None, None, None,2019-05-21 17:00:00, None,21
None, None, None, None, 4.87, 355.4, None, None, None, None, None, None, None, None, 103.7, None, None,7.877, None, None, None, 46.08, None, None, None, None, None,2019-05-21 18:00:00, None,21
None, None, None, None, 5.409, 347.4, None, None, None, None, None, None, None, None, 105.0, None, None,6.008, None, None, None, 51.16, None, None, None, None, None,2019-05-21 19:00:00, None,21
None, None, None, None, 4.664, 329.2, None, None, None, None, None, None, None, None, 102.9, None, None,5.824, None, None, None, 51.14, None, None, None, None, None,2019-05-21 20:00:00, None,21
None, None, None, None, 4.674, 317.4, None, None, None, None, None, None, None, None, 101.6, None, None,5.303, None, None, None, 50.25, None, None, None, None, None,2019-05-21 21:00:00, None,21
None, None, None, None, 5.141, 308.1, None, None, None, None, None, None, None, None, 102.2, None, None,4.738, None, None, None, 57.61, None, None, None, None, None,2019-05-21 22:00:00, None,21
None, None, None, None, 5.022, 334.9, None, None, None, None, None, None, None, None, 102.7, None, None,4.325, None, None, None, 60.52, None, None, None, None, None,2019-05-21 23:00:00, None,21
None, None, None, None, 6.91, 334.6, None, None, None, None, None, None, None, None, 102.7, None, None,5.21, None, None, None, 50.78, None, None, None, None, None,2019-05-22 10:00:00, None,21
None, None, None, None, 4.389, 335.1, None, None, None, None, None, None, None, None, 101.8, None, None,6.465, None, None, None, 53.29, None, None, None, None, None,2019-05-22 11:00:00, None,21
None, None, None, None, 4.109, 338.3, None, None, None, None, None, None, None, None, 101.8, None, None,8.15, None, None, None, 71.86, None, None, None, None, None,2019-05-22 12:00:00, None,21
None, None, None, None, 5.156, 337.6, None, None, None, None, None, None, None, None, 100.7, None, None,8.52, None, None, None, 61.76, None, None, None, None, None,2019-05-22 13:00:00, None,21
None, None, None, None, 5.691, 338.5, None, None, None, None, None, None, None, None, 100.2, None, None,8.36, None, None, None, 49.61, None, None, None, None, None,2019-05-22 14:00:00, None,21
None, None, None, None, 4.821, 335.5, None, None, None, None, None, None, None, None, 98.0, None, None,9.31, None, None, None, 44.02, None, None, None, None, None,2019-05-22 15:00:00, None,21
None, None, None, None, 4.656, 334.4, None, None, None, None, None, None, None, None, 97.6, None, None,11.01, None, None, None, 52.91, None, None, None, None, None,2019-05-22 17:00:00, None,21
None, None, None, None, 3.694, 329.1, None, None, None, None, None, None, None, None, 97.1, None, None,10.3, None, None, None, 51.29, None, None, None, None, None,2019-05-22 18:00:00, None,21
None, None, None, None, 3.841, 349.0, None, None, None, None, None, None, None, None, 96.6, None, None,8.49, None, None, None, 53.92, None, None, None, None, None,2019-05-22 19:00:00, None,21
None, None, None, None, 2.474, 314.9, None, None, None, None, None, None, None, None, 97.3, None, None,9.03, None, None, None, 55.08, None, None, None, None, None,2019-05-22 20:00:00, None,21
None, None, None, None, 0.747, 66.22, None, None, None, None, None, None, None, None, 97.1, None, None,4.394, None, None, None, 36.74, None, None, None, None, None,2019-05-22 22:00:00, None,21
None, None, None, None, 0.44, 82.2, None, None, None, None, None, None, None, None, 97.3, None, None,3.607, None, None, None, 40.93, None, None, None, None, None,2019-05-22 23:00:00, None,21
None, None, None, None, 0.632, 77.98, None, None, None, None, None, None, None, None, 96.9, None, None,3.083, None, None, None, 38.63, None, None, None, None, None,2019-05-23 00:00:00, None,21
None, None, None, None, 0.196, 81.1, None, None, None, None, None, None, None, None, 97.2, None, None,2.358, None, None, None, 25.0, None, None, None, None, None,2019-05-23 01:00:00, None,21
None, None, None, None, 0.062, 74.54, None, None, None, None, None, None, None, None, 97.2, None, None,2.156, None, None, None, 26.22, None, None, None, None, None,2019-05-23 02:00:00, None,21
None, None, None, None, 0.048, 69.79, None, None, None, None, None, None, None, None, 97.1, None, None,1.586, None, None, None, 23.56, None, None, None, None, None,2019-05-23 03:00:00, None,21
None, None, None, None, 0.108, 63.56, None, None, None, None, None, None, None, None, 97.3, None, None,1.802, None, None, None, 20.02, None, None, None, None, None,2019-05-23 04:00:00, None,21
None, None, None, None, 0.123, 45.8, None, None, None, None, None, None, None, None, 97.2, None, None,0.531, None, None, None, 22.4, None, None, None, None, None,2019-05-23 05:00:00, None,21
None, None, None, None, 0.043, 57.39, None, None, None, None, None, None, None, None, 97.1, None, None,0.898, None, None, None, 62.4, None, None, None, None, None,2019-05-23 06:00:00, None,21
None, None, None, None, 0.01, 70.72, None, None, None, None, None, None, None, None, 97.2, None, None,2.153, None, None, None, 15.31, None, None, None, None, None,2019-05-23 07:00:00, None,21
None, None, None, None, 0.02, 72.58, None, None, None, None, None, None, None, None, 97.0, None, None,3.383, None, None, None, 10.94, None, None, None, None, None,2019-05-23 08:00:00, None,21
None, None, None, None, 0.202, 79.35, None, None, None, None, None, None, None, None, 96.8, None, None,4.724, None, None, None, 9.16, None, None, None, None, None,2019-05-23 09:00:00, None,21
None, None, None, None, 0.185, 73.61, None, None, None, None, None, None, None, None, 96.3, None, None,9.32, None, None, None, 46.3, None, None, None, None, None,2019-05-23 10:00:00, None,21
None, None, None, None, 1.128, 58.0, None, None, None, None, None, None, None, None, 96.1, None, None,9.98, None, None, None, 66.46, None, None, None, None, None,2019-05-23 11:00:00, None,21
None, None, None, None, 0.521, 327.8, None, None, None, None, None, None, None, None, 96.4, None, None,10.35, None, None, None, 78.25, None, None, None, None, None,2019-05-23 12:00:00, None,21
None, None, None, None, 1.492, 325.0, None, None, None, None, None, None, None, None, 96.9, None, None,11.35, None, None, None, 60.23, None, None, None, None, None,2019-05-23 13:00:00, None,21
None, None, None, None, 2.086, 329.6, None, None, None, None, None, None, None, None, 95.3, None, None,13.42, None, None, None, 66.09, None, None, None, None, None,2019-05-23 14:00:00, None,21
None, None, None, None, 1.627, 273.6, None, None, None, None, None, None, None, None, 95.3, None, None,12.61, None, None, None, 57.62, None, None, None, None, None,2019-05-23 15:00:00, None,21
None, None, None, None, 0.635, 331.2, None, None, None, None, None, None, None, None, 95.1, None, None,10.89, None, None, None, 70.63, None, None, None, None, None,2019-05-23 16:00:00, None,21
None, None, None, None, 0.539, 47.2, None, None, None, None, None, None, None, None, 94.4, None, None,9.9, None, None, None, 69.28, None, None, None, None, None,2019-05-23 17:00:00, None,21
None, None, None, None, 0.158, 139.1, None, None, None, None, None, None, None, None, 94.0, None, None,8.63, None, None, None, 75.32, None, None, None, None, None,2019-05-23 19:00:00, None,21
None, None, None, None, 0.146, 93.9, None, None, None, None, None, None, None, None, 93.4, None, None,6.972, None, None, None, 32.92, None, None, None, None, None,2019-05-23 20:00:00, None,21
None, None, None, None, 0.085, 91.0, None, None, None, None, None, None, None, None, 93.5, None, None,5.332, None, None, None, 15.93, None, None, None, None, None,2019-05-23 21:00:00, None,21
None, None, None, None, 0.255, 100.2, None, None, None, None, None, None, None, None, 93.2, None, None,4.618, None, None, None, 16.71, None, None, None, None, None,2019-05-23 22:00:00, None,21
None, None, None, None, 0.0, 89.1, None, None, None, None, None, None, None, None, 93.2, None, None,3.968, None, None, None, 13.15, None, None, None, None, None,2019-05-24 00:00:00, None,21
None, None, None, None, 0.052, 96.6, None, None, None, None, None, None, None, None, 93.3, None, None,4.178, None, None, None, 11.44, None, None, None, None, None,2019-05-24 01:00:00, None,21
None, None, None, None, 0.124, 104.4, None, None, None, None, None, None, None, None, 93.1, None, None,3.963, None, None, None, 5.57, None, None, None, None, None,2019-05-24 02:00:00, None,21
None, None, None, None, 0.201, 102.6, None, None, None, None, None, None, None, None, 92.9, None, None,4.093, None, None, None, 7.857, None, None, None, None, None,2019-05-24 03:00:00, None,21
None, None, None, None, 0.065, 102.4, None, None, None, None, None, None, None, None, 93.1, None, None,4.15, None, None, None, 6.48, None, None, None, None, None,2019-05-24 04:00:00, None,21
None, None, None, None, 0.0, 75.91, None, None, None, None, None, None, None, None, 92.5, None, None,2.479, None, None, None, 20.98, None, None, None, None, None,2019-05-24 05:00:00, None,21
None, None, None, None, 0.0, 65.54, None, None, None, None, None, None, None, None, 92.2, None, None,2.766, None, None, None, 8.65, None, None, None, None, None,2019-05-24 06:00:00, None,21
None, None, None, None, 0.06, 66.03, None, None, None, None, None, None, None, None, 92.4, None, None,3.494, None, None, None, 42.91, None, None, None, None, None,2019-05-24 07:00:00, None,21
None, None, None, None, 0.477, 55.94, None, None, None, None, None, None, None, None, 92.8, None, None,5.85, None, None, None, 26.65, None, None, None, None, None,2019-05-24 08:00:00, None,21
None, None, None, None, 0.634, 28.01, None, None, None, None, None, None, None, None, 93.3, None, None,5.968, None, None, None, 34.9, None, None, None, None, None,2019-05-24 09:00:00, None,21
None, None, None, None, 1.601, 339.0, None, None, None, None, None, None, None, None, 92.6, None, None,8.01, None, None, None, 38.64, None, None, None, None, None,2019-05-24 10:00:00, None,21
None, None, None, None, 2.471, 306.8, None, None, None, None, None, None, None, None, 93.7, None, None,7.817, None, None, None, 44.74, None, None, None, None, None,2019-05-24 11:00:00, None,21
None, None, None, None, 1.038, 118.3, None, None, None, None, None, None, None, None, 94.0, None, None,5.875, None, None, None, 65.54, None, None, None, None, None,2019-05-24 12:00:00, None,21
None, None, None, None, 1.616, 319.0, None, None, None, None, None, None, None, None, 93.0, None, None,9.6, None, None, None, 75.95, None, None, None, None, None,2019-05-24 13:00:00, None,21
None, None, None, None, 3.062, 257.0, None, None, None, None, None, None, None, None, 92.1, None, None,9.03, None, None, None, 52.91, None, None, None, None, None,2019-05-24 14:00:00, None,21
None, None, None, None, 0.588, 34.62, None, None, None, None, None, None, None, None, 92.5, None, None,7.718, None, None, None, 73.26, None, None, None, None, None,2019-05-24 15:00:00, None,21
None, None, None, None, 1.406, 7.419, None, None, None, None, None, None, None, None, 92.7, None, None,5.521, None, None, None, 45.51, None, None, None, None, None,2019-05-24 16:00:00, None,21
None, None, None, None, 2.959, 333.7, None, None, None, None, None, None, None, None, 92.2, None, None,3.691, None, None, None, 45.37, None, None, None, None, None,2019-05-24 17:00:00, None,21
None, None, None, None, 0.507, 99.7, None, None, None, None, None, None, None, None, 92.6, None, None,3.616, None, None, None, 26.51, None, None, None, None, None,2019-05-24 18:00:00, None,21
None, None, None, None, 0.188, 93.3, None, None, None, None, None, None, None, None, 92.4, None, None,3.974, None, None, None, 38.19, None, None, None, None, None,2019-05-24 19:00:00, None,21
None, None, None, None, 0.554, 140.5, None, None, None, None, None, None, None, None, 90.8, None, None,2.769, None, None, None, 51.72, None, None, None, None, None,2019-05-24 20:00:00, None,21
None, None, None, None, 0.832, 92.3, None, None, None, None, None, None, None, None, 89.4, None, None,2.519, None, None, None, 23.49, None, None, None, None, None,2019-05-24 21:00:00, None,21
None, None, None, None, 0.0, 88.6, None, None, None, None, None, None, None, None, 89.3, None, None,1.955, None, None, None, 19.97, None, None, None, None, None,2019-05-24 22:00:00, None,21
None, None, None, None, 0.0, 93.4, None, None, None, None, None, None, None, None, 89.4, None, None,2.263, None, None, None, 17.91, None, None, None, None, None,2019-05-24 23:00:00, None,21
None, None, None, None, 0.004, 104.3, None, None, None, None, None, None, None, None, 89.2, None, None,2.161, None, None, None, 17.93, None, None, None, None, None,2019-05-25 00:00:00, None,21
None, None, None, None, 0.024, 104.4, None, None, None, None, None, None, None, None, 89.0, None, None,2.557, None, None, None, 17.01, None, None, None, None, None,2019-05-25 01:00:00, None,21
None, None, None, None, 0.009, 102.5, None, None, None, None, None, None, None, None, 87.6, None, None,1.96, None, None, None, 15.63, None, None, None, None, None,2019-05-25 02:00:00, None,21
None, None, None, None, 0.025, 101.2, None, None, None, None, None, None, None, None, 87.9, None, None,2.349, None, None, None, 20.3, None, None, None, None, None,2019-05-25 03:00:00, None,21
None, None, None, None, 0.011, 108.7, None, None, None, None, None, None, None, None, 89.2, None, None,2.213, None, None, None, 28.95, None, None, None, None, None,2019-05-25 04:00:00, None,21
None, None, None, None, 0.037, 108.8, None, None, None, None, None, None, None, None, 90.7, None, None,2.33, None, None, None, 18.97, None, None, None, None, None,2019-05-25 05:00:00, None,21
None, None, None, None, 0.0, 108.7, None, None, None, None, None, None, None, None, 90.7, None, None,2.057, None, None, None, 11.79, None, None, None, None, None,2019-05-25 06:00:00, None,21
None, None, None, None, 0.0, 101.2, None, None, None, None, None, None, None, None, None, None, None,2.214, None, None, None, 18.57, None, None, None, None, None,2019-05-25 07:00:00, None,21
None, None, None, None, 0.0, 91.1, None, None, None, None, None, None, None, None, 90.2, None, None,2.959, None, None, None, 27.31, None, None, None, None, None,2019-05-25 08:00:00, None,21
None, None, None, None, 0.002, 104.2, None, None, None, None, None, None, None, None, 88.8, None, None,3.088, None, None, None, 41.63, None, None, None, None, None,2019-05-25 09:00:00, None,21
None, None, None, None, 0.0, 73.28, None, None, None, None, None, None, None, None, 86.9, None, None,3.883, None, None, None, 49.25, None, None, None, None, None,2019-05-25 10:00:00, None,21
None, None, None, None, 0.101, 331.8, None, None, None, None, None, None, None, None, 88.8, None, None,5.537, None, None, None, 51.35, None, None, None, None, None,2019-05-25 11:00:00, None,21
None, None, None, None, 0.809, 214.5, None, None, None, None, None, None, None, None, 90.2, None, None,6.322, None, None, None, 51.06, None, None, None, None, None,2019-05-25 12:00:00, None,21
None, None, None, None, 0.802, 282.6, None, None, None, None, None, None, None, None, 90.0, None, None,6.093, None, None, None, 60.56, None, None, None, None, None,2019-05-25 13:00:00, None,21
None, None, None, None, 1.148, 150.7, None, None, None, None, None, None, None, None, 88.3, None, None,5.937, None, None, None, 72.37, None, None, None, None, None,2019-05-25 14:00:00, None,21
None, None, None, None, 1.327, 183.4, None, None, None, None, None, None, None, None, 88.3, None, None,6.298, None, None, None, 75.6, None, None, None, None, None,2019-05-25 15:00:00, None,21
