air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
None,11.2, None, None,32.0, None, None, None,0.0,2019-04-02 00:00:00,14
None,9.8, None, None,33.0, None, None, None,0.0,2019-04-02 01:00:00,14
None,8.0, None, None,35.0, None, None, None,0.0,2019-04-02 02:00:00,14
None,6.3, None, None,42.0, None, None, None,0.0,2019-04-02 03:00:00,14
None,5.4, None, None,47.0, None, None, None,0.0,2019-04-02 04:00:00,14
None,6.2, None, None,37.0, None, None, None,0.0,2019-04-02 05:00:00,14
None,5.9, None, None,38.0, None, None, None,0.0,2019-04-02 06:00:00,14
None,6.0, None, None,35.0, None, None, None,0.0,2019-04-02 07:00:00,14
None,6.1, None, None,32.0, None, None, None,0.0,2019-04-02 08:00:00,14
None,5.9, None, None,34.0, None, None, None,0.0,2019-04-02 09:00:00,14
None,6.0, None, None,34.0, None, None, None,0.0,2019-04-02 10:00:00,14
None,6.2, None, None,33.0, None, None, None,0.0,2019-04-02 11:00:00,14
None,5.8, None, None,33.0, None, None, None,0.0,2019-04-02 12:00:00,14
None,5.9, None, None,33.0, None, None, None,0.0,2019-04-02 13:00:00,14
None,5.8, None, None,34.0, None, None, None,0.0,2019-04-02 14:00:00,14
None,6.2, None, None,34.0, None, None, None,0.0,2019-04-02 15:00:00,14
None,7.3, None, None,33.0, None, None, None,0.0,2019-04-02 16:00:00,14
None,9.3, None, None,29.0, None, None, None,0.0,2019-04-02 17:00:00,14
None,10.5, None, None,27.0, None, None, None,0.0,2019-04-02 18:00:00,14
None,10.2, None, None,29.0, None, None, None,0.0,2019-04-02 19:00:00,14
None,11.0, None, None,28.0, None, None, None,0.0,2019-04-02 20:00:00,14
None,10.8, None, None,30.0, None, None, None,0.0,2019-04-02 21:00:00,14
None,10.7, None, None,30.0, None, None, None,0.0,2019-04-02 22:00:00,14
None,9.8, None, None,33.0, None, None, None,0.0,2019-04-02 23:00:00,14
None,9.2, None, None,37.0, None, None, None,0.0,2019-04-03 00:00:00,14
None,8.2, None, None,40.0, None, None, None,0.0,2019-04-03 01:00:00,14
None,7.0, None, None,46.0, None, None, None,0.0,2019-04-03 02:00:00,14
None,5.6, None, None,56.0, None, None, None,0.0,2019-04-03 03:00:00,14
None,4.9, None, None,60.0, None, None, None,0.0,2019-04-03 04:00:00,14
None,4.7, None, None,57.0, None, None, None,0.0,2019-04-03 05:00:00,14
None,4.0, None, None,60.0, None, None, None,0.0,2019-04-03 06:00:00,14
None,3.8, None, None,68.0, None, None, None,0.0,2019-04-03 07:00:00,14
None,3.5, None, None,67.0, None, None, None,0.0,2019-04-03 08:00:00,14
None,2.1, None, None,80.0, None, None, None,0.0,2019-04-03 09:00:00,14
None,1.0, None, None,94.0, None, None, None,0.0,2019-04-03 10:00:00,14
