station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
None, -13.67, 24.55, None, None, None, None, 0.551, 0.0, 2.087, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2019-01-01 00:00:00, None, None, None, None
None, -13.92, 24.63, None, None, None, None, 1.865, 0.008, 344.8, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2019-01-01 01:00:00, None, None, None, None
None, -13.83, 24.6, None, None, None, None, 0.939, 0.001, 322.6, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2019-01-01 02:00:00, None, None, None, None
None, -13.77, 24.58, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2019-01-01 03:00:00, None, None, None, None
None, -14.01, 24.65, None, None, None, None, 0.909, 0.003, 324.4, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2019-01-01 04:00:00, None, None, None, None
None, -14.19, 24.71, None, None, None, None, 4.806, 0.024, 351.0, None, None, None, None, None, -29.0, None, None, None, None, None, None, None, 2019-01-01 05:00:00, None, None, None, None
None, -14.16, 24.7, None, None, None, None, 0.14, 0.001, 258.4, None, None, None, None, None, -29.0, None, None, None, None, None, None, None, 2019-01-01 06:00:00, None, None, None, None
None, -13.97, 24.64, None, None, None, None, 0.45, 0.0, 219.1, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2019-01-01 07:00:00, None, None, None, None
None, -13.88, 24.61, None, None, None, None, 1.232, 0.003, 311.8, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2019-01-01 08:00:00, None, None, None, None
None, -13.5, 24.5, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2019-01-01 09:00:00, None, None, None, None
None, -13.17, 24.4, None, None, None, None, 2.278, 0.004, 293.3, None, None, None, None, None, -28.0, None, None, None, None, None, None, None, 2019-01-01 10:00:00, None, None, None, None
None, -12.51, 24.2, None, None, None, None, 4.809, 0.003, 230.4, None, None, None, None, None, -27.0, None, None, None, None, None, None, None, 2019-01-01 11:00:00, None, None, None, None
None, -10.75, 23.67, None, None, None, None, 0.708, 0.006, 260.8, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2019-01-01 12:00:00, None, None, None, None
None, -10.69, 23.66, None, None, None, None, 3.522, 0.0, 252.5, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2019-01-01 13:00:00, None, None, None, None
None, -10.84, 23.7, None, None, None, None, 0.02, 0.0, 233.5, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2019-01-01 14:00:00, None, None, None, None
None, -10.85, 23.71, None, None, None, None, 0.242, 0.003, 264.3, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2019-01-01 15:00:00, None, None, None, None
None, -10.89, 23.72, None, None, None, None, 0.389, 0.0, 308.4, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2019-01-01 16:00:00, None, None, None, None
None, -11.07, 23.77, None, None, None, None, 3.956, 0.003, 332.0, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2019-01-01 17:00:00, None, None, None, None
None, -10.88, 23.71, None, None, None, None, 3.822, 0.014, 346.5, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2019-01-01 18:00:00, None, None, None, None
None, -10.54, 23.61, None, None, None, None, 7.95, 0.018, 350.9, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2019-01-01 19:00:00, None, None, None, None
None, -10.71, 23.66, None, None, None, None, 0.0, 0.0, 0.0, None, None, None, None, None, -26.0, None, None, None, None, None, None, None, 2019-01-01 20:00:00, None, None, None, None
