station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
None, -5.465, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 00:00:00, None, None, None, None
None, -5.571, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 01:00:00, None, None, None, None
None, -5.541, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 02:00:00, None, None, None, None
None, -5.031, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 03:00:00, None, None, None, None
None, -4.983, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 04:00:00, None, None, None, None
None, -5.195, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 05:00:00, None, None, None, None
None, -5.079, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 06:00:00, None, None, None, None
None, -4.744, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 07:00:00, None, None, None, None
None, -5.387, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 08:00:00, None, None, None, None
None, -4.294, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 09:00:00, None, None, None, None
None, -3.94, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 10:00:00, None, None, None, None
None, -3.913, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 11:00:00, None, None, None, None
None, -3.573, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 12:00:00, None, None, None, None
None, -3.622, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 13:00:00, None, None, None, None
None, -3.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 14:00:00, None, None, None, None
None, -3.486, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 15:00:00, None, None, None, None
None, -3.485, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 16:00:00, None, None, None, None
None, -3.961, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 17:00:00, None, None, None, None
None, -4.629, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 18:00:00, None, None, None, None
None, -4.208, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 19:00:00, None, None, None, None
None, -3.683, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 20:00:00, None, None, None, None
None, -3.503, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 21:00:00, None, None, None, None
None, -4.036, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 22:00:00, None, None, None, None
None, -3.817, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 23:00:00, None, None, None, None
None, -2.126, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 00:00:00, None, None, None, None
None, -1.778, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 01:00:00, None, None, None, None
None, -2.468, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 02:00:00, None, None, None, None
None, -3.076, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 03:00:00, None, None, None, None
None, -3.075, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 04:00:00, None, None, None, None
None, -3.351, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 05:00:00, None, None, None, None
None, -3.655, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 06:00:00, None, None, None, None
None, -3.217, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 07:00:00, None, None, None, None
None, -2.961, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 08:00:00, None, None, None, None
None, -2.809, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 09:00:00, None, None, None, None
None, -3.493, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 10:00:00, None, None, None, None
None, -4.027, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 11:00:00, None, None, None, None
None, -4.285, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 12:00:00, None, None, None, None
None, -4.428, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 13:00:00, None, None, None, None
None, -4.361, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 14:00:00, None, None, None, None
None, -4.706, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 15:00:00, None, None, None, None
None, -4.505, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 16:00:00, None, None, None, None
None, -4.132, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 17:00:00, None, None, None, None
None, -3.922, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 18:00:00, None, None, None, None
None, -3.617, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 19:00:00, None, None, None, None
None, -3.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 20:00:00, None, None, None, None
None, -2.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 21:00:00, None, None, None, None
None, -2.411, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 22:00:00, None, None, None, None
None, -2.052, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 23:00:00, None, None, None, None
None, -1.749, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 00:00:00, None, None, None, None
None, -1.409, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 01:00:00, None, None, None, None
None, -0.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 02:00:00, None, None, None, None
None, -0.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 03:00:00, None, None, None, None
None, -0.156, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 04:00:00, None, None, None, None
None, -0.174, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 05:00:00, None, None, None, None
None, 0.024, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 06:00:00, None, None, None, None
None, 0.212, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 07:00:00, None, None, None, None
None, 0.202, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 08:00:00, None, None, None, None
None, 0.411, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 09:00:00, None, None, None, None
None, 0.568, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 10:00:00, None, None, None, None
None, 0.719, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 11:00:00, None, None, None, None
None, 1.107, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 12:00:00, None, None, None, None
None, 1.199, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 13:00:00, None, None, None, None
None, 2.059, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 14:00:00, None, None, None, None
None, 2.353, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 15:00:00, None, None, None, None
None, 2.258, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 16:00:00, None, None, None, None
None, 1.917, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 17:00:00, None, None, None, None
None, 1.539, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 18:00:00, None, None, None, None
None, 1.493, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 19:00:00, None, None, None, None
None, 1.042, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 20:00:00, None, None, None, None
None, 0.655, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 21:00:00, None, None, None, None
None, 1.561, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 22:00:00, None, None, None, None
None, 1.495, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 23:00:00, None, None, None, None
None, 0.919, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 00:00:00, None, None, None, None
None, -0.345, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 01:00:00, None, None, None, None
None, -0.136, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 02:00:00, None, None, None, None
None, -0.061, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 03:00:00, None, None, None, None
None, 0.119, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 04:00:00, None, None, None, None
None, 0.336, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 05:00:00, None, None, None, None
None, 0.334, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 06:00:00, None, None, None, None
None, 0.024, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 07:00:00, None, None, None, None
None, 0.315, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 08:00:00, None, None, None, None
None, 0.363, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 09:00:00, None, None, None, None
None, 0.382, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 10:00:00, None, None, None, None
None, 0.316, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 11:00:00, None, None, None, None
None, 0.117, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 12:00:00, None, None, None, None
None, 0.174, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 13:00:00, None, None, None, None
None, 0.231, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 14:00:00, None, None, None, None
None, 0.128, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 15:00:00, None, None, None, None
None, 0.146, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 16:00:00, None, None, None, None
None, -0.082, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 17:00:00, None, None, None, None
None, 0.097, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 18:00:00, None, None, None, None
None, -0.118, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 19:00:00, None, None, None, None
