station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
24.56, None, None, None, 9.32, 241.4, None, None, -28.0, None, None, None, None, None, None, None, None, -13.69, None, None, None, None, 24.9, None, None, None, None, None, 2019-01-01 00:00:00, None
24.51, None, None, None, 8.88, 243.4, None, None, -28.0, None, None, None, None, None, None, None, None, -13.53, None, None, None, None, 23.58, None, None, None, None, None, 2019-01-01 01:00:00, None
24.4, None, None, None, 6.207, 258.8, None, None, -28.0, None, None, None, None, None, None, None, None, -13.16, None, None, None, None, 25.97, None, None, None, None, None, 2019-01-01 02:00:00, None
24.4, None, None, None, 7.45, 246.7, None, None, -28.0, None, None, None, None, None, None, None, None, -13.17, None, None, None, None, 26.9, None, None, None, None, None, 2019-01-01 03:00:00, None
24.29, None, None, None, 9.61, 253.1, None, None, -27.0, None, None, None, None, None, None, None, None, -12.81, None, None, None, None, 22.33, None, None, None, None, None, 2019-01-01 04:00:00, None
24.29, None, None, None, 8.21, 245.0, None, None, -27.0, None, None, None, None, None, None, None, None, -12.8, None, None, None, None, 27.35, None, None, None, None, None, 2019-01-01 05:00:00, None
24.24, None, None, None, 9.5, 257.0, None, None, -27.0, None, None, None, None, None, None, None, None, -12.64, None, None, None, None, 25.81, None, None, None, None, None, 2019-01-01 06:00:00, None
24.24, None, None, None, 9.59, 256.1, None, None, -27.0, None, None, None, None, None, None, None, None, -12.65, None, None, None, None, 25.28, None, None, None, None, None, 2019-01-01 07:00:00, None
24.13, None, None, None, 6.524, 262.9, None, None, -27.0, None, None, None, None, None, None, None, None, -12.27, None, None, None, None, 27.41, None, None, None, None, None, 2019-01-01 08:00:00, None
23.95, None, None, None, 6.514, 261.1, None, None, -27.0, None, None, None, None, None, None, None, None, -11.65, None, None, None, None, 28.85, None, None, None, None, None, 2019-01-01 09:00:00, None
23.83, None, None, None, 7.91, 252.6, None, None, -26.0, None, None, None, None, None, None, None, None, -11.27, None, None, None, None, 28.15, None, None, None, None, None, 2019-01-01 10:00:00, None
