station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, max_air_temp_snc_last_reset, rel_hum, max_wnd_spd_10m_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -4.685, None, None, None, None, None, None, None, None, None, None, 2019-11-23 03:00:00, None, 6.478, None
None, -4.856, None, None, None, None, None, None, None, None, None, None, 2019-11-23 04:00:00, None, 6.345, None
None, -4.542, None, None, None, None, None, None, None, None, None, None, 2019-11-23 05:00:00, None, 6.318, None
None, -4.637, None, None, None, None, None, None, None, None, None, None, 2019-11-23 06:00:00, None, 6.178, None
None, -4.494, None, None, None, None, None, None, None, None, None, None, 2019-11-23 07:00:00, None, 6.322, None
None, -4.437, None, None, None, None, None, None, None, None, None, None, 2019-11-23 08:00:00, None, 6.227, None
None, -3.648, None, None, None, None, None, None, None, None, None, None, 2019-11-23 09:00:00, None, 6.162, None
None, -2.721, None, None, None, None, None, None, None, None, None, None, 2019-11-23 10:00:00, None, 6.172, None
None, -2.654, None, None, None, None, None, None, None, None, None, None, 2019-11-23 11:00:00, None, 6.166, None
None, -2.184, None, None, None, None, None, None, None, None, None, None, 2019-11-23 12:00:00, None, 6.233, None
None, -1.432, None, None, None, None, None, None, None, None, None, None, 2019-11-23 13:00:00, None, 6.205, None
None, -1.659, None, None, None, None, None, None, None, None, None, None, 2019-11-23 14:00:00, None, 6.17, None
None, -2.149, None, None, None, None, None, None, None, None, None, None, 2019-11-23 15:00:00, None, 6.311, None
None, -2.497, None, None, None, None, None, None, None, None, None, None, 2019-11-23 16:00:00, None, 6.318, None
None, -2.487, None, None, None, None, None, None, None, None, None, None, 2019-11-23 17:00:00, None, 5.94, None
None, -1.808, None, None, None, None, None, None, None, None, None, None, 2019-11-23 18:00:00, None, 6.194, None
None, -1.452, None, None, None, None, None, None, None, None, None, None, 2019-11-23 19:00:00, None, 6.504, None
None, -1.396, None, None, None, None, None, None, None, None, None, None, 2019-11-23 20:00:00, None, 5.892, None
None, -1.132, None, None, None, None, None, None, None, None, None, None, 2019-11-23 21:00:00, None, 5.967, None
None, 0.019, None, None, None, None, None, None, None, None, None, None, 2019-11-23 22:00:00, None, 5.942, None
None, 0.095, None, None, None, None, None, None, None, None, None, None, 2019-11-23 23:00:00, None, 5.73, None
None, -0.357, None, None, None, None, None, None, None, None, None, None, 2019-11-24 00:00:00, None, 6.393, None
None, -0.224, None, None, None, None, None, None, None, None, None, None, 2019-11-24 01:00:00, None, 6.9, None
None, -0.375, None, None, None, None, None, None, None, None, None, None, 2019-11-24 02:00:00, None, 5.789, None
None, -0.535, None, None, None, None, None, None, None, None, None, None, 2019-11-24 03:00:00, None, 6.832, None
None, -1.023, None, None, None, None, None, None, None, None, None, None, 2019-11-24 04:00:00, None, 11.74, None
None, -1.153, None, None, None, None, None, None, None, None, None, None, 2019-11-24 05:00:00, None, 11.69, None
None, -1.782, None, None, None, None, None, None, None, None, None, None, 2019-11-24 06:00:00, None, 11.68, None
None, -1.892, None, None, None, None, None, None, None, None, None, None, 2019-11-24 07:00:00, None, 11.73, None
None, 1.905, None, None, None, None, None, None, None, None, None, None, 2019-11-24 10:00:00, None, 11.28, None
None, 0.688, None, None, None, None, None, None, None, None, None, None, 2019-11-24 11:00:00, None, 10.59, None
None, 0.444, None, None, None, None, None, None, None, None, None, None, 2019-11-24 12:00:00, None, 10.27, None
None, 1.109, None, None, None, None, None, None, None, None, None, None, 2019-11-24 13:00:00, None, 10.48, None
None, 2.716, None, None, None, None, None, None, None, None, None, None, 2019-11-24 14:00:00, None, 9.28, None
None, 0.35, None, None, None, None, None, None, None, None, None, None, 2019-11-24 15:00:00, None, 9.1, None
None, -0.186, None, None, None, None, None, None, None, None, None, None, 2019-11-24 16:00:00, None, 9.02, None
None, -0.901, None, None, None, None, None, None, None, None, None, None, 2019-11-24 17:00:00, None, 11.52, None
None, -1.699, None, None, None, None, None, None, None, None, None, None, 2019-11-24 18:00:00, None, 10.93, None
None, -2.761, None, None, None, None, None, None, None, None, None, None, 2019-11-24 19:00:00, None, 11.03, None
None, -2.739, None, None, None, None, None, None, None, None, None, None, 2019-11-24 20:00:00, None, 10.82, None
None, -3.42, None, None, None, None, None, None, None, None, None, None, 2019-11-24 21:00:00, None, 10.6, None
None, -3.733, None, None, None, None, None, None, None, None, None, None, 2019-11-24 22:00:00, None, 10.59, None
None, -3.781, None, None, None, None, None, None, None, None, None, None, 2019-11-24 23:00:00, None, 10.45, None
None, -3.753, None, None, None, None, None, None, None, None, None, None, 2019-11-25 00:00:00, None, 10.29, None
None, -5.009, None, None, None, None, None, None, None, None, None, None, 2019-11-25 01:00:00, None, 10.28, None
None, -4.952, None, None, None, None, None, None, None, None, None, None, 2019-11-25 02:00:00, None, 10.24, None
None, -5.249, None, None, None, None, None, None, None, None, None, None, 2019-11-25 03:00:00, None, 10.22, None
None, -4.457, None, None, None, None, None, None, None, None, None, None, 2019-11-25 04:00:00, None, 10.67, None
None, -5.45, None, None, None, None, None, None, None, None, None, None, 2019-11-25 05:00:00, None, 9.59, None
None, -5.001, None, None, None, None, None, None, None, None, None, None, 2019-11-25 06:00:00, None, 9.18, None
None, -5.365, None, None, None, None, None, None, None, None, None, None, 2019-11-25 07:00:00, None, 8.59, None
None, -5.787, None, None, None, None, None, None, None, None, None, None, 2019-11-25 08:00:00, None, 8.8, None
None, -5.489, None, None, None, None, None, None, None, None, None, None, 2019-11-25 09:00:00, None, 8.85, None
None, -4.828, None, None, None, None, None, None, None, None, None, None, 2019-11-25 10:00:00, None, 9.67, None
None, -3.167, None, None, None, None, None, None, None, None, None, None, 2019-11-25 11:00:00, None, 10.39, None
None, -1.227, None, None, None, None, None, None, None, None, None, None, 2019-11-25 12:00:00, None, 9.01, None
None, 0.808, None, None, None, None, None, None, None, None, None, None, 2019-11-25 13:00:00, None, 8.62, None
None, -2.065, None, None, None, None, None, None, None, None, None, None, 2019-11-25 14:00:00, None, 9.04, None
None, -1.784, None, None, None, None, None, None, None, None, None, None, 2019-11-25 15:00:00, None, 8.06, None
None, -3.668, None, None, None, None, None, None, None, None, None, None, 2019-11-25 16:00:00, None, 7.45, None
None, -4.198, None, None, None, None, None, None, None, None, None, None, 2019-11-25 17:00:00, None, 6.592, None
None, -4.695, None, None, None, None, None, None, None, None, None, None, 2019-11-25 18:00:00, None, 6.89, None
None, -4.38, None, None, None, None, None, None, None, None, None, None, 2019-11-25 19:00:00, None, 7.02, None
None, -4.99, None, None, None, None, None, None, None, None, None, None, 2019-11-25 20:00:00, None, 7.62, None
None, -5.767, None, None, None, None, None, None, None, None, None, None, 2019-11-25 21:00:00, None, 8.71, None
None, -5.912, None, None, None, None, None, None, None, None, None, None, 2019-11-25 22:00:00, None, 9.42, None
None, -5.768, None, None, None, None, None, None, None, None, None, None, 2019-11-25 23:00:00, None, 9.79, None
None, -6.221, None, None, None, None, None, None, None, None, None, None, 2019-11-26 00:00:00, None, 10.38, None
None, -6.677, None, None, None, None, None, None, None, None, None, None, 2019-11-26 01:00:00, None, 10.42, None
None, -7.23, None, None, None, None, None, None, None, None, None, None, 2019-11-26 02:00:00, None, 10.45, None
None, -7.28, None, None, None, None, None, None, None, None, None, None, 2019-11-26 03:00:00, None, 10.31, None
None, -7.27, None, None, None, None, None, None, None, None, None, None, 2019-11-26 04:00:00, None, 10.14, None
None, -7.92, None, None, None, None, None, None, None, None, None, None, 2019-11-26 05:00:00, None, 10.14, None
None, -8.52, None, None, None, None, None, None, None, None, None, None, 2019-11-26 06:00:00, None, 10.18, None
None, -8.96, None, None, None, None, None, None, None, None, None, None, 2019-11-26 07:00:00, None, 10.14, None
None, -8.99, None, None, None, None, None, None, None, None, None, None, 2019-11-26 08:00:00, None, 10.22, None
None, -8.71, None, None, None, None, None, None, None, None, None, None, 2019-11-26 09:00:00, None, 10.02, None
None, -8.54, None, None, None, None, None, None, None, None, None, None, 2019-11-26 10:00:00, None, 10.22, None
None, -7.81, None, None, None, None, None, None, None, None, None, None, 2019-11-26 11:00:00, None, 10.11, None
None, -7.2, None, None, None, None, None, None, None, None, None, None, 2019-11-26 12:00:00, None, 9.9, None
None, -6.046, None, None, None, None, None, None, None, None, None, None, 2019-11-26 13:00:00, None, 9.85, None
None, -5.543, None, None, None, None, None, None, None, None, None, None, 2019-11-26 14:00:00, None, 9.65, None
None, -6.046, None, None, None, None, None, None, None, None, None, None, 2019-11-26 15:00:00, None, 9.58, None
None, -6.607, None, None, None, None, None, None, None, None, None, None, 2019-11-26 16:00:00, None, 9.37, None
None, -7.21, None, None, None, None, None, None, None, None, None, None, 2019-11-26 17:00:00, None, 9.21, None
None, -7.6, None, None, None, None, None, None, None, None, None, None, 2019-11-26 18:00:00, None, 9.27, None
None, -7.89, None, None, None, None, None, None, None, None, None, None, 2019-11-26 19:00:00, None, 9.43, None
None, -8.21, None, None, None, None, None, None, None, None, None, None, 2019-11-26 20:00:00, None, 9.79, None
None, -8.5, None, None, None, None, None, None, None, None, None, None, 2019-11-26 21:00:00, None, 9.9, None
None, -9.12, None, None, None, None, None, None, None, None, None, None, 2019-11-26 22:00:00, None, 9.9, None
None, -9.14, None, None, None, None, None, None, None, None, None, None, 2019-11-26 23:00:00, None, 10.12, None
None, -9.1, None, None, None, None, None, None, None, None, None, None, 2019-11-27 00:00:00, None, 10.14, None
None, -9.19, None, None, None, None, None, None, None, None, None, None, 2019-11-27 01:00:00, None, 10.14, None
None, -10.07, None, None, None, None, None, None, None, None, None, None, 2019-11-27 02:00:00, None, 10.13, None
None, -10.34, None, None, None, None, None, None, None, None, None, None, 2019-11-27 03:00:00, None, 9.94, None
None, -10.72, None, None, None, None, None, None, None, None, None, None, 2019-11-27 04:00:00, None, 9.82, None
None, -10.71, None, None, None, None, None, None, None, None, None, None, 2019-11-27 05:00:00, None, 9.91, None
None, -11.04, None, None, None, None, None, None, None, None, None, None, 2019-11-27 06:00:00, None, 9.96, None
None, -11.61, None, None, None, None, None, None, None, None, None, None, 2019-11-27 07:00:00, None, 9.91, None
None, -10.8, None, None, None, None, None, None, None, None, None, None, 2019-11-27 08:00:00, None, 9.75, None
None, -11.18, None, None, None, None, None, None, None, None, None, None, 2019-11-27 09:00:00, None, 10.03, None
None, -9.75, None, None, None, None, None, None, None, None, None, None, 2019-11-27 10:00:00, None, 9.89, None
None, -8.88, None, None, None, None, None, None, None, None, None, None, 2019-11-27 11:00:00, None, 10.07, None
None, -6.744, None, None, None, None, None, None, None, None, None, None, 2019-11-27 12:00:00, None, 9.87, None
None, -6.793, None, None, None, None, None, None, None, None, None, None, 2019-11-27 13:00:00, None, 9.94, None
None, -7.76, None, None, None, None, None, None, None, None, None, None, 2019-11-27 14:00:00, None, 10.21, None
None, -8.66, None, None, None, None, None, None, None, None, None, None, 2019-11-27 15:00:00, None, 10.44, None
None, -9.36, None, None, None, None, None, None, None, None, None, None, 2019-11-27 16:00:00, None, 10.47, None
None, -10.32, None, None, None, None, None, None, None, None, None, None, 2019-11-27 18:00:00, None, 10.18, None
None, -10.45, None, None, None, None, None, None, None, None, None, None, 2019-11-27 19:00:00, None, 10.16, None
None, -10.97, None, None, None, None, None, None, None, None, None, None, 2019-11-27 20:00:00, None, 10.23, None
None, -11.29, None, None, None, None, None, None, None, None, None, None, 2019-11-27 22:00:00, None, 10.0, None
None, -11.72, None, None, None, None, None, None, None, None, None, None, 2019-11-27 23:00:00, None, 10.21, None
None, -12.2, None, None, None, None, None, None, None, None, None, None, 2019-11-28 00:00:00, None, 10.23, None
None, -12.71, None, None, None, None, None, None, None, None, None, None, 2019-11-28 01:00:00, None, 10.11, None
None, -13.22, None, None, None, None, None, None, None, None, None, None, 2019-11-28 02:00:00, None, 10.2, None
None, -13.43, None, None, None, None, None, None, None, None, None, None, 2019-11-28 03:00:00, None, 10.42, None
None, -13.98, None, None, None, None, None, None, None, None, None, None, 2019-11-28 04:00:00, None, 10.37, None
None, -14.09, None, None, None, None, None, None, None, None, None, None, 2019-11-28 05:00:00, None, 10.44, None
None, -14.4, None, None, None, None, None, None, None, None, None, None, 2019-11-28 06:00:00, None, 10.53, None
None, -14.94, None, None, None, None, None, None, None, None, None, None, 2019-11-28 07:00:00, None, 10.78, None
None, -15.03, None, None, None, None, None, None, None, None, None, None, 2019-11-28 08:00:00, None, 10.69, None
None, -14.71, None, None, None, None, None, None, None, None, None, None, 2019-11-28 09:00:00, None, 10.76, None
None, -13.18, None, None, None, None, None, None, None, None, None, None, 2019-11-28 10:00:00, None, 11.36, None
None, -12.45, None, None, None, None, None, None, None, None, None, None, 2019-11-28 11:00:00, None, 11.18, None
None, -11.02, None, None, None, None, None, None, None, None, None, None, 2019-11-28 12:00:00, None, 10.67, None
None, -10.01, None, None, None, None, None, None, None, None, None, None, 2019-11-28 13:00:00, None, 10.54, None
None, -9.66, None, None, None, None, None, None, None, None, None, None, 2019-11-28 14:00:00, None, 10.83, None
None, -10.39, None, None, None, None, None, None, None, None, None, None, 2019-11-28 15:00:00, None, 10.86, None
None, -11.05, None, None, None, None, None, None, None, None, None, None, 2019-11-28 16:00:00, None, 11.22, None
None, -12.46, None, None, None, None, None, None, None, None, None, None, 2019-11-28 17:00:00, None, 10.97, None
None, -12.42, None, None, None, None, None, None, None, None, None, None, 2019-11-28 18:00:00, None, 11.21, None
None, -14.16, None, None, None, None, None, None, None, None, None, None, 2019-11-28 19:00:00, None, 11.04, None
None, -14.28, None, None, None, None, None, None, None, None, None, None, 2019-11-28 20:00:00, None, 11.23, None
None, -14.6, None, None, None, None, None, None, None, None, None, None, 2019-11-28 21:00:00, None, 11.38, None
None, -15.15, None, None, None, None, None, None, None, None, None, None, 2019-11-28 22:00:00, None, 11.38, None
None, -15.78, None, None, None, None, None, None, None, None, None, None, 2019-11-28 23:00:00, None, 11.4, None
None, -15.78, None, None, None, None, None, None, None, None, None, None, 2019-11-29 00:00:00, None, 11.41, None
None, -16.45, None, None, None, None, None, None, None, None, None, None, 2019-11-29 01:00:00, None, 11.35, None
None, -17.57, None, None, None, None, None, None, None, None, None, None, 2019-11-29 02:00:00, None, 11.4, None
None, -17.02, None, None, None, None, None, None, None, None, None, None, 2019-11-29 03:00:00, None, 11.23, None
None, -17.69, None, None, None, None, None, None, None, None, None, None, 2019-11-29 04:00:00, None, 11.24, None
None, -17.67, None, None, None, None, None, None, None, None, None, None, 2019-11-29 05:00:00, None, 11.1, None
None, -18.0, None, None, None, None, None, None, None, None, None, None, 2019-11-29 06:00:00, None, 10.89, None
None, -18.22, None, None, None, None, None, None, None, None, None, None, 2019-11-29 07:00:00, None, 11.38, None
None, -19.6, None, None, None, None, None, None, None, None, None, None, 2019-11-29 08:00:00, None, 11.01, None
None, -18.66, None, None, None, None, None, None, None, None, None, None, 2019-11-29 09:00:00, None, 11.05, None
None, -16.9, None, None, None, None, None, None, None, None, None, None, 2019-11-29 10:00:00, None, 10.55, None
None, -14.45, None, None, None, None, None, None, None, None, None, None, 2019-11-29 11:00:00, None, 10.15, None
None, -13.84, None, None, None, None, None, None, None, None, None, None, 2019-11-29 12:00:00, None, 9.83, None
None, -12.27, None, None, None, None, None, None, None, None, None, None, 2019-11-29 13:00:00, None, 9.68, None
None, -11.81, None, None, None, None, None, None, None, None, None, None, 2019-11-29 14:00:00, None, 10.06, None
None, -12.01, None, None, None, None, None, None, None, None, None, None, 2019-11-29 15:00:00, None, 9.85, None
None, -13.38, None, None, None, None, None, None, None, None, None, None, 2019-11-29 16:00:00, None, 9.76, None
None, -13.27, None, None, None, None, None, None, None, None, None, None, 2019-11-29 17:00:00, None, 9.71, None
None, -15.78, None, None, None, None, None, None, None, None, None, None, 2019-11-29 21:00:00, None, 9.83, None
None, -15.64, None, None, None, None, None, None, None, None, None, None, 2019-11-29 22:00:00, None, 9.98, None
None, -14.61, None, None, None, None, None, None, None, None, None, None, 2019-11-29 23:00:00, None, 10.34, None
None, -15.84, None, None, None, None, None, None, None, None, None, None, 2019-11-30 00:00:00, None, 10.06, None
None, -16.69, None, None, None, None, None, None, None, None, None, None, 2019-11-30 01:00:00, None, 10.36, None
None, -16.91, None, None, None, None, None, None, None, None, None, None, 2019-11-30 02:00:00, None, 9.93, None
None, -15.53, None, None, None, None, None, None, None, None, None, None, 2019-11-30 03:00:00, None, 10.44, None
None, -17.16, None, None, None, None, None, None, None, None, None, None, 2019-11-30 04:00:00, None, 10.14, None
None, -17.83, None, None, None, None, None, None, None, None, None, None, 2019-11-30 05:00:00, None, 9.7, None
None, -17.82, None, None, None, None, None, None, None, None, None, None, 2019-11-30 06:00:00, None, 10.07, None
None, -17.45, None, None, None, None, None, None, None, None, None, None, 2019-11-30 07:00:00, None, 9.87, None
None, -18.26, None, None, None, None, None, None, None, None, None, None, 2019-11-30 08:00:00, None, 9.43, None
None, -15.54, None, None, None, None, None, None, None, None, None, None, 2019-11-30 10:00:00, None, 9.68, None
None, -12.6, None, None, None, None, None, None, None, None, None, None, 2019-11-30 11:00:00, None, 9.5, None
None, -11.89, None, None, None, None, None, None, None, None, None, None, 2019-11-30 12:00:00, None, 9.35, None
None, -8.52, None, None, None, None, None, None, None, None, None, None, 2019-11-30 13:00:00, None, 9.2, None
None, -8.74, None, None, None, None, None, None, None, None, None, None, 2019-11-30 14:00:00, None, 9.41, None
None, -10.78, None, None, None, None, None, None, None, None, None, None, 2019-11-30 15:00:00, None, 9.92, None
None, -12.42, None, None, None, None, None, None, None, None, None, None, 2019-11-30 16:00:00, None, 9.61, None
None, -12.57, None, None, None, None, None, None, None, None, None, None, 2019-11-30 17:00:00, None, 9.58, None
None, -12.51, None, None, None, None, None, None, None, None, None, None, 2019-11-30 18:00:00, None, 9.68, None
None, -13.1, None, None, None, None, None, None, None, None, None, None, 2019-11-30 19:00:00, None, 9.6, None
None, -13.58, None, None, None, None, None, None, None, None, None, None, 2019-11-30 20:00:00, None, 9.44, None
None, -13.6, None, None, None, None, None, None, None, None, None, None, 2019-11-30 21:00:00, None, 9.49, None
None, -14.18, None, None, None, None, None, None, None, None, None, None, 2019-11-30 22:00:00, None, 9.52, None
None, -13.9, None, None, None, None, None, None, None, None, None, None, 2019-11-30 23:00:00, None, 9.48, None
None, -14.92, None, None, None, None, None, None, None, None, None, None, 2019-12-01 00:00:00, None, 9.41, None
None, -14.87, None, None, None, None, None, None, None, None, None, None, 2019-12-01 01:00:00, None, 9.41, None
None, -14.48, None, None, None, None, None, None, None, None, None, None, 2019-12-01 02:00:00, None, 9.25, None
None, -14.13, None, None, None, None, None, None, None, None, None, None, 2019-12-01 03:00:00, None, 9.46, None
None, -16.26, None, None, None, None, None, None, None, None, None, None, 2019-12-01 04:00:00, None, 9.45, None
None, -16.47, None, None, None, None, None, None, None, None, None, None, 2019-12-01 05:00:00, None, 9.47, None
None, -16.04, None, None, None, None, None, None, None, None, None, None, 2019-12-01 06:00:00, None, 9.5, None
None, -14.77, None, None, None, None, None, None, None, None, None, None, 2019-12-01 07:00:00, None, 9.65, None
None, -16.81, None, None, None, None, None, None, None, None, None, None, 2019-12-01 08:00:00, None, 9.54, None
None, -16.11, None, None, None, None, None, None, None, None, None, None, 2019-12-01 09:00:00, None, 9.48, None
None, -14.18, None, None, None, None, None, None, None, None, None, None, 2019-12-01 10:00:00, None, 9.66, None
None, -12.29, None, None, None, None, None, None, None, None, None, None, 2019-12-01 11:00:00, None, 9.54, None
None, -11.01, None, None, None, None, None, None, None, None, None, None, 2019-12-01 12:00:00, None, 9.49, None
None, -11.25, None, None, None, None, None, None, None, None, None, None, 2019-12-01 13:00:00, None, 9.37, None
None, -10.53, None, None, None, None, None, None, None, None, None, None, 2019-12-01 14:00:00, None, 9.41, None
None, -10.83, None, None, None, None, None, None, None, None, None, None, 2019-12-01 15:00:00, None, 9.52, None
None, -10.66, None, None, None, None, None, None, None, None, None, None, 2019-12-01 16:00:00, None, 9.57, None
None, -10.88, None, None, None, None, None, None, None, None, None, None, 2019-12-01 17:00:00, None, 9.57, None
None, -11.02, None, None, None, None, None, None, None, None, None, None, 2019-12-01 18:00:00, None, 9.54, None
None, -11.1, None, None, None, None, None, None, None, None, None, None, 2019-12-01 19:00:00, None, 9.64, None
None, -11.19, None, None, None, None, None, None, None, None, None, None, 2019-12-01 20:00:00, None, 9.73, None
None, -10.75, None, None, None, None, None, None, None, None, None, None, 2019-12-01 21:00:00, None, 9.75, None
None, -10.82, None, None, None, None, None, None, None, None, None, None, 2019-12-01 22:00:00, None, 9.74, None
None, -10.96, None, None, None, None, None, None, None, None, None, None, 2019-12-01 23:00:00, None, 9.73, None
None, -11.25, None, None, None, None, None, None, None, None, None, None, 2019-12-02 00:00:00, None, 9.6, None
None, -11.25, None, None, None, None, None, None, None, None, None, None, 2019-12-02 01:00:00, None, 9.57, None
None, -11.13, None, None, None, None, None, None, None, None, None, None, 2019-12-02 02:00:00, None, 9.29, None
None, -10.8, None, None, None, None, None, None, None, None, None, None, 2019-12-02 03:00:00, None, 9.23, None
None, -11.04, None, None, None, None, None, None, None, None, None, None, 2019-12-02 04:00:00, None, 9.21, None
None, -10.71, None, None, None, None, None, None, None, None, None, None, 2019-12-02 05:00:00, None, 9.29, None
None, -10.85, None, None, None, None, None, None, None, None, None, None, 2019-12-02 06:00:00, None, 9.25, None
None, -11.24, None, None, None, None, None, None, None, None, None, None, 2019-12-02 07:00:00, None, 9.25, None
None, -10.78, None, None, None, None, None, None, None, None, None, None, 2019-12-02 08:00:00, None, 9.22, None
None, -10.04, None, None, None, None, None, None, None, None, None, None, 2019-12-02 09:00:00, None, 9.19, None
None, -9.38, None, None, None, None, None, None, None, None, None, None, 2019-12-02 10:00:00, None, 9.11, None
None, -6.318, None, None, None, None, None, None, None, None, None, None, 2019-12-02 11:00:00, None, 9.03, None
None, -6.958, None, None, None, None, None, None, None, None, None, None, 2019-12-02 12:00:00, None, 9.12, None
None, -6.773, None, None, None, None, None, None, None, None, None, None, 2019-12-02 13:00:00, None, 8.9, None
None, -6.521, None, None, None, None, None, None, None, None, None, None, 2019-12-02 14:00:00, None, 9.23, None
None, -7.17, None, None, None, None, None, None, None, None, None, None, 2019-12-02 15:00:00, None, 9.22, None
None, -7.56, None, None, None, None, None, None, None, None, None, None, 2019-12-02 16:00:00, None, 9.42, None
None, -7.93, None, None, None, None, None, None, None, None, None, None, 2019-12-02 17:00:00, None, 9.45, None
None, -7.9, None, None, None, None, None, None, None, None, None, None, 2019-12-02 18:00:00, None, 9.5, None
None, -7.55, None, None, None, None, None, None, None, None, None, None, 2019-12-02 19:00:00, None, 9.47, None
None, -8.43, None, None, None, None, None, None, None, None, None, None, 2019-12-02 20:00:00, None, 9.5, None
None, -8.01, None, None, None, None, None, None, None, None, None, None, 2019-12-02 21:00:00, None, 9.48, None
None, -7.04, None, None, None, None, None, None, None, None, None, None, 2019-12-02 22:00:00, None, 9.89, None
None, -7.6, None, None, None, None, None, None, None, None, None, None, 2019-12-02 23:00:00, None, 10.97, None
None, -7.3, None, None, None, None, None, None, None, None, None, None, 2019-12-03 00:00:00, None, 9.43, None
None, -7.6, None, None, None, None, None, None, None, None, None, None, 2019-12-03 01:00:00, None, 9.5, None
None, -7.21, None, None, None, None, None, None, None, None, None, None, 2019-12-03 02:00:00, None, 8.99, None
None, -7.58, None, None, None, None, None, None, None, None, None, None, 2019-12-03 03:00:00, None, 9.01, None
None, -7.52, None, None, None, None, None, None, None, None, None, None, 2019-12-03 04:00:00, None, 10.98, None
None, -7.25, None, None, None, None, None, None, None, None, None, None, 2019-12-03 05:00:00, None, 9.83, None
None, -6.852, None, None, None, None, None, None, None, None, None, None, 2019-12-03 06:00:00, None, 10.0, None
