station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
85.7, None, None, None, 3.718, 217.3, None, None, None, None, None, None, None, None, None, 53.25, None, None, -9.28, None, None, None, None, 34.44, None, None, None, None, 2019-01-01 00:00:00
85.6, None, None, None, 5.891, 210.4, None, None, None, None, None, None, None, None, None, 53.16, None, None, -9.33, None, None, None, None, 9.51, None, None, None, None, 2019-01-01 01:00:00
85.7, None, None, None, 6.558, 217.0, None, None, None, None, None, None, None, None, None, 53.11, None, None, -9.18, None, None, None, None, 8.25, None, None, None, None, 2019-01-01 02:00:00
84.6, None, None, None, 5.655, 221.8, None, None, None, None, None, None, None, None, None, 53.03, None, None, -8.89, None, None, None, None, 5.718, None, None, None, None, 2019-01-01 03:00:00
83.0, None, None, None, 7.867, 218.8, None, None, None, None, None, None, None, None, None, 52.99, None, None, -8.8, None, None, None, None, 8.71, None, None, None, None, 2019-01-01 04:00:00
82.9, None, None, None, 8.41, 220.4, None, None, None, None, None, None, None, None, None, 52.87, None, None, -8.94, None, None, None, None, 10.3, None, None, None, None, 2019-01-01 05:00:00
83.6, None, None, None, 10.11, 218.8, None, None, None, None, None, None, None, None, None, 52.87, None, None, -9.03, None, None, None, None, 9.11, None, None, None, None, 2019-01-01 06:00:00
82.7, None, None, None, 7.27, 215.6, None, None, None, None, None, None, None, None, None, 52.77, None, None, -9.03, None, None, None, None, 6.788, None, None, None, None, 2019-01-01 07:00:00
82.2, None, None, None, 6.872, 213.0, None, None, None, None, None, None, None, None, None, 52.63, None, None, -9.06, None, None, None, None, 11.79, None, None, None, None, 2019-01-01 08:00:00
81.5, None, None, None, 7.345, 212.6, None, None, None, None, None, None, None, None, None, 52.59, None, None, -9.09, None, None, None, None, 8.41, None, None, None, None, 2019-01-01 09:00:00
78.95, None, None, None, 6.442, 216.4, None, None, None, None, None, None, None, None, None, 52.43, None, None, -8.75, None, None, None, None, 9.88, None, None, None, None, 2019-01-01 10:00:00
77.21, None, None, None, 1.633, 176.3, None, None, None, None, None, None, None, None, None, 52.03, None, None, -7.578, None, None, None, None, 35.37, None, None, None, None, 2019-01-01 11:00:00
77.3, None, None, None, 6.06, 202.9, None, None, None, None, None, None, None, None, None, 52.27, None, None, -7.168, None, None, None, None, 12.82, None, None, None, None, 2019-01-01 12:00:00
77.79, None, None, None, 7.864, 202.0, None, None, None, None, None, None, None, None, None, 52.31, None, None, -7.397, None, None, None, None, 13.44, None, None, None, None, 2019-01-01 13:00:00
78.49, None, None, None, 4.57, 190.8, None, None, None, None, None, None, None, None, None, 52.06, None, None, -6.932, None, None, None, None, 24.08, None, None, None, None, 2019-01-01 14:00:00
83.0, None, None, None, 1.372, 168.9, None, None, None, None, None, None, None, None, None, 52.11, None, None, -7.05, None, None, None, None, 66.03, None, None, None, None, 2019-01-01 15:00:00
