station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, stn_pres
None, 1.937, 81.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-23 21:00:00, None
None, 1.901, 83.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-23 22:00:00, None
None, 2.681, 78.95, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-23 23:00:00, None
None, 4.501, 80.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 00:00:00, None
None, 4.018, 76.47, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 01:00:00, None
None, 4.003, 65.82, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 02:00:00, None
None, 5.121, 34.12, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 03:00:00, None
None, 4.904, 27.98, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 04:00:00, None
None, 4.783, 25.88, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 05:00:00, None
None, 4.235, 26.36, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 06:00:00, None
None, 3.222, 29.28, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 07:00:00, None
None, 2.882, 45.98, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 10:00:00, None
None, 5.086, 41.64, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 11:00:00, None
None, 5.726, 35.28, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 12:00:00, None
None, 5.796, 36.31, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 13:00:00, None
None, 4.982, 40.61, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 14:00:00, None
None, 4.071, 43.47, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 15:00:00, None
None, 2.18, 62.61, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 16:00:00, None
None, 1.816, 61.42, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 17:00:00, None
None, 1.968, 53.77, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 18:00:00, None
None, 1.754, 53.73, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 19:00:00, None
None, 0.378, 61.58, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 20:00:00, None
None, 0.714, 56.93, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 21:00:00, None
None, 0.381, 59.79, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 22:00:00, None
None, -0.265, 67.63, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-24 23:00:00, None
None, 0.499, 63.31, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 00:00:00, None
None, -0.662, 73.04, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 01:00:00, None
None, -1.984, 86.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 02:00:00, None
None, -2.412, 73.15, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 03:00:00, None
None, -3.73, 82.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 04:00:00, None
None, -3.259, 81.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 05:00:00, None
None, -3.121, 79.93, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 06:00:00, None
None, -3.642, 75.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 07:00:00, None
None, -3.522, 75.12, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 08:00:00, None
None, -2.278, 71.05, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 09:00:00, None
None, -1.137, 63.38, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 10:00:00, None
None, -1.115, 63.09, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 11:00:00, None
None, -0.854, 63.55, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 12:00:00, None
None, -0.162, 61.33, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 13:00:00, None
None, 0.353, 45.32, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 14:00:00, None
None, 0.024, 44.43, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 15:00:00, None
None, -1.467, 51.18, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 16:00:00, None
None, -2.519, 54.29, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 17:00:00, None
None, -2.8, 54.04, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 18:00:00, None
None, -3.772, 57.48, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 19:00:00, None
None, -5.137, 61.84, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 20:00:00, None
None, -6.096, 67.02, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 21:00:00, None
None, -6.47, 71.25, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 22:00:00, None
None, -5.748, 68.21, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-25 23:00:00, None
None, -5.779, 73.89, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 00:00:00, None
None, -5.592, 77.16, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 01:00:00, None
None, -5.46, 76.57, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 02:00:00, None
None, -5.903, 90.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 03:00:00, None
None, -6.031, 92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 04:00:00, None
None, -6.788, 92.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 05:00:00, None
None, -6.798, 92.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 06:00:00, None
None, -6.894, 92.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 07:00:00, None
None, -6.282, 92.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 08:00:00, None
None, -6.814, 92.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 09:00:00, None
None, -5.729, 90.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 10:00:00, None
None, -5.01, 85.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 11:00:00, None
None, -2.961, 74.69, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 12:00:00, None
None, -3.366, 81.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 13:00:00, None
None, -2.995, 64.17, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 14:00:00, None
None, -4.185, 75.16, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 15:00:00, None
None, -4.986, 72.69, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 16:00:00, None
None, -4.789, 72.17, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 17:00:00, None
None, -5.276, 75.94, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 18:00:00, None
None, -5.87, 78.34, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 19:00:00, None
None, -5.972, 80.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 20:00:00, None
None, -5.676, 74.62, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 21:00:00, None
None, -5.983, 75.31, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 22:00:00, None
None, -6.282, 72.59, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-26 23:00:00, None
None, -6.408, 71.99, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 00:00:00, None
None, -6.47, 67.18, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 01:00:00, None
None, -7.33, 75.67, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 02:00:00, None
None, -7.906, 78.06, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 03:00:00, None
None, -8.54, 77.28, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 04:00:00, None
None, -9.36, 75.77, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 05:00:00, None
None, -10.0, 76.36, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 06:00:00, None
None, -10.47, 74.18, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 07:00:00, None
None, -11.28, 73.19, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 08:00:00, None
None, -11.21, 69.39, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 09:00:00, None
None, -10.68, 66.09, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 10:00:00, None
None, -10.42, 63.22, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 11:00:00, None
None, -9.49, 60.35, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 12:00:00, None
None, -9.46, 58.98, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 13:00:00, None
None, -9.48, 58.86, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 14:00:00, None
None, -9.59, 59.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 15:00:00, None
None, -10.76, 63.08, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 16:00:00, None
None, -11.2, 63.59, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 18:00:00, None
None, -11.18, 62.96, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 19:00:00, None
None, -11.15, 63.44, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 20:00:00, None
None, -11.23, 64.33, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 22:00:00, None
None, -11.11, 64.47, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-27 23:00:00, None
None, -11.55, 65.82, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 00:00:00, None
None, -11.7, 66.26, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 01:00:00, None
None, -12.1, 67.82, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 02:00:00, None
None, -12.41, 69.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 03:00:00, None
None, -13.95, 77.93, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 04:00:00, None
None, -14.76, 78.73, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 05:00:00, None
None, -15.74, 81.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 06:00:00, None
None, -16.49, 81.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 07:00:00, None
None, -16.01, 82.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 08:00:00, None
None, -14.32, 74.48, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 09:00:00, None
None, -12.6, 68.58, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 10:00:00, None
None, -11.57, 66.42, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 11:00:00, None
None, -10.82, 64.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 12:00:00, None
None, -9.31, 59.61, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 13:00:00, None
None, -8.61, 54.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 14:00:00, None
None, -7.467, 52.25, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 15:00:00, None
None, -10.6, 61.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 16:00:00, None
None, -10.76, 62.91, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 17:00:00, None
None, -11.1, 63.91, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 18:00:00, None
None, -12.39, 70.14, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 19:00:00, None
None, -13.12, 73.45, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 20:00:00, None
None, -14.62, 76.44, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 21:00:00, None
None, -14.0, 77.29, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 22:00:00, None
None, -14.92, 79.85, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-28 23:00:00, None
None, -15.1, 83.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 00:00:00, None
None, -15.72, 84.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 01:00:00, None
None, -16.22, 84.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 02:00:00, None
None, -16.98, 83.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 03:00:00, None
None, -17.24, 85.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 04:00:00, None
None, -17.51, 84.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 05:00:00, None
None, -17.81, 83.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 06:00:00, None
None, -17.93, 84.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 07:00:00, None
None, -18.23, 83.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 08:00:00, None
None, -16.1, 79.13, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 09:00:00, None
None, -13.74, 73.86, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 10:00:00, None
None, -12.53, 68.13, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 11:00:00, None
None, -10.91, 65.24, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 12:00:00, None
None, -8.27, 56.35, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 13:00:00, None
None, -7.777, 52.39, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 14:00:00, None
None, -7.035, 52.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 15:00:00, None
None, -9.89, 62.13, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 16:00:00, None
None, -10.75, 66.53, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 17:00:00, None
None, -12.54, 70.38, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 21:00:00, None
None, -14.32, 78.06, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 22:00:00, None
None, -14.48, 73.97, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-29 23:00:00, None
None, -14.23, 78.15, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 00:00:00, None
None, -15.21, 81.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 01:00:00, None
None, -15.6, 81.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 02:00:00, None
None, -15.32, 84.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 03:00:00, None
None, -16.48, 82.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 04:00:00, None
None, -15.93, 84.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 05:00:00, None
None, -16.85, 84.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 06:00:00, None
None, -17.62, 83.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 07:00:00, None
None, -17.5, 84.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 08:00:00, None
None, -14.59, 80.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 10:00:00, None
None, -13.41, 78.24, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 11:00:00, None
None, -11.86, 74.24, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 12:00:00, None
None, -11.54, 76.27, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 13:00:00, None
None, -11.54, 78.63, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 14:00:00, None
None, -12.12, 82.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 15:00:00, None
None, -11.67, 81.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 16:00:00, None
None, -11.8, 83.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 17:00:00, None
None, -11.6, 85.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 18:00:00, None
None, -11.38, 86.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 19:00:00, None
None, -11.13, 85.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 20:00:00, None
None, -10.74, 86.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 21:00:00, None
None, -10.29, 85.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 22:00:00, None
None, -10.44, 86.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-11-30 23:00:00, None
None, -11.19, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 00:00:00, None
None, -11.15, 90.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 01:00:00, None
None, -11.38, 89.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 02:00:00, None
None, -11.39, 89.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 03:00:00, None
None, -11.53, 88.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 04:00:00, None
None, -11.43, 88.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 05:00:00, None
None, -11.65, 88.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 06:00:00, None
None, -11.59, 88.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 07:00:00, None
None, -11.68, 88.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 08:00:00, None
None, -11.31, 88.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 09:00:00, None
None, -10.91, 88.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 10:00:00, None
None, -10.76, 88.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 11:00:00, None
None, -9.68, 89.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 12:00:00, None
None, -8.69, 90.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 13:00:00, None
None, -8.2, 90.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 14:00:00, None
None, -8.36, 90.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 15:00:00, None
None, -8.95, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 16:00:00, None
None, -9.0, 90.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 17:00:00, None
None, -8.49, 90.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 18:00:00, None
None, -8.46, 91.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 19:00:00, None
None, -8.64, 90.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 20:00:00, None
None, -8.52, 90.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 21:00:00, None
None, -9.07, 90.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 22:00:00, None
None, -9.06, 90.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-01 23:00:00, None
None, -9.0, 90.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 00:00:00, None
None, -8.78, 90.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 01:00:00, None
None, -8.68, 90.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 02:00:00, None
None, -8.59, 90.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 03:00:00, None
None, -8.37, 90.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 04:00:00, None
None, -8.47, 91.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 05:00:00, None
None, -8.26, 91.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 06:00:00, None
None, -7.968, 91.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 07:00:00, None
None, -8.08, 91.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 08:00:00, None
None, -7.88, 91.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-12-02 09:00:00, None
