station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, 2.029, 76.94, None, None, 23.52, 0.399, 334.6, None, None, None, None, None, None, -2.0, 988.0, None, None, None, 2019-01-01 00:00:00, None, 0.254, None
None, 2.077, 74.09, None, None, 18.71, 0.377, 305.3, None, None, None, None, None, None, -2.0, 988.0, None, None, None, 2019-01-01 01:00:00, None, 0.201, None
None, 1.887, 77.89, None, None, 15.78, 0.671, 294.5, None, None, None, None, None, None, -2.0, 988.0, None, None, None, 2019-01-01 02:00:00, None, 0.16, None
None, 2.029, 76.11, None, None, 43.21, 0.595, 307.2, None, None, None, None, None, None, -2.0, 988.0, None, None, None, 2019-01-01 03:00:00, None, 0.208, None
None, 1.737, 79.85, None, None, 37.08, 0.084, 312.0, None, None, None, None, None, None, -1.0, 988.0, None, None, None, 2019-01-01 04:00:00, None, 0.16, None
None, 1.497, 79.03, None, None, 29.65, 0.642, 294.4, None, None, None, None, None, None, -2.0, 987.0, None, None, None, 2019-01-01 05:00:00, None, 0.183, None
None, 1.497, 80.4, None, None, 33.12, 1.231, 276.3, None, None, None, None, None, None, -2.0, 987.0, None, None, None, 2019-01-01 06:00:00, None, 0.236, None
None, 1.899, 80.7, None, None, 56.26, 0.41, 303.2, None, None, None, None, None, None, -1.0, 987.0, None, None, None, 2019-01-01 07:00:00, None, 0.266, None
None, 1.787, 87.7, None, None, 40.38, 0.241, 300.5, None, None, None, None, None, None, 0.0, 988.0, None, None, None, 2019-01-01 08:00:00, None, 0.19, None
None, 1.626, 90.1, None, None, 62.9, 0.465, 337.6, None, None, None, None, None, None, 0.0, 989.0, None, None, None, 2019-01-01 09:00:00, None, 0.168, None
None, 2.624, 89.1, None, None, 41.72, 0.65, 38.58, None, None, None, None, None, None, 1.0, 989.0, None, None, None, 2019-01-01 10:00:00, None, 0.215, None
