station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, -1.063, None, None, None, None, 16.36, None, 0.339, 322.5, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 00:00:00, None, None, 121.3, None
None, -0.902, None, None, None, None, 14.06, None, 0.342, 328.0, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 01:00:00, None, None, 121.7, None
None, -0.559, None, None, None, None, 6.66, None, 0.351, 329.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 02:00:00, None, None, 122.5, None
None, -0.675, None, None, None, None, 14.17, None, 0.342, 332.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 03:00:00, None, None, 122.0, None
None, -0.563, None, None, None, None, 18.21, None, 0.335, 324.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 04:00:00, None, None, 123.2, None
None, -0.421, None, None, None, None, 13.93, None, 0.342, 332.1, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 05:00:00, None, None, 123.3, None
None, -0.515, None, None, None, None, 27.1, None, 0.314, 333.0, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 06:00:00, None, None, 124.5, None
None, -0.336, None, None, None, None, 17.12, None, 0.337, 324.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 07:00:00, None, None, 124.5, None
None, -0.079, None, None, None, None, 15.2, None, 0.34, 327.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 08:00:00, None, None, 124.1, None
None, 0.359, None, None, None, None, 18.38, None, 0.335, 322.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 09:00:00, None, None, 124.8, None
None, 0.491, None, None, None, None, 22.72, None, 0.325, 338.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 10:00:00, None, None, 124.6, None
None, 0.642, None, None, None, None, 44.17, None, 0.248, 324.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 11:00:00, None, None, 124.0, None
None, 0.518, None, None, None, None, 27.25, None, 0.313, 343.1, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 12:00:00, None, None, 123.4, None
None, 0.613, None, None, None, None, 34.91, None, 0.648, 327.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 13:00:00, None, None, 123.2, None
None, 1.059, None, None, None, None, 53.0, None, 1.067, 324.6, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 14:00:00, None, None, 122.7, None
None, 0.86, None, None, None, None, 38.78, None, 1.382, 344.2, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 15:00:00, None, None, 122.4, None
None, 1.192, None, None, None, None, 29.68, None, 2.235, 341.9, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 16:00:00, None, None, 122.2, None
None, 1.467, None, None, None, None, 43.84, None, 2.33, 347.5, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 17:00:00, None, None, 121.7, None
None, 1.344, None, None, None, None, 62.77, None, 1.24, 329.5, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 18:00:00, None, None, 121.4, None
None, 1.477, None, None, None, None, 56.85, None, 1.712, 349.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 19:00:00, None, None, 120.8, None
None, 2.417, None, None, None, None, 40.7, None, 3.217, 344.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 20:00:00, None, None, 120.6, None
None, 1.866, None, None, None, None, 70.4, None, 0.922, 24.7, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 21:00:00, None, None, 120.0, None
None, 2.341, None, None, None, None, 49.57, None, 2.084, 331.8, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 22:00:00, None, None, 119.5, None
None, 2.645, None, None, None, None, 61.54, None, 1.602, 5.611, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 23:00:00, None, None, 119.7, None
None, 1.866, None, None, None, None, 75.6, None, 0.342, 10.93, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 00:00:00, None, None, 118.6, None
None, 1.239, None, None, None, None, 62.35, None, 0.662, 294.4, None, None, None, None, None, None, None, None, None, None, None, 2019-01-02 01:00:00, None, None, 116.9, None
