station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -4.227, 87.3, None, None, 0.583, 5.714, 7.677, None, None, None, None, None, None, -6.0, 876.0, None, None, None, 2019-11-21 16:00:00, None, 21.75, None
None, -4.604, 87.4, None, None, 0.375, 3.899, 7.71, None, None, None, None, None, None, -6.0, 876.0, None, None, None, 2019-11-21 17:00:00, None, 21.69, None
None, -4.983, 87.4, None, None, 0.527, 4.96, 7.777, None, None, None, None, None, None, -7.0, 875.0, None, None, None, 2019-11-21 18:00:00, None, 21.69, None
None, -5.14, 87.5, None, None, 0.461, 4.601, 7.94, None, None, None, None, None, None, -7.0, 875.0, None, None, None, 2019-11-21 19:00:00, None, 21.46, None
None, -5.546, 87.6, None, None, 0.352, 3.9, 8.07, None, None, None, None, None, None, -7.0, 876.0, None, None, None, 2019-11-21 20:00:00, None, 21.5, None
None, -5.839, 87.6, None, None, 0.359, 4.036, 8.09, None, None, None, None, None, None, -7.0, 876.0, None, None, None, 2019-11-21 21:00:00, None, 21.46, None
None, -6.033, 87.5, None, None, 0.432, 4.683, 8.11, None, None, None, None, None, None, -8.0, 876.0, None, None, None, 2019-11-21 22:00:00, None, 21.48, None
None, -6.35, 87.6, None, None, 0.179, 2.902, 8.12, None, None, None, None, None, None, -8.0, 877.0, None, None, None, 2019-11-21 23:00:00, None, 21.61, None
None, -6.666, 87.7, None, None, 0.063, 1.67, 8.12, None, None, None, None, None, None, -8.0, 877.0, None, None, None, 2019-11-22 00:00:00, None, 21.66, None
None, -6.773, 87.6, None, None, 0.0, 1.543, 8.12, None, None, None, None, None, None, -8.0, 877.0, None, None, None, 2019-11-22 01:00:00, None, 21.58, None
None, -6.959, 87.7, None, None, 0.19, 2.166, 8.14, None, None, None, None, None, None, -8.0, 878.0, None, None, None, 2019-11-22 02:00:00, None, 21.57, None
None, -7.444, 87.7, None, None, 0.0, 0.412, 8.14, None, None, None, None, None, None, -9.0, 878.0, None, None, None, 2019-11-22 03:00:00, None, 21.55, None
None, -7.753, 87.6, None, None, 0.0, 0.507, 8.17, None, None, None, None, None, None, -9.0, 878.0, None, None, None, 2019-11-22 04:00:00, None, 21.55, None
None, -8.51, 87.6, None, None, 0.0, 0.186, 8.2, None, None, None, None, None, None, -10.0, 878.0, None, None, None, 2019-11-22 05:00:00, None, 21.56, None
None, -9.06, 87.6, None, None, 0.0, 0.079, 8.24, None, None, None, None, None, None, -11.0, 878.0, None, None, None, 2019-11-22 06:00:00, None, 21.59, None
None, -9.87, 87.6, None, None, 0.0, 0.054, 8.29, None, None, None, None, None, None, -11.0, 879.0, None, None, None, 2019-11-22 07:00:00, None, 21.53, None
None, -10.4, 87.7, None, None, 0.0, 0.065, 8.33, None, None, None, None, None, None, -12.0, 880.0, None, None, None, 2019-11-22 08:00:00, None, 21.6, None
None, -9.13, 87.8, None, None, 0.0, 0.052, 8.3, None, None, None, None, None, None, -11.0, 880.0, None, None, None, 2019-11-22 09:00:00, None, 21.8, None
None, -6.882, 87.6, None, None, 0.144, 0.209, 8.16, None, None, None, None, None, None, -8.0, 881.0, None, None, None, 2019-11-22 10:00:00, None, 21.85, None
None, -2.946, 86.6, None, None, 0.189, 0.366, 7.763, None, None, None, None, None, None, -5.0, 881.0, None, None, None, 2019-11-22 11:00:00, None, 21.77, None
None, 0.076, 85.9, None, None, 0.388, 3.706, 7.787, None, None, None, None, None, None, -2.0, 880.0, None, None, None, 2019-11-22 12:00:00, None, 21.69, None
None, -0.104, 85.9, None, None, 0.499, 5.202, 7.748, None, None, None, None, None, None, -2.0, 880.0, None, None, None, 2019-11-22 13:00:00, None, 21.77, None
None, -1.493, 85.8, None, None, 0.521, 5.169, 7.802, None, None, None, None, None, None, -3.0, 880.0, None, None, None, 2019-11-22 14:00:00, None, 21.7, None
None, -4.133, 87.2, None, None, 0.352, 3.807, 7.743, None, None, None, None, None, None, -6.0, 880.0, None, None, None, 2019-11-22 15:00:00, None, 22.03, None
None, -4.704, 87.4, None, None, 0.452, 4.609, 7.692, None, None, None, None, None, None, -6.0, 881.0, None, None, None, 2019-11-22 16:00:00, None, 22.05, None
None, -4.814, 87.5, None, None, 0.525, 5.109, 7.631, None, None, None, None, None, None, -6.0, 881.0, None, None, None, 2019-11-22 17:00:00, None, 21.94, None
None, -4.927, 87.6, None, None, 0.306, 3.582, 7.678, None, None, None, None, None, None, -6.0, 881.0, None, None, None, 2019-11-22 18:00:00, None, 22.0, None
None, -5.059, 87.6, None, None, 0.264, 2.753, 7.695, None, None, None, None, None, None, -7.0, 881.0, None, None, None, 2019-11-22 19:00:00, None, 21.64, None
None, -5.011, 87.7, None, None, 0.262, 1.762, 7.942, None, None, None, None, None, None, -7.0, 881.0, None, None, None, 2019-11-22 20:00:00, None, 21.63, None
None, -4.867, 87.7, None, None, 0.0, 0.0, 8.06, None, None, None, None, None, None, -6.0, 881.0, None, None, None, 2019-11-22 21:00:00, None, 21.62, None
