station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
89.1, None, None, None, 3.544, 149.6, None, None, -6.0, 947.0, None, None, None, None, None, 37.93, None, None, -4.336, None, None, None, None, 36.07, None, None, None, None, None, None, 2019-01-01 00:00:00, None
89.8, None, None, None, 4.107, 146.0, None, None, -6.0, 947.0, None, None, None, None, None, 39.77, None, None, -4.282, None, None, None, None, 29.05, None, None, None, None, None, None, 2019-01-01 01:00:00, None
90.3, None, None, None, 4.808, 143.1, None, None, -5.0, 947.0, None, None, None, None, None, 41.55, None, None, -4.192, None, None, None, None, 26.24, None, None, None, None, None, None, 2019-01-01 02:00:00, None
90.5, None, None, None, 4.794, 145.1, None, None, -5.0, 947.0, None, None, None, None, None, 42.98, None, None, -4.072, None, None, None, None, 32.96, None, None, None, None, None, None, 2019-01-01 03:00:00, None
90.6, None, None, None, 3.836, 149.6, None, None, -5.0, 947.0, None, None, None, None, None, 44.22, None, None, -4.0, None, None, None, None, 40.78, None, None, None, None, None, None, 2019-01-01 04:00:00, None
90.7, None, None, None, 3.903, 145.2, None, None, -5.0, 947.0, None, None, None, None, None, 45.03, None, None, -3.928, None, None, None, None, 33.49, None, None, None, None, None, None, 2019-01-01 05:00:00, None
90.8, None, None, None, 4.245, 138.4, None, None, -5.0, 946.0, None, None, None, None, None, 46.38, None, None, -3.786, None, None, None, None, 24.37, None, None, None, None, None, None, 2019-01-01 06:00:00, None
90.9, None, None, None, 3.906, 138.7, None, None, -5.0, 947.0, None, None, None, None, None, 47.68, None, None, -3.712, None, None, None, None, 24.93, None, None, None, None, None, None, 2019-01-01 07:00:00, None
91.0, None, None, None, 3.986, 144.9, None, None, -5.0, 946.0, None, None, None, None, None, 46.97, None, None, -3.549, None, None, None, None, 31.35, None, None, None, None, None, None, 2019-01-01 08:00:00, None
91.0, None, None, None, 4.844, 140.0, None, None, -5.0, 946.0, None, None, None, None, None, 48.56, None, None, -3.458, None, None, None, None, 31.11, None, None, None, None, None, None, 2019-01-01 09:00:00, None
90.8, None, None, None, 5.532, 142.4, None, None, -4.0, 946.0, None, None, None, None, None, 47.98, None, None, -3.167, None, None, None, None, 27.52, None, None, None, None, None, None, 2019-01-01 10:00:00, None
90.2, None, None, None, 5.628, 145.5, None, None, -4.0, 946.0, None, None, None, None, None, 49.07, None, None, -2.883, None, None, None, None, 34.67, None, None, None, None, None, None, 2019-01-01 11:00:00, None
89.7, None, None, None, 5.387, 148.1, None, None, -4.0, 945.0, None, None, None, None, None, 48.84, None, None, -2.645, None, None, None, None, 36.22, None, None, None, None, None, None, 2019-01-01 12:00:00, None
89.1, None, None, None, 4.862, 159.3, None, None, -4.0, 945.0, None, None, None, None, None, 48.53, None, None, -2.369, None, None, None, None, 43.76, None, None, None, None, None, None, 2019-01-01 13:00:00, None
