station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -5.619, 0.266, None, None, 18.81, 5.719, 312.4, None, None, None, None, None, None, -60.0, 900.0, None, None, None, 2019-01-01 00:00:00, None, 11.78, None
None, -5.572, 0.266, None, None, 32.72, 2.886, 313.3, None, None, None, None, None, None, -60.0, 900.0, None, None, None, 2019-01-01 01:00:00, None, 11.75, None
None, -5.38, 0.266, None, None, 49.54, 2.454, 302.5, None, None, None, None, None, None, -60.0, 900.0, None, None, None, 2019-01-01 02:00:00, None, 11.88, None
None, -5.239, 0.199, None, None, 67.69, 0.976, 172.3, None, None, None, None, None, None, -62.0, 901.0, None, None, None, 2019-01-01 03:00:00, None, 11.82, None
None, -5.002, 0.199, None, None, 39.0, 4.707, 305.0, None, None, None, None, None, None, -62.0, 900.0, None, None, None, 2019-01-01 04:00:00, None, 11.93, None
None, -5.192, 0.266, None, None, 57.64, 1.497, 339.2, None, None, None, None, None, None, -60.0, 899.0, None, None, None, 2019-01-01 05:00:00, None, 11.8, None
None, -4.669, 0.266, None, None, 29.87, 3.431, 321.2, None, None, None, None, None, None, -60.0, 900.0, None, None, None, 2019-01-01 06:00:00, None, 11.89, None
None, -5.192, 0.266, None, None, 57.73, 1.601, 312.7, None, None, None, None, None, None, -60.0, 900.0, None, None, None, 2019-01-01 07:00:00, None, 11.73, None
None, -5.334, 0.199, None, None, 56.68, 1.04, 292.1, None, None, None, None, None, None, -62.0, 900.0, None, None, None, 2019-01-01 08:00:00, None, 11.76, None
None, -5.619, 0.266, None, None, 61.71, 1.189, 292.4, None, None, None, None, None, None, -60.0, 900.0, None, None, None, 2019-01-01 09:00:00, None, 11.85, None
None, -5.287, 0.266, None, None, 24.34, 2.893, 309.0, None, None, None, None, None, None, -60.0, 900.0, None, None, None, 2019-01-01 10:00:00, None, 12.01, None
None, -4.859, 0.266, None, None, 61.95, 0.808, 305.7, None, None, None, None, None, None, -60.0, 900.0, None, None, None, 2019-01-01 11:00:00, None, 11.81, None
None, -4.157, 0.266, None, None, 46.43, 1.207, 1.527, None, None, None, None, None, None, -59.0, 899.0, None, None, None, 2019-01-01 12:00:00, None, 11.9, None
None, -3.552, 0.266, None, None, 57.44, 0.69, 358.9, None, None, None, None, None, None, -59.0, 899.0, None, None, None, 2019-01-01 13:00:00, None, 12.07, None
None, -3.837, 0.266, None, None, 61.2, 0.871, 137.3, None, None, None, None, None, None, -59.0, 898.0, None, None, None, 2019-01-01 14:00:00, None, 12.15, None
None, -4.027, 0.266, None, None, 72.9, 0.525, 213.2, None, None, None, None, None, None, -59.0, 898.0, None, None, None, 2019-01-01 15:00:00, None, 12.02, None
None, -4.075, 0.266, None, None, 75.2, 0.353, 286.7, None, None, None, None, None, None, -59.0, 898.0, None, None, None, 2019-01-01 16:00:00, None, 12.15, None
None, -4.296, 0.266, None, None, 24.3, 4.884, 321.0, None, None, None, None, None, None, -59.0, 898.0, None, None, None, 2019-01-01 17:00:00, None, 12.18, None
None, -4.194, 0.266, None, None, 39.75, 2.715, 306.6, None, None, None, None, None, None, -59.0, 897.0, None, None, None, 2019-01-01 18:00:00, None, 12.03, None
None, -4.384, 0.199, None, None, 17.52, 5.306, 310.9, None, None, None, None, None, None, -61.0, 897.0, None, None, None, 2019-01-01 19:00:00, None, 11.98, None
None, -4.099, 0.266, None, None, 19.55, 3.398, 300.0, None, None, None, None, None, None, -59.0, 896.0, None, None, None, 2019-01-01 20:00:00, None, 12.01, None
None, -4.099, 0.266, None, None, 14.53, 3.583, 314.9, None, None, None, None, None, None, -59.0, 895.0, None, None, None, 2019-01-01 21:00:00, None, 11.98, None
None, -4.099, 0.266, None, None, 19.9, 5.219, 315.5, None, None, None, None, None, None, -59.0, 895.0, None, None, None, 2019-01-01 22:00:00, None, 12.09, None
