station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, rel_hum, time, stn_pres
-11.26, 88.2, None, None, 48.1, 0.0, 313.0, None, None, None, None, None, None, -13.0, 905.0, None, None, 2019-01-01 00:00:00, None
-11.12, 88.4, None, None, 17.97, 0.0, 222.1, None, None, None, None, None, None, -13.0, 907.0, None, None, 2019-01-01 01:00:00, None
-11.31, 89.1, None, None, 61.17, 0.0, 265.1, None, None, None, None, None, None, -13.0, 905.0, None, None, 2019-01-01 02:00:00, None
-11.21, 88.8, None, None, 23.21, 0.0, 211.7, None, None, None, None, None, None, -12.0, 901.0, None, None, 2019-01-01 03:00:00, None
-11.26, 88.5, None, None, 66.66, 0.0, 351.1, None, None, None, None, None, None, -13.0, 901.0, None, None, 2019-01-01 04:00:00, None
-11.69, 88.5, None, None, 68.05, 0.0, 32.09, None, None, None, None, None, None, -13.0, 902.0, None, None, 2019-01-01 05:00:00, None
-11.89, 88.5, None, None, 72.23, 0.0, 54.96, None, None, None, None, None, None, -13.0, 900.0, None, None, 2019-01-01 06:00:00, None
-11.76, 88.7, None, None, 67.66, 0.0, 88.7, None, None, None, None, None, None, -13.0, 897.0, None, None, 2019-01-01 07:00:00, None
-11.5, 88.3, None, None, 39.76, 0.0, 24.94, None, None, None, None, None, None, -13.0, 900.0, None, None, 2019-01-01 08:00:00, None
-10.48, 88.4, None, None, 6.72, 0.0, 21.15, None, None, None, None, None, None, -12.0, 899.0, None, None, 2019-01-01 09:00:00, None
-9.87, 86.9, None, None, 57.47, 0.0, 294.3, None, None, None, None, None, None, -11.0, 897.0, None, None, 2019-01-01 10:00:00, None
-9.12, 85.4, None, None, 28.06, 0.0, 245.9, None, None, None, None, None, None, -11.0, 895.0, None, None, 2019-01-01 11:00:00, None
-8.67, 82.7, None, None, 27.44, 0.0, 266.8, None, None, None, None, None, None, -11.0, 900.0, None, None, 2019-01-01 12:00:00, None
-8.43, 82.0, None, None, 33.11, 0.0, 265.7, None, None, None, None, None, None, -11.0, 895.0, None, None, 2019-01-01 13:00:00, None
-8.32, 83.5, None, None, 17.63, 0.0, 216.6, None, None, None, None, None, None, -10.0, 905.0, None, None, 2019-01-01 14:00:00, None
-8.49, 85.3, None, None, 41.36, 0.0, 263.7, None, None, None, None, None, None, -10.0, 902.0, None, None, 2019-01-01 15:00:00, None
-8.92, 87.4, None, None, 56.85, 0.0, 285.0, None, None, None, None, None, None, -10.0, 900.0, None, None, 2019-01-01 16:00:00, None
-9.06, 88.5, None, None, 65.82, 0.0, 177.9, None, None, None, None, None, None, -10.0, 903.0, None, None, 2019-01-01 17:00:00, None
-9.49, 88.9, None, None, 31.21, 0.0, 180.1, None, None, None, None, None, None, -11.0, 907.0, None, None, 2019-01-01 18:00:00, None
-9.29, 89.5, None, None, 62.0, 0.0, 54.63, None, None, None, None, None, None, -11.0, 904.0, None, None, 2019-01-01 19:00:00, None
-8.95, 88.6, None, None, 49.11, 0.0, 205.4, None, None, None, None, None, None, -10.0, 905.0, None, None, 2019-01-01 20:00:00, None
-8.95, 88.9, None, None, 67.1, 0.0, 169.1, None, None, None, None, None, None, -10.0, 929.0, None, None, 2019-01-01 21:00:00, None
-8.9, 89.1, None, None, 59.2, 0.0, 187.7, None, None, None, None, None, None, -10.0, 924.0, None, None, 2019-01-01 22:00:00, None
-8.9, 89.3, None, None, 38.59, 0.0, 153.4, None, None, None, None, None, None, -10.0, 927.0, None, None, 2019-01-01 23:00:00, None
-8.91, 89.6, None, None, 46.0, 0.0, 103.5, None, None, None, None, None, None, -10.0, 916.0, None, None, 2019-01-02 00:00:00, None
-8.82, 89.5, None, None, 47.18, 0.0, 231.7, None, None, None, None, None, None, -10.0, 915.0, None, None, 2019-01-02 01:00:00, None
-8.84, 89.8, None, None, 3.133, 0.0, 254.6, None, None, None, None, None, None, -10.0, 919.0, None, None, 2019-01-02 02:00:00, None
-8.91, 90.0, None, None, 30.42, 0.0, 270.7, None, None, None, None, None, None, -10.0, 926.0, None, None, 2019-01-02 03:00:00, None
-8.86, 90.1, None, None, 57.21, 0.0, 304.7, None, None, None, None, None, None, -10.0, 916.0, None, None, 2019-01-02 04:00:00, None
-8.83, 90.1, None, None, 1.479, 0.0, 272.9, None, None, None, None, None, None, -10.0, 921.0, None, None, 2019-01-02 05:00:00, None
-8.76, 90.1, None, None, 60.52, 0.0, 6.195, None, None, None, None, None, None, -10.0, 917.0, None, None, 2019-01-02 06:00:00, None
-8.62, 89.8, None, None, 39.62, 0.0, 42.19, None, None, None, None, None, None, -10.0, 912.0, None, None, 2019-01-02 07:00:00, None
-8.67, 89.9, None, None, 48.57, 0.0, 266.2, None, None, None, None, None, None, -10.0, 930.0, None, None, 2019-01-02 08:00:00, None
-8.42, 90.1, None, None, 56.83, 0.0, 284.1, None, None, None, None, None, None, -10.0, 924.0, None, None, 2019-01-02 09:00:00, None
-8.04, 89.8, None, None, 49.07, 0.0, 260.6, None, None, None, None, None, None, -9.0, 923.0, None, None, 2019-01-02 10:00:00, None
-7.73, 89.4, None, None, 43.26, 0.0, 260.2, None, None, None, None, None, None, -9.0, 924.0, None, None, 2019-01-02 11:00:00, None
-6.971, 87.6, None, None, 50.85, 0.0, 243.8, None, None, None, None, None, None, -8.0, 919.0, None, None, 2019-01-02 12:00:00, None
-6.953, 87.7, None, None, 45.04, 0.0, 264.2, None, None, None, None, None, None, -8.0, 922.0, None, None, 2019-01-02 13:00:00, None
-6.812, 89.2, None, None, 51.07, 0.0, 255.4, None, None, None, None, None, None, -8.0, 919.0, None, None, 2019-01-02 14:00:00, None
-6.826, 89.7, None, None, 58.99, 0.0, 287.9, None, None, None, None, None, None, -8.0, 918.0, None, None, 2019-01-02 15:00:00, None
-6.938, 90.5, None, None, 59.11, 0.0, 278.7, None, None, None, None, None, None, -8.0, 914.0, None, None, 2019-01-02 16:00:00, None
-6.906, 90.7, None, None, 65.07, 0.0, 268.5, None, None, None, None, None, None, -8.0, 911.0, None, None, 2019-01-02 17:00:00, None
-6.808, 90.9, None, None, 57.59, 0.0, 149.1, None, None, None, None, None, None, -8.0, 918.0, None, None, 2019-01-02 18:00:00, None
-6.76, 90.9, None, None, 5.98, 0.0, 64.67, None, None, None, None, None, None, -8.0, 911.0, None, None, 2019-01-02 19:00:00, None
-6.801, 91.2, None, None, 76.49, 0.0, 177.8, None, None, None, None, None, None, -8.0, 915.0, None, None, 2019-01-02 20:00:00, None
-6.711, 91.3, None, None, 56.49, 0.0, 92.5, None, None, None, None, None, None, -8.0, 909.0, None, None, 2019-01-02 21:00:00, None
-6.414, 91.5, None, None, 38.84, 0.0, 61.88, None, None, None, None, None, None, -7.0, 915.0, None, None, 2019-01-02 22:00:00, None
-6.236, 91.5, None, None, 50.76, 0.0, 58.13, None, None, None, None, None, None, -7.0, 908.0, None, None, 2019-01-02 23:00:00, None
-6.283, 91.5, None, None, 42.17, 0.0, 81.0, None, None, None, None, None, None, -7.0, 909.0, None, None, 2019-01-03 00:00:00, None
-6.158, 91.6, None, None, 1.31, 0.0, 51.46, None, None, None, None, None, None, -7.0, 916.0, None, None, 2019-01-03 01:00:00, None
-5.867, 91.6, None, None, 13.24, 0.0, 23.11, None, None, None, None, None, None, -7.0, 919.0, None, None, 2019-01-03 02:00:00, None
-5.707, 91.7, None, None, 12.88, 0.0, 44.01, None, None, None, None, None, None, -7.0, 915.0, None, None, 2019-01-03 03:00:00, None
-5.524, 91.6, None, None, 12.7, 0.0, 55.36, None, None, None, None, None, None, -7.0, 912.0, None, None, 2019-01-03 04:00:00, None
-5.389, 91.7, None, None, 2.332, 0.0, 41.18, None, None, None, None, None, None, -6.0, 906.0, None, None, 2019-01-03 05:00:00, None
-5.257, 91.7, None, None, 10.1, 0.0, 36.8, None, None, None, None, None, None, -6.0, 903.0, None, None, 2019-01-03 06:00:00, None
-5.12, 91.8, None, None, 13.08, 0.0, 34.04, None, None, None, None, None, None, -6.0, 905.0, None, None, 2019-01-03 07:00:00, None
-4.98, 91.9, None, None, 2.952, 0.0, 46.18, None, None, None, None, None, None, -6.0, 905.0, None, None, 2019-01-03 08:00:00, None
-4.672, 91.9, None, None, 9.41, 0.0, 49.81, None, None, None, None, None, None, -6.0, 902.0, None, None, 2019-01-03 09:00:00, None
-4.264, 91.9, None, None, 6.154, 0.0, 61.24, None, None, None, None, None, None, -5.0, 904.0, None, None, 2019-01-03 10:00:00, None
-3.749, 91.9, None, None, 4.698, 0.0, 62.71, None, None, None, None, None, None, -5.0, 908.0, None, None, 2019-01-03 11:00:00, None
-3.204, 91.7, None, None, 3.355, 0.0, 64.04, None, None, None, None, None, None, -4.0, 900.0, None, None, 2019-01-03 12:00:00, None
-2.863, 91.5, None, None, 3.868, 0.0, 68.13, None, None, None, None, None, None, -4.0, 907.0, None, None, 2019-01-03 13:00:00, None
-2.838, 91.3, None, None, 5.71, 0.0, 75.92, None, None, None, None, None, None, -4.0, 902.0, None, None, 2019-01-03 14:00:00, None
-2.924, 91.4, None, None, 5.854, 0.0, 66.46, None, None, None, None, None, None, -4.0, 903.0, None, None, 2019-01-03 15:00:00, None
-3.033, 91.7, None, None, 19.45, 0.0, 69.07, None, None, None, None, None, None, -4.0, 905.0, None, None, 2019-01-03 16:00:00, None
-2.887, 91.7, None, None, 13.18, 0.0, 69.08, None, None, None, None, None, None, -4.0, 905.0, None, None, 2019-01-03 17:00:00, None
-2.838, 91.8, None, None, 36.07, 0.0, 76.59, None, None, None, None, None, None, -4.0, 902.0, None, None, 2019-01-03 18:00:00, None
-2.935, 92.1, None, None, 13.61, 0.0, 73.07, None, None, None, None, None, None, -4.0, 900.0, None, None, 2019-01-03 19:00:00, None
-2.887, 92.3, None, None, 14.71, 0.0, 76.55, None, None, None, None, None, None, -4.0, 907.0, None, None, 2019-01-03 20:00:00, None
-2.596, 92.4, None, None, 9.37, 0.0, 68.9, None, None, None, None, None, None, -4.0, 907.0, None, None, 2019-01-03 21:00:00, None
-2.547, 92.4, None, None, 7.453, 0.0, 75.66, None, None, None, None, None, None, -3.0, 900.0, None, None, 2019-01-03 22:00:00, None
-2.126, 92.8, None, None, 11.38, 0.001, 70.74, None, None, None, None, None, None, -3.0, 904.0, None, None, 2019-01-03 23:00:00, None
-2.255, 93.7, None, None, 35.69, 0.0, 51.49, None, None, None, None, None, None, -3.0, 905.0, None, None, 2019-01-04 00:00:00, None
-2.207, 93.9, None, None, 33.39, 0.0, 72.34, None, None, None, None, None, None, -3.0, 903.0, None, None, 2019-01-04 01:00:00, None
-2.037, 93.9, None, None, 34.6, 0.0, 78.72, None, None, None, None, None, None, -3.0, 907.0, None, None, 2019-01-04 02:00:00, None
-2.22, 94.6, None, None, 21.01, 0.0, 68.64, None, None, None, None, None, None, -3.0, 902.0, None, None, 2019-01-04 03:00:00, None
-2.087, 94.3, None, None, 52.9, 0.0, 78.19, None, None, None, None, None, None, -3.0, 904.0, None, None, 2019-01-04 04:00:00, None
-1.429, 94.9, None, None, 63.37, 0.0, 47.36, None, None, None, None, None, None, -2.0, 904.0, None, None, 2019-01-04 05:00:00, None
-1.819, 94.6, None, None, 34.62, 0.0, 45.31, None, None, None, None, None, None, -2.0, 902.0, None, None, 2019-01-04 06:00:00, None
-1.954, 94.8, None, None, 58.35, 0.0, 79.24, None, None, None, None, None, None, -3.0, 903.0, None, None, 2019-01-04 07:00:00, None
-1.941, 94.9, None, None, 66.56, 0.001, 46.01, None, None, None, None, None, None, -3.0, 903.0, None, None, 2019-01-04 08:00:00, None
-1.462, 95.0, None, None, 54.65, 0.0, 49.82, None, None, None, None, None, None, -2.0, 899.0, None, None, 2019-01-04 09:00:00, None
-1.062, 94.3, None, None, 75.47, 0.0, 74.39, None, None, None, None, None, None, -2.0, 905.0, None, None, 2019-01-04 10:00:00, None
0.045, 94.7, None, None, 70.67, 0.0, 247.0, None, None, None, None, None, None, -1.0, 904.0, None, None, 2019-01-04 11:00:00, None
0.604, 94.1, None, None, 65.46, 0.0, 188.7, None, None, None, None, None, None, 0.0, 905.0, None, None, 2019-01-04 12:00:00, None
0.455, 94.1, None, None, 65.67, 0.0, 259.7, None, None, None, None, None, None, 0.0, 901.0, None, None, 2019-01-04 13:00:00, None
0.431, 94.5, None, None, 68.0, 0.0, 165.1, None, None, None, None, None, None, 0.0, 902.0, None, None, 2019-01-04 14:00:00, None
0.362, 94.7, None, None, 53.03, 0.0, 101.2, None, None, None, None, None, None, 0.0, 902.0, None, None, 2019-01-04 15:00:00, None
