station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, None, -6.603, None, None, None, None, None, 0.0, None, 0.0, 0.051, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 00:00:00, None, None, 120.9
None, None, -6.284, None, None, None, None, None, 0.0, None, 0.0, 0.061, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 01:00:00, None, None, 120.8
None, None, -5.35, None, None, None, None, None, 0.0, None, 0.0, 0.062, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 02:00:00, None, None, 120.3
None, None, -6.281, None, None, None, None, None, 0.0, None, 0.0, 0.077, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 03:00:00, None, None, 120.4
None, None, -6.46, None, None, None, None, None, 0.0, None, 0.0, 0.077, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 04:00:00, None, None, 120.4
None, None, -6.386, None, None, None, None, None, 0.0, None, 0.0, 0.078, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 05:00:00, None, None, 120.5
None, None, -6.175, None, None, None, None, None, 0.0, None, 0.0, 0.046, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 06:00:00, None, None, 120.2
None, None, -5.53, None, None, None, None, None, 0.0, None, 0.0, 0.059, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 07:00:00, None, None, 119.5
None, None, -5.108, None, None, None, None, None, 0.0, None, 0.0, 0.125, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 08:00:00, None, None, 119.3
None, None, -6.13, None, None, None, None, None, 0.0, None, 0.0, 0.052, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-01 09:00:00, None, None, 119.6
