station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, snwfl_amt_pst1hr, avg_wnd_spd_10m_pst10mts, dwpt_temp, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, None, 1.188, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 16:00:00, None, 12.24, None
None, None, 0.951, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 17:00:00, None, 12.31, None
None, None, 1.016, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 18:00:00, None, 12.24, None
None, None, 1.017, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 19:00:00, None, 12.35, None
None, None, 0.724, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 20:00:00, None, 12.29, None
None, None, 0.611, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 21:00:00, None, 12.36, None
None, None, 0.658, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 22:00:00, None, 12.35, None
None, None, 0.677, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 23:00:00, None, 12.42, None
None, None, 0.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 00:00:00, None, 12.32, None
None, None, 0.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 01:00:00, None, 12.34, None
None, None, 0.772, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 02:00:00, None, 12.37, None
None, None, 0.651, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 03:00:00, None, 12.43, None
None, None, 0.677, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 04:00:00, None, 12.41, None
None, None, 0.573, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 05:00:00, None, 12.47, None
None, None, 0.206, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 06:00:00, None, 12.58, None
None, None, -0.314, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 07:00:00, None, 12.86, None
None, None, -0.306, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 08:00:00, None, 12.9, None
None, None, -0.306, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 09:00:00, None, 12.65, None
None, None, -0.211, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 10:00:00, None, 12.84, None
None, None, -0.211, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 11:00:00, None, 13.02, None
None, None, 0.072, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 12:00:00, None, 12.84, None
None, None, 0.677, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 13:00:00, None, 12.66, None
None, None, 1.086, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 14:00:00, None, 12.53, None
None, None, 0.763, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 15:00:00, None, 12.54, None
None, None, 0.574, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 16:00:00, None, 12.51, None
None, None, 0.395, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 17:00:00, None, 12.46, None
None, None, 0.035, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 18:00:00, None, 12.45, None
None, None, 0.261, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 19:00:00, None, 12.49, None
None, None, 0.318, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 20:00:00, None, 12.4, None
None, None, 0.214, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 21:00:00, None, 12.19, None
None, None, 0.195, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 22:00:00, None, 11.81, None
None, None, 0.034, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 23:00:00, None, 11.89, None
None, None, 0.147, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 00:00:00, None, 11.91, None
None, None, 0.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 01:00:00, None, 11.8, None
None, None, -0.079, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 02:00:00, None, 11.6, None
None, None, -0.759, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 03:00:00, None, 11.62, None
None, None, -0.429, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 04:00:00, None, 11.49, None
None, None, -1.166, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 05:00:00, None, 11.7, None
None, None, -1.478, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 06:00:00, None, 11.41, None
None, None, -1.298, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 07:00:00, None, 15.42, None
None, None, -1.402, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 08:00:00, None, 14.95, None
None, None, -1.384, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 09:00:00, None, 13.02, None
None, None, -0.949, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 10:00:00, None, 11.51, None
None, None, -0.873, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 11:00:00, None, 11.03, None
None, None, -1.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 12:00:00, None, 11.2, None
None, None, -0.797, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 13:00:00, None, 11.8, None
None, None, -0.674, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 14:00:00, None, 13.98, None
None, None, -0.315, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 15:00:00, None, 13.43, None
None, None, -0.891, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 16:00:00, None, 14.94, None
None, None, -0.769, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 17:00:00, None, 13.92, None
None, None, -0.741, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 18:00:00, None, 15.57, None
None, None, -0.722, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 19:00:00, None, 15.9, None
None, None, -0.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 20:00:00, None, 16.65, None
None, None, -0.618, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 21:00:00, None, 16.56, None
None, None, -0.797, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 22:00:00, None, 17.48, None
None, None, -0.741, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 23:00:00, None, 17.03, None
None, None, -0.845, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 00:00:00, None, 14.26, None
None, None, -0.807, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 01:00:00, None, 18.04, None
None, None, -0.731, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 02:00:00, None, 14.73, None
None, None, -0.655, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 03:00:00, None, 18.12, None
None, None, -0.797, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 04:00:00, None, 19.52, None
None, None, -1.062, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 05:00:00, None, 18.38, None
None, None, -1.119, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 06:00:00, None, 18.78, None
None, None, -1.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 07:00:00, None, 19.19, None
None, None, -1.469, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 08:00:00, None, 19.61, None
None, None, -1.62, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 09:00:00, None, 19.53, None
None, None, -1.753, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 10:00:00, None, 19.97, None
None, None, -1.526, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 11:00:00, None, 20.29, None
None, None, -1.563, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 12:00:00, None, 20.12, None
None, None, -1.487, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 13:00:00, None, 19.99, None
None, None, 2.473, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 10:00:00, None, 22.35, None
None, None, 2.077, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 11:00:00, None, 22.59, None
None, None, 2.266, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 12:00:00, None, 22.92, None
None, None, 3.271, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 13:00:00, None, 23.01, None
None, None, 4.063, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 14:00:00, None, 22.77, None
None, None, 3.878, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 15:00:00, None, 22.47, None
None, None, 3.083, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 17:00:00, None, 21.7, None
None, None, 3.386, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 18:00:00, None, 21.94, None
None, None, 3.074, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 19:00:00, None, 21.69, None
None, None, 2.609, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 20:00:00, None, 21.62, None
None, None, 2.276, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 21:00:00, None, 21.6, None
None, None, 2.304, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 22:00:00, None, 21.51, None
None, None, 2.294, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 23:00:00, None, 21.49, None
None, None, 2.266, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 00:00:00, None, 21.41, None
None, None, 2.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 01:00:00, None, 21.39, None
None, None, 2.048, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 02:00:00, None, 21.37, None
None, None, 1.632, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 03:00:00, None, 21.4, None
None, None, 1.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 04:00:00, None, 21.39, None
None, None, 1.226, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 05:00:00, None, 21.33, None
None, None, 1.622, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 06:00:00, None, 21.3, None
None, None, 1.66, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 07:00:00, None, 21.37, None
None, None, 1.622, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 08:00:00, None, 21.25, None
None, None, 1.594, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 09:00:00, None, 21.25, None
None, None, 2.076, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 10:00:00, None, 21.31, None
None, None, 2.587, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 11:00:00, None, 21.15, None
None, None, 3.071, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 12:00:00, None, 21.31, None
None, None, 3.461, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 13:00:00, None, 21.13, None
None, None, 3.86, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 14:00:00, None, 21.85, None
None, None, 5.432, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 15:00:00, None, 20.56, None
None, None, 4.506, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 22:00:00, None, 17.93, None
None, None, 4.677, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 23:00:00, None, 17.97, None
None, None, 4.782, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 00:00:00, None, 17.83, None
None, None, 4.458, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 01:00:00, None, 17.13, None
None, None, 4.819, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 02:00:00, None, 17.62, None
None, None, 4.686, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 03:00:00, None, 17.51, None
None, None, 4.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 04:00:00, None, 16.52, None
None, None, 4.715, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 05:00:00, None, 16.68, None
None, None, 4.458, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 06:00:00, None, 16.64, None
None, None, 4.753, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 07:00:00, None, 17.21, None
None, None, 4.801, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 08:00:00, None, 16.44, None
None, None, 4.801, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 09:00:00, None, 15.94, None
None, None, 4.705, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 10:00:00, None, 15.26, None
None, None, 4.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 11:00:00, None, 15.52, None
None, None, 3.774, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 12:00:00, None, 14.19, None
None, None, 3.603, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 13:00:00, None, 14.92, None
None, None, 4.886, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 14:00:00, None, 14.9, None
None, None, 5.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 15:00:00, None, 14.71, None
None, None, 6.112, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 16:00:00, None, 13.94, None
None, None, 7.33, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 17:00:00, None, 11.87, None
None, None, 7.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 18:00:00, None, 11.61, None
None, None, 6.552, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 19:00:00, None, 12.24, None
None, None, 6.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 20:00:00, None, 11.57, None
None, None, 6.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 21:00:00, None, 11.41, None
None, None, 6.359, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 22:00:00, None, 10.54, None
None, None, 6.648, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-16 23:00:00, None, 11.64, None
None, None, 6.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 00:00:00, None, 10.43, None
None, None, 5.957, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 01:00:00, None, 11.1, None
None, None, 6.292, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 02:00:00, None, 10.55, None
None, None, 6.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 03:00:00, None, 10.7, None
None, None, 5.833, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 04:00:00, None, 9.56, None
None, None, 5.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 05:00:00, None, 9.52, None
None, None, 5.641, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 06:00:00, None, 10.01, None
None, None, 5.202, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 07:00:00, None, 11.13, None
None, None, 5.545, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 08:00:00, None, 9.72, None
None, None, 5.46, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 09:00:00, None, 9.49, None
None, None, 5.661, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 10:00:00, None, 10.31, None
None, None, 4.955, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 11:00:00, None, 10.25, None
None, None, 6.216, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 12:00:00, None, 8.86, None
None, None, 6.719, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 13:00:00, None, 10.33, None
None, None, 6.854, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 14:00:00, None, 8.72, None
None, None, 8.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 15:00:00, None, 7.63, None
None, None, 8.64, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 16:00:00, None, 6.514, None
None, None, 9.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 17:00:00, None, 5.44, None
None, None, 9.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 18:00:00, None, 6.52, None
None, None, 9.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 19:00:00, None, 4.172, None
None, None, 9.16, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 20:00:00, None, 3.621, None
None, None, 9.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 21:00:00, None, 4.003, None
None, None, 9.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 22:00:00, None, 2.485, None
None, None, 8.88, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-17 23:00:00, None, 4.761, None
None, None, 8.38, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-18 00:00:00, None, 5.089, None
None, None, 8.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-18 01:00:00, None, 4.47, None
