station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -0.916, None, None, None, None, None, 24.66, None, 15.33, 203.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 20:00:00, None, None, 118.1
None, -1.106, None, None, None, None, None, 24.93, None, 13.71, 204.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 21:00:00, None, None, 117.9
None, -1.273, None, None, None, None, None, 28.44, None, 10.5, 202.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 22:00:00, None, None, 117.7
None, -1.371, None, None, None, None, None, 29.6, None, 9.95, 202.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-03 23:00:00, None, None, 117.4
None, -1.488, None, None, None, None, None, 30.78, None, 12.1, 200.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 00:00:00, None, None, 117.1
None, -1.551, None, None, None, None, None, 52.28, None, 7.335, 209.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 01:00:00, None, None, 116.7
None, -1.615, None, None, None, None, None, 66.78, None, 1.47, 229.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 02:00:00, None, None, 118.8
None, -1.692, None, None, None, None, None, 19.54, None, 0.0, 39.15, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 03:00:00, None, None, 121.1
None, -2.542, None, None, None, None, None, 27.47, None, 3.34, 44.01, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 04:00:00, None, None, 124.7
None, -2.639, None, None, None, None, None, 50.5, None, 1.064, 38.82, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 05:00:00, None, None, 128.1
None, -2.737, None, None, None, None, None, 21.94, None, 2.738, 227.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 06:00:00, None, None, 129.6
None, -2.981, None, None, None, None, None, 46.66, None, 2.202, 165.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 07:00:00, None, None, 128.3
None, -2.858, None, None, None, None, None, 52.19, None, 2.228, 175.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 08:00:00, None, None, 128.8
None, -2.599, None, None, None, None, None, 57.57, None, 6.381, 194.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 09:00:00, None, None, 131.4
None, -2.444, None, None, None, None, None, 31.19, None, 7.35, 210.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 10:00:00, None, None, 129.6
None, -2.151, None, None, None, None, None, 68.86, None, 2.836, 243.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 11:00:00, None, None, 132.9
None, -2.347, None, None, None, None, None, 62.09, None, 3.483, 232.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 12:00:00, None, None, 133.4
None, -2.152, None, None, None, None, None, 35.28, None, 10.73, 207.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 13:00:00, None, None, 133.6
None, -2.151, None, None, None, None, None, 34.26, None, 10.13, 209.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 14:00:00, None, None, 133.3
None, -2.444, None, None, None, None, None, 39.73, None, 8.02, 209.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 15:00:00, None, None, 133.0
None, -2.542, None, None, None, None, None, 32.89, None, 9.2, 206.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 16:00:00, None, None, 132.7
None, -2.493, None, None, None, None, None, 38.39, None, 8.09, 208.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 17:00:00, None, None, 131.7
None, -2.416, None, None, None, None, None, 48.48, None, 5.547, 211.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 18:00:00, None, None, 133.3
None, -2.395, None, None, None, None, None, 37.33, None, 8.43, 209.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 19:00:00, None, None, 133.2
None, -2.562, None, None, None, None, None, 33.25, None, 11.12, 206.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 20:00:00, None, None, 133.1
None, -2.978, None, None, None, None, None, 42.14, None, 9.16, 208.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 21:00:00, None, None, 133.0
None, -3.225, None, None, None, None, None, 42.23, None, 8.07, 209.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 22:00:00, None, None, 132.7
None, -3.369, None, None, None, None, None, 41.65, None, 8.22, 203.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-04 23:00:00, None, None, 132.3
None, -3.424, None, None, None, None, None, 44.43, None, 8.19, 205.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 00:00:00, None, None, 132.1
None, -3.601, None, None, None, None, None, 37.84, None, 8.25, 204.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 01:00:00, None, None, 131.7
None, -3.744, None, None, None, None, None, 28.2, None, 10.33, 205.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 02:00:00, None, None, 131.4
None, -3.798, None, None, None, None, None, 30.0, None, 11.26, 199.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 03:00:00, None, None, 131.2
None, -3.839, None, None, None, None, None, 37.14, None, 10.47, 194.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 04:00:00, None, None, 130.9
None, -3.989, None, None, None, None, None, 48.15, None, 9.61, 198.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 05:00:00, None, None, 130.6
None, -3.936, None, None, None, None, None, 59.31, None, 6.71, 201.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 06:00:00, None, None, 130.4
None, -3.983, None, None, None, None, None, 72.33, None, 5.313, 22.07, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 07:00:00, None, None, 130.3
None, -4.033, None, None, None, None, None, 78.41, None, 5.126, 97.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 08:00:00, None, None, 129.8
None, -4.128, None, None, None, None, None, 70.13, None, 3.186, 81.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 09:00:00, None, None, 129.7
None, -3.89, None, None, None, None, None, 69.33, None, 4.629, 117.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 10:00:00, None, None, 129.2
None, -3.759, None, None, None, None, None, 61.35, None, 4.141, 52.27, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 11:00:00, None, None, 129.0
None, -3.729, None, None, None, None, None, 69.82, None, 3.926, 65.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 12:00:00, None, None, 128.8
None, -3.855, None, None, None, None, None, 70.53, None, 3.9, 48.47, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 13:00:00, None, None, 128.5
None, -3.566, None, None, None, None, None, 68.19, None, 4.903, 48.94, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 14:00:00, None, None, 128.2
None, -3.225, None, None, None, None, None, 63.07, None, 4.659, 56.65, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 15:00:00, None, None, 128.4
None, -3.519, None, None, None, None, None, 65.64, None, 4.133, 24.91, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 16:00:00, None, None, 128.0
None, -3.744, None, None, None, None, None, 61.95, None, 3.583, 26.68, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 17:00:00, None, None, 127.7
None, -3.019, None, None, None, None, None, 64.46, None, 4.062, 69.58, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 18:00:00, None, None, 127.6
None, -2.963, None, None, None, None, None, 59.12, None, 4.9, 188.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 19:00:00, None, None, 127.2
None, -2.978, None, None, None, None, None, 63.39, None, 2.747, 193.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 20:00:00, None, None, 126.9
None, -3.126, None, None, None, None, None, 70.84, None, 2.393, 51.19, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 21:00:00, None, None, 126.5
None, -3.274, None, None, None, None, None, 61.88, None, 2.688, 28.79, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 22:00:00, None, None, 126.2
None, -3.026, None, None, None, None, None, 65.08, None, 3.482, 44.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-05 23:00:00, None, None, 126.3
None, -3.172, None, None, None, None, None, 71.97, None, 4.244, 68.19, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 00:00:00, None, None, 126.7
None, -3.225, None, None, None, None, None, 63.94, None, 5.94, 62.76, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 01:00:00, None, None, 127.1
None, -3.264, None, None, None, None, None, 66.5, None, 4.608, 78.35, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 02:00:00, None, None, 127.6
None, -3.422, None, None, None, None, None, 75.06, None, 4.962, 203.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 03:00:00, None, None, 127.3
None, -3.461, None, None, None, None, None, 79.87, None, 4.766, 322.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 04:00:00, None, None, 127.0
None, -3.417, None, None, None, None, None, 76.0, None, 3.765, 10.11, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 05:00:00, None, None, 126.7
None, -3.32, None, None, None, None, None, 62.06, None, 4.091, 28.24, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 06:00:00, None, None, 126.5
None, -3.268, None, None, None, None, None, 68.96, None, 2.938, 48.56, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 07:00:00, None, None, 126.4
None, -3.271, None, None, None, None, None, 74.64, None, 2.937, 70.22, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 08:00:00, None, None, 126.2
None, -3.124, None, None, None, None, None, 74.88, None, 2.47, 101.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 09:00:00, None, None, 125.9
None, -2.785, None, None, None, None, None, 79.4, None, 2.073, 341.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 10:00:00, None, None, 125.0
None, -2.688, None, None, None, None, None, 66.65, None, 2.206, 25.35, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 11:00:00, None, None, 125.9
None, -2.737, None, None, None, None, None, 68.16, None, 3.264, 354.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 12:00:00, None, None, 127.2
None, -3.145, None, None, None, None, None, 49.87, None, 7.908, 213.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-01-06 13:00:00, None, None, 131.3
None, -5.055, None, None, None, None, None, 67.15, None, 3.563, 229.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 10:00:00, None, None, 144.9
None, -4.968, None, None, None, None, None, 51.9, None, 6.255, 234.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 11:00:00, None, None, 144.8
None, -4.834, None, None, None, None, None, 42.07, None, 9.2, 220.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 12:00:00, None, None, 145.0
None, -3.018, None, None, None, None, None, 52.51, None, 6.078, 234.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 13:00:00, None, None, 144.6
None, -2.551, None, None, None, None, None, 52.38, None, 5.928, 225.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 14:00:00, None, None, 144.5
None, -2.456, None, None, None, None, None, 51.42, None, 7.184, 230.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 15:00:00, None, None, 144.7
None, -1.786, None, None, None, None, None, 28.98, None, 10.93, 222.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 17:00:00, None, None, 144.5
None, -0.545, None, None, None, None, None, 33.47, None, 10.95, 228.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 18:00:00, None, None, 144.4
None, -2.614, None, None, None, None, None, 40.07, None, 9.46, 224.9, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 19:00:00, None, None, 144.6
None, -3.23, None, None, None, None, None, 31.72, None, 9.05, 224.1, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 20:00:00, None, None, 144.4
None, -4.054, None, None, None, None, None, 35.64, None, 5.2, 243.8, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 21:00:00, None, None, 148.3
None, -5.21, None, None, None, None, None, 31.55, None, 8.31, 233.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 22:00:00, None, None, 149.6
None, -5.824, None, None, None, None, None, 24.81, None, 6.301, 221.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-14 23:00:00, None, None, 149.2
None, -6.259, None, None, None, None, None, 26.6, None, 3.942, 216.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 00:00:00, None, None, 149.1
None, -6.388, None, None, None, None, None, 34.19, None, 3.706, 214.3, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 01:00:00, None, None, 149.0
None, -6.779, None, None, None, None, None, 25.01, None, 4.162, 194.5, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 02:00:00, None, None, 148.8
None, -7.014, None, None, None, None, None, 24.97, None, 4.237, 194.2, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 03:00:00, None, None, 148.9
None, -7.204, None, None, None, None, None, 21.26, None, 5.838, 212.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 04:00:00, None, None, 148.5
None, -7.349, None, None, None, None, None, 29.15, None, 3.63, 214.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 05:00:00, None, None, 148.6
None, -7.837, None, None, None, None, None, 38.49, None, 2.572, 211.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 06:00:00, None, None, 148.2
None, -7.534, None, None, None, None, None, 46.8, None, 2.192, 210.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 07:00:00, None, None, 148.0
None, -8.08, None, None, None, None, None, 32.52, None, 2.671, 181.4, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 08:00:00, None, None, 147.9
None, -7.739, None, None, None, None, None, 19.56, None, 2.967, 172.6, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 09:00:00, None, None, 148.3
None, -6.963, None, None, None, None, None, 50.54, None, 1.149, 138.7, None, None, None, None, None, None, None, None, None, None, None, None, None, 2019-03-15 10:00:00, None, None, 149.0
