station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 54.91, None, -3.495, None, None, None, None, None, None, None, None, None, 2019-01-01 00:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 54.6, None, -3.571, None, None, None, None, None, None, None, None, None, 2019-01-01 01:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 54.45, None, -3.322, None, None, None, None, None, None, None, None, None, 2019-01-01 02:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 55.54, None, -3.331, None, None, None, None, None, None, None, None, None, 2019-01-01 03:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 55.22, None, -3.331, None, None, None, None, None, None, None, None, None, 2019-01-01 04:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 55.81, None, -3.486, None, None, None, None, None, None, None, None, None, 2019-01-01 05:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 56.49, None, -3.503, None, None, None, None, None, None, None, None, None, 2019-01-01 06:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 56.28, None, -3.647, None, None, None, None, None, None, None, None, None, 2019-01-01 07:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 55.86, None, -3.714, None, None, None, None, None, None, None, None, None, 2019-01-01 08:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 55.85, None, -3.522, None, None, None, None, None, None, None, None, None, 2019-01-01 09:00:00, None
None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 56.13, None, -3.071, None, None, None, None, None, None, None, None, None, 2019-01-01 10:00:00, None
