WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 0.938,72.9,2016-06-10 00:00:00,13.55,24
None, None, 1.267,74.0,2016-06-10 01:00:00,13.64,24
None, None, 1.643,86.0,2016-06-10 02:00:00,12.4,24
None, None, 2.238,90.0,2016-06-10 03:00:00,11.98,24
None, None, 2.692,90.6,2016-06-10 04:00:00,12.07,24
None, None, 5.039,81.5,2016-06-10 05:00:00,13.21,24
None, None, 3.368,79.2,2016-06-10 06:00:00,13.13,24
None, None, 2.473,74.7,2016-06-10 07:00:00,13.37,24
None, None, 3.69,71.8,2016-06-10 08:00:00,13.34,24
None, None, 4.52,70.5,2016-06-10 09:00:00,13.25,24
None, None, 4.822,69.28,2016-06-10 10:00:00,13.3,24
None, None, 4.521,67.41,2016-06-10 11:00:00,13.38,24
None, None, 3.771,61.81,2016-06-10 12:00:00,14.16,24
None, None, 1.913,59.25,2016-06-10 13:00:00,14.51,24
None, None, 4.871,60.09,2016-06-10 14:00:00,15.05,24
None, None, 5.158,59.15,2016-06-10 15:00:00,15.23,24
None, None, 5.222,55.61,2016-06-10 16:00:00,15.5,24
None, None, 5.663,53.79,2016-06-10 17:00:00,15.7,24
None, None, 4.091,59.84,2016-06-10 18:00:00,15.28,24
None, None, 2.908,62.36,2016-06-10 19:00:00,15.2,24
None, None, 1.071,67.85,2016-06-10 20:00:00,14.03,24
None, None, 2.163,70.1,2016-06-10 21:00:00,13.22,24
None, None, 1.644,75.6,2016-06-10 22:00:00,11.61,24
None, None, 1.729,76.6,2016-06-10 23:00:00,10.92,24
None, None, 1.061,76.2,2016-06-11 00:00:00,10.78,24
None, None, 1.387,77.3,2016-06-11 01:00:00,10.88,24
None, None, 1.863,79.8,2016-06-11 02:00:00,10.93,24
None, None, 1.043,90.7,2016-06-11 03:00:00,10.83,24
None, None, 1.447,91.7,2016-06-11 04:00:00,10.78,24
None, None, 1.626,92.2,2016-06-11 05:00:00,10.98,24
None, None, 1.483,92.1,2016-06-11 06:00:00,11.08,24
None, None, 0.490999,91.8,2016-06-11 07:00:00,11.46,24
None, None, 2.324,89.4,2016-06-11 08:00:00,11.98,24
None, None, 4.7,83.9,2016-06-11 09:00:00,12.45,24
None, None, 2.154,89.5,2016-06-11 10:00:00,11.96,24
None, None, 2.547,88.8,2016-06-11 11:00:00,12.25,24
None, None, 2.944,82.9,2016-06-11 12:00:00,13.03,24
None, None, 4.314,81.0,2016-06-11 13:00:00,13.36,24
None, None, 3.769,76.6,2016-06-11 14:00:00,13.92,24
None, None, 2.503,71.1,2016-06-11 15:00:00,14.54,24
None, None, 1.526,72.7,2016-06-11 16:00:00,14.49,24
None, None, 1.286,74.8,2016-06-11 17:00:00,14.4,24
None, None, 0.162,68.3,2016-06-11 18:00:00,15.08,24
None, None, 0.851,71.8,2016-06-11 19:00:00,15.03,24
None, None, 1.752,79.5,2016-06-11 20:00:00,14.42,24
None, None, 2.253,82.4,2016-06-11 21:00:00,13.1,24
None, None, 1.738,82.9,2016-06-11 22:00:00,12.91,24
None, None, 1.594,85.3,2016-06-11 23:00:00,12.79,24
None, None, 1.13,87.1,2016-06-12 00:00:00,12.7,24
None, None, 1.235,88.2,2016-06-12 01:00:00,12.36,24
None, None, 0.374,89.0,2016-06-12 02:00:00,11.68,24
None, None, 0.657998,88.1,2016-06-12 03:00:00,11.92,24
None, None, 2.191,89.4,2016-06-12 04:00:00,11.88,24
None, None, 0.708998,91.2,2016-06-12 05:00:00,11.89,24
None, None, 1.779,90.4,2016-06-12 06:00:00,11.94,24
None, None, 1.571,87.2,2016-06-12 07:00:00,12.01,24
None, None, 1.283,85.5,2016-06-12 08:00:00,12.58,24
None, None, 1.075,82.1,2016-06-12 09:00:00,12.92,24
None, None, 1.095,74.7,2016-06-12 10:00:00,13.6,24
None, None, 1.248,68.56,2016-06-12 11:00:00,14.56,24
None, None, 3.106,65.24,2016-06-12 12:00:00,15.49,24
None, None, 4.03,63.54,2016-06-12 13:00:00,15.77,24
None, None, 3.022,60.47,2016-06-12 14:00:00,16.7,24
None, None, 2.988,61.22,2016-06-12 15:00:00,16.53,24
None, None, 1.048,62.15,2016-06-12 16:00:00,16.66,24
None, None, 1.58,63.41,2016-06-12 17:00:00,16.53,24
None, None, 1.103,65.57,2016-06-12 18:00:00,16.15,24
None, None, 0.168999,68.48,2016-06-12 19:00:00,16.26,24
None, None, 0.697,73.1,2016-06-12 20:00:00,15.81,24
None, None, 1.078,73.7,2016-06-12 21:00:00,15.15,24
None, None, 0.982999,75.5,2016-06-12 22:00:00,14.33,24
None, None, 0.861998,76.0,2016-06-12 23:00:00,14.07,24
None, None, 1.495,76.1,2016-06-13 00:00:00,13.67,24
None, None, 0.201,77.3,2016-06-13 01:00:00,13.36,24
None, None, 1.394,78.3,2016-06-13 02:00:00,13.22,24
None, None, 0.465999,78.6,2016-06-13 03:00:00,13.13,24
None, None, 1.339,79.2,2016-06-13 04:00:00,13.04,24
None, None, 1.444,80.2,2016-06-13 05:00:00,12.95,24
None, None, 1.315,83.8,2016-06-13 06:00:00,12.85,24
None, None, 1.36,78.3,2016-06-13 07:00:00,13.78,24
None, None, 3.458,76.6,2016-06-13 08:00:00,14.11,24
None, None, 1.971,83.8,2016-06-13 09:00:00,13.31,24
None, None, 2.685,80.2,2016-06-13 10:00:00,13.91,24
None, None, 2.334,79.3,2016-06-13 11:00:00,13.88,24
None, None, 3.315,71.7,2016-06-13 12:00:00,14.83,24
None, None, 4.916,60.08,2016-06-13 13:00:00,15.72,24
None, None, 5.163,51.32,2016-06-13 14:00:00,15.94,24
None, None, 5.495,50.07,2016-06-13 15:00:00,15.93,24
None, None, 5.627,47.76,2016-06-13 16:00:00,16.01,24
None, None, 3.166,45.77,2016-06-13 17:00:00,16.32,24
None, None, 3.053,45.31,2016-06-13 18:00:00,16.43,24
None, None, 3.119,49.68,2016-06-13 19:00:00,15.5,24
None, None, 1.883,63.24,2016-06-13 20:00:00,13.62,24
None, None, 1.399,65.75,2016-06-13 21:00:00,12.54,24
None, None, 0.93,60.39,2016-06-13 22:00:00,13.14,24
