WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
1.3,15.6, None,49.1,2018-08-20 00:00:00,34
344.4,13.6, None,56.4,2018-08-20 01:00:00,34
13.9,10.2, None,69.4,2018-08-20 02:00:00,34
137.7,8.4, None,77.4,2018-08-20 03:00:00,34
87.9,7.2, None,80.4,2018-08-20 04:00:00,34
135.0,6.0, None,84.1,2018-08-20 05:00:00,34
97.5,5.1, None,85.9,2018-08-20 06:00:00,34
23.5,4.8, None,87.0,2018-08-20 07:00:00,34
278.4,7.1, None,80.9,2018-08-20 08:00:00,34
170.3,11.2, None,66.0,2018-08-20 09:00:00,34
237.4,15.0, None,53.2,2018-08-20 10:00:00,34
306.6,17.2, None,47.1,2018-08-20 11:00:00,34
270.3,19.6, None,41.4,2018-08-20 12:00:00,34
269.4,22.2, None,30.8,2018-08-20 13:00:00,34
273.3,24.0, None,24.5,2018-08-20 14:00:00,34
190.1,25.2, None,22.1,2018-08-20 15:00:00,34
290.7,26.1, None,19.0,2018-08-20 16:00:00,34
294.2,26.6, None,18.9,2018-08-20 17:00:00,34
305.0,26.5, None,19.6,2018-08-20 18:00:00,34
335.0,25.5, None,23.2,2018-08-20 19:00:00,34
334.6,22.4, None,32.5,2018-08-20 20:00:00,34
325.2,19.8, None,37.9,2018-08-20 21:00:00,34
98.3,16.5, None,50.9,2018-08-20 22:00:00,34
104.4,13.9, None,60.0,2018-08-20 23:00:00,34
101.5,11.9, None,66.5,2018-08-21 00:00:00,34
145.2,10.2, None,72.4,2018-08-21 01:00:00,34
71.1,8.8, None,78.2,2018-08-21 02:00:00,34
109.7,7.6, None,80.4,2018-08-21 03:00:00,34
151.4,6.8, None,81.9,2018-08-21 04:00:00,34
133.7,5.8, None,85.7,2018-08-21 05:00:00,34
250.7,5.3, None,88.5,2018-08-21 06:00:00,34
114.6,5.0, None,86.3,2018-08-21 07:00:00,34
165.7,7.4, None,80.3,2018-08-21 08:00:00,34
317.9,11.4, None,68.8,2018-08-21 09:00:00,34
181.2,13.8, None,61.2,2018-08-21 10:00:00,34
155.9,16.2, None,51.7,2018-08-21 11:00:00,34
174.6,18.7, None,42.5,2018-08-21 12:00:00,34
161.0,21.3, None,35.0,2018-08-21 13:00:00,34
153.9,23.8, None,29.2,2018-08-21 14:00:00,34
149.3,26.0, None,25.0,2018-08-21 15:00:00,34
185.0,27.5, None,21.9,2018-08-21 16:00:00,34
166.3,28.7, None,19.7,2018-08-21 17:00:00,34
157.6,28.8, None,20.5,2018-08-21 18:00:00,34
128.1,28.0, None,23.8,2018-08-21 19:00:00,34
97.3,25.3, None,30.6,2018-08-21 20:00:00,34
99.2,20.3, None,48.0,2018-08-21 21:00:00,34
147.0,17.6, None,57.7,2018-08-21 22:00:00,34
314.0,15.1, None,67.3,2018-08-21 23:00:00,34
50.1,13.6, None,73.2,2018-08-22 00:00:00,34
101.1,12.2, None,77.0,2018-08-22 01:00:00,34
153.2,10.9, None,79.5,2018-08-22 02:00:00,34
129.7,9.9, None,80.6,2018-08-22 03:00:00,34
166.6,9.1, None,81.3,2018-08-22 04:00:00,34
131.3,9.4, None,78.7,2018-08-22 05:00:00,34
126.7,11.3, None,71.7,2018-08-22 06:00:00,34
330.0,8.4, None,84.0,2018-08-22 07:00:00,34
305.9,8.9, None,82.7,2018-08-22 08:00:00,34
147.5,12.3, None,71.7,2018-08-22 09:00:00,34
134.2,15.6, None,61.0,2018-08-22 10:00:00,34
138.3,17.4, None,54.7,2018-08-22 11:00:00,34
160.2,18.8, None,50.4,2018-08-22 12:00:00,34
158.7,20.8, None,44.5,2018-08-22 13:00:00,34
177.0,22.9, None,38.2,2018-08-22 14:00:00,34
170.3,24.9, None,32.5,2018-08-22 15:00:00,34
152.9,26.6, None,29.0,2018-08-22 16:00:00,34
156.0,27.8, None,25.7,2018-08-22 17:00:00,34
315.7,27.1, None,31.3,2018-08-22 18:00:00,34
334.8,22.3, None,45.7,2018-08-22 19:00:00,34
332.3,19.6, None,52.3,2018-08-22 20:00:00,34
